rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,train/loss,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/explained_variance,train/entropy_loss,train/approx_kl,train/n_updates,train/clip_fraction
29.7087,1922296,293.64,74,109,694,-0.013541873544454575,0.2,-0.007280283578438684,0.0001,0.013960668933577836,0.998647928237915,-0.5187116246670485,0.008306479,7487,0.046875
29.71,1923320,293.62,75,109,704,0.2100653350353241,0.2,-0.0030092585657257587,0.0001,0.6129689663648605,0.9407421350479126,-0.4960517305880785,0.0063590584,7491,0.0234375
29.903899999999993,1924344,295.63,76,108,715,0.00012409314513206482,0.2,-0.009483360277954489,0.0001,0.044340681517496705,0.9941130876541138,-0.5391207356005907,0.0073976256,7495,0.052490234375
29.9029,1925368,296.22,77,108,725,0.03747202828526497,0.2,-0.008759865057072602,0.0001,0.10115323774516582,0.9872658848762512,-0.49819641187787056,0.0068503506,7499,0.031005859375
29.842999999999996,1926392,293.51,78,108,735,-0.0066778697073459625,0.2,-0.011308313522022218,0.0001,0.03383977839257568,0.9964748620986938,-0.5049974247813225,0.009739963,7503,0.078369140625
29.704799999999995,1927416,292.21,79,108,744,0.21835611760616302,0.2,-0.0032795563602121547,0.0001,0.3901763977482915,0.963577151298523,-0.5415045358240604,0.003830301,7507,0.026123046875
29.704799999999995,1928440,291.99,80,108,754,0.22810286283493042,0.2,-0.002834386075846851,0.0001,0.4933415334671736,0.9446317553520203,-0.42700614780187607,0.0022895264,7511,0.01220703125
29.8384,1929464,294.0,81,108,765,-0.011300241574645042,0.2,-0.0051595401600934565,0.0001,0.03244101023301482,0.9956455230712891,-0.473621005192399,0.0030740944,7515,0.016357421875
29.768600000000003,1930488,293.03,82,108,775,-0.004127955995500088,0.2,-0.00636818737257272,0.0001,0.0314101183321327,0.9969969391822815,-0.5631580650806427,0.005453389,7519,0.029052734375
29.798300000000005,1931512,292.52,83,108,785,0.04359045252203941,0.2,-0.0033479152771178633,0.0001,0.1275851335376501,0.9834853410720825,-0.5025988463312387,0.0059979986,7523,0.033447265625
29.798399999999997,1932536,292.46,84,108,794,0.026010867208242416,0.2,-0.005143197457073256,0.0001,0.09195351670496166,0.9889574646949768,-0.522604575380683,0.0073742038,7527,0.03125
29.792999999999996,1933560,295.03,85,108,802,-0.012874198146164417,0.2,-0.008578827779274434,0.0001,0.04727803170681,0.9924913048744202,-0.5203100573271513,0.009146527,7531,0.041748046875
29.996,1934584,296.91,86,108,811,-0.017911598086357117,0.2,-0.008062274428084493,0.0001,0.029108554241247475,0.9953532814979553,-0.5066582038998604,0.008856278,7535,0.024658203125
29.997200000000003,1935608,296.49,87,108,819,-0.018348565325140953,0.2,-0.005967524717561901,0.0001,0.014235799142625183,0.9981439113616943,-0.4711657166481018,0.0059010778,7539,0.040283203125
29.9971,1936632,296.56,88,108,828,-0.01492840051651001,0.2,-0.008541743241949007,0.0001,0.00741457351250574,0.9991658926010132,-0.4900941401720047,0.008834858,7543,0.053955078125
29.9976,1937656,296.49,89,108,836,-0.02618391066789627,0.2,-0.01231588760856539,0.0001,0.009354709880426526,0.9990537166595459,-0.5159322861582041,0.01173549,7547,0.059814453125
29.8235,1938680,294.42,90,109,844,-0.03168252855539322,0.2,-0.01187887811101973,0.0001,0.007303952210349962,0.999311089515686,-0.5074990633875132,0.01587749,7551,0.110595703125
29.824099999999998,1939704,294.52,91,109,853,0.22579850256443024,0.2,-0.0033842804841697216,0.0001,0.5661806873977184,0.9413756132125854,-0.49875507690012455,0.0025791582,7555,0.013427734375
29.825000000000003,1940728,293.73,92,109,861,-0.0016190176829695702,0.2,-0.006413135284674354,0.0001,0.026478663960006088,0.9972533583641052,-0.5778653658926487,0.007617452,7559,0.0283203125
29.851699999999997,1941752,293.86,93,109,869,-0.020422285422682762,0.2,-0.007247348374221474,0.0001,0.017976959177758545,0.9978057146072388,-0.5327094681560993,0.00541965,7563,0.027099609375
29.851499999999998,1942776,294.07,94,109,877,0.20316876471042633,0.2,-0.001982722315005958,0.0001,0.5446686642244458,0.9365953803062439,-0.48543812707066536,0.0026561196,7567,0.012451171875
29.496599999999994,1943800,290.06,95,109,886,-0.012599659152328968,0.2,-0.005484586756210774,0.0001,0.032848336501047015,0.9954071044921875,-0.5146774314343929,0.0050733616,7571,0.023193359375
29.492399999999993,1944824,291.0,96,109,894,0.5685330033302307,0.2,-0.0011726398370228708,0.0001,0.9467055518180132,0.9102795124053955,-0.5144772455096245,0.0035715993,7575,0.019287109375
