elapsed_seconds,timesteps,return,length,max_x,completed
1.306,1846816,634.0,74,705,0
4.288,1847460,2677.0,235,2763,0
9.067,1847680,3092.0,290,3161,1
9.635,1847796,3087.0,319,3161,1
10.589,1848012,3092.0,299,3161,1
17.601,1848660,3091.0,300,3161,1
18.067,1848772,3095.0,273,3161,1
18.96,1848980,3092.0,296,3161,1
20.729,1849392,3083.0,345,3161,1
26.908,1849824,3091.0,291,3161,1
28.004,1850076,3085.0,326,3161,1
28.689,1850244,3079.0,316,3161,1
30.262,1850608,3082.0,304,3161,1
35.571,1851012,3092.0,297,3161,1
37.115,1851292,3090.0,304,3161,1
38.131,1851496,3079.0,313,3161,1
43.034,1851764,3094.0,289,3161,1
45.571,1852232,3089.0,305,3161,1
47.622,1852576,3085.0,321,3161,1
47.955,1852644,3094.0,287,3161,1
54.831,1853412,3093.0,295,3161,1
55.478,1853572,2335.0,452,2470,0
59.808,1853812,3088.0,309,3161,1
60.043,1853860,3091.0,304,3161,1
63.472,1854624,3091.0,303,3161,1
63.815,1854708,3092.0,284,3161,1
68.492,1855024,3088.0,303,3161,1
68.599,1855048,3091.0,297,3161,1
70.942,1855596,2383.0,243,2468,0
76.534,1855976,3088.0,317,3161,1
77.718,1856216,3091.0,298,3161,1
79.03,1856424,3082.0,344,3161,1
80.214,1856668,3097.0,268,3161,1
88.722,1857056,2670.0,270,2763,0
89.681,1857160,2671.0,236,2758,0
93.138,1857728,3086.0,326,3161,1
98.26,1857872,3083.0,301,3161,1
99.853,1858216,3093.0,290,3161,1
100.61,1858360,3092.0,300,3161,1
108.887,1859068,3085.0,335,3161,1
110.304,1859376,3093.0,290,3161,1
111.2,1859536,3092.0,294,3161,1
112.026,1859680,3061.0,452,3161,1
118.4,1860012,2670.0,236,2758,0
119.725,1860284,1709.0,151,1795,0
121.059,1860560,3091.0,296,3161,1
122.272,1860776,3089.0,310,3161,1
129.294,1861396,2365.0,346,2472,0
129.593,1861464,3091.0,295,3161,1
131.032,1861748,2681.0,243,2762,0
135.619,1861892,3084.0,333,3161,1
141.507,1862628,3093.0,291,3161,1
143.191,1862820,3078.0,356,3161,1
148.252,1863056,3091.0,291,3161,1
148.659,1863156,3079.0,352,3161,1
151.609,1863732,3093.0,276,3161,1
158.69,1864388,3089.0,308,3161,1
158.759,1864404,1711.0,168,1800,0
159.004,1864456,3052.0,409,3161,1
159.101,1864472,3078.0,354,3161,1
166.684,1865048,1721.0,165,1793,0
169.696,1865624,3089.0,305,3161,1
170.472,1865788,3078.0,329,3161,1
170.492,1865792,3085.0,334,3161,1
176.049,1866116,734.0,81,808,0
177.13,1866332,3079.0,321,3161,1
184.461,1867040,3078.0,313,3161,1
185.478,1867264,2363.0,287,2475,0
185.912,1867348,2385.0,254,2472,0
186.077,1867384,3046.0,440,3161,1
187.758,1867644,626.0,65,697,0
194.755,1868252,3089.0,303,3161,1
196.332,1868584,2677.0,235,2763,0
196.832,1868688,3068.0,335,3161,1
197.198,1868768,3074.0,376,3161,1
204.961,1869556,3084.0,326,3161,1
205.817,1869740,3092.0,289,3161,1
206.573,1869876,3090.0,297,3161,1
207.387,1870032,3087.0,316,3161,1
213.721,1870428,2378.0,218,2476,0
216.326,1870904,3092.0,291,3161,1
217.192,1871084,3089.0,302,3161,1
221.713,1871244,3090.0,303,3161,1
224.293,1871768,3083.0,335,3161,1
225.5,1872040,3092.0,284,3161,1
231.301,1872440,3090.0,299,3161,1
231.867,1872540,3078.0,364,3161,1
234.672,1873108,3083.0,335,3161,1
239.618,1873224,3092.0,296,3161,1
240.673,1873460,2383.0,255,2473,0
241.763,1873684,3092.0,286,3161,1
248.608,1874256,3092.0,287,3161,1
250.008,1874548,3068.0,331,3161,1
250.312,1874604,3093.0,286,3161,1
252.149,1874936,1892.0,170,1975,0
252.646,1875040,3083.0,339,3161,1
259.151,1875560,2377.0,253,2474,0
259.988,1875736,3093.0,283,3161,1
260.682,1875896,2686.0,240,2773,0
267.155,1876292,3088.0,313,3161,1
269.467,1876780,3090.0,305,3161,1
270.467,1876992,3086.0,314,3161,1
271.083,1877104,3090.0,302,3161,1
277.261,1877440,3091.0,287,3161,1
279.365,1877888,3095.0,277,3161,1
280.452,1878124,3086.0,283,3161,1
285.208,1878324,3087.0,305,3161,1
287.393,1878652,3091.0,303,3161,1
287.9,1878760,252.0,27,315,0
290.042,1879212,3083.0,331,3161,1
294.389,1879292,3084.0,292,3161,1
295.238,1879464,3094.0,285,3161,1
297.523,1879936,3090.0,294,3161,1
303.839,1880460,3090.0,312,3161,1
303.962,1880488,3090.0,299,3161,1
304.936,1880692,3089.0,307,3161,1
307.699,1881224,3085.0,322,3161,1
313.987,1881612,3092.0,288,3161,1
314.478,1881708,3088.0,305,3161,1
315.327,1881884,3082.0,298,3161,1
322.349,1882448,3089.0,306,3161,1
324.316,1882856,3089.0,311,3161,1
325.055,1883020,3086.0,328,3161,1
325.521,1883120,3081.0,309,3161,1
332.174,1883596,3091.0,287,3161,1
334.03,1883980,3093.0,281,3161,1
335.388,1884240,1740.0,161,1821,0
335.483,1884260,3092.0,285,3161,1
341.704,1884580,3074.0,390,3161,1
342.172,1884656,1888.0,169,1962,0
345.128,1885260,1716.0,151,1795,0
345.526,1885356,3095.0,279,3161,1
351.655,1885804,3087.0,306,3161,1
352.916,1886052,3060.0,448,3161,1
358.621,1886460,3089.0,300,3161,1
358.789,1886500,3093.0,286,3161,1
361.019,1886972,3092.0,292,3161,1
362.965,1887256,3089.0,301,3161,1
368.756,1887692,3089.0,308,3161,1
369.237,1887776,3086.0,319,3161,1
370.618,1888080,3093.0,277,3161,1
372.86,1888496,3087.0,310,3161,1
379.093,1888976,3090.0,300,3161,1
380.395,1889256,3064.0,391,3161,1
381.036,1889396,3084.0,329,3161,1
381.317,1889444,2676.0,237,2764,0
389.622,1890208,3087.0,308,3161,1
390.166,1890340,2665.0,236,2761,0
390.657,1890436,3093.0,295,3161,1
395.564,1890648,3074.0,301,3161,1
399.217,1891380,3084.0,293,3161,1
404.288,1891648,3083.0,327,3161,1
404.631,1891732,3085.0,324,3161,1
405.121,1891836,3092.0,297,3161,1
413.317,1892604,3088.0,306,3161,1
413.871,1892712,252.0,27,315,0
414.508,1892852,3090.0,301,3161,1
414.823,1892916,2356.0,296,2469,0
415.709,1893064,3081.0,307,3161,1
423.913,1893984,3084.0,318,3161,1
424.083,1894016,3092.0,275,3161,1
424.339,1894064,3089.0,303,3161,1
425.963,1894408,3074.0,336,3161,1
431.533,1894768,732.0,90,807,0
433.591,1895172,3089.0,297,3161,1
433.871,1895228,3091.0,291,3161,1
433.907,1895236,3087.0,305,3161,1
443.449,1896328,3093.0,289,3161,1
443.74,1896400,2373.0,293,2469,0
444.318,1896524,3063.0,439,3161,1
444.405,1896544,3081.0,327,3161,1
452.716,1897492,3082.0,291,3161,1
453.452,1897656,3087.0,314,3161,1
457.868,1897724,2376.0,300,2471,0
458.007,1897756,3090.0,303,3161,1
463.117,1898672,3092.0,295,3161,1
467.696,1898852,3089.0,299,3161,1
467.813,1898880,3091.0,289,3161,1
468.079,1898936,3092.0,295,3161,1
471.076,1899552,1742.0,168,1817,0
476.209,1899796,3092.0,281,3161,1
477.193,1900008,3096.0,268,3161,1
477.321,1900040,3091.0,297,3161,1
480.825,1900768,3090.0,304,3161,1
486.334,1901008,3090.0,303,3161,1
488.045,1901348,3085.0,327,3161,1
488.339,1901404,3081.0,349,3161,1
489.463,1901636,2392.0,217,2474,0
496.336,1902276,3086.0,317,3161,1
497.849,1902592,3088.0,311,3161,1
497.894,1902600,3091.0,299,3161,1
498.921,1902816,3093.0,295,3161,1
506.482,1903536,3088.0,315,3161,1
507.549,1903760,3093.0,292,3161,1
507.653,1903780,3090.0,295,3161,1
513.055,1904028,3091.0,303,3161,1
513.741,1904172,1061.0,98,1136,0
516.659,1904728,3091.0,298,3161,1
522.225,1905056,3083.0,324,3161,1
523.5,1905308,3088.0,320,3161,1
523.654,1905344,3089.0,293,3161,1
526.247,1905856,3092.0,282,3161,1
533.003,1906244,3090.0,297,3161,1
534.021,1906428,3093.0,280,3161,1
535.196,1906576,3088.0,308,3161,1
543.023,1907108,3087.0,313,3161,1
544.137,1907316,3096.0,268,3161,1
545.594,1907576,3091.0,287,3161,1
547.146,1907852,3087.0,319,3161,1
553.777,1908300,3090.0,298,3161,1
554.544,1908452,3091.0,284,3161,1
556.985,1908856,3085.0,320,3161,1
562.91,1909092,3089.0,310,3161,1
564.671,1909444,3091.0,286,3161,1
566.49,1909760,3084.0,327,3161,1
572.459,1910048,3090.0,298,3161,1
