decision,raw_frames,x,y,max_x,action,action_name,prob_0,prob_1,prob_2,prob_3,prob_4,action_entropy_nats,native_reward,native_reward_sum,no_progress_decisions,life,game_time,flag_get,terminated,truncated,game_score,score_gain,coins
1,4,40,79,40,1,right,0.03565302491188049,0.21899856626987457,0.10238822549581528,0.6052387356758118,0.0377214178442955,1.1123393774032593,0.0,0.0,1,2,400,0,0,0,0,0,0
2,8,42,79,42,1,right,0.035570673644542694,0.21903777122497559,0.10225701332092285,0.605468213558197,0.037666384130716324,1.111759901046753,2.0,2.0,0,2,400,0,0,0,0,0,0
3,12,45,79,45,3,right+B,0.03542528674006462,0.21875044703483582,0.10223520547151566,0.6059488654136658,0.03764024376869202,1.1109435558319092,3.0,5.0,0,2,400,0,0,0,0,0,0
4,16,49,79,49,3,right+B,0.035706933587789536,0.2195446789264679,0.10337840020656586,0.6033506989479065,0.03801928088068962,1.1156234741210938,4.0,9.0,0,2,400,0,0,0,0,0,0
5,20,55,79,55,3,right+B,0.035598915070295334,0.2189922034740448,0.1027778834104538,0.6048610210418701,0.037769921123981476,1.1130057573318481,5.0,14.0,0,2,399,0,0,0,0,0,0
6,24,63,97,63,2,right+A,0.0345148891210556,0.2166622281074524,0.09951285272836685,0.6123631000518799,0.03694700449705124,1.0993616580963135,8.0,22.0,0,2,399,0,0,0,0,0,0
7,28,73,115,73,1,right,0.03523383289575577,0.2183234989643097,0.10277964174747467,0.6052981019020081,0.03836493566632271,1.1129376888275146,10.0,32.0,0,2,399,0,0,0,0,0,0
8,32,85,121,85,2,right+A,0.034606482833623886,0.21869967877864838,0.1021176129579544,0.6066174507141113,0.037958741188049316,1.1092312335968018,12.0,44.0,0,2,399,0,0,0,0,0,0
9,36,97,114,97,3,right+B,0.03512872755527496,0.220815509557724,0.1018228828907013,0.6040661931037903,0.03816676139831543,1.1129165887832642,12.0,56.0,0,2,399,0,0,0,0,0,0
10,40,109,94,109,3,right+B,0.04712573438882828,0.26844820380210876,0.17466503381729126,0.4464797377586365,0.0632813349366188,1.3364629745483398,11.0,67.0,0,2,398,0,0,0,0,0,0
11,44,120,79,120,1,right,0.0516161173582077,0.27074065804481506,0.3002551198005676,0.25844746828079224,0.11894059926271439,1.4709137678146362,11.0,78.0,0,2,398,0,0,0,0,0,0
12,48,127,79,127,1,right,0.047070249915122986,0.27830326557159424,0.33370691537857056,0.20461806654930115,0.13630156219005585,1.4623373746871948,7.0,85.0,0,2,398,0,0,0,0,0,0
