decision,raw_frames,x,y,max_x,action,action_name,prob_0,prob_1,prob_2,prob_3,prob_4,action_entropy_nats,native_reward,native_reward_sum,no_progress_decisions,life,game_time,flag_get,terminated,truncated,game_score,score_gain,coins
1,4,40,79,40,3,right+B,0.03565302491188049,0.21899856626987457,0.10238822549581528,0.6052387356758118,0.0377214178442955,1.1123393774032593,0.0,0.0,1,2,400,0,0,0,0,0,0
2,8,43,79,43,1,right,0.035570673644542694,0.21903777122497559,0.10225701332092285,0.605468213558197,0.037666384130716324,1.111759901046753,3.0,3.0,0,2,400,0,0,0,0,0,0
3,12,47,79,47,3,right+B,0.03556426987051964,0.21905864775180817,0.10242541134357452,0.6051942110061646,0.03775744140148163,1.1123149394989014,4.0,7.0,0,2,400,0,0,0,0,0,0
4,16,53,79,53,3,right+B,0.035867154598236084,0.21983861923217773,0.10368877649307251,0.6025620698928833,0.038043323904275894,1.1169860363006592,6.0,13.0,0,2,400,0,0,0,0,0,0
5,20,60,79,60,3,right+B,0.03536425530910492,0.21860559284687042,0.10199443995952606,0.6065622568130493,0.03747342526912689,1.109729528427124,6.0,19.0,0,2,399,0,0,0,0,0,0
6,24,70,79,70,3,right+B,0.03445399925112724,0.21648673713207245,0.09886109083890915,0.6134242415428162,0.03677402436733246,1.0973305702209473,10.0,29.0,0,2,399,0,0,0,0,0,0
7,28,81,97,81,2,right+A,0.035122063010931015,0.21752101182937622,0.1022319570183754,0.6069769859313965,0.03814791515469551,1.1102256774902344,11.0,40.0,0,2,399,0,0,0,0,0,0
8,32,93,115,93,1,right,0.03515711799263954,0.21983526647090912,0.10236576199531555,0.6044217944145203,0.03822001814842224,1.1131205558776855,12.0,52.0,0,2,399,0,0,0,0,0,0
9,36,105,121,105,3,right+B,0.04129083827137947,0.24689103662967682,0.13750755786895752,0.5237111449241638,0.05059944465756416,1.2395009994506836,12.0,64.0,0,2,399,0,0,0,0,0,0
10,40,117,114,117,3,right+B,0.04971103370189667,0.2722347378730774,0.2627452611923218,0.31202781200408936,0.1032811626791954,1.4524750709533691,11.0,75.0,0,2,398,0,0,0,0,0,0
11,44,129,94,129,1,right,0.04695699363946915,0.258506178855896,0.3494613766670227,0.19615797698497772,0.14891751110553741,1.4638478755950928,12.0,87.0,0,2,398,0,0,0,0,0,0
12,48,139,79,139,1,right,0.04581993818283081,0.30548080801963806,0.30015650391578674,0.202913299202919,0.14562948048114777,1.46897292137146,10.0,97.0,0,2,398,0,0,0,0,0,0
13,52,146,79,146,1,right,0.03859924152493477,0.3528289794921875,0.16374225914478302,0.3708535432815552,0.07397600263357162,1.349976897239685,7.0,104.0,0,2,398,0,0,0,0,0,0
14,56,154,79,154,3,right+B,0.03481869027018547,0.338446706533432,0.10761422663927078,0.4642093777656555,0.054910968989133835,1.2390680313110352,8.0,112.0,0,2,398,0,0,0,0,0,0
15,60,164,79,164,3,right+B,0.032745424658060074,0.3100695312023163,0.06906461715698242,0.5455625057220459,0.042557958513498306,1.124552845954895,9.0,121.0,0,2,397,0,0,0,0,0,0
16,64,175,79,175,3,right+B,0.030370106920599937,0.3074171245098114,0.056798193603754044,0.5622512102127075,0.04316335171461105,1.0910475254058838,11.0,132.0,0,2,397,0,0,0,0,0,0
