time/iterations,time/fps,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/entropy_loss,train/clip_range,train/loss,train/value_loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/explained_variance
34,182,283.84,1743588,28.217799999999997,190,-0.4436295051127672,0.2,0.016603363677859306,0.0615963323507458,0.003713421,0.0001,0.017578125,6791,-0.0034357639378868043,0.989995539188385
35,182,283.64,1744612,28.218000000000004,196,-0.4743014443665743,0.2,0.2933666706085205,0.9366768226027489,0.0019233329,0.0001,0.00927734375,6795,-0.0023960645485203713,0.9001858234405518
36,182,285.98,1745636,28.460400000000003,202,-0.4266719575971365,0.2,0.008928792551159859,0.06415452226065099,0.0032417937,0.0001,0.02099609375,6799,-0.005244334461167455,0.9916624426841736
37,182,287.23,1746660,28.582400000000003,207,-0.43162557296454906,0.2,0.17450731992721558,0.5184443239122629,0.0035243419,0.0001,0.0166015625,6803,-0.004352482879767194,0.9354556798934937
38,182,286.31,1747684,28.517599999999998,213,-0.5403813179582357,0.2,0.0014117266982793808,0.03674878610763699,0.0039196266,0.0001,0.019287109375,6807,-0.005034887377405539,0.9958027005195618
39,182,286.9,1748708,28.628200000000007,219,-0.44263554736971855,0.2,0.21941262483596802,0.420097291469574,0.0067224386,0.0001,0.035400390625,6811,-0.004200288967695087,0.9490297436714172
40,182,286.42,1749732,28.629300000000004,224,-0.45107962749898434,0.2,0.05720124766230583,0.16827573953196406,0.0063499208,0.0001,0.0283203125,6815,-0.004031564181786962,0.975813627243042
41,182,287.82,1750756,28.712600000000002,230,-0.5759782157838345,0.2,-0.004864417016506195,0.07642909162677824,0.008876831,0.0001,0.04248046875,6819,-0.00887270161183551,0.9891231060028076
42,181,288.81,1751780,28.75240000000001,236,-0.48913910798728466,0.2,0.0037785395979881287,0.06526965810917318,0.0067669526,0.0001,0.037109375,6823,-0.009222284017596394,0.9893457889556885
43,181,286.76,1752804,28.615499999999997,242,-0.5318034328520298,0.2,0.009337522089481354,0.07629249361343682,0.003956741,0.0001,0.019287109375,6827,-0.0065615487401373684,0.9904152154922485
44,181,289.49,1753828,28.859400000000004,247,-0.38448216393589973,0.2,0.11087704449892044,0.49723758175969124,0.007778285,0.0001,0.034423828125,6831,-0.005922041047597304,0.9197729825973511
45,181,288.65,1754852,28.8185,253,-0.5097513068467379,0.2,-0.005783015862107277,0.05689982674084604,0.0047585475,0.0001,0.02392578125,6835,-0.006860756169771776,0.9933280944824219
46,181,289.08,1755876,28.7908,259,-0.4511025547981262,0.2,0.02587880566716194,0.09835761925205588,0.00518848,0.0001,0.023681640625,6839,-0.0033899685950018466,0.9882786870002747
47,181,287.09,1756900,28.709599999999995,265,-0.4848263803869486,0.2,0.03235125541687012,0.1820879695005715,0.007038588,0.0001,0.051025390625,6843,-0.00701247260440141,0.9743489027023315
48,181,288.87,1757924,28.8444,270,-0.4741138480603695,0.2,0.21111413836479187,0.48956887051463127,0.0065021967,0.0001,0.035400390625,6847,-0.002331152616534382,0.9448994398117065
49,181,289.72,1758948,28.8428,276,-0.49034976214170456,0.2,0.01758022978901863,0.09176295110955834,0.00447655,0.0001,0.0185546875,6851,-0.006414044531993568,0.9872469902038574
50,181,290.91,1759972,28.982200000000002,281,-0.4941890984773636,0.2,-0.003654886968433857,0.04075524874497205,0.005038272,0.0001,0.02587890625,6855,-0.006501297117210925,0.9941067099571228
51,181,287.78,1760996,28.738900000000005,287,-0.47421422228217125,0.2,-0.010763314552605152,0.01862045406596735,0.0054285666,0.0001,0.022216796875,6859,-0.0062122546951286495,0.9973360300064087
52,181,287.33,1762020,28.529000000000007,293,-0.4324520640075207,0.2,0.2818478047847748,0.7891335189342499,0.018809441,0.0001,0.05126953125,6863,-0.003745009715203196,0.9045367240905762
53,181,284.07,1763044,28.392999999999997,299,-0.46958593279123306,0.2,0.3357784152030945,0.6040680557489395,0.008284414,0.0001,0.041015625,6867,-0.0044999987876508385,0.9324195384979248
54,181,286.41,1764068,28.5629,304,-0.4200518671423197,0.2,0.06133193522691727,0.260171702131629,0.0047107656,0.0001,0.024658203125,6871,-0.006922165572177619,0.9612219333648682
55,181,286.02,1765092,28.5641,310,-0.46005995385348797,0.2,0.05547229200601578,0.189052639529109,0.006188631,0.0001,0.0361328125,6875,-0.007099485577782616,0.9765424132347107
56,181,284.51,1766116,28.640699999999992,316,-0.534876137971878,0.2,0.006767097860574722,0.08399254619143903,0.0052691298,0.0001,0.028564453125,6879,-0.006474771711509675,0.9865027666091919
57,181,285.63,1767140,28.6386,321,-0.3984431605786085,0.2,0.1211472898721695,0.3406750876456499,0.002349534,0.0001,0.015625,6883,-0.0012154097203165293,0.9262091517448425
58,181,284.22,1768164,28.505200000000006,327,-0.44692317210137844,0.2,0.0670696273446083,0.19106379197910428,0.002506214,0.0001,0.0126953125,6887,-0.00280767516233027,0.9630841016769409
59,181,291.03,1769188,28.492400000000004,332,-0.42853315733373165,0.2,0.4468861520290375,0.8721308670938015,0.0035841537,0.0001,0.016357421875,6891,-0.00043646490667015314,0.8941372036933899
60,181,291.48,1770212,28.489699999999992,338,-0.4661914426833391,0.2,-0.0026068128645420074,0.06743953586556017,0.0036351539,0.0001,0.017333984375,6895,-0.004195094501483254,0.9895564317703247
61,181,291.78,1771236,28.4905,344,-0.410226060077548,0.2,0.2928702235221863,0.8248402774333954,0.00393417,0.0001,0.032958984375,6899,-0.0032637345138937235,0.8956436514854431
62,181,290.96,1772260,28.4086,350,-0.4875221289694309,0.2,0.03235134482383728,0.12215065769851208,0.0043081245,0.0001,0.025390625,6903,-0.005268986686132848,0.9843884110450745
63,181,291.84,1773284,28.530499999999996,355,-0.55924485437572,0.2,0.30056825280189514,0.8248094767332077,0.004666006,0.0001,0.03564453125,6907,-0.004682838160078973,0.9183857440948486
64,181,293.8,1774308,28.710900000000002,361,-0.46122236363589764,0.2,0.008693189360201359,0.0705295936204493,0.0056255786,0.0001,0.033447265625,6911,-0.003789857408264652,0.9915618896484375
65,181,293.54,1775332,28.711000000000002,367,-0.5004653409123421,0.2,-0.013550881296396255,0.0181187103735283,0.009437688,0.0001,0.052490234375,6915,-0.011356920644175261,0.9973752498626709
66,181,293.79,1776356,28.710500000000003,373,-0.43918720073997974,0.2,-0.007040306925773621,0.03531548159662634,0.009114214,0.0001,0.048583984375,6919,-0.009461249428568408,0.9945353865623474
67,181,294.99,1777380,28.847399999999993,378,-0.3974126987159252,0.2,-0.008533650077879429,0.015122069453354925,0.0074843373,0.0001,0.04833984375,6923,-0.009318932192400098,0.998114824295044
68,181,295.86,1778404,28.917299999999997,384,-0.4367230571806431,0.2,-0.007725984789431095,0.030486782896332443,0.005392734,0.0001,0.03466796875,6927,-0.005994962353724986,0.9962704181671143
69,181,293.89,1779428,28.591800000000003,390,-0.5046787858009338,0.2,0.03274118900299072,0.13896791962906718,0.004941347,0.0001,0.026123046875,6931,-0.004271061727195047,0.9812854528427124
70,181,293.14,1780452,28.5944,395,-0.5124911144375801,0.2,0.41135868430137634,1.108083762228489,0.008593518,0.0001,0.053955078125,6935,-0.004963232873706147,0.8960382342338562
71,180,293.38,1781476,28.593899999999998,401,-0.5509733892977238,0.2,-0.007572471164166927,0.03907938289921731,0.008037738,0.0001,0.041748046875,6939,-0.00989281476358883,0.9948026537895203
72,180,295.5,1782500,28.70220000000001,407,-0.4358486011624336,0.2,0.009982945397496223,0.06463204859755933,0.0061965752,0.0001,0.05029296875,6943,-0.004710410401457921,0.9893668293952942
73,180,295.61,1783524,28.7014,413,-0.4865473508834839,0.2,0.010992761701345444,0.06867508636787534,0.010684893,0.0001,0.0966796875,6947,-0.009957254806067795,0.9916552901268005
74,180,296.81,1784548,28.7414,419,-0.5410767793655396,0.2,-0.011701498180627823,0.03398910106625408,0.0077925576,0.0001,0.047119140625,6951,-0.008162378857377917,0.9965704083442688
75,180,296.8,1785572,28.8136,424,-0.5601141043007374,0.2,-0.019796930253505707,0.02359093411359936,0.01206845,0.0001,0.065185546875,6955,-0.010555728324106894,0.9976575374603271
76,180,298.95,1786596,29.0176,430,-0.5570087470114231,0.2,0.029443668201565742,0.06415124610066414,0.008555997,0.0001,0.052734375,6959,-0.006484564917627722,0.993464469909668
77,180,297.09,1787620,28.7727,436,-0.49851703830063343,0.2,0.015256056562066078,0.11205350840464234,0.004242953,0.0001,0.017333984375,6963,-0.007770620897645131,0.985297679901123
78,180,296.49,1788644,28.7755,441,-0.39668871834874153,0.2,0.3786769509315491,0.6904914174228907,0.0062828884,0.0001,0.03857421875,6967,-0.003155938844429329,0.8932316899299622
79,180,296.57,1789668,28.7337,447,-0.5772348083555698,0.2,0.016604045405983925,0.09754789341241121,0.009016853,0.0001,0.051513671875,6971,-0.005047568003647029,0.9881560802459717
80,180,299.74,1790692,29.021900000000006,452,-0.5423229783773422,0.2,0.022402305155992508,0.1316158026456833,0.0046499344,0.0001,0.03173828125,6975,-0.006033663230482489,0.9848780632019043
81,180,301.04,1791716,29.159900000000007,458,-0.6056559644639492,0.2,-0.012823633849620819,0.025849797995761037,0.0041505983,0.0001,0.017333984375,6979,-0.006512800289783627,0.9971824884414673
82,180,301.87,1792740,29.2295,464,-0.5382262952625751,0.2,0.00935300812125206,0.08189193159341812,0.0060111694,0.0001,0.04248046875,6983,-0.00952604116173461,0.9869076609611511
83,180,304.14,1793764,29.341000000000005,470,-0.5219525583088398,0.2,0.04304858297109604,0.20307975308969617,0.005588079,0.0001,0.038330078125,6987,-0.008429725538007915,0.9762086272239685
84,180,304.08,1794788,29.3411,476,-0.5809314027428627,0.2,-0.014598884619772434,0.018426377384457737,0.0066790506,0.0001,0.031494140625,6991,-0.008144126448314637,0.9973841309547424
85,180,304.5,1795812,29.368799999999997,481,-0.4558085501194,0.2,-0.01180819422006607,0.038069473463110626,0.0128769,0.0001,0.063720703125,6995,-0.008246246696216986,0.9941366314888
86,180,302.7,1796836,29.3723,487,-0.49523682706058025,0.2,0.013474483042955399,0.07390816626138985,0.016786024,0.0001,0.085693359375,6999,-0.007866959436796606,0.9916025400161743
87,180,305.12,1797860,29.575399999999995,493,-0.5465457551181316,0.2,-0.008340171538293362,0.03830487362574786,0.00457032,0.0001,0.023193359375,7003,-0.007871825742768124,0.9956282377243042
88,180,297.21,1798884,29.519899999999996,498,-0.5679557658731937,0.2,-0.02189527079463005,0.01852955884533003,0.007999807,0.0001,0.061767578125,7007,-0.010951216565445065,0.9977442622184753
89,180,299.9,1799908,29.723799999999997,504,-0.45752888172864914,0.2,0.04489506036043167,0.14149641199037433,0.0054469174,0.0001,0.025390625,7011,-0.006842395814601332,0.9820441007614136
90,180,299.16,1800932,29.725399999999993,509,-0.5425055027008057,0.2,-0.0017709825187921524,0.05208677286282182,0.010012958,0.0001,0.05517578125,7015,-0.010033429934992455,0.9944625496864319
91,180,299.24,1801956,29.727100000000004,515,-0.5391333978623152,0.2,-0.0263529010117054,0.027381349238567054,0.009802857,0.0001,0.05859375,7019,-0.012170444533694535,0.9971475005149841
92,180,302.64,1802980,30.0101,521,-0.4779566787183285,0.2,-0.019951026886701584,0.012025417701806873,0.0052602864,0.0001,0.05419921875,7023,-0.010591447367914952,0.9984285235404968
93,180,302.14,1804004,29.938700000000004,527,-0.5291050281375647,0.2,-0.009730171412229538,0.029456373304128647,0.0067309355,0.0001,0.02587890625,7027,-0.008945611727540381,0.9972577095031738
94,180,298.06,1805028,29.514,532,-0.49733056500554085,0.2,0.00917857512831688,0.10074331052601337,0.0068532983,0.0001,0.05078125,7031,-0.008571326296078041,0.9869743585586548
95,180,298.07,1806052,29.514400000000002,538,-0.4471364840865135,0.2,0.5265913009643555,1.1391324773430824,0.0052333386,0.0001,0.020751953125,7035,-0.0028162767412140965,0.8882240653038025
96,180,298.33,1807076,29.516000000000005,544,-0.5501894168555737,0.2,-0.008146364241838455,0.08150968374684453,0.008051764,0.0001,0.04638671875,7039,-0.006343286484479904,0.9929050803184509
97,180,298.31,1808100,29.5161,549,-0.49994068033993244,0.2,-0.024605179205536842,0.01886971347266808,0.00857245,0.0001,0.04248046875,7043,-0.007822377199772745,0.9975643754005432
98,180,297.24,1809124,29.641100000000005,555,-0.4185314644128084,0.2,-0.01306825503706932,0.010693113668821752,0.0054426994,0.0001,0.03564453125,7047,-0.006556559004820883,0.9983131885528564
99,180,297.65,1810148,29.707100000000004,561,-0.4110851567238569,0.2,-0.014152313582599163,0.009582163678715006,0.0034769047,0.0001,0.026611328125,7051,-0.007363072887528688,0.9988507032394409
100,180,298.02,1811172,29.776200000000006,566,-0.4908552151173353,0.2,0.12106920778751373,0.43595335725694895,0.008634165,0.0001,0.042236328125,7055,-0.005197509308345616,0.9609472751617432
101,180,297.66,1812196,29.703900000000004,572,-0.586297981441021,0.2,0.0038225557655096054,0.07399193476885557,0.008136961,0.0001,0.035888671875,7059,-0.010420657461509109,0.991554319858551
102,180,296.62,1813220,29.635000000000005,578,-0.47537192329764366,0.2,0.08320985734462738,0.19229535991325974,0.0053626145,0.0001,0.022705078125,7063,-0.010139547637663782,0.9798065423965454
103,180,294.38,1814244,29.345399999999998,583,-0.4294948782771826,0.2,0.04693658649921417,0.1910713454708457,0.004027143,0.0001,0.014892578125,7067,-0.005706065276172012,0.9728431701660156
104,180,293.44,1815268,29.209899999999994,589,-0.40335218608379364,0.2,0.33488795161247253,0.8334052078425884,0.012317232,0.0001,0.0478515625,7071,-0.0036472343490459025,0.9045193195343018
105,180,294.36,1816292,29.387200000000004,595,-0.48791342228651047,0.2,0.20374257862567902,0.3576118163764477,0.005080275,0.0001,0.029541015625,7075,-0.003832855261862278,0.9598739743232727
106,180,294.67,1817316,29.386699999999998,601,-0.4746054094284773,0.2,0.06085336580872536,0.18796968180686235,0.013611654,0.0001,0.058837890625,7079,-0.006448556174291298,0.977029025554657
107,180,294.65,1818340,29.386800000000004,606,-0.5115145817399025,0.2,-0.015640271827578545,0.03473026829306036,0.013366789,0.0001,0.060302734375,7083,-0.004434336151462048,0.9956710338592529
108,180,292.55,1819364,29.2483,612,-0.5286527256170909,0.2,-0.0037747547030448914,0.024714778860410055,0.016552197,0.0001,0.06796875,7087,-0.010627840599045157,0.9961321353912354
109,180,292.88,1820388,29.247700000000005,618,-0.4243426453322172,0.2,0.18495012819766998,0.4673447981476784,0.0031144614,0.0001,0.023681640625,7091,-0.004125721985474229,0.9442486763000488
110,180,293.35,1821412,29.247100000000003,623,-0.49380731768906116,0.2,0.004909943789243698,0.07264239038340747,0.0051988163,0.0001,0.02685546875,7095,-0.006293113794527017,0.9898194074630737
111,180,291.95,1822436,29.3223,629,-0.4663033951073885,0.2,-0.004707105457782745,0.038518868503160775,0.0037318894,0.0001,0.022705078125,7099,-0.004667558387154713,0.9948476552963257
112,180,292.15,1823460,29.3224,635,-0.5012571066617966,0.2,-0.02900482714176178,0.010697545250877738,0.0045873565,0.0001,0.030517578125,7103,-0.008209725638153031,0.9986144304275513
113,180,291.87,1824484,29.366499999999995,640,-0.6216965243220329,0.2,-0.028937743976712227,0.013028226676397026,0.007717943,0.0001,0.04150390625,7107,-0.010722068254835904,0.9986692667007446
114,180,291.14,1825508,29.368000000000002,646,-0.48513478599488735,0.2,-0.015990521758794785,0.011226657690713182,0.004884474,0.0001,0.063232421875,7111,-0.007221579842735082,0.9988430142402649
115,180,290.7,1826532,29.3686,652,-0.4994296170771122,0.2,-0.01919911801815033,0.007909092004410923,0.0060115876,0.0001,0.029541015625,7115,-0.007853444549255073,0.9991499781608582
116,180,290.75,1827556,29.368399999999998,658,-0.5329055078327656,0.2,-0.011514423415064812,0.007457783329300582,0.007552369,0.0001,0.05029296875,7119,-0.010207511862972751,0.9992088079452515
117,180,291.8,1828580,29.437300000000004,663,-0.5114034209400415,0.2,-0.003327147103846073,0.02685135562205687,0.008433051,0.0001,0.038818359375,7123,-0.007212151715066284,0.9966052770614624
118,180,290.97,1829604,29.439100000000003,669,-0.5102944206446409,0.2,-0.0311165489256382,0.012174990028142929,0.0043516397,0.0001,0.019775390625,7127,-0.007801290659699589,0.9987603425979614
119,180,290.17,1830628,29.397299999999994,675,-0.5526063852012157,0.2,-0.02897372655570507,0.008410536393057555,0.011822549,0.0001,0.080322265625,7131,-0.010670310410205275,0.9992322325706482
120,180,290.03,1831652,29.395799999999998,681,-0.5449912697076797,0.2,0.04941800609230995,0.11263582995161414,0.00475825,0.0001,0.022705078125,7135,-0.005176724051125348,0.988647997379303
121,180,290.77,1832676,29.466099999999997,686,-0.5723112039268017,0.2,-0.014396869577467442,0.020950047997757792,0.0060709817,0.0001,0.02685546875,7139,-0.0067394245124887675,0.9977626204490662
122,180,291.1,1833700,29.466099999999994,692,-0.5828495547175407,0.2,-0.024665411561727524,0.007002921454841271,0.0076566623,0.0001,0.0517578125,7143,-0.009929525840561837,0.9992809295654297
123,180,294.66,1834724,29.82,698,-0.5526690296828747,0.2,-0.026725150644779205,0.010523010219912976,0.009716647,0.0001,0.04296875,7147,-0.011847370973555371,0.9987557530403137
124,180,295.4,1835748,29.890900000000002,703,-0.44740187004208565,0.2,-0.01470344141125679,0.006936994817806408,0.007588292,0.0001,0.037841796875,7151,-0.010433457529870793,0.9991227388381958
125,180,294.46,1836772,29.891699999999997,709,-0.534882852807641,0.2,-0.016889920458197594,0.008265519922133535,0.006110697,0.0001,0.037841796875,7155,-0.007658429793082178,0.9993960857391357
126,180,295.17,1837796,29.890099999999997,715,-0.5532674416899681,0.2,-0.0021170899271965027,0.041130008874461055,0.006031194,0.0001,0.033935546875,7159,-0.010703842679504305,0.9957237243652344
127,180,296.42,1838820,29.8877,720,-0.5845855064690113,0.2,-0.01651442050933838,0.023066224588546902,0.009978675,0.0001,0.0595703125,7163,-0.009707228891784325,0.9978988766670227
128,180,297.17,1839844,29.8862,726,-0.5868985317647457,0.2,-0.025338511914014816,0.009460402157856151,0.0076699033,0.0001,0.04248046875,7167,-0.010378836072050035,0.9990789294242859
129,180,298.5,1840868,30.0248,732,-0.49640206806361675,0.2,-0.012743378058075905,0.007808551483321935,0.0057787225,0.0001,0.02685546875,7171,-0.008334429759997874,0.9993119239807129
130,180,297.9,1841892,30.026300000000003,737,-0.5056290924549103,0.2,-0.0159283597022295,0.00787679327186197,0.007603981,0.0001,0.0615234375,7175,-0.012319533328991383,0.9992806315422058
131,180,298.23,1842916,30.099300000000003,743,-0.5053089503198862,0.2,-0.023419559001922607,0.011246585403569043,0.00479805,0.0001,0.035400390625,7179,-0.008031425531953573,0.9989720582962036
132,180,297.91,1843940,30.14120000000001,749,-0.5046296082437038,0.2,0.05442434549331665,0.16114266030490398,0.0050169714,0.0001,0.028564453125,7183,-0.004416880459757522,0.9831139445304871
133,180,300.73,1844964,30.4835,755,-0.5042789541184902,0.2,-0.011239608749747276,0.024847030406817794,0.004480217,0.0001,0.029541015625,7187,-0.0062560315418522805,0.9968457818031311
134,180,301.51,1845988,30.5534,760,-0.4762681219726801,0.2,0.04192044213414192,0.0999569792766124,0.0035397203,0.0001,0.01806640625,7191,-0.0044177130912430584,0.9895107746124268
