elapsed_seconds,timesteps,return,length,max_x,completed
6.077,1709912,2376.0,285,2469,0
6.227,1709964,3090.0,298,3161,1
6.252,1709972,3092.0,300,3161,1
7.221,1710264,3076.0,373,3161,1
11.804,1710900,2386.0,232,2469,0
11.92,1710936,1710.0,168,1799,0
12.396,1711092,3091.0,295,3161,1
12.488,1711120,3093.0,289,3161,1
13.776,1711508,1054.0,97,1128,0
18.159,1712116,3091.0,304,3161,1
18.387,1712192,3089.0,314,3161,1
18.834,1712344,3087.0,313,3161,1
23.408,1713016,3073.0,377,3161,1
24.121,1713256,3094.0,285,3161,1
24.973,1713544,1441.0,132,1515,0
25.184,1713616,3087.0,318,3161,1
25.365,1713676,3073.0,371,3161,1
30.401,1714500,3087.0,311,3161,1
31.267,1714792,3092.0,294,3161,1
31.605,1714904,3089.0,307,3161,1
34.48,1715028,3073.0,371,3161,1
36.682,1715760,3088.0,315,3161,1
39.864,1715960,3092.0,292,3161,1
40.039,1716020,3093.0,279,3161,1
40.827,1716292,3084.0,316,3161,1
45.526,1716988,3088.0,307,3161,1
45.575,1717004,1696.0,178,1788,0
45.885,1717112,252.0,27,315,0
45.907,1717120,3093.0,290,3161,1
46.3,1717252,3083.0,308,3161,1
48.035,1717804,1874.0,173,1955,0
51.677,1718204,3083.0,304,3161,1
52.112,1718348,3081.0,307,3161,1
52.255,1718396,3094.0,286,3161,1
53.789,1718872,2363.0,267,2470,0
57.807,1719336,2676.0,235,2763,0
58.293,1719492,1729.0,155,1809,0
58.293,1719492,3070.0,322,3161,1
59.544,1719912,3071.0,391,3161,1
64.647,1720708,3087.0,304,3161,1
64.729,1720736,3079.0,350,3161,1
64.774,1720752,3081.0,315,3161,1
68.698,1721188,3086.0,319,3161,1
70.091,1721648,2676.0,235,2763,0
70.191,1721680,2668.0,236,2763,0
70.637,1721824,3096.0,268,3161,1
75.195,1722496,2661.0,327,2766,0
76.531,1722952,3087.0,318,3161,1
76.612,1722980,3083.0,333,3161,1
76.705,1723012,3090.0,297,3161,1
81.851,1723868,3081.0,343,3161,1
81.923,1723892,2677.0,235,2763,0
85.512,1724236,3086.0,314,3161,1
85.586,1724260,3089.0,312,3161,1
86.794,1724656,1061.0,99,1136,0
87.329,1724832,2676.0,235,2763,0
88.142,1725088,3089.0,305,3161,1
91.75,1725464,3089.0,307,3161,1
92.875,1725824,3091.0,292,3161,1
93.407,1725992,3093.0,290,3161,1
97.021,1726348,3071.0,315,3161,1
98.237,1726712,3086.0,312,3161,1
98.411,1726768,2667.0,236,2763,0
99.527,1727144,3091.0,288,3161,1
103.572,1727628,1848.0,320,1959,0
104.095,1727804,3088.0,273,3161,1
104.248,1727856,3095.0,272,3161,1
108.344,1728388,3087.0,311,3161,1
108.457,1728424,1711.0,155,1798,0
109.797,1728868,3088.0,310,3161,1
110.599,1729128,3087.0,318,3161,1
114.473,1729580,3090.0,298,3161,1
114.705,1729660,3088.0,309,3161,1
116.149,1730112,3090.0,311,3161,1
119.368,1730332,3081.0,301,3161,1
119.492,1730372,1697.0,178,1788,0
120.622,1730748,3091.0,292,3161,1
121.592,1731064,2666.0,238,2761,0
125.914,1731660,3077.0,332,3161,1
126.045,1731704,3084.0,333,3161,1
126.815,1731964,3088.0,304,3161,1
127.963,1732300,3088.0,309,3161,1
132.413,1732868,3082.0,302,3161,1
132.662,1732944,3088.0,310,3161,1
133.464,1733188,3080.0,306,3161,1
138.647,1734056,3062.0,439,3161,1
138.683,1734068,3089.0,300,3161,1
139.144,1734224,3080.0,320,3161,1
139.507,1734348,3093.0,290,3161,1
144.823,1735268,3082.0,300,3161,1
144.846,1735276,3080.0,305,3161,1
145.09,1735356,3091.0,283,3161,1
145.177,1735384,252.0,27,315,0
148.393,1735572,3090.0,306,3161,1
154.067,1736616,3082.0,308,3161,1
154.078,1736620,3082.0,338,3161,1
154.746,1736848,3089.0,319,3161,1
156.054,1737280,2317.0,481,2466,0
160.223,1737808,3084.0,298,3161,1
160.677,1737956,3083.0,334,3161,1
160.904,1738032,3091.0,296,3161,1
164.941,1738508,3089.0,307,3161,1
165.634,1738736,2389.0,232,2473,0
166.744,1739108,3091.0,288,3161,1
167.278,1739280,3086.0,312,3161,1
171.033,1739696,3092.0,297,3161,1
