elapsed_seconds,timesteps,return,length,max_x,completed,game_score,score_gain,coins,objective_reward_sum,one_ups,custom_one_up_bonus,augmented_score_gain,flag_height_bonus,flag_touch_y,flag_top_tier
6.377,2421796,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
6.377,2421796,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
6.377,2421796,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
6.933,2421952,3089.0,307,3175,1,900,900,2,24.642499999999963,0,0,900,100,145,0
12.795,2422868,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
12.795,2422868,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
12.795,2422868,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
13.338,2423024,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
14.17,2423272,1052.0,101,1126,0,200,200,0,6.689999999999989,0,0,200,0,,0
14.17,2423272,1052.0,101,1126,0,200,200,0,6.689999999999989,0,0,200,0,,0
19.204,2423940,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
19.747,2424096,3096.0,268,3175,1,900,900,2,24.69499999999996,0,0,900,100,154,0
20.634,2424344,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
20.634,2424344,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
25.655,2425012,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
26.212,2425168,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
27.107,2425416,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
27.107,2425416,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
32.045,2426084,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
32.594,2426240,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
33.493,2426488,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
33.493,2426488,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
38.44,2427156,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
38.997,2427312,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
39.888,2427560,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
39.888,2427560,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
44.813,2428228,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
45.363,2428384,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
46.263,2428632,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
46.263,2428632,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
51.349,2429300,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
52.336,2429600,3090.0,304,3175,1,1000,1000,2,24.67499999999997,0,0,1000,100,148,0
52.749,2429704,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
52.749,2429704,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
57.66,2430372,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
58.691,2430672,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
59.085,2430776,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
59.085,2430776,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
63.991,2431444,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
65.021,2431744,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
65.429,2431848,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
65.429,2431848,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
70.315,2432516,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
71.345,2432816,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
