time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/policy_gradient_loss,train/clip_range,rollout/ep_len_mean,train/explained_variance,train/entropy_loss,rollout/ep_rew_mean,train/approx_kl,train/value_loss,train/loss,train/learning_rate,train/clip_fraction,train/n_updates
34,2455540,167,207,-0.001257040596101433,0.2,267.34,0.9995335340499878,-0.13665190245956182,25.66052500000001,0.00024722528,0.0009754307320690714,-0.0026592095382511616,1e-05,0.000732421875,9567
35,2456564,167,214,-0.000917903846129775,0.2,266.98,0.9996797442436218,-0.13780739437788725,25.67297500000001,0.00034450006,0.0007148261902329978,-0.0020492940675467253,1e-05,0.00048828125,9571
36,2457588,167,220,-0.0007626325823366642,0.2,266.98,0.9997193217277527,-0.14113495452329516,25.67297500000001,0.0001959881,0.0006159326803754084,-0.003477746620774269,1e-05,0.000244140625,9575
37,2458612,167,226,-0.002166639402275905,0.2,266.98,0.9997242093086243,-0.14211291912943125,25.67297500000001,0.00075524754,0.0007249290028994437,-0.005883851554244757,1e-05,0.002197265625,9579
38,2459636,167,232,-0.0013224076974438503,0.2,266.98,0.9995732307434082,-0.13031968334689736,25.672650000000008,0.00042577798,0.0009433462510060053,-0.003263539634644985,1e-05,0.001953125,9583
39,2460660,167,238,-0.0011974596127402037,0.2,265.98,0.9997222423553467,-0.1324841044843197,25.54440000000001,0.0005496555,0.0005867805066372966,-0.0028191471938043833,1e-05,0.001708984375,9587
40,2461684,167,244,-0.0008273234707303345,0.2,266.32,0.8097066283226013,-0.14272263878956437,25.542925000000015,0.00022958318,0.5316339191049337,0.2798939645290375,1e-05,0.000244140625,9591
41,2462708,167,250,-0.001975111343199387,0.2,266.46,0.9966818690299988,-0.17081760615110397,25.535275000000016,0.00014008454,0.010677451209630817,-0.0034709556493908167,1e-05,0.000244140625,9595
42,2463732,167,257,-0.0025850209058262408,0.2,266.35,0.9962502717971802,-0.15485679358243942,25.54652500000001,0.00066790794,0.009116447705309838,0.0002079757396131754,1e-05,0.002685546875,9599
43,2464756,167,263,-0.000937956923735328,0.2,266.35,0.9994907975196838,-0.14277692418545485,25.54652500000001,0.00046633155,0.0014095881415414624,-0.0036360679659992456,1e-05,0.000732421875,9603
44,2465780,167,269,-0.0009291680762544274,0.2,268.01,0.9996713995933533,-0.14660490863025188,25.73882500000001,0.0002326509,0.0009886925254249945,-0.004801596514880657,1e-05,0.000732421875,9607
45,2466804,167,275,-0.0020852567977271974,0.2,268.01,0.9996456503868103,-0.14396142167970538,25.73882500000001,0.00070578424,0.001013525758025935,-0.006490014493465424,1e-05,0.005126953125,9611
46,2467828,167,281,-0.0012539733725134283,0.2,268.01,0.9996866583824158,-0.14411475276574492,25.72832500000001,0.00049674435,0.0008111906863632612,-0.0028051675762981176,1e-05,0.001220703125,9615
47,2468852,167,287,-0.0032797458407003433,0.2,268.01,0.9961784482002258,-0.1447616247460246,25.728650000000005,0.000641188,0.009482429624767974,0.0009030741639435291,1e-05,0.001953125,9619
48,2469876,167,293,-0.001616968191228807,0.2,268.43,0.9997007846832275,-0.1474001882597804,25.71687500000001,0.00047538948,0.0011126715617137961,-0.003946772310882807,1e-05,0.00146484375,9623
49,2470900,167,300,-0.0034348705084994435,0.2,268.43,0.9932755827903748,-0.17676448449492455,25.71687500000001,0.0005030141,0.022746891365386546,0.000613110139966011,1e-05,0.002197265625,9627
50,2471924,167,306,-0.001666621188633144,0.2,268.02,0.9993371367454529,-0.14800623059272766,25.729325000000006,0.00030783785,0.0019073199000558816,-0.002037317957729101,1e-05,0.001220703125,9631
51,2472948,167,312,-0.0011788584233727306,0.2,268.37,0.9995548725128174,-0.1463528936728835,25.716625000000008,0.00025909115,0.0010104615903401282,-0.0032780615147203207,1e-05,0.001708984375,9635
52,2473972,167,318,-0.002454374625813216,0.2,268.97,0.9949696660041809,-0.17520150542259216,25.71505000000001,0.00054111914,0.016619038477074355,0.0020532659254968166,1e-05,0.002685546875,9639
53,2474996,167,324,-0.0015164827927947044,0.2,269.12,0.9939237833023071,-0.1878434605896473,25.70340000000001,0.00015103299,0.02150235854787752,0.008330813609063625,1e-05,0.00048828125,9643
54,2476020,167,330,-0.004010814387584105,0.2,269.12,0.9959474205970764,-0.15163404494524002,25.70340000000001,0.0011215425,0.011963153985561803,-0.004160154610872269,1e-05,0.006591796875,9647
55,2477044,167,336,-0.0020297043374739587,0.2,267.41,0.9993111491203308,-0.14287715964019299,25.51132500000001,0.00048309553,0.0017696614304441027,-0.004106445703655481,1e-05,0.00146484375,9651
56,2478068,167,343,-0.0013215605868026614,0.2,267.89,0.8021126985549927,-0.1372073614038527,25.498725000000007,0.00074305065,0.5180645007640123,0.41896581649780273,1e-05,0.00439453125,9655
57,2479092,167,349,-0.0010326516639906913,0.2,267.77,0.9930409789085388,-0.18563927430659533,25.516950000000016,0.00016282604,0.02451741584809497,-0.0007877801544964314,1e-05,0.00048828125,9659
58,2480116,167,355,-0.0006956614961382002,0.2,267.77,0.9978295564651489,-0.1444248240441084,25.516950000000012,0.00028223696,0.004457479502889328,0.0024580899626016617,1e-05,0.00146484375,9663
59,2481140,167,361,-0.0007535915356129408,0.2,267.77,0.9989666938781738,-0.1459564445540309,25.51662500000001,0.00013115426,0.0023945617213030346,-0.0033509833738207817,1e-05,0.000244140625,9667
60,2482164,167,367,-0.0019265212467871606,0.2,267.77,0.9994452595710754,-0.13887557573616505,25.516625000000012,0.00072604406,0.001347504039586056,-0.007098009344190359,1e-05,0.001708984375,9671
61,2483188,167,373,-0.0010622227127896622,0.2,267.77,0.9996531009674072,-0.14316679071635008,25.51662500000001,0.00044945796,0.0009385048069816548,0.00011458320659585297,1e-05,0.0009765625,9675
62,2484212,167,379,-0.0004799813905265182,0.2,267.77,0.9996069073677063,-0.14076309837400913,25.516300000000005,0.00014822406,0.001047064124577446,-0.0014152531512081623,1e-05,0.00048828125,9679
63,2485236,167,386,-0.0016326677286997437,0.2,267.77,0.9995149970054626,-0.14623634610325098,25.515650000000004,0.00039761182,0.0012776094299624674,-0.0036074118688702583,1e-05,0.001953125,9683
64,2486260,167,392,-0.0010486581595614552,0.2,267.77,0.9996625781059265,-0.14873583428561687,25.515975000000008,0.00021279085,0.0009753489794093184,-0.0014238914009183645,1e-05,0.00048828125,9687
65,2487284,167,398,-0.001428396746632643,0.2,268.77,0.9994890689849854,-0.146120463963598,25.643900000000002,0.00021302619,0.0012351681143627502,-0.008246236480772495,1e-05,0.000732421875,9691
66,2488308,167,404,-0.001894920482300222,0.2,268.43,0.9997040033340454,-0.1479235626757145,25.64537500000001,0.0006801909,0.000716284124791855,-0.004503220319747925,1e-05,0.001220703125,9695
67,2489332,167,410,-0.0009747550939209759,0.2,268.29,0.9997708201408386,-0.1497803209349513,25.65335000000001,0.0004640288,0.0006646426481893286,-0.003077208762988448,1e-05,0.00146484375,9699
68,2490356,167,416,-0.0013772006495855749,0.2,267.18,0.9972926378250122,-0.14951487258076668,25.51427500000001,0.0003491962,0.006387931563949678,0.0021012420766055584,1e-05,0.00146484375,9703
69,2491380,167,422,-0.00010130100417882204,0.2,267.18,0.8402759432792664,-0.1520082000643015,25.51427500000001,0.00014459621,0.4219235507771373,0.21190936863422394,1e-05,0.000244140625,9707
70,2492404,167,429,-0.002399710676399991,0.2,267.88,0.9925388693809509,-0.1933365073055029,25.501800000000003,0.0010795929,0.02581400191411376,0.010709414258599281,1e-05,0.00537109375,9711
71,2493428,167,435,-0.002399832825176418,0.2,267.88,0.9989513754844666,-0.15178707148879766,25.501800000000014,0.00056461786,0.0025126456312136725,-0.005466290283948183,1e-05,0.00341796875,9715
72,2494452,167,441,-0.0008089615148492157,0.2,267.88,0.999488115310669,-0.1496826931834221,25.51230000000001,0.00016154815,0.0012243987184774596,-0.0015930364606902003,1e-05,0.00048828125,9719
73,2495476,167,447,-0.0005903106357436627,0.2,266.86,0.999475359916687,-0.15283845644444227,25.36827500000001,0.00016924256,0.0012738022414851002,-0.0033175719436258078,1e-05,0.000244140625,9723
74,2496500,167,453,-9.991056140279397e-05,0.2,266.44,0.8579814434051514,-0.156537557952106,25.380375000000008,0.00013944088,0.4285412570461631,0.2762572467327118,1e-05,0.000244140625,9727
75,2497524,166,459,-0.0006526299548568204,0.2,266.44,0.999081015586853,-0.15658640675246716,25.380050000000004,0.00023895298,0.0033312697196379304,-0.0013431134866550565,1e-05,0.001220703125,9731
76,2498548,166,466,-0.000808966753538698,0.2,266.44,0.9992005825042725,-0.15291004721075296,25.380375000000008,0.00038900948,0.0018060764778056182,-0.0015286249108612537,1e-05,0.00146484375,9735
77,2499572,166,472,-0.0006891493394505233,0.2,266.09,0.9993412494659424,-0.15469643007963896,25.393075000000007,0.00018509873,0.0016532424124307,-0.0018086663912981749,1e-05,0.001220703125,9739
78,2500596,166,478,-0.0008941742707975209,0.2,265.49,0.999448299407959,-0.14779442362487316,25.405825000000007,0.0002261101,0.0014247240505937953,-0.0030571026727557182,1e-05,0.000732421875,9743
79,2501620,166,484,-0.0007780459127388895,0.2,265.36,0.9995833039283752,-0.15191106405109167,25.405975000000012,0.00018800632,0.0009779572174011264,-0.001180809224024415,1e-05,0.000732421875,9747
80,2502644,166,490,-0.0020497549849096686,0.2,265.36,0.9953370690345764,-0.15043589752167463,25.405975000000012,0.00044487254,0.010790955246193334,-0.0001059933565557003,1e-05,0.00244140625,9751
81,2503668,166,496,-0.0011530521151144058,0.2,267.07,0.999605119228363,-0.1478068521246314,25.59805000000001,0.00026732287,0.0009643244156904984,-0.002311163116246462,1e-05,0.0009765625,9755
82,2504692,166,502,-0.001413330901414156,0.2,266.59,0.9994227886199951,-0.14163442188873887,25.61000000000001,0.0004190224,0.001207841036375612,-0.0038014992605894804,1e-05,0.000244140625,9759
83,2505716,166,508,-0.0007779406005283818,0.2,266.59,0.9996234774589539,-0.14858131762593985,25.609350000000003,0.0002739281,0.000890333998540882,-0.003299389500170946,1e-05,0.001953125,9763
84,2506740,166,515,-0.0007780029845889658,0.2,264.92,0.9997234344482422,-0.14490646542981267,25.417050000000014,0.00029033958,0.0006355941222864203,-0.0028065587393939495,1e-05,0.0009765625,9767
85,2507764,166,521,-0.00013821839820593596,0.2,264.92,0.8669968247413635,-0.15398695319890976,25.417050000000007,0.00019896857,0.4176211077719927,0.09510502964258194,1e-05,0.00048828125,9771
86,2508788,166,527,-0.000631732284091413,0.2,264.92,0.9984306693077087,-0.14680389687418938,25.417050000000007,0.00018824759,0.004740393123938702,-0.0005042352713644505,1e-05,0.0009765625,9775
87,2509812,167,533,-0.0006389894988387823,0.2,264.92,0.9986128211021423,-0.14370678830891848,25.40480000000001,0.00018852326,0.002438078729028348,-0.0024324008263647556,1e-05,0.00048828125,9779
88,2510836,167,539,-0.002073144889436662,0.2,264.92,0.9947600364685059,-0.1460036337375641,25.404800000000005,0.0003371209,0.012757167278323323,0.0035136761143803596,1e-05,0.001220703125,9783
89,2511860,167,545,-0.0007895804301369935,0.2,264.92,0.9996707439422607,-0.14407667890191078,25.40545000000001,0.0004022498,0.0010718357189034577,-0.000461373885627836,1e-05,0.001220703125,9787
90,2512884,167,551,-0.0011836645426228642,0.2,264.92,0.9997338652610779,-0.14406233467161655,25.40545000000001,0.00049134856,0.0007577670039609075,-0.002451669191941619,1e-05,0.001953125,9791
91,2513908,167,557,-0.0010706530010793358,0.2,264.92,0.9997430443763733,-0.148456665687263,25.40577500000001,0.0002913155,0.0006936565623618662,-0.00393880857154727,1e-05,0.0009765625,9795
92,2514932,167,563,-0.001258141390280798,0.2,264.92,0.9997279047966003,-0.14884031657129526,25.40577500000001,0.00062257645,0.0006753105299139861,-0.007271689362823963,1e-05,0.002685546875,9799
93,2515956,167,569,-0.002203545838710852,0.2,264.92,0.9877173900604248,-0.14952772995457053,25.40545000000001,0.0003728586,0.027292294369544834,0.006247153040021658,1e-05,0.0009765625,9803
94,2516980,167,575,-0.0009277708595618606,0.2,266.03,0.9617977142333984,-0.21872454974800348,25.544525000000007,0.00046247983,0.08634573710151017,0.026529384776949883,1e-05,0.0,9807
95,2518004,167,581,0.00018583860946819186,0.2,266.03,0.9678888320922852,-0.2882718909531832,25.544200000000004,0.0016598123,0.0678128560539335,0.01911744475364685,1e-05,0.000244140625,9811
96,2519028,167,586,-0.001192055962746963,0.2,265.33,0.9772523045539856,-0.2803022153675556,25.5557,0.0008309598,0.05729040736332536,0.010772259905934334,1e-05,0.0,9815
97,2520052,167,592,-0.0005927673191763461,0.2,275.44,0.9834293723106384,-0.2747672609984875,25.525525000000005,0.00044145185,0.0520479679107666,0.008875490166246891,1e-05,0.00048828125,9819
98,2521076,167,599,-0.001734374585794285,0.2,275.44,0.9824635982513428,-0.22064613085240126,25.525200000000005,0.00034626026,0.06624340754933655,0.02227102406322956,1e-05,0.001708984375,9823
99,2522100,167,605,-0.0005448035371955484,0.2,275.46,0.9947829842567444,-0.15942836366593838,25.513625,0.00014399312,0.009738134423969314,-0.002204852644354105,1e-05,0.0,9827
100,2523124,167,612,-0.0015438848931808025,0.2,276.48,0.9944893717765808,-0.16440913081169128,25.656675000000003,0.00037809525,0.01346229761838913,-0.0004449663683772087,1e-05,0.0009765625,9831
101,2524148,167,618,-0.001652762439334765,0.2,276.48,0.9979282021522522,-0.16088033095002174,25.656025000000003,0.0002939616,0.0046699093509232625,-0.00016761315055191517,1e-05,0.000244140625,9835
102,2525172,167,624,-0.0002140485739801079,0.2,276.48,0.9985228776931763,-0.15898129995912313,25.65602500000001,8.2692306e-05,0.0032945941493380815,0.001092943362891674,1e-05,0.0,9839
103,2526196,167,630,-0.0009663794189691544,0.2,276.48,0.9925705194473267,-0.16072086337953806,25.655375000000003,0.0003367631,0.01692494204326067,0.011265396140515804,1e-05,0.00146484375,9843
104,2527220,167,636,-0.0017042934196069837,0.2,276.48,0.9988951086997986,-0.1545594772323966,25.655050000000003,0.00048158527,0.0026283375336788595,-0.003670166013762355,1e-05,0.001953125,9847
105,2528244,167,642,-0.0008381510269828141,0.2,274.53,0.9990242719650269,-0.15907385107129812,25.431600000000003,0.00040481455,0.0022266932646743953,-0.0019550411961972713,1e-05,0.000244140625,9851
106,2529268,167,648,-0.0015954353439155966,0.2,274.51,0.7733221054077148,-0.1627717763185501,25.442775,0.00029483164,0.6039040256291628,0.36385443806648254,1e-05,0.0009765625,9855
107,2530292,167,655,-0.0013122321688570082,0.2,274.51,0.9969226121902466,-0.16423880029469728,25.442450000000004,0.00032853946,0.00961120129795745,-0.0012105652131140232,1e-05,0.0009765625,9859
108,2531316,167,661,-0.0008991391223389655,0.2,274.51,0.997742772102356,-0.1570054031908512,25.442450000000008,0.00014434452,0.004896600730717182,-0.0031977007165551186,1e-05,0.0,9863
109,2532340,167,667,-0.001466073386836797,0.2,274.67,0.9947181940078735,-0.156895961612463,25.416450000000005,0.00019281637,0.01178368715045508,0.0003816166426986456,1e-05,0.000732421875,9867
110,2533364,167,673,-0.0018027975893346593,0.2,274.67,0.9895927309989929,-0.16884410940110683,25.406275000000008,0.00031770585,0.026605924824252725,0.005628794431686401,1e-05,0.0009765625,9871
111,2534388,167,679,-0.002295994258020073,0.2,277.36,0.9410051703453064,-0.19866888877004385,25.577825000000004,0.00067464076,0.13528013927862048,0.05072559416294098,1e-05,0.001953125,9875
112,2535412,167,686,-0.0021749183360952884,0.2,277.36,0.9885838627815247,-0.16690444014966488,25.577825000000004,0.00035145017,0.0349270801525563,0.01397912297397852,1e-05,0.0009765625,9879
113,2536436,167,692,-0.0013204437273088843,0.2,277.36,0.9982817769050598,-0.15323124825954437,25.577825000000008,0.00031898287,0.004374142357846722,-0.0020752178970724344,1e-05,0.00048828125,9883
114,2537460,167,698,-0.0012084923509974033,0.2,277.36,0.9988861680030823,-0.1502874158322811,25.590400000000002,0.00044481608,0.0025516262830933556,0.0009007166954688728,1e-05,0.001953125,9887
115,2538484,167,705,-0.000904693006305024,0.2,277.36,0.9992552995681763,-0.15295875910669565,25.590075000000002,0.00014352484,0.0017546221788506955,-0.0014237274881452322,1e-05,0.00048828125,9891
116,2539508,167,711,-0.0015479710709769279,0.2,276.25,0.9933862090110779,-0.15598800405859947,25.451000000000004,0.00023550779,0.015401685261167586,0.0008811331354081631,1e-05,0.000244140625,9895
117,2540532,167,717,-0.0005256760923657566,0.2,276.25,0.8431856036186218,-0.1499497275799513,25.451000000000008,0.00022933673,0.4119193605147302,0.25623181462287903,1e-05,0.00048828125,9899
118,2541556,167,723,-0.0020351006678538397,0.2,276.25,0.9985791444778442,-0.1556320460513234,25.450675000000004,0.00030938734,0.004434328686329536,-0.0032201153226196766,1e-05,0.0,9903
119,2542580,166,729,-0.0009762817062437534,0.2,276.25,0.9986633658409119,-0.15635620430111885,25.450025000000004,0.00018858147,0.0029005080286879092,-0.0006559033645316958,1e-05,0.0009765625,9907
120,2543604,166,736,-0.0005463184570544399,0.2,276.25,0.9992934465408325,-0.15407027117908,25.450025000000004,0.0003668167,0.0016949941491475329,-0.001148310722783208,1e-05,0.00048828125,9911
121,2544628,166,742,-0.0023084321001078933,0.2,274.67,0.9824575185775757,-0.1632121568545699,25.258975000000007,0.00036149606,0.03914343539508991,0.019221050664782524,1e-05,0.00048828125,9915
122,2545652,166,748,-0.0003558144308044575,0.2,274.67,0.8338981866836548,-0.15189645439386368,25.25962500000001,9.2346454e-05,0.42002955824136734,0.1758863925933838,1e-05,0.0,9919
123,2546676,166,754,-0.0008343085646629333,0.2,264.56,0.9983577728271484,-0.15035185683518648,25.290125000000007,0.00022210798,0.004637166115571745,-0.0016611034516245127,1e-05,0.00146484375,9923
124,2547700,166,761,-0.0009692099411040545,0.2,264.56,0.9984713792800903,-0.1514352085068822,25.290125000000007,0.00013473805,0.003215979100787081,-0.001862586592324078,1e-05,0.000244140625,9927
125,2548724,166,767,-0.000774397594796028,0.2,264.84,0.9993227124214172,-0.15126500371843576,25.27857500000001,0.00017310143,0.0017534912985865958,0.001351529615931213,1e-05,0.0,9931
126,2549748,166,773,-0.0033871829509735107,0.2,264.83,0.9947493672370911,-0.17569672502577305,25.282975000000008,0.0005717709,0.014762526931008324,-0.0009084627963602543,1e-05,0.00244140625,9935
127,2550772,166,779,-0.0011164072202518582,0.2,264.83,0.9921431541442871,-0.15170389972627163,25.283950000000008,0.0002438773,0.019099894852843136,0.003935329616069794,1e-05,0.000732421875,9939
128,2551796,166,786,-0.000791213009506464,0.2,264.83,0.9995759129524231,-0.15519284177571535,25.284275000000008,0.00012849283,0.0013331385853234679,-0.00020667363423854113,1e-05,0.000244140625,9943
129,2552820,166,792,-0.0005388755234889686,0.2,264.84,0.9994074106216431,-0.15027868933975697,25.273425000000003,0.00013360166,0.0014673883997602388,-0.0008918739622458816,1e-05,0.0,9947
130,2553844,166,798,-0.0017548412724863738,0.2,264.84,0.9958958029747009,-0.15624172985553741,25.273425000000007,0.00028041605,0.010629795782733709,0.0007385890930891037,1e-05,0.0009765625,9951
131,2554868,166,804,-0.001459816048736684,0.2,266.79,0.9997108578681946,-0.15171513054519892,25.49687500000001,0.00021798647,0.0009105017234105617,-0.003563085338100791,1e-05,0.0,9955
132,2555892,166,811,-0.0006296308129094541,0.2,266.79,0.9997230172157288,-0.15261507220566273,25.49720000000001,0.00019831967,0.0007325224796659313,-0.005444071721285582,1e-05,0.0,9959
133,2556916,166,817,-0.0015447003534063697,0.2,266.79,0.9996533393859863,-0.154972312040627,25.497200000000007,0.0004741322,0.0009493417528574355,-0.002638544887304306,1e-05,0.002685546875,9963
134,2557940,166,824,-0.001034893823089078,0.2,266.79,0.9997309446334839,-0.15156803093850613,25.497200000000007,0.0002507519,0.0006548531237058342,-0.0029568513855338097,1e-05,0.00048828125,9967
135,2558964,166,830,-0.0015395928348880261,0.2,266.63,0.9997948408126831,-0.144560094922781,25.52385000000001,0.000421072,0.0004949849644617643,-0.0004619052924681455,1e-05,0.00146484375,9971
136,2559988,166,836,-0.0015574349090456963,0.2,266.63,0.9998099207878113,-0.14463841961696744,25.53467500000001,0.00036387402,0.0004867400093644392,-0.0026344589423388243,1e-05,0.001220703125,9975
137,2561012,166,843,-0.0012703208485618234,0.2,265.61,0.9997280240058899,-0.14480576571077108,25.555100000000007,0.00036901422,0.0007254719967022538,-0.004542117472738028,1e-05,0.00048828125,9979
138,2562036,166,849,-0.001411921955877915,0.2,265.61,0.9998175501823425,-0.1468921904452145,25.55542500000001,0.0006043472,0.0005687768407369731,-0.005304214544594288,1e-05,0.000732421875,9983
139,2563060,166,855,-0.000977946212515235,0.2,265.61,0.9933467507362366,-0.14736074395477772,25.55542500000001,0.00030070875,0.015659451601095498,0.002709347987547517,1e-05,0.0009765625,9987
140,2564084,166,862,-0.0007511312433052808,0.2,264.5,0.9996264576911926,-0.152902121655643,25.41635000000001,0.00025701826,0.0008798140479484573,-0.0013631116598844528,1e-05,0.001220703125,9991
141,2565108,166,868,-0.0002782266528811306,0.2,265.74,0.8578633666038513,-0.15575355291366577,25.5433,0.000101377605,0.42582344450056553,0.22666577994823456,1e-05,0.0,9995
142,2566132,166,874,-0.00242605124367401,0.2,265.74,0.9955793023109436,-0.1622098358348012,25.542975000000006,0.00026169856,0.013705910532735288,0.0043318066745996475,1e-05,0.0009765625,9999
