rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/approx_kl,train/loss,train/learning_rate,train/n_updates,train/value_loss,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/clip_range
7.2346,360,1,2,110.87,103424,,,,,,,,,,
7.253399999999999,249,2,8,109.88,104448,0.0036933022,0.42116132378578186,0.0001,404,0.9288862682878971,0.2959364056587219,0.017578125,-0.000560008134925738,-1.2708944752812386,0.2
7.1752,225,3,13,108.04,105472,0.006377782,0.23992031812667847,0.0001,408,0.5828059334307909,0.3552231192588806,0.010986328125,-0.002341503291972913,-1.3062981590628624,0.2
7.410400000000001,216,4,18,112.06,106496,0.0016491672,0.18342325091362,0.0001,412,0.4200080018490553,0.48285895586013794,0.0,-0.0005238373123575002,-1.3521356210112572,0.2
7.418099999999998,210,5,24,113.58,107520,0.011418221,0.20592135190963745,0.0001,416,0.5548893231898546,0.527752697467804,0.020751953125,-0.004913644108455628,-1.3161825090646744,0.2
7.411999999999998,206,6,29,111.97,108544,0.015425563,0.185234934091568,0.0001,420,0.4145017582923174,0.6294949054718018,0.08984375,-0.0025972594739869237,-1.2560002952814102,0.2
7.5351,203,7,35,115.87,109568,0.006601192,0.20161373913288116,0.0001,424,0.5293894745409489,0.5994067192077637,0.05859375,-0.0034734686341835186,-1.249102808535099,0.2
7.4392000000000005,202,8,40,113.03,110592,0.0059410296,0.18684740364551544,0.0001,428,0.4912822023034096,0.5110306143760681,0.0078125,-0.0019194960768800229,-1.2088835015892982,0.2
7.3077000000000005,200,9,46,108.74,111616,0.01038605,0.31116652488708496,0.0001,432,0.7181867472827435,0.4212383031845093,0.0556640625,-0.0034815835242625326,-1.2109173610806465,0.2
7.2063999999999995,199,10,51,109.7,112640,0.0063913334,0.42234867811203003,0.0001,436,0.9311477616429329,0.21110087633132935,0.01708984375,-0.001796436932636425,-1.2974215000867844,0.2
7.307899999999998,198,11,56,110.82,113664,0.0055849245,0.193482905626297,0.0001,440,0.5074882507324219,0.5157806277275085,0.00439453125,-0.0037669282755814493,-1.338435061275959,0.2
7.590699999999998,197,12,62,114.68,114688,0.009740558,0.2559148371219635,0.0001,444,0.6225669458508492,0.44672709703445435,0.042724609375,-0.0021341080428101122,-1.352401725947857,0.2
7.590800000000001,196,13,67,114.59,115712,0.0075170817,0.38630127906799316,0.0001,448,0.7940374352037907,0.4427762031555176,0.007080078125,-0.004007916082628071,-1.3234856501221657,0.2
7.4796,195,14,73,110.97,116736,0.001230832,0.27681994438171387,0.0001,452,0.6768115386366844,0.5115761756896973,0.001953125,0.0006298378284554929,-1.2882328107953072,0.2
7.4477,195,15,78,111.29,117760,0.00069430727,0.37998613715171814,0.0001,456,0.7503266856074333,0.4363812208175659,0.0,0.0013683987781405449,-1.3137712255120277,0.2
7.3823,194,16,84,109.7,118784,0.0027299684,0.34263500571250916,0.0001,460,0.7633370608091354,0.39456433057785034,0.0087890625,-0.001258982709259726,-1.2906262874603271,0.2
7.239800000000002,194,17,89,109.43,119808,0.010569908,0.20738278329372406,0.0001,464,0.4810639638453722,0.54571133852005,0.061279296875,-0.004089197580469772,-1.274413987994194,0.2
7.29,194,18,94,108.31,120832,0.004815373,0.21855276823043823,0.0001,468,0.4465888552367687,0.610562801361084,0.00048828125,-0.0010694504017010331,-1.3093147277832031,0.2
7.368700000000001,193,19,100,109.68,121856,0.004803883,0.15927809476852417,0.0001,472,0.5100097414106131,0.4665093421936035,0.0,0.0018607694801175967,-1.276509441435337,0.2
7.3929,193,20,105,109.33,122880,0.0050213286,0.2710303068161011,0.0001,476,0.6551993377506733,0.28460896015167236,0.002685546875,-0.001737651415169239,-1.2924606204032898,0.2
7.494300000000001,193,21,111,108.38,123904,0.002131114,0.28251975774765015,0.0001,480,0.6584906987845898,0.48737210035324097,0.00390625,0.00013535426114685833,-1.3056529834866524,0.2
7.360499999999999,193,22,116,108.19,124928,0.00054459495,0.29506802558898926,0.0001,484,0.7027663178741932,0.012535333633422852,0.0,0.00031286408193409443,-1.3177796825766563,0.2
7.255000000000001,192,23,122,105.93,125952,0.003751456,0.3560253977775574,0.0001,488,0.8024995438754559,0.316728413105011,0.0029296875,-0.0003039783041458577,-1.307421050965786,0.2
7.493200000000002,192,24,127,111.07,126976,0.0034116448,0.27540960907936096,0.0001,492,0.5760733392089605,0.5020831823348999,0.003173828125,-0.001335180742898956,-1.2960956990718842,0.2
7.5948,192,25,133,113.52,128000,0.0073357653,0.18321605026721954,0.0001,496,0.3951394632458687,0.6256431937217712,0.014404296875,-0.001345202705124393,-1.2861357778310776,0.2
8.003700000000002,191,26,138,121.13,129024,0.002018867,0.30263781547546387,0.0001,500,0.48005116917192936,0.47530633211135864,0.002685546875,-0.000875304511282593,-1.2546131759881973,0.2
8.105200000000002,191,27,144,120.79,130048,0.0056584105,0.20640210807323456,0.0001,504,0.5517619475722313,0.4820786118507385,0.003662109375,-0.002385013722232543,-1.3008202016353607,0.2
8.3102,191,28,149,123.18,131072,0.008398519,0.31256014108657837,0.0001,508,0.6927966512739658,0.4362618923187256,0.02734375,-0.0033716563193593174,-1.3073799908161163,0.2
8.3294,191,29,155,121.89,132096,0.0020706092,0.3303697109222412,0.0001,512,0.6713382247835398,0.47758787870407104,0.00048828125,-0.0009998863679356873,-1.249846912920475,0.2
8.3227,191,30,160,122.53,133120,0.003143664,0.3747500479221344,0.0001,516,0.7763421684503555,0.2853822112083435,0.0,-0.001838074647821486,-1.2387793213129044,0.2
8.472100000000001,191,31,166,124.19,134144,0.0020987731,0.2778904139995575,0.0001,520,0.7131677642464638,0.28354841470718384,0.00244140625,-0.0012859682028647512,-1.21933014690876,0.2
8.2565,191,32,171,122.04,135168,0.0066041136,0.4386446475982666,0.0001,524,0.9300727806985378,0.3602488040924072,0.005126953125,-0.0017535184742882848,-1.187344953417778,0.2
8.1629,191,33,176,119.35,136192,0.004941938,0.4527742564678192,0.0001,528,0.9498146809637547,0.23368287086486816,0.0,-0.001687179843429476,-1.1396978870034218,0.2
8.1379,190,34,182,117.47,137216,0.011073025,0.3148976266384125,0.0001,532,0.5777142457664013,0.4802154302597046,0.09423828125,-0.0021012295328546315,-1.17708270996809,0.2
7.9881,190,35,187,115.8,138240,0.006957386,0.47321444749832153,0.0001,536,0.8985202684998512,0.35788971185684204,0.080810546875,-0.0034716133668553084,-1.1454032734036446,0.2
7.918099999999999,190,36,193,112.22,139264,0.007079028,0.35080525279045105,0.0001,540,0.8434046767652035,0.25377416610717773,0.0849609375,-0.0005029235617257655,-1.1886981800198555,0.2
7.8618,190,37,198,111.14,140288,0.0017376492,0.29278209805488586,0.0001,544,0.5796623937785625,0.4429822564125061,0.001708984375,-0.0009530558600090444,-1.202174037694931,0.2
7.199300000000001,190,38,204,101.38,141312,0.0013804699,0.19394831359386444,0.0001,548,0.540800429880619,0.44645923376083374,0.0,0.0002568084164522588,-1.1981562077999115,0.2
7.4546,190,39,209,104.75,142336,0.00067926734,0.4227285385131836,0.0001,552,0.9635639674961567,0.38092267513275146,0.0107421875,-0.00040643913962412626,-1.2213410586118698,0.2
7.516900000000001,190,40,215,105.77,143360,0.00022801093,0.30917108058929443,0.0001,556,0.7669563964009285,0.20639753341674805,0.003173828125,-0.0007434022554662079,-1.1842040494084358,0.2
7.3618,190,41,220,105.45,144384,0.0078478,0.31608864665031433,0.0001,560,0.5771633759140968,0.5196093320846558,0.0205078125,-0.0014751341223018244,-1.1872667372226715,0.2
7.409200000000001,190,42,226,106.11,145408,0.005530215,0.20315304398536682,0.0001,564,0.4195585083216429,0.553602933883667,0.007568359375,-0.0021935041004326195,-1.078944370150566,0.2
7.5599,190,43,231,108.85,146432,0.0019649155,0.38592103123664856,0.0001,568,0.9087949767708778,0.29910314083099365,0.000244140625,-0.0020012545282952487,-1.0321025475859642,0.2
7.857700000000001,190,44,236,110.73,147456,0.011610185,0.4518583118915558,0.0001,572,0.8289531134068966,0.07008707523345947,0.074951171875,-0.0037353137449827045,-1.0680278316140175,0.2
7.741500000000001,190,45,242,109.32,148480,0.0033681204,0.42228540778160095,0.0001,576,0.8862020336091518,0.3062952756881714,0.001708984375,-0.0013730547507293522,-1.1117251366376877,0.2
8.085,190,46,247,115.02,149504,0.0022179617,0.43747779726982117,0.0001,580,0.7609463334083557,0.261813759803772,0.0,-0.0007859978941269219,-1.057397998869419,0.2
7.878100000000001,189,47,253,112.4,150528,0.0018334826,0.5170353651046753,0.0001,584,0.9519661329686642,0.35930198431015015,0.001220703125,-0.0006865461327834055,-1.073703870177269,0.2
7.7799000000000005,189,48,258,109.29,151552,0.0035696537,0.44074180722236633,0.0001,588,0.9358389005064964,0.35396289825439453,0.0146484375,-0.0011292104027234018,-1.1272003948688507,0.2
8.0823,189,49,264,114.84,152576,0.00417037,0.4106801152229309,0.0001,592,0.9052734225988388,0.2948201894760132,0.013671875,-0.0012551680847536772,-1.1812068447470665,0.2
8.187899999999999,189,50,269,117.72,153600,0.003964915,0.2643314301967621,0.0001,596,0.7370915971696377,0.27232563495635986,0.004150390625,-0.0001618171954760328,-1.2208435833454132,0.2
8.056400000000002,189,51,275,115.11,154624,0.002144891,0.18888428807258606,0.0001,600,0.47087182477116585,0.5253230929374695,0.00048828125,-0.0019192924664821476,-1.2214491218328476,0.2
7.839399999999999,189,52,280,110.44,155648,0.011838726,0.2683767080307007,0.0001,604,0.7784418538212776,0.37537330389022827,0.025146484375,-0.0039010373438941315,-1.1480668410658836,0.2
8.0555,189,53,285,115.17,156672,0.0043878793,0.3934955596923828,0.0001,608,0.710724975913763,0.4384356737136841,0.007080078125,-0.0006763827404938638,-1.049522414803505,0.2
7.9282,189,54,291,113.6,157696,0.01758462,0.2143649160861969,0.0001,612,0.5130670554935932,0.5060831308364868,0.136962890625,-0.003443391527980566,-1.093240924179554,0.2
7.736599999999999,189,55,296,112.52,158720,0.0048395745,0.3279598355293274,0.0001,616,0.705186016857624,0.40853506326675415,0.000732421875,0.0005734992155339569,-1.0857633352279663,0.2
7.970999999999999,189,56,302,115.84,159744,0.0035446617,0.3087836802005768,0.0001,620,0.5707387123256922,0.49486619234085083,0.00732421875,-0.0015313280164264143,-1.0729741007089615,0.2
7.9877,189,57,307,117.52,160768,0.0015107434,0.24319389462471008,0.0001,624,0.6412791050970554,0.39368146657943726,0.0,-0.001828366715926677,-1.0784399658441544,0.2
