elapsed_seconds,timesteps,return,length,max_x,completed
10.675,2006076,3092.0,277,3161,1
10.706,2006080,3094.0,278,3161,1
10.867,2006112,3093.0,286,3161,1
10.942,2006128,3076.0,290,3161,1
19.985,2007192,3093.0,279,3161,1
20.212,2007248,3090.0,292,3161,1
20.557,2007324,3089.0,299,3161,1
20.856,2007384,3087.0,318,3161,1
23.251,2007880,1699.0,158,1786,0
29.308,2008268,3097.0,269,3161,1
30.19,2008460,3092.0,284,3161,1
30.649,2008564,3091.0,295,3161,1
41.821,2009092,3091.0,303,3161,1
43.899,2009380,3095.0,278,3161,1
47.135,2009932,3075.0,368,3161,1
48.185,2010068,3075.0,376,3161,1
54.617,2010428,3082.0,334,3161,1
55.087,2010540,3092.0,290,3161,1
56.65,2010816,1055.0,97,1128,0
58.234,2011096,3090.0,291,3161,1
62.769,2011228,3093.0,290,3161,1
64.988,2011708,3092.0,292,3161,1
71.51,2012244,3079.0,357,3161,1
71.667,2012272,3091.0,294,3161,1
74.731,2012736,3075.0,377,3161,1
75.252,2012836,3093.0,282,3161,1
82.3,2013436,3091.0,298,3161,1
82.702,2013520,3087.0,312,3161,1
85.014,2014008,3079.0,318,3161,1
85.141,2014032,3090.0,299,3161,1
85.542,2014112,1884.0,169,1956,0
93.218,2014784,3087.0,316,3161,1
94.816,2015136,3094.0,276,3161,1
94.849,2015144,3093.0,284,3161,1
99.714,2015384,3086.0,318,3161,1
100.774,2015544,1870.0,190,1963,0
109.523,2016336,3090.0,298,3161,1
109.875,2016412,3087.0,319,3161,1
111.429,2016676,3078.0,323,3161,1
111.719,2016732,3081.0,297,3161,1
120.452,2017476,3091.0,285,3161,1
121.312,2017640,3088.0,307,3161,1
122.203,2017792,3092.0,279,3161,1
122.549,2017860,3094.0,282,3161,1
130.216,2018604,3091.0,282,3161,1
132.556,2018996,3092.0,284,3161,1
132.696,2019028,3082.0,347,3161,1
133.147,2019108,3083.0,329,3161,1
140.611,2019804,3081.0,300,3161,1
142.628,2020232,3087.0,309,3161,1
142.773,2020268,3088.0,310,3161,1
142.913,2020304,3089.0,299,3161,1
148.235,2020476,1886.0,168,1960,0
149.11,2020576,654.0,68,722,0
157.189,2021376,3090.0,286,3161,1
157.377,2021416,3090.0,287,3161,1
158.56,2021652,3090.0,294,3161,1
159.323,2021784,3088.0,302,3161,1
166.935,2022500,3091.0,281,3161,1
167.462,2022604,3091.0,297,3161,1
168.644,2022856,3095.0,268,3161,1
169.79,2023112,2352.0,365,2471,0
177.942,2023680,3092.0,295,3161,1
178.049,2023712,3094.0,277,3161,1
179.208,2024056,3083.0,300,3161,1
179.78,2024224,3094.0,278,3161,1
184.474,2024796,3093.0,279,3161,1
184.626,2024840,3092.0,282,3161,1
185.692,2025168,3092.0,278,3161,1
186.354,2025364,3092.0,285,3161,1
191.012,2025968,3090.0,293,3161,1
191.146,2026008,3091.0,292,3161,1
191.995,2026276,3095.0,277,3161,1
195.404,2026500,3093.0,284,3161,1
196.024,2026680,1885.0,168,1959,0
197.605,2027160,3084.0,298,3161,1
198.341,2027368,3094.0,273,3161,1
