decision,raw_frames,x,y,max_x,action,action_name,prob_0,prob_1,prob_2,prob_3,prob_4,action_entropy_nats,native_reward,native_reward_sum,no_progress_decisions,life,game_time,flag_get,terminated,truncated,game_score,score_gain,coins,one_ups,custom_one_up_bonus,augmented_score_gain,flag_height_bonus,flag_touch_y,flag_score_tier,flag_top_tier,post_flag_frames,flag_resolution_complete,flag_resolution_status,objective_reward,objective_reward_sum
1,4,40,79,40,3,right+B,7.866015039326157e-08,1.9331821476953337e-06,7.235446446429705e-07,0.9999850988388062,1.2227809747855645e-05,0.00019052768766414374,0.0,0.0,1,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
2,8,43,79,43,3,right+B,7.746680097397984e-08,1.912483185151359e-06,7.183243155850505e-07,0.9999852180480957,1.2118383892811835e-05,0.00018810646724887192,3.0,3.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
3,12,47,79,47,3,right+B,7.62358141059849e-08,1.8890394812842715e-06,7.168631555032334e-07,0.9999850988388062,1.2219590644235723e-05,0.00018978072330355644,4.0,7.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
4,16,53,79,53,3,right+B,7.477339636352553e-08,1.8428634120937204e-06,7.078697876750084e-07,0.9999849796295166,1.2505455742939375e-05,0.00019202158728148788,6.0,13.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
5,20,60,79,60,3,right+B,8.534357220923994e-08,2.0164463876426453e-06,8.48519789542479e-07,0.9999810457229614,1.5955825801938772e-05,0.00023501140822190791,6.0,19.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
6,24,70,79,70,3,right+B,8.099701176433882e-08,1.9645574411697453e-06,8.63165951159317e-07,0.9999809265136719,1.6167878129635938e-05,0.00023663442698307335,10.0,29.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
7,28,81,79,81,3,right+B,9.101360376462253e-08,2.1643909349222668e-06,1.0410315098852152e-06,0.999977707862854,1.899100243463181e-05,0.0002724425576161593,11.0,40.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
8,32,93,79,93,3,right+B,8.439188547981757e-08,2.0318088900239673e-06,9.968562153517269e-07,0.9999785423278809,1.8299242583452724e-05,0.0002623802865855396,12.0,52.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
9,36,105,79,105,3,right+B,1.8174158356032422e-07,3.944932814192725e-06,4.09208632845548e-06,0.9999192953109741,7.244374137371778e-05,0.0008743164362385869,12.0,64.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
10,40,117,79,117,3,right+B,4.376756351121003e-06,5.347925616661087e-05,0.0008630460361018777,0.9791268110275269,0.019952351227402687,0.10542453080415726,11.0,75.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
11,44,129,97,129,4,right+A+B,2.240095091110561e-05,0.00016016697918530554,0.02196568436920643,0.20468224585056305,0.7731694579124451,0.6091005802154541,12.0,87.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
12,48,141,117,141,4,right+A+B,1.8592805645312183e-05,0.0001448719995096326,0.007242646999657154,0.6069615483283997,0.38563239574432373,0.7076809406280518,12.0,99.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
13,52,153,132,153,3,right+B,2.3108623281586915e-06,3.2936615752987564e-05,0.00019224963034503162,0.9925521612167358,0.007220412138849497,0.04503784701228142,12.0,111.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
14,56,165,134,165,3,right+B,3.2694822493795073e-07,5.313819656294072e-06,7.187410574260866e-06,0.9994919300079346,0.0004952134331688285,0.00443142419680953,12.0,123.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
15,60,177,123,177,3,right+B,1.679024848044719e-07,2.423254045424983e-06,1.5327879054893856e-06,0.9997908473014832,0.00020508895977400243,0.002004914451390505,11.0,134.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
16,64,189,104,189,3,right+B,8.890699376706834e-08,1.2694565612036968e-06,5.740111532759329e-07,0.9998749494552612,0.00012301896640565246,0.0012594042345881462,12.0,146.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
17,68,201,84,201,3,right+B,3.876558878346259e-07,2.67687232735625e-06,7.373170774371829e-06,0.9943194389343262,0.005670090671628714,0.03511996939778328,12.0,158.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
18,72,213,97,213,4,right+A+B,1.131723706748744e-06,3.0014543881407008e-06,0.0030915671959519386,0.020551713183522224,0.9763525128364563,0.12112516909837723,12.0,170.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
19,76,225,117,225,4,right+A+B,5.8133133506999e-07,1.2793028645319282e-06,0.012144948355853558,0.001857563154771924,0.9859955906867981,0.07918231934309006,12.0,182.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
20,80,237,133,237,4,right+A+B,7.716208472174912e-08,1.3546733157454582e-07,0.1354052871465683,6.57564623907092e-06,0.8645879030227661,0.3966217339038849,11.0,193.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
21,84,249,147,249,4,right+A+B,3.600893094812818e-08,5.3723596238342e-08,0.013794791884720325,1.4907839158695424e-06,0.986203670501709,0.07281152158975601,12.0,205.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
22,88,261,156,261,4,right+A+B,2.819503208684182e-07,1.0541829169596895e-06,0.0008109370246529579,0.0008282509515993297,0.9983595013618469,0.013306945562362671,12.0,217.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
23,92,273,160,273,3,right+B,1.5076662407409458e-07,2.353758191020461e-06,1.0549139233262395e-06,0.9987859129905701,0.0012105160858482122,0.00939157884567976,12.0,229.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
24,96,285,152,285,3,right+B,1.390436099590886e-09,4.3802323546060506e-08,3.652021463018684e-10,0.9999997615814209,1.8596176687424304e-07,3.6604444630938815e-06,12.0,241.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
25,100,297,133,297,3,right+B,7.526774759014643e-09,1.0965484875669063e-07,6.295912235998458e-09,0.999996542930603,3.2674806789145805e-06,4.615116267814301e-05,11.0,252.0,0,2,395,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
26,104,309,113,309,4,right+A+B,1.4293573258328252e-06,1.3712842701352201e-06,0.0019826788920909166,0.001908609177917242,0.9961058497428894,0.0282138604670763,12.0,264.0,0,2,395,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
27,108,321,93,321,3,right+B,2.9510397325793747e-06,7.233300493680872e-06,0.0001055843458743766,0.955100417137146,0.04478377476334572,0.18406060338020325,12.0,276.0,0,2,395,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
28,112,333,90,333,3,right+B,9.316317459706625e-07,4.080446160514839e-06,4.094723772141151e-05,0.9953877329826355,0.004566361662000418,0.029687661677598953,12.0,288.0,0,2,395,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
29,116,345,95,345,3,right+B,1.3258636499813292e-07,1.1221162594665657e-06,5.423781203717226e-06,0.999900221824646,9.310126188211143e-05,0.001047510071657598,13.0,301.0,0,2,395,0,0,0,100,100,0,0,0.0,100.0,0,,,False,0,False,not_reached,0.1,0.1
30,120,357,87,357,3,right+B,3.750478327901874e-08,4.5728498321295774e-07,2.290490783707355e-06,0.9999842643737793,1.2883600902569015e-05,0.00019738488481380045,11.0,312.0,0,2,394,0,0,0,100,100,0,0,0.0,100.0,0,,,False,0,False,not_reached,0.0,0.1
31,124,369,79,369,3,right+B,1.6674350433731888e-07,1.8865911215470987e-06,4.2390271119074896e-05,0.9996991157531738,0.00025648417067714036,0.0028762747533619404,12.0,324.0,0,2,394,0,0,0,100,100,0,0,0.0,100.0,0,,,False,0,False,not_reached,0.0,0.1
32,128,381,79,381,3,right+B,2.020733290919452e-06,3.464142719167285e-05,0.002690768800675869,0.9827993512153625,0.014473228715360165,0.0946585163474083,12.0,336.0,0,2,394,0,0,0,100,100,0,0,0.0,100.0,0,,,False,0,False,not_reached,0.0,0.1
