decision,raw_frames,x,y,max_x,action,action_name,prob_0,prob_1,prob_2,prob_3,prob_4,action_entropy_nats,native_reward,native_reward_sum,no_progress_decisions,life,game_time,flag_get,terminated,truncated,game_score,score_gain,coins
1,4,40,79,40,3,right+B,0.03565302491188049,0.21899856626987457,0.10238822549581528,0.6052387356758118,0.0377214178442955,1.1123393774032593,0.0,0.0,1,2,400,0,0,0,0,0,0
2,8,43,79,43,3,right+B,0.035570673644542694,0.21903777122497559,0.10225701332092285,0.605468213558197,0.037666384130716324,1.111759901046753,3.0,3.0,0,2,400,0,0,0,0,0,0
3,12,47,79,47,1,right,0.03556426987051964,0.21905864775180817,0.10242541134357452,0.6051942110061646,0.03775744140148163,1.1123149394989014,4.0,7.0,0,2,400,0,0,0,0,0,0
4,16,53,79,53,3,right+B,0.035867154598236084,0.21983861923217773,0.10368877649307251,0.6025620698928833,0.038043323904275894,1.1169860363006592,6.0,13.0,0,2,400,0,0,0,0,0,0
5,20,60,79,60,3,right+B,0.03536425530910492,0.21860559284687042,0.10199443995952606,0.6065622568130493,0.03747342526912689,1.109729528427124,6.0,19.0,0,2,399,0,0,0,0,0,0
6,24,70,79,70,3,right+B,0.03445399925112724,0.21648673713207245,0.09886109083890915,0.6134242415428162,0.03677402436733246,1.0973305702209473,10.0,29.0,0,2,399,0,0,0,0,0,0
7,28,81,79,81,1,right,0.035122063010931015,0.21752101182937622,0.1022319570183754,0.6069769859313965,0.03814791515469551,1.1102256774902344,11.0,40.0,0,2,399,0,0,0,0,0,0
8,32,93,79,93,3,right+B,0.035197023302316666,0.21985465288162231,0.10252939909696579,0.6043002605438232,0.03811861202120781,1.1132638454437256,12.0,52.0,0,2,399,0,0,0,0,0,0
9,36,105,97,105,2,right+A,0.04153737798333168,0.24750320613384247,0.13790751993656158,0.5220199823379517,0.05103199928998947,1.2421265840530396,12.0,64.0,0,2,399,0,0,0,0,0,0
10,40,117,117,117,2,right+A,0.04997067153453827,0.27253779768943787,0.2671128511428833,0.30655547976493835,0.10382319241762161,1.4542568922042847,11.0,75.0,0,2,398,0,0,0,0,0,0
11,44,129,133,129,2,right+A,0.04700111970305443,0.25808951258659363,0.349889874458313,0.1953287422657013,0.14969085156917572,1.463987112045288,12.0,87.0,0,2,398,0,0,0,0,0,0
12,48,141,145,141,1,right,0.04615871608257294,0.3044855296611786,0.3067736029624939,0.19597338140010834,0.14660876989364624,1.4674197435379028,12.0,99.0,0,2,398,0,0,0,0,0,0
13,52,153,144,153,3,right+B,0.0382605604827404,0.3482644855976105,0.16895808279514313,0.36624661087989807,0.07827036082744598,1.35990571975708,12.0,111.0,0,2,398,0,0,0,0,0,0
14,56,165,129,165,3,right+B,0.03402609005570412,0.32499244809150696,0.10095053911209106,0.4810505211353302,0.05898036062717438,1.230769395828247,12.0,123.0,0,2,398,0,0,0,0,0,0
15,60,177,109,177,3,right+B,0.026784732937812805,0.26676246523857117,0.04495609551668167,0.6233788728713989,0.03811788931488991,1.0080580711364746,11.0,134.0,0,2,397,0,0,0,0,0,0
16,64,189,89,189,3,right+B,0.023025957867503166,0.2537267506122589,0.03323209658265114,0.6548531651496887,0.03516203910112381,0.9428927302360535,12.0,146.0,0,2,397,0,0,0,0,0,0
17,68,201,79,201,3,right+B,0.03204931691288948,0.25423309206962585,0.05695933848619461,0.5842286348342896,0.07252960652112961,1.1259520053863525,12.0,158.0,0,2,397,0,0,0,0,0,0
18,72,213,79,213,3,right+B,0.04428023472428322,0.22954542934894562,0.2367689311504364,0.23876285552978516,0.2506425082683563,1.505745768547058,12.0,170.0,0,2,397,0,0,0,0,0,0
19,76,225,97,225,2,right+A,0.021980861201882362,0.0891503244638443,0.4671677052974701,0.05544500797986984,0.36625611782073975,1.1832174062728882,12.0,182.0,0,2,397,0,0,0,0,0,0
20,80,237,117,237,2,right+A,0.008508127182722092,0.025764795020222664,0.6656684279441833,0.009834564290940762,0.2902240753173828,0.8102163076400757,11.0,193.0,0,2,396,0,0,0,0,0,0
21,84,242,133,242,2,right+A,0.011291124857962132,0.03300749510526657,0.6135497093200684,0.01109754852950573,0.3310542106628418,0.8788532018661499,5.0,198.0,0,2,396,0,0,0,0,0,0
22,88,243,145,243,3,right+B,0.024871544912457466,0.1089852973818779,0.4911070764064789,0.058534346520900726,0.31650176644325256,1.2129102945327759,1.0,199.0,0,2,396,0,0,0,0,0,0
23,92,246,144,246,1,right,0.03730841353535652,0.2211134433746338,0.3171497881412506,0.21419945359230042,0.21022891998291016,1.478489875793457,3.0,202.0,0,2,396,0,0,0,0,0,0
24,96,250,143,250,3,right+B,0.030268924310803413,0.2611541748046875,0.1281450390815735,0.503145158290863,0.07728663831949234,1.2632629871368408,4.0,206.0,0,2,396,0,0,0,0,0,0
25,100,256,143,256,3,right+B,0.028563333675265312,0.24851810932159424,0.11693249642848969,0.5360050201416016,0.06998110562562943,1.2188891172409058,5.0,211.0,0,2,395,0,0,0,0,0,0
26,104,264,161,264,4,right+A+B,0.02921314164996147,0.2545192539691925,0.11626634746789932,0.5366341471672058,0.0633670762181282,1.2105227708816528,8.0,219.0,0,2,395,0,0,0,0,0,0
27,108,273,179,273,3,right+B,0.03406275063753128,0.27301180362701416,0.1380220651626587,0.4779137074947357,0.07698967307806015,1.2931461334228516,9.0,228.0,0,2,395,0,0,0,0,0,0
28,112,285,185,285,1,right,0.04362184554338455,0.2921988070011139,0.18955957889556885,0.38380178809165955,0.09081798791885376,1.3967808485031128,12.0,240.0,0,2,395,0,0,0,0,0,0
29,116,297,178,297,3,right+B,0.05071202665567398,0.28282806277275085,0.2695258855819702,0.25282028317451477,0.14411377906799316,1.4885810613632202,12.0,252.0,0,2,395,0,0,0,0,0,0
30,120,309,158,309,1,right,0.050347715616226196,0.20436182618141174,0.4294885993003845,0.11847373843193054,0.19732816517353058,1.4109179973602295,11.0,263.0,0,2,394,0,0,0,0,0,0
31,124,321,143,321,3,right+B,0.047299835830926895,0.1562580019235611,0.47198519110679626,0.09422282874584198,0.23023413121700287,1.3494453430175781,12.0,275.0,0,2,394,0,0,0,0,0,0
32,128,332,143,332,0,NOOP,0.049392033368349075,0.23955021798610687,0.16403396427631378,0.47270405292510986,0.07431980222463608,1.3347818851470947,11.0,286.0,0,2,394,0,0,0,0,0,0
33,132,343,143,343,3,right+B,0.03586994856595993,0.20870278775691986,0.10232346504926682,0.6192315816879272,0.03387216851115227,1.0910784006118774,11.0,297.0,0,2,394,0,0,0,0,0,0
34,136,355,143,355,3,right+B,0.01894550397992134,0.14593826234340668,0.04662776365876198,0.7778952121734619,0.010593234561383724,0.7425023317337036,12.0,309.0,0,2,394,0,0,0,0,0,0
35,140,367,143,367,3,right+B,0.02456146851181984,0.1914842426776886,0.09378087520599365,0.6744130253791809,0.015760445967316628,0.960582435131073,11.0,320.0,0,2,393,0,0,0,0,0,0
36,144,379,143,379,1,right,0.028195040300488472,0.2119421660900116,0.13401973247528076,0.6023078560829163,0.023535169661045074,1.0923831462860107,12.0,332.0,0,2,393,0,0,0,0,0,0
37,148,391,161,391,2,right+A,0.03796127811074257,0.2479914277791977,0.30408239364624023,0.36151328682899475,0.048451539129018784,1.3464610576629639,12.0,344.0,0,2,393,0,0,0,0,0,0
38,152,403,181,403,2,right+A,0.025178823620080948,0.1345263570547104,0.6693398952484131,0.07283903658390045,0.09811580926179886,1.0498651266098022,12.0,356.0,0,2,393,0,0,0,0,0,0
39,156,415,197,415,2,right+A,0.013072868809103966,0.0665169432759285,0.8012354969978333,0.017877191305160522,0.10129748284816742,0.7184167504310608,12.0,368.0,0,2,393,0,0,0,0,0,0
40,160,427,211,427,4,right+A+B,0.028537476435303688,0.15029111504554749,0.623878002166748,0.05894951522350311,0.1383439153432846,1.1212060451507568,11.0,379.0,0,2,392,0,0,0,0,0,0
41,164,439,220,439,2,right+A,0.04993407428264618,0.2924320697784424,0.3040274381637573,0.25597789883613586,0.09762860089540482,1.4471464157104492,12.0,391.0,0,2,392,0,0,0,0,0,0
42,168,451,226,451,4,right+A+B,0.04731883853673935,0.32422512769699097,0.18829669058322906,0.3647306561470032,0.07542868703603745,1.3867651224136353,12.0,403.0,0,2,392,0,0,0,0,0,0
43,172,463,227,463,3,right+B,0.04054512456059456,0.3247893452644348,0.12108029425144196,0.46919378638267517,0.04439147934317589,1.2441730499267578,12.0,415.0,0,2,392,0,0,0,0,0,0
44,176,475,215,475,0,NOOP,0.027957310900092125,0.33586227893829346,0.0720452219247818,0.5432335138320923,0.02090168371796608,1.0682976245880127,12.0,427.0,0,2,392,0,0,0,0,0,0
45,180,487,195,487,1,right,0.022273356094956398,0.2918722927570343,0.04241872578859329,0.6298235058784485,0.013612128794193268,0.927874743938446,11.0,438.0,0,2,391,0,0,0,0,0,0
46,184,499,175,499,3,right+B,0.01479391660541296,0.30114200711250305,0.026349110528826714,0.6497994661331177,0.007915426045656204,0.837996244430542,12.0,450.0,0,2,391,0,0,0,0,0,0
