decision,raw_frames,x,y,max_x,action,action_name,prob_0,prob_1,prob_2,prob_3,prob_4,action_entropy_nats,native_reward,native_reward_sum,no_progress_decisions,life,game_time,flag_get,terminated,truncated,game_score,score_gain,coins,one_ups,custom_one_up_bonus,augmented_score_gain,flag_height_bonus,flag_touch_y,flag_score_tier,flag_top_tier,post_flag_frames,flag_resolution_complete,flag_resolution_status,objective_reward,objective_reward_sum
1,4,40,93,40,2,right+A,0.11526592075824738,0.36135390400886536,0.1551409214735031,0.22919858992099762,0.1390407383441925,1.5179213285446167,0.0,0.0,1,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
2,8,42,108,42,1,right,0.11520186066627502,0.3629721999168396,0.15473933517932892,0.22718100249767303,0.13990552723407745,1.5174000263214111,2.0,2.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
3,12,44,112,44,1,right,0.11597856134176254,0.36311766505241394,0.15784136950969696,0.22014617919921875,0.14291615784168243,1.5203341245651245,2.0,4.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
4,16,48,106,48,0,NOOP,0.11603125929832458,0.3631836175918579,0.1571192592382431,0.22096280753612518,0.1427030712366104,1.5199992656707764,4.0,8.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
5,20,51,89,51,0,NOOP,0.11593489348888397,0.36368879675865173,0.1565743088722229,0.22160221636295319,0.14219976961612701,1.5192773342132568,2.0,10.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
6,24,54,79,54,1,right,0.11587134003639221,0.3642449378967285,0.155974879860878,0.2209327518939972,0.14297612011432648,1.5190922021865845,3.0,13.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
7,28,58,79,58,0,NOOP,0.11630606651306152,0.36375078558921814,0.15542398393154144,0.22226020693778992,0.14225904643535614,1.5191080570220947,4.0,17.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
8,32,62,93,62,2,right+A,0.11534671485424042,0.363681823015213,0.15365688502788544,0.22708889842033386,0.14022566378116608,1.5169003009796143,4.0,21.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
9,36,66,108,66,0,NOOP,0.11557070910930634,0.3638690114021301,0.15608122944831848,0.22326558828353882,0.14121343195438385,1.5183321237564087,4.0,25.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
10,40,71,112,71,1,right,0.11607907712459564,0.36428117752075195,0.15756209194660187,0.22074253857135773,0.14133508503437042,1.519028663635254,4.0,29.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
11,44,76,106,76,1,right,0.11565157771110535,0.3643973469734192,0.16016660630702972,0.21763600409030914,0.14214840531349182,1.5198899507522583,5.0,34.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
12,48,83,89,83,0,NOOP,0.11489229649305344,0.36448371410369873,0.1554686725139618,0.22485683858394623,0.14029845595359802,1.5169343948364258,7.0,41.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
13,52,89,79,89,3,right+B,0.1146533265709877,0.36682096123695374,0.14986197650432587,0.2297089546918869,0.13895472884178162,1.5127737522125244,6.0,47.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
14,56,98,79,98,3,right+B,0.1142607256770134,0.3702511191368103,0.15443070232868195,0.2222609966993332,0.13879650831222534,1.512559413909912,9.0,56.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
15,60,108,79,108,3,right+B,0.11510905623435974,0.36406001448631287,0.188646599650383,0.18124833703041077,0.15093600749969482,1.5263073444366455,9.0,65.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
16,64,120,97,120,4,right+A+B,0.11202726513147354,0.36426249146461487,0.20207534730434418,0.16565221548080444,0.15598268806934357,1.5238702297210693,12.0,77.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
17,68,132,115,132,3,right+B,0.11020301282405853,0.34638139605522156,0.22707483172416687,0.13639509677886963,0.1799456626176834,1.5272678136825562,12.0,89.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
18,72,144,121,144,4,right+A+B,0.10861717164516449,0.35535699129104614,0.20593014359474182,0.14928671717643738,0.18080902099609375,1.5273669958114624,12.0,101.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
19,76,156,114,156,2,right+A,0.10690874606370926,0.34965598583221436,0.2148934006690979,0.1465466469526291,0.1819952130317688,1.5283764600753784,12.0,113.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
20,80,168,94,168,3,right+B,0.11418043822050095,0.34979888796806335,0.16896162927150726,0.16644726693630219,0.20061185956001282,1.5363366603851318,11.0,124.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
21,84,180,79,180,3,right+B,0.11432208120822906,0.3546042740345001,0.12640869617462158,0.2132517248392105,0.1914132535457611,1.5230157375335693,12.0,136.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
22,88,192,79,192,1,right,0.11429769545793533,0.35304689407348633,0.09542721509933472,0.26051655411720276,0.17671166360378265,1.4963788986206055,12.0,148.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
23,92,204,79,204,1,right,0.11828121542930603,0.34591570496559143,0.10181944072246552,0.2636553645133972,0.17032836377620697,1.505284309387207,12.0,160.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
24,96,216,97,216,4,right+A+B,0.1203007772564888,0.3344278633594513,0.1678018420934677,0.16891148686408997,0.20855800807476044,1.5479114055633545,12.0,172.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
25,100,228,117,228,4,right+A+B,0.11311013251543045,0.3282224237918854,0.23032614588737488,0.15367509424686432,0.17466622591018677,1.5429421663284302,11.0,183.0,0,2,395,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
26,104,240,133,240,2,right+A,0.08925005793571472,0.2676311433315277,0.3411199748516083,0.06946715712547302,0.2325316220521927,1.4597773551940918,12.0,195.0,0,2,395,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
27,108,252,145,252,0,NOOP,0.09475643932819366,0.2709919810295105,0.3185114860534668,0.0737125352025032,0.24202749133110046,1.4770981073379517,12.0,207.0,0,2,395,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
28,112,264,144,264,4,right+A+B,0.1001291573047638,0.27216586470603943,0.25037553906440735,0.07718392461538315,0.30014556646347046,1.4902594089508057,12.0,219.0,0,2,395,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
29,116,272,143,272,2,right+A,0.10936867445707321,0.3019927144050598,0.1843711882829666,0.11351168900728226,0.2907557189464569,1.5215102434158325,8.0,227.0,0,2,395,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
30,120,279,135,279,0,NOOP,0.11736828833818436,0.3320619463920593,0.11948156356811523,0.20984716713428497,0.2212410718202591,1.5327733755111694,6.0,233.0,0,2,394,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
31,124,286,116,286,1,right,0.12214444577693939,0.32353970408439636,0.12347733974456787,0.18095220625400543,0.24988630414009094,1.5360567569732666,7.0,240.0,0,2,394,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
32,128,293,96,293,0,NOOP,0.12043611705303192,0.27489474415779114,0.15688535571098328,0.10287658125162125,0.3449072241783142,1.5016101598739624,7.0,247.0,0,2,394,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
33,132,300,79,300,1,right,0.1259327232837677,0.2701352536678314,0.15072289109230042,0.13050438463687897,0.3227047324180603,1.530447244644165,7.0,254.0,0,2,394,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
34,136,307,79,307,0,NOOP,0.1262848675251007,0.2961595952510834,0.13054965436458588,0.22613057494163513,0.22087527811527252,1.5572254657745361,-10.0,244.0,0,2,394,0,1,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,-5.0,-5.0
