rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/entropy_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/value_loss,train/loss
27.898099999999996,49,181,277,1597416,295.5,0.2,-0.00533971784170717,0.0001,6224,-0.4918084777891636,0.0034023006,0.023193359375,0.7754954695701599,1.7280245199799538,0.9836850166320801
28.037499999999994,50,181,282,1598440,297.47,0.2,-0.006447530904551968,0.0001,6228,-0.738714475184679,0.0051849033,0.026123046875,0.9886533617973328,0.08180430950596929,0.016165073961019516
28.111900000000006,51,181,288,1599464,295.69,0.2,-0.008075271034613252,0.0001,6232,-0.5850852653384209,0.011505479,0.077880859375,0.9853700995445251,0.1017422741279006,0.005619889125227928
28.4093,52,181,294,1600488,299.28,0.2,-0.007872353831771761,0.0001,6236,-0.5806658379733562,0.00535514,0.033203125,0.9931023120880127,0.05295743839815259,-0.004001140594482422
28.4821,53,181,299,1601512,298.7,0.2,-0.009990970109356567,0.0001,6240,-0.6510433107614517,0.013468321,0.076904296875,0.9969771504402161,0.026763113331981003,-0.014943850226700306
28.603700000000003,54,181,305,1602536,300.02,0.2,-0.008017384039703757,0.0001,6244,-0.5544000566005707,0.0063507087,0.043701171875,0.9965373873710632,0.029913869337178767,-0.01069873571395874
28.723599999999998,55,180,311,1603560,300.99,0.2,-0.010630511620547622,0.0001,6248,-0.5554326176643372,0.0068756565,0.031982421875,0.9956268668174744,0.035027094185352325,-0.009997362270951271
28.863600000000005,56,180,317,1604584,303.36,0.2,-0.0060186199843883514,0.0001,6252,-0.5419281683862209,0.0037038298,0.028076171875,0.989618182182312,0.0718589040916413,0.005199961364269257
28.866900000000005,57,180,322,1605608,302.45,0.2,-0.007207814371213317,0.0001,6256,-0.4865117762237787,0.005326224,0.049560546875,0.9961680769920349,0.034216309199109674,-0.0030211666598916054
29.002599999999997,58,180,328,1606632,304.2,0.2,-0.011513991048559546,0.0001,6260,-0.4892051685601473,0.00740394,0.055908203125,0.9988755583763123,0.010708377056289464,-0.019062407314777374
29.0651,59,180,334,1607656,305.59,0.2,-0.006836161919636652,0.0001,6264,-0.5092726517468691,0.005998599,0.033935546875,0.996805727481842,0.02740203170105815,-0.005417873151600361
28.905900000000003,60,180,339,1608680,304.65,0.2,-0.0033524073660373688,0.0001,6268,-0.47855553962290287,0.0067566163,0.05078125,0.9683045148849487,0.21433160454034805,0.07833331823348999
28.9754,61,180,345,1609704,305.9,0.2,-0.001641366456169635,0.0001,6272,-0.40998647920787334,0.002494523,0.021240234375,0.9041250348091125,0.714843675494194,0.20077146589756012
29.093999999999998,62,180,351,1610728,307.19,0.2,-0.00618514942470938,0.0001,6276,-0.5245158765465021,0.0066400105,0.03564453125,0.995647132396698,0.0373800644883886,-0.00286303274333477
29.0502,63,180,356,1611752,307.23,0.2,-0.007964323420310393,0.0001,6280,-0.525315411388874,0.0067446395,0.033203125,0.9974693655967712,0.0193564704968594,-0.02033933438360691
29.0499,64,180,362,1612776,307.24,0.2,-0.00864261164679192,0.0001,6284,-0.5035230461508036,0.012420278,0.0791015625,0.977418839931488,0.15483231702819467,0.037135981023311615
29.191600000000005,65,180,368,1613800,308.33,0.2,-0.004203729622531682,0.0001,6288,-0.47113896906375885,0.0045104367,0.036865234375,0.9914635419845581,0.055150190833956,0.0006097611039876938
29.2858,66,180,374,1614824,311.28,0.2,-0.0065272857318632305,0.0001,6292,-0.4439347833395004,0.0030757007,0.0263671875,0.9930403232574463,0.04748874669894576,-0.0021245498210191727
29.287099999999995,67,180,380,1615848,311.52,0.2,-0.004740395612316206,0.0001,6296,-0.6122398860752583,0.0055918377,0.027587890625,0.9852596521377563,0.1340378108434379,0.06332390010356903
29.424399999999995,68,180,386,1616872,313.53,0.2,-0.007072726148180664,0.0001,6300,-0.5866795256733894,0.007829471,0.041748046875,0.9888193011283875,0.0788377863354981,0.013890199363231659
29.1741,69,180,391,1617896,310.8,0.2,-0.007461451459676027,0.0001,6304,-0.46407055109739304,0.0059066676,0.023681640625,0.9901449680328369,0.07527698716148734,0.002853667363524437
29.173,70,180,397,1618920,311.39,0.2,-0.00036869756877422333,0.0001,6308,-0.4782350156456232,0.002975525,0.018798828125,0.9034716486930847,1.0135124810039997,0.5282294154167175
29.2452,71,180,403,1619944,312.01,0.2,-0.003046811150852591,0.0001,6312,-0.4312366433441639,0.002329936,0.009521484375,0.9905382990837097,0.0738516142591834,0.018980717286467552
29.1775,72,180,409,1620968,310.87,0.2,-0.0041904499812517315,0.0001,6316,-0.4765729606151581,0.003119404,0.016357421875,0.9858911633491516,0.10361709026619792,0.026317428797483444
29.178600000000003,73,180,414,1621992,310.87,0.2,-0.0067794111964758486,0.0001,6320,-0.44754812866449356,0.014000995,0.073974609375,0.9675766229629517,0.1904915333725512,0.03975829482078552
29.22779999999999,74,180,420,1623016,313.52,0.2,-0.004461944801732898,0.0001,6324,-0.538315873593092,0.008926269,0.050048828125,0.9832209944725037,0.09620109526440501,0.023068800568580627
29.1177,75,180,426,1624040,311.42,0.2,-0.004256005282513797,0.0001,6328,-0.46041567251086235,0.0052456837,0.02734375,0.9799297451972961,0.150648295879364,0.042830877006053925
28.84539999999999,76,180,431,1625064,307.97,0.2,-0.00756832558545284,0.0001,6332,-0.43087332136929035,0.0146294385,0.056884765625,0.9781538248062134,0.16159861162304878,0.036224059760570526
28.848900000000004,77,180,437,1626088,307.42,0.2,-0.007433656195644289,0.0001,6336,-0.46543705090880394,0.011699937,0.05859375,0.8938252925872803,0.8308940287679434,0.3935620188713074
29.3843,78,180,443,1627112,308.89,0.2,-0.0032396858441643417,0.0001,6340,-0.4681964311748743,0.0022848777,0.0087890625,0.9924152493476868,0.07117429515346885,0.01928623393177986
29.451099999999997,79,180,449,1628136,309.54,0.2,-0.006631629104958847,0.0001,6344,-0.5021218005567789,0.008494398,0.047607421875,0.9718741774559021,0.20827572513371706,0.10154242813587189
29.2169,80,180,454,1629160,306.59,0.2,-0.004500976094277576,0.0001,6348,-0.5166936162859201,0.0065146973,0.036376953125,0.9494428038597107,0.3668350949883461,0.09747059643268585
29.2181,81,180,460,1630184,306.32,0.2,-0.0022224003332667053,0.0001,6352,-0.49680112302303314,0.007667131,0.047119140625,0.9220275282859802,0.6463794019073248,0.3255058825016022
29.218900000000005,82,180,466,1631208,306.71,0.2,-0.005646525911288336,0.0001,6356,-0.5538699887692928,0.009123376,0.05029296875,0.9861263036727905,0.11301677534356713,0.04597365856170654
29.1094,83,180,471,1632232,306.41,0.2,-0.009057913965079933,0.0001,6360,-0.5226593408733606,0.004142517,0.0478515625,0.9847238659858704,0.09026483725756407,0.026522189378738403
28.686300000000003,84,180,477,1633256,302.14,0.2,-0.007580373028758913,0.0001,6364,-0.4365806709975004,0.004930849,0.03466796875,0.9696052074432373,0.21341204922646284,0.08158031105995178
28.686799999999998,85,180,483,1634280,302.02,0.2,-0.0012467231717891991,0.0001,6368,-0.5126227866858244,0.0053659794,0.037109375,0.9197370409965515,0.9430668391287327,0.393117219209671
28.5364,86,180,488,1635304,300.49,0.2,-0.0032269455841742456,0.0001,6372,-0.6363156586885452,0.0030490488,0.019287109375,0.9733566641807556,0.14824016485363245,0.025943778455257416
28.399599999999996,87,180,494,1636328,298.98,0.2,-0.004556924483040348,0.0001,6376,-0.4888829831033945,0.0039436305,0.029296875,0.9454976320266724,0.4334699232131243,0.13272368907928467
28.152699999999996,88,180,500,1637352,296.6,0.2,-0.005028713960200548,0.0001,6380,-0.5880164764821529,0.0077182557,0.046630859375,0.981342077255249,0.1646415563300252,0.049732014536857605
28.155099999999997,89,180,506,1638376,295.57,0.2,-0.0038300858286675066,0.0001,6384,-0.629692479968071,0.004140025,0.0224609375,0.9092206954956055,0.7585092643275857,0.3169478178024292
28.2206,90,180,511,1639400,296.53,0.2,-0.006555719010066241,0.0001,6388,-0.687744066119194,0.0068251453,0.081298828125,0.9792324304580688,0.1442535980604589,0.019997702911496162
28.201800000000002,91,180,517,1640424,305.44,0.2,-0.004449142936209682,0.0001,6392,-0.631938561797142,0.007581221,0.0625,0.956121563911438,0.3626406257972121,0.07422752678394318
28.1573,92,180,523,1641448,305.71,0.2,-0.008040580491069704,0.0001,6396,-0.6187491975724697,0.00850804,0.0595703125,0.9695695638656616,0.21241503674536943,0.047758929431438446
27.916799999999995,93,180,528,1642472,303.45,0.2,-0.004607992072124034,0.0001,6400,-0.5443941131234169,0.004593875,0.024169921875,0.9796367883682251,0.14142148150131106,0.045185066759586334
27.9173,94,180,534,1643496,303.37,0.2,-0.003648184472694993,0.0001,6404,-0.6321586892008781,0.0066747083,0.04638671875,0.9029885530471802,0.7657556850463152,0.6772167682647705
27.915300000000006,95,180,540,1644520,303.46,0.2,-0.005065360805019736,0.0001,6408,-0.552060941234231,0.0044339052,0.037841796875,0.9892961978912354,0.09377290215343237,0.02234422042965889
27.8027,96,180,546,1645544,299.88,0.2,-0.004121355479583144,0.0001,6412,-0.5322136767208576,0.0035397285,0.02197265625,0.9870085716247559,0.083694685716182,0.020850399509072304
27.762300000000003,97,179,551,1646568,297.89,0.2,-0.004798901034519076,0.0001,6416,-0.47063712030649185,0.003347046,0.017333984375,0.9449886679649353,0.42190425749868155,0.13339897990226746
27.893,98,179,557,1647592,299.2,0.2,-0.005106705240905285,0.0001,6420,-0.512738911435008,0.0052201543,0.02880859375,0.9808073043823242,0.1440468286164105,0.04875800758600235
28.011099999999995,99,179,563,1648616,300.87,0.2,-0.008323725196532905,0.0001,6424,-0.4984212461858988,0.007467795,0.0400390625,0.9758156538009644,0.16189363598823547,0.05178667977452278
27.968700000000002,100,179,569,1649640,299.62,0.2,-0.009118118963669986,0.0001,6428,-0.5659531280398369,0.010223374,0.08154296875,0.9863446354866028,0.08490432030521333,-0.007738683372735977
27.996800000000004,101,179,574,1650664,299.67,0.2,-0.006501129362732172,0.0001,6432,-0.5191984586417675,0.005437232,0.0361328125,0.9877335429191589,0.09976680809631944,0.012114468961954117
27.8745,102,179,580,1651688,298.09,0.2,-0.0073309834697283804,0.0001,6436,-0.4472881630063057,0.008311502,0.065185546875,0.9880234003067017,0.08395808096975088,0.01181551069021225
27.567899999999998,103,179,586,1652712,293.2,0.2,-0.0034612407034728676,0.0001,6440,-0.45194364711642265,0.0066772066,0.033203125,0.9448100328445435,0.38765438087284565,0.20521043241024017
27.497500000000006,104,179,592,1653736,293.3,0.2,0.00017159900744445622,0.0001,6444,-0.5068271942436695,0.003601841,0.026611328125,0.8694452047348022,1.3416657336056232,0.5416614413261414
27.665899999999997,105,179,597,1654760,294.75,0.2,-0.007354223693255335,0.0001,6448,-0.5338375512510538,0.0039402507,0.022705078125,0.9791799783706665,0.15403921203687787,0.03456432372331619
27.666499999999992,106,179,603,1655784,295.08,0.2,-0.005446482042316347,0.0001,6452,-0.5116378404200077,0.00698289,0.050048828125,0.9371842741966248,0.4727034196257591,0.12861089408397675
27.776000000000003,107,179,609,1656808,297.73,0.2,-0.006272570550208911,0.0001,6456,-0.5420595016330481,0.0051548267,0.033935546875,0.9824457764625549,0.09125765692442656,0.014823351055383682
27.733399999999996,108,179,614,1657832,296.97,0.2,-0.0061728585860691965,0.0001,6460,-0.5774008259177208,0.008858284,0.043701171875,0.9901478290557861,0.07552039413712919,-0.004377540200948715
27.9731,109,179,620,1658856,298.13,0.2,-0.00952998829598073,0.0001,6464,-0.5073814112693071,0.005245324,0.0380859375,0.9787309169769287,0.14879264496266842,0.034757260233163834
27.972199999999994,110,179,626,1659880,298.56,0.2,-0.006132773996796459,0.0001,6468,-0.5233542621135712,0.005117325,0.030517578125,0.9921113848686218,0.06260476191528141,0.01066029816865921
27.9677,111,180,631,1660904,301.4,0.2,-0.009792796801775694,0.0001,6471,-0.5352640698353449,0.023627074,0.0888671875,0.9796561598777771,0.10357408039271832,0.005933985114097595
28.009599999999995,112,180,636,1661928,301.81,0.2,-0.00651005216059275,0.0001,6475,-0.6460902579128742,0.007466214,0.0400390625,0.9825705289840698,0.1324312132783234,0.018277378752827644
27.8053,113,180,642,1662952,299.82,0.2,-0.00629876455059275,0.0001,6479,-0.7293614223599434,0.008846799,0.053955078125,0.9762056469917297,0.12107993569225073,0.027829868718981743
28.0018,114,180,648,1663976,305.43,0.2,-0.0039389735902659595,0.0001,6483,-0.5673261880874634,0.0036531147,0.01025390625,0.8975836038589478,0.8119009472429752,0.17023201286792755
28.002,115,180,654,1665000,304.94,0.2,-0.005546254833461717,0.0001,6487,-0.4598721880465746,0.004366269,0.024658203125,0.928007185459137,0.5005296543240547,0.13346967101097107
28.2201,116,180,659,1666024,306.69,0.2,-0.00444644020171836,0.0001,6491,-0.5244815573096275,0.007407637,0.03759765625,0.9922224879264832,0.06183520960621536,0.00670989416539669
28.287200000000002,117,180,665,1667048,307.56,0.2,-0.009475358092458919,0.0001,6495,-0.5595049485564232,0.007031014,0.054443359375,0.9943283200263977,0.04596356209367514,-0.004570705816149712
28.6041,118,180,671,1668072,310.37,0.2,-0.005152338126208633,0.0001,6499,-0.5668085552752018,0.0037891194,0.03076171875,0.9944961667060852,0.0407301556551829,0.01107708364725113
28.7394,119,179,677,1669096,311.1,0.2,-0.009269973321352154,0.0001,6503,-0.5594405606389046,0.0070401845,0.035888671875,0.9957249760627747,0.03367642348166555,-0.008923684246838093
28.759,120,179,682,1670120,301.28,0.2,-0.005634258646750823,0.0001,6507,-0.5755084864795208,0.0029330757,0.012451171875,0.997165858745575,0.023454925627447665,-0.014548121951520443
28.758899999999997,121,180,688,1671144,301.11,0.2,-0.007246758119435981,0.0001,6511,-0.598824467509985,0.0063133994,0.03466796875,0.9947659373283386,0.04457390611059964,0.0025891494005918503
28.9346,122,179,694,1672168,300.92,0.2,-0.012465501102269627,0.0001,6515,-0.5311055406928062,0.011498951,0.05908203125,0.984677255153656,0.11146295489743352,0.017340784892439842
28.9382,123,180,699,1673192,299.34,0.2,-0.008288120792713016,0.0001,6519,-0.43412416987121105,0.0044308766,0.021484375,0.9690185189247131,0.1922108456492424,0.04084589332342148
28.532899999999998,124,180,705,1674216,296.66,0.2,-0.006787157151848078,0.0001,6523,-0.5155719891190529,0.006488932,0.02978515625,0.9896520972251892,0.07290561939589679,0.008159643039107323
28.6485,125,180,711,1675240,297.49,0.2,-0.0016743535816203803,0.0001,6527,-0.5278960652649403,0.0030645665,0.021484375,0.8935554623603821,1.147766850888729,0.5110664963722229
28.5432,126,179,716,1676264,296.29,0.2,-0.0036247516400180757,0.0001,6531,-0.5712328404188156,0.0036182026,0.03564453125,0.9893836975097656,0.09200047375634313,0.018202580511569977
28.6129,127,180,722,1677288,297.19,0.2,-0.006497708585811779,0.0001,6535,-0.5004577673971653,0.0060882187,0.044189453125,0.9254623651504517,0.46719430945813656,0.2121574878692627
28.5718,128,180,728,1678312,296.03,0.2,-0.005146815063199028,0.0001,6539,-0.6079062782227993,0.0030364043,0.01025390625,0.994120717048645,0.052821489283815026,-0.001968471333384514
28.572000000000003,129,180,733,1679336,296.5,0.2,-0.008156339739798568,0.0001,6543,-0.5501123145222664,0.007949519,0.034912109375,0.9834988713264465,0.12723285844549537,0.03954401612281799
28.5146,130,179,740,1680360,297.1,0.2,-0.00542018239502795,0.0001,6547,-0.6187806352972984,0.0044845217,0.034423828125,0.9841327667236328,0.10900567658245564,0.03382794186472893
28.6365,131,179,745,1681384,299.37,0.2,-0.003153156430926174,0.0001,6551,-0.5287222545593977,0.005523095,0.03369140625,0.9427325129508972,0.46141377557069063,0.19897812604904175
28.544800000000006,132,179,751,1682408,298.3,0.2,-0.005183830493479036,0.0001,6555,-0.5672369338572025,0.005269594,0.040283203125,0.9945045113563538,0.04051714146044105,0.0021581947803497314
29.062599999999996,133,179,757,1683432,302.99,0.2,-0.003584891092032194,0.0001,6559,-0.5195098053663969,0.0049175504,0.02392578125,0.952530026435852,0.4013095647096634,0.15360912680625916
29.0638,134,179,763,1684456,302.66,0.2,-0.003954744883230887,0.0001,6563,-0.5702389441430569,0.00440713,0.026123046875,0.9942933917045593,0.04363574308808893,-0.004386463202536106
29.2125,135,179,768,1685480,304.23,0.2,-0.003915220411727205,0.0001,6567,-0.5828632712364197,0.0029957995,0.0224609375,0.9925755858421326,0.05454513453878462,0.007791854441165924
29.213999999999995,136,179,774,1686504,303.81,0.2,-0.006818180554546416,0.0001,6571,-0.5419629737734795,0.00508468,0.02685546875,0.9833135604858398,0.10519524128176272,0.011403679847717285
29.2168,137,179,780,1687528,301.99,0.2,-0.008598482236266136,0.0001,6575,-0.5150272529572248,0.0056559555,0.028564453125,0.9941662549972534,0.037639895803295076,-0.006949484348297119
29.189599999999995,138,179,786,1688552,301.66,0.2,-0.009112539933994412,0.0001,6579,-0.5322567839175463,0.0072363494,0.046630859375,0.996375322341919,0.02736075664870441,-0.009712405502796173
29.187900000000003,139,179,791,1689576,301.95,0.2,-0.006958062382182106,0.0001,6583,-0.5355586111545563,0.010443406,0.080078125,0.9782105684280396,0.16966024599969387,0.061242081224918365
29.011100000000003,140,179,797,1690600,296.73,0.2,-0.006332433636998758,0.0001,6587,-0.6052509397268295,0.0075782887,0.048095703125,0.994748055934906,0.0428831884637475,-0.008847832679748535
29.0096,141,179,803,1691624,297.16,0.2,-0.005328902043402195,0.0001,6591,-0.4860342927277088,0.009416825,0.04638671875,0.960071861743927,0.3208796977996826,0.12770268321037292
29.223299999999995,142,179,809,1692648,294.44,0.2,-0.005190583789953962,0.0001,6595,-0.581295732408762,0.0058803773,0.02734375,0.9786999225616455,0.20137033239006996,0.07160970568656921
29.265300000000003,143,179,814,1693672,294.9,0.2,-0.005126587784616277,0.0001,6599,-0.4661894179880619,0.0039194236,0.022705078125,0.9933338165283203,0.03564734349492937,-0.005918017588555813
29.444300000000002,144,179,820,1694696,297.47,0.2,-0.006006449897540733,0.0001,6603,-0.5246096923947334,0.007901266,0.043212890625,0.9956416487693787,0.03262001078110188,-0.017786309123039246
29.446300000000004,145,179,826,1695720,296.79,0.2,-0.007190754055045545,0.0001,6607,-0.4869920536875725,0.006242848,0.039306640625,0.9954108595848083,0.03927298227790743,-0.0010011037811636925
29.449900000000003,146,179,831,1696744,295.7,0.2,-0.009088862221688032,0.0001,6611,-0.5061068274080753,0.007293436,0.037841796875,0.9975664615631104,0.02104111504741013,-0.02454513870179653
29.205100000000005,147,179,837,1697768,293.28,0.2,-0.007509167189709842,0.0001,6615,-0.5061378050595522,0.00912446,0.0771484375,0.9975805878639221,0.021288904652465135,-0.007344609592109919
29.2059,148,179,843,1698792,293.94,0.2,-0.0020265612693037838,0.0001,6619,-0.5390187054872513,0.0025949392,0.020751953125,0.9150918126106262,0.7424425715580583,0.30442798137664795
