elapsed_seconds,timesteps,return,length,max_x,completed
6.136,1548404,3084.0,291,3161,1
6.329,1548468,3083.0,307,3161,1
6.447,1548508,3081.0,317,3161,1
7.139,1548740,3065.0,375,3161,1
12.347,1549572,3092.0,292,3161,1
12.577,1549648,3083.0,295,3161,1
13.398,1549896,3073.0,347,3161,1
13.697,1549988,3080.0,312,3161,1
18.596,1550764,2393.0,217,2474,0
18.676,1550788,3083.0,304,3161,1
19.113,1550920,3080.0,318,3161,1
19.608,1551080,737.0,73,808,0
20.205,1551280,3076.0,323,3161,1
24.977,1551984,3082.0,305,3161,1
28.89,1552448,3085.0,292,3161,1
28.903,1552452,3073.0,343,3161,1
28.954,1552468,3074.0,387,3161,1
31.062,1553148,3085.0,291,3161,1
34.985,1553592,3086.0,285,3161,1
35.945,1553916,3078.0,362,3161,1
36.051,1553952,3076.0,376,3161,1
40.319,1554520,3082.0,343,3161,1
41.979,1555072,3070.0,370,3161,1
42.492,1555244,3087.0,323,3161,1
42.661,1555300,3081.0,346,3161,1
47.541,1556092,3072.0,393,3161,1
48.133,1556292,3094.0,305,3161,1
51.236,1556488,3088.0,311,3161,1
51.355,1556528,3089.0,307,3161,1
52.527,1556880,1582.0,147,1667,0
57.075,1557528,3079.0,359,3161,1
58.039,1557840,3077.0,328,3161,1
58.363,1557940,3079.0,363,3161,1
58.789,1558068,3083.0,297,3161,1
60.03,1558456,1054.0,97,1128,0
63.901,1558908,3081.0,345,3161,1
65.027,1559272,3080.0,358,3161,1
68.465,1559588,3068.0,412,3161,1
69.198,1559812,2388.0,226,2471,0
69.612,1559948,3066.0,373,3161,1
74.175,1560580,3078.0,327,3161,1
74.993,1560848,2388.0,225,2470,0
75.103,1560884,3079.0,324,3161,1
75.461,1561004,3089.0,298,3161,1
80.038,1561676,1741.0,168,1816,0
80.112,1561700,2656.0,280,2750,0
81.282,1562088,1054.0,97,1128,0
81.483,1562156,3078.0,327,3161,1
81.982,1562308,3080.0,356,3161,1
82.562,1562476,1076.0,97,1152,0
86.358,1562892,3083.0,304,3161,1
87.294,1563204,2382.0,224,2472,0
88.36,1563540,3073.0,346,3161,1
88.632,1563620,3085.0,286,3161,1
93.049,1564260,3081.0,342,3161,1
93.772,1564492,3079.0,322,3161,1
97.297,1564848,3082.0,307,3161,1
97.74,1564996,3069.0,364,3161,1
99.144,1565420,2372.0,290,2474,0
102.75,1565792,3071.0,325,3161,1
103.85,1566132,3077.0,321,3161,1
104.126,1566220,3081.0,306,3161,1
104.622,1566380,2659.0,240,2754,0
105.553,1566688,2391.0,224,2472,0
108.293,1566772,1061.0,98,1136,0
109.73,1567216,2662.0,271,2757,0
110.533,1567480,2657.0,315,2758,0
114.17,1567832,1708.0,154,1785,0
114.643,1567992,3078.0,326,3161,1
116.213,1568504,2375.0,256,2472,0
116.904,1568732,2388.0,225,2469,0
120.682,1569148,3022.0,594,3161,1
121.136,1569296,3083.0,326,3161,1
122.084,1569604,2388.0,218,2469,0
122.308,1569680,2646.0,294,2761,0
126.138,1570120,2384.0,243,2469,0
126.342,1570188,2379.0,223,2467,0
126.731,1570316,1936.0,178,2019,0
131.76,1571104,2366.0,246,2469,0
132.276,1571284,3070.0,401,3161,1
132.965,1571504,3076.0,329,3161,1
133.164,1571564,3081.0,312,3161,1
137.636,1572204,1873.0,175,1954,0
138.136,1572368,3079.0,316,3161,1
138.758,1572556,3078.0,318,3161,1
142.814,1573004,3079.0,360,3161,1
143.013,1573064,1880.0,174,1960,0
143.178,1573116,2385.0,228,2476,0
145.5,1573860,3074.0,326,3161,1
148.43,1574004,2383.0,222,2473,0
149.181,1574228,3083.0,291,3161,1
149.998,1574492,3061.0,372,3161,1
154.528,1575128,3076.0,317,3161,1
155.481,1575444,3079.0,360,3161,1
155.568,1575472,3081.0,311,3161,1
156.329,1575720,3090.0,307,3161,1
160.064,1576108,1721.0,159,1798,0
161.035,1576424,3078.0,324,3161,1
162.086,1576752,3077.0,327,3161,1
162.148,1576772,1733.0,166,1805,0
162.584,1576916,3083.0,299,3161,1
167.255,1577628,3082.0,301,3161,1
167.754,1577796,2663.0,261,2754,0
170.945,1578024,3080.0,313,3161,1
171.508,1578212,3083.0,324,3161,1
173.153,1578704,2371.0,269,2470,0
176.784,1579080,3089.0,321,3161,1
177.873,1579432,3080.0,352,3161,1
178.118,1579508,3078.0,324,3161,1
179.03,1579780,1888.0,175,1960,0
179.252,1579848,3084.0,286,3161,1
184.462,1580692,3079.0,315,3161,1
184.476,1580696,3091.0,297,3161,1
185.408,1581000,3081.0,305,3161,1
188.786,1581284,3081.0,359,3161,1
189.86,1581624,2386.0,232,2470,0
190.074,1581696,2376.0,251,2473,0
194.538,1582268,3079.0,317,3161,1
195.786,1582676,3072.0,348,3161,1
196.398,1582876,3079.0,313,3161,1
196.644,1582956,3081.0,315,3161,1
196.644,1582956,1698.0,172,1788,0
202.177,1583924,3088.0,312,3161,1
205.394,1584156,3077.0,320,3161,1
205.512,1584196,3082.0,310,3161,1
206.157,1584416,3070.0,365,3161,1
207.782,1584948,1709.0,198,1788,0
211.124,1585196,3078.0,318,3161,1
211.835,1585432,3080.0,309,3161,1
212.639,1585700,3076.0,321,3161,1
213.433,1585944,2385.0,249,2468,0
217.236,1586380,3080.0,296,3161,1
218.161,1586680,3080.0,312,3161,1
219.228,1587004,3086.0,326,3161,1
