elapsed_seconds,timesteps,return,length,max_x,completed
4.399,1946176,2677.0,235,2763,0
9.242,1946352,3095.0,279,3161,1
9.242,1946352,3093.0,279,3161,1
9.828,1946480,3087.0,311,3161,1
17.758,1947464,3086.0,322,3161,1
18.196,1947556,3090.0,301,3161,1
18.624,1947656,3085.0,326,3161,1
19.379,1947808,3082.0,332,3161,1
20.63,1948076,1165.0,105,1242,0
29.023,1948668,3089.0,301,3161,1
29.771,1948832,3087.0,319,3161,1
30.436,1948980,3091.0,293,3161,1
31.476,1949220,3090.0,286,3161,1
39.057,1949848,3092.0,295,3161,1
39.789,1950012,3092.0,295,3161,1
40.511,1950172,3089.0,298,3161,1
45.312,1950428,3088.0,302,3161,1
48.363,1951032,1709.0,151,1795,0
48.428,1951048,3090.0,300,3161,1
49.031,1951184,2383.0,253,2469,0
49.255,1951224,3087.0,303,3161,1
58.064,1952164,3095.0,283,3161,1
59.087,1952380,3093.0,289,3161,1
59.157,1952396,3089.0,303,3161,1
64.685,1952740,3065.0,423,3161,1
71.958,1953560,3081.0,349,3161,1
72.004,1953568,3091.0,293,3161,1
72.192,1953604,3089.0,306,3161,1
73.402,1953852,3093.0,278,3161,1
79.975,1954512,2680.0,236,2760,0
80.501,1954652,3097.0,273,3161,1
81.28,1954836,3074.0,308,3161,1
82.678,1955056,3091.0,301,3161,1
89.019,1955664,3092.0,288,3161,1
89.56,1955796,3092.0,286,3161,1
90.096,1955912,3097.0,269,3161,1
91.493,1956244,3091.0,297,3161,1
97.72,1956788,3094.0,281,3161,1
98.372,1956936,3092.0,285,3161,1
99.126,1957112,3091.0,300,3161,1
100.543,1957420,3091.0,294,3161,1
107.439,1958004,3088.0,304,3161,1
107.704,1958052,3095.0,279,3161,1
108.813,1958284,3089.0,293,3161,1
113.756,1958568,3092.0,287,3161,1
116.979,1959232,3088.0,307,3161,1
118.121,1959436,3082.0,346,3161,1
118.151,1959444,3092.0,290,3161,1
123.483,1959832,3086.0,316,3161,1
129.718,1960480,3088.0,312,3161,1
136.683,1960612,3092.0,294,3161,1
137.806,1960716,3088.0,318,3161,1
139.053,1960956,3093.0,281,3161,1
154.855,1961720,3094.0,277,3161,1
155.238,1961768,3086.0,322,3161,1
156.346,1961908,3091.0,298,3161,1
159.967,1962124,3092.0,292,3161,1
170.3,1963052,3086.0,321,3161,1
170.721,1963148,3073.0,310,3161,1
172.249,1963456,3077.0,333,3161,1
