elapsed_seconds,timesteps,return,length,max_x,completed
1.925,1226960,1714.0,159,1793,0
1.937,1226964,1043.0,160,1129,0
2.975,1227296,2379.0,243,2473,0
5.746,1227352,2373.0,257,2469,0
6.51,1227600,1709.0,160,1796,0
7.603,1227944,2378.0,245,2472,0
7.665,1227964,1694.0,167,1783,0
8.34,1228168,1719.0,204,1806,0
8.63,1228256,737.0,73,808,0
13.351,1228976,2349.0,344,2471,0
18.209,1229744,1708.0,192,1795,0
18.767,1229916,3035.0,493,3161,1
19.029,1230004,3046.0,459,3161,1
19.065,1230016,2632.0,440,2768,0
20.167,1230340,1053.0,106,1128,0
23.763,1230692,1583.0,169,1672,0
23.907,1230740,2366.0,249,2470,0
25.217,1231176,2357.0,293,2468,0
25.616,1231312,1595.0,143,1670,0
25.628,1231316,1711.0,156,1782,0
29.642,1231800,1711.0,156,1780,0
30.198,1231980,3062.0,410,3161,1
31.514,1232416,1713.0,154,1791,0
31.54,1232424,2660.0,277,2763,0
34.236,1232480,2660.0,292,2756,0
34.751,1232652,1702.0,168,1783,0
36.998,1233364,1873.0,178,1948,0
37.315,1233472,2383.0,264,2471,0
40.486,1233624,2649.0,300,2756,0
40.618,1233664,2372.0,296,2477,0
41.334,1233888,784.0,131,865,0
41.917,1234072,1054.0,102,1128,0
46.462,1234700,1717.0,157,1796,0
46.581,1234740,2640.0,317,2760,0
48.008,1235180,3064.0,389,3161,1
48.541,1235344,1444.0,161,1526,0
49.026,1235500,3061.0,403,3161,1
52.525,1235800,1730.0,155,1809,0
52.634,1235832,1339.0,122,1417,0
53.503,1236096,3069.0,339,3161,1
54.031,1236264,1936.0,191,2021,0
54.31,1236352,820.0,130,899,0
58.575,1236864,2364.0,266,2471,0
59.038,1237008,1739.0,164,1820,0
59.537,1237164,2385.0,225,2476,0
64.052,1237824,1696.0,204,1783,0
64.098,1237840,2377.0,244,2471,0
64.143,1237856,3049.0,440,3161,1
65.963,1238452,3079.0,322,3161,1
69.543,1238796,2369.0,239,2469,0
69.935,1238904,2380.0,262,2469,0
69.961,1238912,2657.0,272,2757,0
70.617,1239124,1703.0,168,1785,0
74.994,1239748,2368.0,238,2469,0
75.751,1240004,2363.0,275,2472,0
76.821,1240364,2355.0,310,2471,0
