time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,train/learning_rate,train/clip_fraction,train/approx_kl,train/loss,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/clip_range,train/n_updates,train/entropy_loss
41,251.32,21.189399999999996,1268308,229,183,0.0001,0.082275390625,0.014673986,0.3739880919456482,-0.00886850815732032,0.6813657283782959,0.9933224096894264,0.2,4940,-0.4631295148283243
42,253.07,21.255399999999998,1269332,234,183,0.0001,0.0546875,0.010188108,0.3714236915111542,-0.00319170078728348,0.7620676755905151,1.1020241752266884,0.2,4944,-0.629866473376751
43,240.58,20.361800000000002,1270356,240,182,0.0001,0.018310546875,0.0029303795,0.38243770599365234,-0.0023664214822929353,0.7204487323760986,0.9486580528318882,0.2,4948,-0.5205749236047268
44,237.66,20.136299999999995,1271380,246,182,0.0001,0.04443359375,0.00799059,0.520807683467865,-0.003142496687360108,0.623197078704834,1.2851912528276443,0.2,4952,-0.6120457574725151
45,243.98,20.4666,1272404,251,183,0.0001,0.054931640625,0.00508866,0.2471846342086792,-0.002430496650049463,0.816879391670227,0.5502204820513725,0.2,4956,-0.7331331335008144
46,251.79,20.523899999999998,1273428,257,182,0.0001,0.052734375,0.01011203,0.23790885508060455,-0.0018984853813890368,0.830474853515625,0.4481712579727173,0.2,4960,-0.6512370854616165
47,255.58,20.723499999999994,1274452,263,182,0.0001,0.074462890625,0.0028645145,0.3362598419189453,-0.007093789317877963,0.8180725574493408,0.8791334591805935,0.2,4964,-0.6975818984210491
48,248.17,20.1969,1275476,268,182,0.0001,0.033203125,0.0048298,0.15679852664470673,-0.0019547290867194533,0.8513902425765991,0.429929519072175,0.2,4968,-0.5893516801297665
49,249.65,20.265699999999995,1276500,274,182,0.0001,0.03515625,0.0064231716,0.5340776443481445,-0.0032122068805620074,0.752899169921875,1.1828672178089619,0.2,4972,-0.5789803937077522
50,247.33,20.060199999999995,1277524,280,182,0.0001,0.03466796875,0.005115507,0.0861571803689003,-0.005978652945486829,0.923113226890564,0.26858175452798605,0.2,4976,-0.6384278312325478
51,244.38,19.8771,1278548,286,182,0.0001,0.025634765625,0.004461686,0.38039106130599976,-0.0052416365360841155,0.8689335584640503,0.7708978317677975,0.2,4980,-0.5816956385970116
52,240.42,19.6789,1279572,292,182,0.0001,0.033935546875,0.0063570677,0.16150259971618652,-0.00505879451520741,0.8753146529197693,0.4677122514694929,0.2,4984,-0.5577257350087166
53,237.35,19.532799999999998,1280596,297,182,0.0001,0.12060546875,0.012216241,0.1724536418914795,-0.006763717392459512,0.891396164894104,0.4927635956555605,0.2,4988,-0.6223191432654858
54,239.44,19.3105,1281620,303,182,0.0001,0.073486328125,0.00259076,0.20505228638648987,-0.0070795040228404105,0.8938526511192322,0.4359312243759632,0.2,4992,-0.6353083439171314
55,239.6,19.2939,1282644,309,182,0.0001,0.07763671875,0.007842012,0.28339236974716187,-0.0035654169623740017,0.8814969658851624,0.6248133182525635,0.2,4996,-0.527041032910347
56,237.1,18.9826,1283668,314,182,0.0001,0.051513671875,0.008370955,0.39363163709640503,-0.00010998110519722104,0.8901124000549316,0.7796364855021238,0.2,5000,-0.6273519471287727
57,243.73,19.5122,1284692,320,182,0.0001,0.039794921875,0.0044253552,0.4950198233127594,-0.004208537633530796,0.8295265436172485,0.8981268741190434,0.2,5004,-0.5438954290002584
58,252.66,20.023200000000003,1285716,326,182,0.0001,0.0322265625,0.006738341,0.06803881376981735,-0.003877893861499615,0.9232980012893677,0.2596829757094383,0.2,5008,-0.568916741758585
59,249.14,19.9088,1286740,331,182,0.0001,0.060791015625,0.005368649,0.03345770016312599,-0.007652859698282555,0.9678385257720947,0.15047359140589833,0.2,5012,-0.661189965903759
60,247.98,19.8154,1287764,337,181,0.0001,0.089111328125,0.011165895,0.15952125191688538,-0.0016829164960654452,0.8947218656539917,0.5320771522819996,0.2,5016,-0.5493525564670563
61,247.62,20.086299999999998,1288788,343,181,0.0001,0.04248046875,0.006715115,0.19418515264987946,-0.004292285186238587,0.8747750520706177,0.5198412574827671,0.2,5020,-0.5080530941486359
62,250.12,20.338,1289812,349,181,0.0001,0.028076171875,0.0041421065,0.15370218455791473,-0.0036286841495893896,0.9109095335006714,0.4977743960916996,0.2,5024,-0.5064530186355114
63,245.95,20.2274,1290836,355,181,0.0001,0.061279296875,0.008343042,0.11304235458374023,-0.00761384102224838,0.9418304562568665,0.33509633503854275,0.2,5028,-0.5925953984260559
64,251.94,20.7579,1291860,361,181,0.0001,0.020263671875,0.004671112,0.335673063993454,-0.0037279563257470727,0.8478580117225647,0.8901201225817204,0.2,5032,-0.585662130266428
65,254.48,20.835700000000003,1292884,366,181,0.0001,0.01953125,0.0045124497,0.41576582193374634,-0.0021156832517590374,0.8102433085441589,0.907819539308548,0.2,5036,-0.5180889666080475
66,255.25,20.8218,1293908,372,181,0.0001,0.0556640625,0.00881964,0.22428348660469055,-0.006316976476227865,0.9215404391288757,0.41795401088893414,0.2,5040,-0.6178975738584995
67,258.34,21.018599999999996,1294932,378,181,0.0001,0.02197265625,0.0033964368,0.25517594814300537,-0.002732738445047289,0.8177992105484009,0.844965398311615,0.2,5044,-0.5904786847531796
68,258.45,21.0873,1295956,384,181,0.0001,0.015869140625,0.0030814186,0.30657240748405457,-0.004094852425623685,0.8773425817489624,0.7124615237116814,0.2,5048,-0.4933565743267536
69,262.43,21.488799999999998,1296980,390,181,0.0001,0.03369140625,0.004901998,0.7756262421607971,0.0011334993760101497,0.7374488711357117,1.609322726726532,0.2,5052,-0.5642312727868557
70,260.95,21.503,1298004,395,181,0.0001,0.02197265625,0.0043043876,0.1688135862350464,-0.005422312533482909,0.8911477327346802,0.43157695047557354,0.2,5056,-0.5098815616220236
71,253.6,21.519099999999998,1299028,401,181,0.0001,0.0595703125,0.0069653564,0.0999554917216301,-0.006142868092865683,0.9350001215934753,0.29708387702703476,0.2,5060,-0.625139132142067
72,251.82,21.419300000000003,1300052,407,181,0.0001,0.029541015625,0.0033848537,0.4726409614086151,-0.0034726985031738877,0.8035364151000977,0.9422993250191212,0.2,5064,-0.5300801731646061
73,254.77,21.648300000000003,1301076,413,180,0.0001,0.067138671875,0.009783715,0.1759137213230133,-0.004926088062347844,0.8645697832107544,0.5072733275592327,0.2,5068,-0.508633941411972
74,257.76,21.772299999999994,1302100,418,180,0.0001,0.05517578125,0.008795951,0.12200173735618591,-0.005933952459599823,0.9457531571388245,0.3497331729158759,0.2,5072,-0.5518084727227688
75,254.54,21.654899999999998,1303124,424,180,0.0001,0.042724609375,0.007178889,0.23980721831321716,-0.003919243754353374,0.8955568671226501,0.565426405519247,0.2,5076,-0.5772620551288128
76,255.76,21.6932,1304148,430,180,0.0001,0.04296875,0.0044344924,0.11851689964532852,-0.004771832536789589,0.9384990334510803,0.3205803157761693,0.2,5080,-0.6017404235899448
77,257.68,21.795900000000003,1305172,436,180,0.0001,0.0283203125,0.0048390883,0.47508516907691956,-0.0022906866506673396,0.8552838563919067,1.1113635078072548,0.2,5084,-0.524436404928565
78,251.67,21.6131,1306196,441,180,0.0001,0.05908203125,0.01061731,0.15645578503608704,-0.006876016297610477,0.9333277344703674,0.41574448719620705,0.2,5088,-0.5851910747587681
79,248.78,21.324499999999993,1307220,447,180,0.0001,0.062744140625,0.0066978605,0.19846734404563904,-0.00568051022128202,0.91436368227005,0.5625807829201221,0.2,5092,-0.6140911057591438
80,252.59,21.553199999999997,1308244,453,180,0.0001,0.034912109375,0.0055806385,0.7336698770523071,-0.004955064447131008,0.8588166236877441,1.2374663725495338,0.2,5096,-0.6618016622960567
81,259.26,22.140400000000003,1309268,458,180,0.0001,0.061279296875,0.0047307555,0.07006718963384628,-0.008426747808698565,0.962508499622345,0.2196148093789816,0.2,5100,-0.6647275313735008
82,247.78,21.3376,1310292,464,180,0.0001,0.023681640625,0.0051545184,0.05004440248012543,-0.0030289724527392536,0.9740666151046753,0.15521404473111033,0.2,5104,-0.5710242241621017
83,247.55,21.338799999999996,1311316,470,180,0.0001,0.01220703125,0.0023293484,0.6461479067802429,-0.0007434890430886298,0.8265272974967957,1.3862939290702343,0.2,5108,-0.5405922420322895
84,252.48,21.621000000000002,1312340,476,180,0.0001,0.0634765625,0.018648494,0.033322907984256744,-0.007882611243985593,0.9592791199684143,0.17592648090794683,0.2,5112,-0.6552112512290478
85,258.83,21.960699999999996,1313364,481,180,0.0001,0.0458984375,0.004499822,0.01695047691464424,-0.006039360181603115,0.9783328771591187,0.1200408348813653,0.2,5116,-0.6542470753192902
86,258.18,21.965999999999998,1314388,487,180,0.0001,0.052734375,0.006244345,0.07507060468196869,-0.005800792743684724,0.9390802383422852,0.30744695104658604,0.2,5120,-0.5930151827633381
87,261.79,21.9475,1315412,493,180,0.0001,0.03466796875,0.004338649,0.1160523071885109,-0.006043561268597841,0.9504314661026001,0.2996419984847307,0.2,5124,-0.6243850104510784
88,259.38,21.769899999999996,1316436,499,180,0.0001,0.03125,0.0038431173,0.21301455795764923,-0.0010565746924839914,0.9077094197273254,0.6420199554413557,0.2,5128,-0.680697575211525
89,259.81,21.789999999999996,1317460,504,180,0.0001,0.044189453125,0.007316254,0.43611228466033936,-0.005840130994329229,0.7994228601455688,0.9854366257786751,0.2,5132,-0.5042948219925165
90,265.07,22.168699999999998,1318484,510,180,0.0001,0.022705078125,0.0050475257,0.2616979479789734,-0.0011707664816640317,0.8824580311775208,0.6350695360451937,0.2,5136,-0.543802548199892
91,268.07,22.401500000000002,1319508,516,180,0.0001,0.0439453125,0.005272056,0.06532862782478333,-0.006141900434158742,0.9684539437294006,0.19043084047734737,0.2,5140,-0.6292690448462963
92,266.19,22.3997,1320532,522,180,0.0001,0.055419921875,0.0074417405,0.23403610289096832,-0.006476600479800254,0.9373096227645874,0.3817482767626643,0.2,5144,-0.632515974342823
93,265.62,22.399300000000004,1321556,527,180,0.0001,0.0244140625,0.004391259,0.4096564054489136,-0.002863234476535581,0.8563881516456604,0.7860811669379473,0.2,5148,-0.5008864514529705
94,267.58,22.522900000000003,1322580,533,180,0.0001,0.020751953125,0.004512962,0.11715702712535858,-0.003406793053727597,0.9165971875190735,0.29620215855538845,0.2,5152,-0.5186223164200783
95,275.22,22.9954,1323604,539,180,0.0001,0.03076171875,0.0077610384,0.061846937984228134,-0.004698620614362881,0.9495057463645935,0.20558321755379438,0.2,5156,-0.6391840167343616
96,280.89,23.441099999999995,1324628,545,180,0.0001,0.014892578125,0.0024257444,0.04246915876865387,-0.004240675931214355,0.9774482250213623,0.16583024011924863,0.2,5160,-0.5533072613179684
97,278.17,23.271,1325652,550,180,0.0001,0.025146484375,0.0041317195,0.014623891562223434,-0.007494082732591778,0.9827445149421692,0.1091156154870987,0.2,5164,-0.6069051176309586
98,278.03,23.148300000000003,1326676,556,180,0.0001,0.048095703125,0.006899824,0.38207873702049255,-0.0044433432194637135,0.8754663467407227,0.9040482845157385,0.2,5168,-0.5776539780199528
99,283.39,23.208599999999997,1327700,562,180,0.0001,0.11474609375,0.01219376,0.49404019117355347,-0.0028022658079862595,0.8760351538658142,1.1009917445480824,0.2,5172,-0.8649546653032303
100,285.22,23.3196,1328724,567,180,0.0001,0.06005859375,0.009645582,0.071040078997612,-0.008274407693534158,0.9591273069381714,0.24588493909686804,0.2,5176,-0.763440765440464
101,282.14,23.325400000000005,1329748,573,180,0.0001,0.034423828125,0.006484934,0.23070037364959717,-0.007609359017806128,0.9000471830368042,0.4872981756925583,0.2,5180,-0.5280140563845634
102,281.16,23.249199999999995,1330772,579,180,0.0001,0.04443359375,0.007539792,0.04634150117635727,-0.0067236674804007635,0.9672559499740601,0.15048926835879683,0.2,5184,-0.5541168712079525
103,276.26,22.937200000000004,1331796,585,180,0.0001,0.03759765625,0.0044420296,0.2602154612541199,-0.0010684574954211712,0.9024237394332886,0.7401292324066162,0.2,5188,-0.6425058171153069
104,281.79,23.364600000000006,1332820,591,180,0.0001,0.018310546875,0.004975857,0.3019021153450012,-0.0017392684239894152,0.8678153157234192,0.8641164414584637,0.2,5192,-0.704928919672966
105,285.28,23.719299999999997,1333844,596,180,0.0001,0.03466796875,0.004083355,0.09334959089756012,-0.004852012178162113,0.9345923662185669,0.3285414967685938,0.2,5196,-0.615860141813755
106,285.24,23.720100000000002,1334868,602,180,0.0001,0.024658203125,0.0035356898,0.12604279816150665,-0.00322873420373071,0.955414891242981,0.32225198298692703,0.2,5200,-0.654521893709898
107,285.99,23.883599999999998,1335892,608,180,0.0001,0.031494140625,0.0060702083,0.06698233634233475,-0.007756668244837783,0.9658698439598083,0.19067240320146084,0.2,5204,-0.7189006768167019
108,278.7,23.32069999999999,1336916,614,180,0.0001,0.023193359375,0.0033968517,0.3548150360584259,-0.0001700837747193873,0.851048469543457,1.03923374786973,0.2,5208,-0.6939090006053448
109,279.69,23.487199999999994,1337940,619,180,0.0001,0.0615234375,0.0052215136,0.6318305134773254,-0.0002873166522476822,0.7798117995262146,1.4221280850470066,0.2,5212,-0.7354924380779266
110,270.78,22.934300000000004,1338964,625,180,0.0001,0.041259765625,0.0065361476,0.1365957111120224,-0.002561266766861081,0.8683338165283203,0.41723037138581276,0.2,5216,-0.6336798295378685
111,268.99,22.884700000000006,1339988,631,180,0.0001,0.02783203125,0.003858954,0.48584458231925964,-0.001877006550785154,0.7781189680099487,1.255717221647501,0.2,5220,-0.5901946052908897
112,269.18,22.9553,1341012,636,180,0.0001,0.02294921875,0.003676242,0.18791881203651428,-0.0040893605328164995,0.920680582523346,0.3706240002065897,0.2,5224,-0.6521788500249386
113,266.75,22.896300000000007,1342036,642,180,0.0001,0.027099609375,0.0064320285,0.07934846729040146,-0.0068893751304131,0.950412929058075,0.2597409626469016,0.2,5228,-0.7014411762356758
114,271.04,23.159900000000004,1343060,648,180,0.0001,0.043212890625,0.0064311665,0.15342052280902863,-0.003474907294730656,0.9054528474807739,0.5333312544971704,0.2,5232,-0.6509459428489208
115,263.08,22.567299999999992,1344084,654,179,0.0001,0.05078125,0.009187218,0.34110477566719055,-0.0056535397889092565,0.887341320514679,0.6637237090617418,0.2,5236,-0.7963575758039951
116,257.65,22.1371,1345108,660,179,0.0001,0.013916015625,0.002261412,0.8258587121963501,6.10258721280843e-05,0.6415160894393921,1.7520387545228004,0.2,5240,-0.5878087244927883
117,256.45,22.038500000000003,1346132,665,179,0.0001,0.018310546875,0.0033299373,0.5314835906028748,-0.0023632672091480345,0.824698269367218,1.1104938685894012,0.2,5244,-0.6686075963079929
118,257.23,22.037100000000006,1347156,671,179,0.0001,0.02978515625,0.0058302945,0.2738221287727356,-0.003123463684460148,0.7646960616111755,0.9032884985208511,0.2,5248,-0.6563622914254665
119,257.39,22.0484,1348180,677,179,0.0001,0.036376953125,0.006009307,0.16266290843486786,-0.0012704571417998523,0.8524864315986633,0.527529414743185,0.2,5252,-0.6947308778762817
120,255.44,22.023499999999995,1349204,682,179,0.0001,0.06005859375,0.0054645995,0.06618005782365799,-0.005547082866542041,0.9393066763877869,0.24129883293062449,0.2,5256,-0.6584757082164288
121,252.06,21.6659,1350228,688,179,0.0001,0.06103515625,0.0065894946,0.06478218734264374,-0.0030586860520998016,0.9515928626060486,0.20173374749720097,0.2,5260,-0.7452170178294182
122,254.29,21.8869,1351252,694,179,0.0001,0.068115234375,0.0037071598,0.39475560188293457,-0.002400745521299541,0.7915414571762085,1.179279237985611,0.2,5264,-0.5706726051867008
123,245.83,21.697599999999998,1352276,700,179,0.0001,0.11328125,0.012171518,0.05727352574467659,-0.005357246962375939,0.9178376793861389,0.48406699020415545,0.2,5268,-0.6580022759735584
124,245.16,21.6114,1353300,705,179,0.0001,0.056884765625,0.004518448,0.6090413928031921,-0.0011138448026031256,0.8165516257286072,1.095540951937437,0.2,5272,-0.6220540553331375
125,242.16,21.2689,1354324,711,179,0.0001,0.040771484375,0.006999586,0.2543111741542816,-0.0030075482791289687,0.8690863251686096,0.5581642165780067,0.2,5276,-0.6915706545114517
126,244.85,21.4397,1355348,717,179,0.0001,0.02783203125,0.006235502,0.34941646456718445,-0.0030989568622317165,0.7813242673873901,0.9389225877821445,0.2,5280,-0.6200347617268562
127,244.33,21.478299999999994,1356372,723,179,0.0001,0.089111328125,0.008062024,0.2133728712797165,-0.008253167499788105,0.9275255799293518,0.41006837878376245,0.2,5284,-0.7768761813640594
128,244.83,21.545000000000005,1357396,729,179,0.0001,0.047607421875,0.0069274316,0.2955668270587921,-0.0028593247407115996,0.8217114806175232,0.6183247622102499,0.2,5288,-0.5882301405072212
129,245.05,21.562,1358420,734,179,0.0001,0.035888671875,0.0065019177,0.08433594554662704,-0.0072217611013911664,0.9538551568984985,0.258941532112658,0.2,5292,-0.7097484618425369
130,242.44,21.3873,1359444,740,179,0.0001,0.0185546875,0.0041295476,0.28505969047546387,-0.005465589871164411,0.8998015522956848,0.5612746644765139,0.2,5296,-0.6315471716225147
131,243.61,21.5616,1360468,746,179,0.0001,0.067626953125,0.014500022,0.20805862545967102,-0.004361706378404051,0.8841942548751831,0.5736644025892019,0.2,5300,-0.640577919781208
132,244.53,21.656699999999997,1361492,752,179,0.0001,0.045654296875,0.008584416,0.5388098359107971,-0.00553590792696923,0.814842700958252,1.233291894197464,0.2,5304,-0.5191801115870476
133,248.26,21.9951,1362516,757,179,0.0001,0.083740234375,0.011766598,0.17835772037506104,-0.007375105225946754,0.9040557742118835,0.3829314559698105,0.2,5308,-0.5610408782958984
134,249.02,22.0664,1363540,763,179,0.0001,0.01806640625,0.0037019195,0.13587293028831482,-0.0025011940160766244,0.9407517313957214,0.3667939594015479,0.2,5312,-0.5257042087614536
135,251.44,22.2826,1364564,769,179,0.0001,0.038818359375,0.010708816,0.2641366124153137,-0.003708557807840407,0.9206856489181519,0.5627543963491917,0.2,5316,-0.7454463765025139
136,250.48,22.2679,1365588,775,179,0.0001,0.03955078125,0.008379916,0.3172614872455597,-0.004492047184612602,0.8621857762336731,0.6747860498726368,0.2,5320,-0.5512494705617428
137,250.58,22.38629999999999,1366612,781,179,0.0001,0.037841796875,0.0044934712,0.07646770775318146,-0.005116181506309658,0.9544735550880432,0.2357698418200016,0.2,5324,-0.5612784512341022
138,247.55,22.286400000000004,1367636,786,179,0.0001,0.0263671875,0.0053981673,0.08103229105472565,-0.006858882203232497,0.9553669095039368,0.2846355913206935,0.2,5328,-0.6131568551063538
139,248.12,22.3497,1368660,792,179,0.0001,0.0185546875,0.003993156,0.35373643040657043,-0.002280821616295725,0.8842313885688782,0.8359839469194412,0.2,5332,-0.5388544462621212
140,252.92,22.816599999999994,1369684,798,179,0.0001,0.0302734375,0.0037365796,0.05768200010061264,-0.005617626855382696,0.9645256400108337,0.19258864969015121,0.2,5336,-0.6485887095332146
141,255.3,23.092399999999998,1370708,804,179,0.0001,0.036376953125,0.00694663,0.22282853722572327,-0.004617934115231037,0.9310717582702637,0.6434368807822466,0.2,5340,-0.5888885334134102
142,260.23,23.527199999999997,1371732,809,179,0.0001,0.078369140625,0.022768805,0.23174241185188293,-0.007459951390046626,0.9299015998840332,0.4030496533960104,0.2,5344,-0.5598677434027195
143,258.86,23.559799999999996,1372756,815,179,0.0001,0.04150390625,0.0065034837,0.0509800985455513,-0.006135667557828128,0.968899667263031,0.19609531667083502,0.2,5348,-0.6568017788231373
144,257.71,23.578699999999994,1373780,821,179,0.0001,0.0234375,0.0042892704,0.12137140333652496,-0.005832256603753194,0.9472067356109619,0.33880812861025333,0.2,5352,-0.5992900505661964
145,257.22,23.6512,1374804,827,179,0.0001,0.03759765625,0.0057808952,0.1399761140346527,-0.006126464286353439,0.9282259941101074,0.35292244236916304,0.2,5356,-0.4867128562182188
146,259.93,23.912399999999998,1375828,832,179,0.0001,0.037109375,0.006705696,0.0169496051967144,-0.006747717343387194,0.9884458780288696,0.08886682707816362,0.2,5360,-0.6855674833059311
147,265.98,24.4427,1376852,838,179,0.0001,0.07177734375,0.0070873387,0.015257854014635086,-0.009319105884060264,0.9789175391197205,0.11848603282123804,0.2,5364,-0.7316708378493786
148,263.95,24.303800000000003,1377876,844,179,0.0001,0.04541015625,0.0064018574,0.027662351727485657,-0.0049624291132204235,0.9621115326881409,0.19473537569865584,0.2,5368,-0.6087858155369759
