time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/clip_range,train/n_updates,train/loss,train/clip_fraction,train/approx_kl
29696,29,172,79.48,171,352.89,0.5367484092712402,1803.6914443969727,-0.0005146604089532048,-0.003330952244141372,0.00025,0.2,112,614.064453125,0.0,4.3661566e-07
30720,30,173,77.32,177,344.94,0.7138946056365967,683.1016368865967,0.0008436038042418659,-0.03712325249216519,0.00025,0.2,116,154.06178283691406,0.003173828125,0.005217764
31744,31,173,77.32,183,344.94,-0.3409610986709595,990.9150390625,0.008062515800702386,-0.034629755245987326,0.00025,0.2,120,282.3483581542969,0.011474609375,0.0016369381
32768,32,173,77.32,188,344.94,-0.6314249038696289,174.9856115579605,0.00027145820786245167,-0.020256831805454567,0.00025,0.2,124,9.398026466369629,0.0,4.4796616e-07
33792,33,173,86.41,194,347.15,0.17959356307983398,474.80059242248535,-0.0013937071926193312,-0.047269429778680205,0.00025,0.2,128,184.8388671875,0.002197265625,0.0039859563
34816,34,173,127.11,200,368.72,-0.07132267951965332,620.6073417663574,-0.0028478299209382385,-0.08122304920107126,0.00025,0.2,132,217.68077087402344,0.00390625,0.0030068147
35840,35,173,118.86,206,341.6,0.016390502452850342,2617.2825622558594,0.0012589401740115136,-0.16296314867213368,0.00025,0.2,136,1192.1746826171875,0.025146484375,0.008452052
36864,36,173,119.61,212,354.34,0.428331196308136,2242.6988830566406,-0.00017837388440966606,-0.09033534687478095,0.00025,0.2,140,1225.6641845703125,0.010498046875,0.012943083
37888,37,173,114.51,217,358.2,0.18837624788284302,2866.284133911133,0.002449421095661819,-0.2641647281125188,0.00025,0.2,144,1202.924560546875,0.037353515625,0.0056306007
38912,38,174,114.51,223,358.2,0.13761299848556519,3258.799331665039,0.013532887503970414,-0.16744609388570098,0.00025,0.2,148,1752.3272705078125,0.078857421875,0.23684385
39936,39,174,114.51,229,358.2,-0.29405641555786133,320.8900637626648,-8.962524589151144e-08,-7.414464786137387e-06,0.00025,0.2,152,28.996578216552734,0.0,0.0
40960,40,174,114.51,234,358.2,-0.07831215858459473,259.711017370224,8.841743692755699e-08,-2.0010690384708596e-05,0.00025,0.2,156,143.2454071044922,0.0,0.0
41984,41,174,114.51,240,358.2,-0.12887561321258545,183.96748530864716,4.2791361920535564e-07,-7.880874345289612e-05,0.00025,0.2,160,22.281620025634766,0.0,0.0
43008,42,174,114.51,246,358.2,-0.14035570621490479,113.69047951698303,2.8741633286699653e-06,-0.00045284781117516104,0.00025,0.2,164,13.764314651489258,0.0,0.0
44032,43,174,114.51,252,358.2,-0.07275950908660889,119.24623882770538,3.491312963888049e-05,-0.005827039392897859,0.00025,0.2,168,36.26897048950195,0.0,0.0
45056,44,174,132.03,258,358.42,-0.11455106735229492,45.03393596410751,5.952722858637571e-05,-0.011125360324513167,0.00025,0.2,172,14.920550346374512,0.0,8.525094e-07
46080,45,174,186.13,264,343.32,0.3044491410255432,356.41217136383057,-0.0013090072752675042,-0.04571967199444771,0.00025,0.2,176,114.89749145507812,0.003662109375,0.0049926396
47104,46,174,188.78,270,348.57,0.490268349647522,1453.976318359375,0.009616603521862999,-0.020118541113333777,0.00025,0.2,180,607.0702514648438,0.009765625,0.004486651
