time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/clip_range,train/n_updates,train/loss,train/clip_fraction,train/approx_kl
12288,12,170,40.0,72,231.0,0.1222759485244751,2417.3685150146484,-0.00015992257976904511,-0.005781348198070191,0.00025,0.2,44,1054.9256591796875,0.0,1.9051367e-07
13312,13,170,59.65,77,230.51,0.264620304107666,1661.8914260864258,-0.0011735270090866834,-0.0159065657062456,0.00025,0.2,48,636.1845092773438,0.0,1.236971e-05
14336,14,171,59.62,83,230.64,0.5405192375183105,968.1750087738037,-0.003933432686608285,-0.07608437282033265,0.00025,0.2,52,146.6267852783203,0.022216796875,0.015218536
15360,15,171,59.62,89,230.64,-1.2113499641418457,1896.358413696289,0.007214338314952329,-0.05435592518188059,0.00025,0.2,56,599.3602905273438,0.022705078125,0.0073748934
16384,16,172,59.62,95,230.64,0.021559476852416992,368.90215599536896,1.0854273568838835e-05,-0.013147762510925531,0.00025,0.2,60,266.762939453125,0.0,5.3085387e-08
17408,17,172,59.62,100,230.64,-0.02379155158996582,242.60606980323792,2.2256135707721114e-05,-0.024982484756037593,0.00025,0.2,64,19.1176700592041,0.0,8.1176404e-07
18432,18,172,94.36,106,235.5,0.04255247116088867,244.41382503509521,0.00019577896455302835,-0.06717667228076607,0.00025,0.2,68,62.495140075683594,0.002685546875,0.0007010616
19456,19,172,109.95,112,242.51,0.2531077265739441,747.8511123657227,-0.0023529776372015476,-0.1130525900516659,0.00025,0.2,72,383.0347595214844,0.01220703125,0.010113887
20480,20,172,117.46,118,273.46,0.09397757053375244,1915.6945190429688,0.003436463186517358,-0.27210428239777684,0.00025,0.2,76,899.9395141601562,0.03759765625,0.08141327
21504,21,172,126.28,124,311.99,0.0056119561195373535,3302.17431640625,0.013378048897720873,-0.3168781967833638,0.00025,0.2,80,1623.426025390625,0.07861328125,0.02414039
22528,22,172,127.1,130,315.86,0.19175785779953003,2839.9677124023438,0.024982110771816224,-0.2921845577657223,0.00025,0.2,84,1368.015869140625,0.048828125,0.071623035
23552,23,173,135.42,135,339.07,0.4241843819618225,2088.153984069824,-0.0027493970410432667,-0.07848367094993591,0.00025,0.2,88,713.114501953125,0.00830078125,0.019299671
24576,24,173,138.36,141,350.97,0.03530740737915039,2959.4181594848633,0.014763989893253893,-0.15947392699308693,0.00025,0.2,92,1361.4168701171875,0.09375,0.07720822
25600,25,173,145.86,147,367.99,0.32582199573516846,1832.4306564331055,-0.0034437984868418425,-0.1483515501022339,0.00025,0.2,96,953.1012573242188,0.011962890625,0.037872214
26624,26,172,158.13,154,407.02,-0.16398310661315918,2976.3533477783203,0.004828900448046625,-0.29778782185167074,0.00025,0.2,100,1377.4981689453125,0.059326171875,0.02370643
27648,27,172,142.43,160,422.56,0.00848156213760376,3487.363021850586,0.02093032788252458,-0.22875222098082304,0.00025,0.2,104,1904.7618408203125,0.132568359375,0.08361841
28672,28,172,93.65,166,414.36,0.2116173505783081,3784.180404663086,0.00830078381113708,-0.005428947253676597,0.00025,0.2,108,1904.9215087890625,0.01171875,0.056821894
