elapsed_seconds,timesteps,return,length,max_x,completed,game_score,score_gain,coins,objective_reward_sum,one_ups,custom_one_up_bonus,augmented_score_gain,flag_height_bonus,flag_touch_y,flag_top_tier
6.524,2571248,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
6.524,2571248,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
6.524,2571248,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
6.524,2571248,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
12.939,2572320,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
12.939,2572320,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
12.939,2572320,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
12.939,2572320,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
19.201,2573392,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
19.201,2573392,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
19.201,2573392,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
19.201,2573392,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
25.452,2574464,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
25.452,2574464,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
25.452,2574464,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
26.056,2574640,3088.0,312,3175,1,1200,1200,2,24.709999999999965,0,0,1200,400,134,0
32.4,2575536,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
32.4,2575536,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
32.4,2575536,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
33.013,2575712,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
38.702,2576608,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
38.702,2576608,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
38.702,2576608,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
39.322,2576784,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
45.043,2577680,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
45.043,2577680,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
45.043,2577680,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
45.647,2577856,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
51.394,2578752,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
51.394,2578752,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
51.394,2578752,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
52.014,2578928,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
57.759,2579824,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
57.759,2579824,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
57.759,2579824,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
58.375,2580000,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
64.468,2580896,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
64.468,2580896,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
64.468,2580896,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
65.084,2581072,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
71.229,2581968,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
71.229,2581968,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
71.229,2581968,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
71.853,2582144,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
77.659,2583040,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
77.659,2583040,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
77.659,2583040,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
78.28,2583216,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
84.042,2584112,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
84.042,2584112,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
84.042,2584112,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
84.656,2584288,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
90.436,2585184,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
90.436,2585184,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
90.436,2585184,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
91.052,2585360,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
96.118,2585988,1745.0,157,1817,0,700,700,2,12.012499999999982,0,0,700,0,,0
97.106,2586256,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
97.106,2586256,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
97.106,2586256,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
102.485,2587060,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
103.461,2587328,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
103.461,2587328,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
103.461,2587328,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
108.22,2587956,1745.0,157,1817,0,700,700,2,12.012499999999982,0,0,700,0,,0
108.831,2588132,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
109.757,2588400,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
109.809,2588416,642.0,71,713,0,100,100,0,3.5899999999999963,0,0,100,0,,0
110.263,2588544,3091.0,304,3175,1,5900,5900,2,25.907499999999978,0,0,5900,5000,20,1
114.57,2589028,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
115.96,2589440,2670.0,260,2769,0,500,500,1,18.89999999999997,0,0,500,0,,0
116.152,2589488,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
116.607,2589616,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
120.882,2590100,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
122.282,2590512,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
122.48,2590560,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
125.566,2590688,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
127.537,2591172,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
127.761,2591236,1884.0,169,1956,0,800,800,2,13.07999999999998,0,0,800,0,,0
128.96,2591584,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
132.235,2591760,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
133.885,2592244,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
134.135,2592308,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
135.325,2592656,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
138.601,2592832,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
140.256,2593316,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
140.503,2593380,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
141.582,2593704,1054.0,97,1128,0,100,100,0,6.679999999999989,0,0,100,0,,0
141.693,2593728,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
144.908,2593904,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
150.446,2594776,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
150.552,2594800,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
151.15,2594976,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
156.663,2595848,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
156.773,2595872,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
157.39,2596048,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
158.334,2596324,3001.0,736,3175,1,5800,5800,2,25.207499999999953,0,0,5800,5000,20,1
163.289,2596920,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
163.4,2596944,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
164.014,2597120,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
164.963,2597396,3095.0,268,3175,1,5700,5700,2,25.88749999999996,0,0,5700,5000,30,1
169.071,2597836,1073.0,110,1150,0,200,200,0,6.847499999999991,0,0,200,0,,0
169.605,2597992,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
169.716,2598016,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
170.325,2598192,3096.0,268,3175,1,5800,5800,2,25.91999999999996,0,0,5800,5000,30,1
