decision,raw_frames,x,y,max_x,action,action_name,prob_0,prob_1,prob_2,prob_3,prob_4,action_entropy_nats,native_reward,native_reward_sum,no_progress_decisions,life,game_time,flag_get,terminated,truncated,game_score,score_gain,coins
1,4,40,79,40,3,right+B,0.03565302491188049,0.21899856626987457,0.10238822549581528,0.6052387356758118,0.0377214178442955,1.1123393774032593,0.0,0.0,1,2,400,0,0,0,0,0,0
2,8,43,79,43,3,right+B,0.035570673644542694,0.21903777122497559,0.10225701332092285,0.605468213558197,0.037666384130716324,1.111759901046753,3.0,3.0,0,2,400,0,0,0,0,0,0
3,12,46,93,46,2,right+A,0.03556426987051964,0.21905864775180817,0.10242541134357452,0.6051942110061646,0.03775744140148163,1.1123149394989014,3.0,6.0,0,2,400,0,0,0,0,0,0
4,16,51,109,51,2,right+A,0.03617201745510101,0.22074145078659058,0.1049911305308342,0.5992797017097473,0.03881566971540451,1.1231539249420166,5.0,11.0,0,2,400,0,0,0,0,0,0
5,20,57,122,57,2,right+A,0.03586240112781525,0.22077903151512146,0.10517783463001251,0.5993354916572571,0.03884514421224594,1.1227266788482666,5.0,16.0,0,2,399,0,0,0,0,0,0
6,24,64,130,64,3,right+B,0.03576649725437164,0.22190196812152863,0.10506013035774231,0.5982651114463806,0.0390063151717186,1.1238099336624146,7.0,23.0,0,2,399,0,0,0,0,0,0
7,28,71,129,71,3,right+B,0.03588126227259636,0.2223132997751236,0.10465572774410248,0.5985668301582336,0.03858281672000885,1.1226776838302612,7.0,30.0,0,2,399,0,0,0,0,0,0
8,32,78,117,78,0,NOOP,0.034619659185409546,0.21982751786708832,0.09988988190889359,0.6089904308319092,0.03667249530553818,1.1028317213058472,7.0,37.0,0,2,399,0,0,0,0,0,0
9,36,85,97,85,3,right+B,0.03442588075995445,0.21795997023582458,0.09856010973453522,0.6122119426727295,0.03684209659695625,1.0984193086624146,7.0,44.0,0,2,399,0,0,0,0,0,0
10,40,92,79,92,3,right+B,0.036023661494255066,0.2267071157693863,0.11092905700206757,0.5857977271080017,0.04054240882396698,1.1433289051055908,6.0,50.0,0,2,398,0,0,0,0,0,0
11,44,100,79,100,1,right,0.04336639866232872,0.2517639696598053,0.14470146596431732,0.5069040060043335,0.05326423794031143,1.263659954071045,8.0,58.0,0,2,398,0,0,0,0,0,0
12,48,110,97,110,4,right+A+B,0.050472442060709,0.2675301134586334,0.20432934165000916,0.39604416489601135,0.08162392675876617,1.399298906326294,10.0,68.0,0,2,398,0,0,0,0,0,0
13,52,121,117,121,2,right+A,0.04996209591627121,0.2776375114917755,0.2509273886680603,0.3235609531402588,0.09791193157434464,1.4450289011001587,11.0,79.0,0,2,398,0,0,0,0,0,0
14,56,133,132,133,3,right+B,0.0487510971724987,0.25896209478378296,0.3638545274734497,0.19438757002353668,0.13404472172260284,1.4527740478515625,12.0,91.0,0,2,398,0,0,0,0,0,0
15,60,145,134,145,3,right+B,0.045932792127132416,0.3370804488658905,0.24062684178352356,0.2720882296562195,0.10427173972129822,1.4407176971435547,11.0,102.0,0,2,397,0,0,0,0,0,0
16,64,157,123,157,3,right+B,0.03705163672566414,0.34787189960479736,0.14100411534309387,0.41511523723602295,0.05895715951919556,1.2975225448608398,12.0,114.0,0,2,397,0,0,0,0,0,0
17,68,169,104,169,1,right,0.034648116677999496,0.33118367195129395,0.10250899195671082,0.47468990087509155,0.05696931853890419,1.2329046726226807,12.0,126.0,0,2,397,0,0,0,0,0,0
18,72,181,84,181,3,right+B,0.027049951255321503,0.2705935537815094,0.04760744050145149,0.6162919998168945,0.03845709189772606,1.0199167728424072,12.0,138.0,0,2,397,0,0,0,0,0,0
19,76,190,79,190,1,right,0.02382289059460163,0.25446635484695435,0.03552258759737015,0.6478152871131897,0.038372863084077835,0.9622076749801636,9.0,147.0,0,2,397,0,0,0,0,0,0
20,80,197,79,197,3,right+B,0.04009325057268143,0.2788165211677551,0.07335230708122253,0.5248519778251648,0.08288601040840149,1.2214484214782715,6.0,153.0,0,2,396,0,0,0,0,0,0
21,84,205,79,205,0,NOOP,0.0480981320142746,0.26899632811546326,0.15639366209506989,0.35551199316978455,0.17099985480308533,1.4590023756027222,8.0,161.0,0,2,396,0,0,0,0,0,0
22,88,213,79,213,3,right+B,0.03609716147184372,0.17468535900115967,0.35873132944107056,0.19298811256885529,0.2374979704618454,1.451364517211914,8.0,169.0,0,2,396,0,0,0,0,0,0
23,92,223,97,223,2,right+A,0.01754477433860302,0.06656148284673691,0.5981956124305725,0.045145075768232346,0.272553026676178,1.0528173446655273,10.0,179.0,0,2,396,0,0,0,0,0,0
24,96,234,115,234,3,right+B,0.007839245721697807,0.022677818313241005,0.6728919744491577,0.007480602711439133,0.28911030292510986,0.7858473062515259,11.0,190.0,0,2,396,0,0,0,0,0,0
25,100,242,121,242,2,right+A,0.011063105426728725,0.03274034708738327,0.6516034603118896,0.009775705635547638,0.29481735825538635,0.8461982011795044,7.0,197.0,0,2,395,0,0,0,0,0,0
26,104,243,114,243,2,right+A,0.03159627318382263,0.13640370965003967,0.4606609344482422,0.10494571179151535,0.26639336347579956,1.3269065618515015,1.0,198.0,0,2,395,0,0,0,0,0,0
27,108,245,94,245,1,right,0.040748532861471176,0.2403574436903,0.3007087707519531,0.2602258324623108,0.15795941650867462,1.4762234687805176,2.0,200.0,0,2,395,0,0,0,0,0,0
28,112,249,79,249,3,right+B,0.031834542751312256,0.25916534662246704,0.14920787513256073,0.47772178053855896,0.08207051455974579,1.3016403913497925,4.0,204.0,0,2,395,0,0,0,0,0,0
29,116,255,93,255,2,right+A,0.03513290360569954,0.2678002417087555,0.16311673820018768,0.45433780550956726,0.07961224764585495,1.326154351234436,6.0,210.0,0,2,395,0,0,0,0,0,0
30,120,261,108,261,3,right+B,0.03539171442389488,0.2736035883426666,0.17055323719978333,0.4393945038318634,0.08105692267417908,1.3395264148712158,5.0,215.0,0,2,394,0,0,0,0,0,0
31,124,268,114,268,3,right+B,0.03684088587760925,0.28141599893569946,0.1565396636724472,0.44643110036849976,0.07877232879400253,1.3289339542388916,7.0,222.0,0,2,394,0,0,0,0,0,0
32,128,275,112,275,4,right+A+B,0.04783729836344719,0.28763505816459656,0.2558203935623169,0.27434277534484863,0.13436447083950043,1.477113962173462,7.0,229.0,0,2,394,0,0,0,0,0,0
33,132,282,100,282,1,right,0.04873204603791237,0.2906520962715149,0.2787359058856964,0.2483396828174591,0.13354025781154633,1.4772508144378662,7.0,236.0,0,2,394,0,0,0,0,0,0
34,136,289,79,289,2,right+A,0.04867057502269745,0.2576260566711426,0.38016828894615173,0.13135217130184174,0.1821829080581665,1.4410356283187866,7.0,243.0,0,2,394,0,0,0,0,0,0
35,140,296,79,296,1,right,0.041721221059560776,0.16361741721630096,0.5171383619308472,0.050511766225099564,0.22701123356819153,1.257153868675232,-11.0,232.0,0,2,393,0,1,0,0,0,0
