rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,train/n_updates,train/loss,train/approx_kl,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/policy_gradient_loss
106.22,167,7.645300000000002,63,384,327012,1272,0.19836027920246124,0.004901988,0.5362810660153627,0.0001,-1.172005146741867,0.2,0.6747734546661377,0.0078125,-0.001551674649817869
105.88,168,7.562900000000002,64,390,328036,1276,0.3036745488643646,0.0018177552,0.6373896487057209,0.0001,-1.1523962691426277,0.2,0.6446850299835205,0.001220703125,-0.00038376718293875456
112.71,168,8.0684,65,396,329060,1280,0.3026677072048187,0.013919289,0.7057134509086609,0.0001,-1.1079395413398743,0.2,0.250845730304718,0.07080078125,-0.007205640838947147
115.08,167,8.164100000000001,66,402,330084,1284,0.2672368288040161,0.008918978,0.6247861832380295,0.0001,-1.1243694499135017,0.2,0.465770959854126,0.043701171875,-0.00403929193271324
115.0,167,8.3053,67,408,331108,1288,0.2946397066116333,0.0034684835,0.8368738666176796,0.0001,-1.147731825709343,0.2,0.22137755155563354,0.006591796875,-0.0015684224490541965
116.12,167,8.4014,68,415,332132,1292,0.39932671189308167,0.0077182627,0.9869065023958683,0.0001,-1.1647942960262299,0.2,0.32047146558761597,0.00732421875,-0.004239780333591625
117.27,167,8.5585,69,421,333156,1296,0.22642627358436584,0.003635208,0.6426647529006004,0.0001,-1.146960772573948,0.2,0.4991939663887024,0.0009765625,-0.0006270028534345329
119.34,167,8.7686,70,427,334180,1300,0.2311481088399887,0.0010977355,0.5130917448550463,0.0001,-1.1028902530670166,0.2,0.6158464550971985,0.00390625,-0.0016301365685649216
119.21,167,8.7156,71,433,335204,1304,0.2040024995803833,0.00332897,0.3679767642170191,0.0001,-1.1284644529223442,0.2,0.7591789960861206,0.001708984375,-0.0024917045957408845
117.28,167,8.531799999999999,72,438,336228,1308,0.19494327902793884,0.005245022,0.5300643499940634,0.0001,-1.1465779840946198,0.2,0.701547384262085,0.0234375,-0.0020466593850869685
119.91,167,8.7724,73,444,337252,1312,0.2511845529079437,0.0022950175,0.644788108766079,0.0001,-1.1940291449427605,0.2,0.3805144429206848,0.000732421875,0.0006240688671823591
122.46,167,8.895,74,451,338276,1316,0.23955902457237244,0.0048209224,0.497361334040761,0.0001,-1.1431082412600517,0.2,0.5869518518447876,0.02783203125,-0.0006721922545693815
123.42,168,8.954400000000001,75,457,339300,1320,0.2630772590637207,0.0031957927,0.6255989708006382,0.0001,-1.1067519783973694,0.2,0.4749963879585266,0.0,-0.0015767110453452915
121.49,167,8.9159,76,463,340324,1324,0.24038486182689667,0.0051858714,0.42827885784208775,0.0001,-1.0950522497296333,0.2,0.6034535765647888,0.015625,-0.001355384913040325
115.38,167,8.51,77,472,341348,1328,0.4160100221633911,0.004177004,0.7639068942517042,0.0001,-1.0737736746668816,0.2,0.5260786414146423,0.019775390625,-0.0017799797788029537
112.95,167,8.3051,78,478,342372,1332,0.2662651538848877,0.010461151,0.6546595022082329,0.0001,-1.1351253464818,0.2,0.4935759902000427,0.064697265625,-0.0027993702969979495
115.0,167,8.4283,79,483,343396,1336,0.3919002413749695,0.0013819048,0.6682493202388287,0.0001,-1.1534008234739304,0.2,0.582455039024353,0.0009765625,0.0007929141575004905
113.83,167,8.3485,80,489,344420,1340,0.1739456206560135,0.0015682175,0.5009645652025938,0.0001,-1.1551292091608047,0.2,0.5604313611984253,0.000244140625,-0.00040499193710274994
113.94,167,8.3802,81,495,345444,1344,0.3171042799949646,0.009544451,0.7396843880414963,0.0001,-1.1644163206219673,0.2,0.4209710955619812,0.02294921875,-0.002079238824080676
113.47,167,8.3071,82,501,346468,1348,0.25497913360595703,0.0030314485,0.6495717242360115,0.0001,-1.1490224450826645,0.2,0.41071969270706177,0.0107421875,-0.0034860662708524615
118.24,167,8.6678,83,506,347492,1352,0.22645267844200134,0.005020802,0.5288893133401871,0.0001,-1.1265495121479034,0.2,0.5594836473464966,0.000244140625,-0.00028900898178108037
115.87,167,8.348,84,512,348516,1356,0.3186696767807007,0.0024536191,0.8595152236521244,0.0001,-1.1364392414689064,0.2,0.3230060338973999,0.017822265625,-0.00033359648659825325
117.53,167,8.3813,85,518,349540,1360,0.20020966231822968,0.0025455402,0.5188229344785213,0.0001,-1.1288691088557243,0.2,0.5975245237350464,0.0029296875,-0.0006458074785768986
117.18,167,8.4778,86,524,350564,1364,0.19857554137706757,0.0034059095,0.44923040829598904,0.0001,-1.1290049329400063,0.2,0.6769291758537292,0.014892578125,-0.001966553652891889
118.5,167,8.453999999999999,87,530,351588,1368,0.2158827781677246,0.0069114463,0.464075306430459,0.0001,-1.1288010999560356,0.2,0.6275302171707153,0.03369140625,-0.003595038258936256
118.75,167,8.538400000000001,88,536,352612,1372,0.24952013790607452,0.0073346416,0.6256517916917801,0.0001,-1.119467057287693,0.2,0.6615239977836609,0.013671875,-0.002156970032956451
119.08,167,8.5712,89,542,353636,1376,0.2013663947582245,0.0021104976,0.5184469986706972,0.0001,-1.1323130205273628,0.2,0.6189080476760864,0.004638671875,-0.0011028152002836578
119.04,167,8.4653,90,549,354660,1380,0.2500917613506317,0.0028596409,0.5143621899187565,0.0001,-1.147578977048397,0.2,0.6551942825317383,0.0,0.00012495077680796385
116.76,167,8.355,91,555,355684,1384,0.19818662106990814,0.001403395,0.6219776459038258,0.0001,-1.1399142369627953,0.2,0.5370808839797974,0.00341796875,-0.0007614613277837634
120.21,167,8.5038,92,561,356708,1388,0.15838474035263062,0.006723063,0.3632533121854067,0.0001,-1.1328867822885513,0.2,0.7149443626403809,0.01708984375,-0.0016311536019202322
116.36,167,8.285499999999999,93,567,357732,1392,0.19220343232154846,0.0009795497,0.41070699505507946,0.0001,-1.1179772913455963,0.2,0.6788811087608337,0.00048828125,-0.0008376589103136212
116.69,167,8.283999999999999,94,573,358756,1396,0.26951271295547485,0.003056344,0.5747745931148529,0.0001,-1.1426215395331383,0.2,0.6339493989944458,0.000244140625,-0.0015052848466439173
117.19,167,8.3209,95,579,359780,1400,0.10104887187480927,0.008567184,0.28734256513416767,0.0001,-1.1458057835698128,0.2,0.7761040925979614,0.040283203125,-0.0017104761209338903
119.19,167,8.4098,96,585,360804,1404,0.2653365731239319,0.0019858438,0.5055907908827066,0.0001,-1.1541615948081017,0.2,0.5564612150192261,0.00341796875,-0.0009959880117094144
120.64,167,8.5031,97,591,361828,1408,0.2516552209854126,0.011757597,0.665253072977066,0.0001,-1.1781397461891174,0.2,0.5010621547698975,0.065673828125,-0.0032326152140740305
118.04,167,8.229199999999999,98,597,362852,1412,0.13421820104122162,0.015947137,0.39670876413583755,0.0001,-1.1404451876878738,0.2,0.6436700820922852,0.086669921875,-0.004889974428806454
120.64,167,8.482099999999999,99,604,363876,1416,0.2665211260318756,0.0013499665,0.574635948985815,0.0001,-1.1278583407402039,0.2,0.6666094064712524,0.0009765625,-0.0016139182698680088
121.44,167,8.625300000000001,100,610,364900,1420,0.3820747137069702,0.011125637,0.829494085162878,0.0001,-1.1494314521551132,0.2,0.3001595139503479,0.041748046875,-0.001986336981644854
120.82,167,8.401899999999998,101,616,365924,1424,0.559278666973114,0.009842483,0.9529741071164608,0.0001,-1.181759126484394,0.2,0.08097696304321289,0.030029296875,-0.0021571156685240567
121.01,167,8.4012,102,622,366948,1428,0.36101034283638,0.0009336771,0.7959931269288063,0.0001,-1.1910945400595665,0.2,0.4257891774177551,0.01513671875,0.0009373826032970101
124.33,167,8.6077,103,628,367972,1432,0.3340458571910858,0.006451706,0.8093346878886223,0.0001,-1.1638751775026321,0.2,0.357646107673645,0.025390625,-0.0005961169954389334
117.51,167,8.259500000000001,104,634,368996,1436,0.23061563074588776,0.008537672,0.6768746450543404,0.0001,-1.1485062912106514,0.2,0.4153866767883301,0.01171875,-0.0018058280111290514
123.85,167,8.6681,105,640,370020,1440,0.43190017342567444,0.0056079905,0.9835641831159592,0.0001,-1.158356361091137,0.2,0.10196453332901001,0.012451171875,-0.0028124575037509203
127.72,167,8.6228,106,646,371044,1444,0.2304840087890625,0.0064647296,0.4779150877147913,0.0001,-1.1190495043992996,0.2,0.44942235946655273,0.119873046875,-0.00627961743157357
126.64,167,8.4791,107,652,372068,1448,0.30940619111061096,0.004875215,0.7131475135684013,0.0001,-1.126095473766327,0.2,0.3073273301124573,0.026123046875,-0.0017232417594641447
127.52,168,8.512199999999998,108,658,373092,1452,0.39190274477005005,0.0013186819,0.681488499045372,0.0001,-1.1268501207232475,0.2,0.47963082790374756,0.004150390625,-0.0012158566387370229
127.05,168,8.3682,109,664,374116,1456,0.18293903768062592,0.0020446484,0.470291243866086,0.0001,-1.1412376835942268,0.2,0.5488535761833191,0.0048828125,0.00012291056918911636
129.86,168,8.5772,110,670,375140,1460,0.1966494619846344,0.006811421,0.5162813235074282,0.0001,-1.1540428847074509,0.2,0.5274864435195923,0.004150390625,-0.003122575202723965
131.14,168,8.6078,111,676,376164,1464,0.26247438788414,0.00437594,0.5643481519073248,0.0001,-1.1490903720259666,0.2,0.44176095724105835,0.00830078125,-0.0016242341516772285
130.21,168,8.4727,112,681,377188,1468,0.26878875494003296,0.0060929004,0.6413014903664589,0.0001,-1.129236787557602,0.2,0.5126444101333618,0.016845703125,-0.0019646506407298148
128.04,168,8.2231,113,687,378212,1472,0.2674916088581085,0.01116332,0.55142005905509,0.0001,-1.1491324752569199,0.2,0.6179636716842651,0.06494140625,-0.0028035863069817424
129.09,168,8.5179,114,693,379236,1476,0.34698551893234253,0.008766862,0.7678778022527695,0.0001,-1.142567589879036,0.2,0.42696380615234375,0.07373046875,-0.0016440850013168529
128.67,168,8.432099999999998,115,699,380260,1480,0.24513483047485352,0.011928387,0.568469937890768,0.0001,-1.145243763923645,0.2,0.6792830228805542,0.07958984375,-0.0038499427028000355
126.94,168,8.393400000000002,116,705,381284,1484,0.20279516279697418,0.0006222264,0.5730160903185606,0.0001,-1.1185544431209564,0.2,0.6176401376724243,0.001220703125,-0.00027061658329330385
126.17,168,8.325500000000002,117,711,382308,1488,0.3442990183830261,0.0024464673,0.8125897012650967,0.0001,-1.1401802748441696,0.2,0.2718387842178345,0.0068359375,-0.0010105452383868396
123.28,168,8.422100000000002,118,717,383332,1492,0.26381778717041016,0.01225759,0.7291333116590977,0.0001,-1.1074366569519043,0.2,0.46143150329589844,0.03857421875,-0.0050941683584824204
122.47,168,8.4194,119,723,384356,1496,0.22866860032081604,0.0037399954,0.658896341919899,0.0001,-1.0911348015069962,0.2,0.33671361207962036,0.014892578125,0.0011254444252699614
121.59,168,8.5207,120,728,385380,1500,0.37548190355300903,0.002945289,0.7456997148692608,0.0001,-1.111284352838993,0.2,0.3521130681037903,0.001220703125,-0.0011141707364004105
121.72,168,8.6582,121,734,386404,1504,0.3145304024219513,0.005268031,0.6760716363787651,0.0001,-1.129232995212078,0.2,0.41526663303375244,0.000244140625,-0.00027329573640599847
119.03,168,8.4537,122,740,387428,1508,0.4114566743373871,0.0074638636,0.7585687413811684,0.0001,-1.173243172466755,0.2,0.16862398386001587,0.044189453125,0.0025123583618551493
118.5,168,8.473300000000002,123,746,388452,1512,0.2767523527145386,0.008008093,0.7863071300089359,0.0001,-1.149464949965477,0.2,0.34443753957748413,0.00830078125,-0.0018633070576470345
116.91,168,8.377099999999999,124,752,389476,1516,0.3403436839580536,0.0047956686,0.7451779209077358,0.0001,-1.1225005462765694,0.2,0.4540408253669739,0.002197265625,-0.0007606716244481504
113.38,168,8.057,125,758,390500,1520,0.5232334136962891,0.00044008612,1.0704739168286324,0.0001,-1.1410284861922264,0.2,0.37019437551498413,0.00927734375,0.0008311474812217057
111.22,168,7.9453,126,764,391524,1524,0.44704705476760864,0.0016859289,0.8421081341803074,0.0001,-1.1413041278719902,0.2,0.4273621439933777,0.010009765625,-0.0005975795211270452
114.35,168,8.121799999999999,127,770,392548,1528,0.26366567611694336,0.010045624,0.6235288102179766,0.0001,-1.1557245403528214,0.2,0.5425111055374146,0.072265625,-0.004630146082490683
115.42,168,8.185400000000001,128,776,393572,1532,0.19376948475837708,0.003105339,0.5186839774250984,0.0001,-1.154065303504467,0.2,0.528788685798645,0.007568359375,-0.0034726583398878574
109.66,168,7.880799999999999,129,782,394596,1536,0.23467038571834564,0.0028648595,0.5254412982612848,0.0001,-1.153104618191719,0.2,0.584962010383606,0.00244140625,-0.0024279215140268207
109.56,168,7.848399999999999,130,788,395620,1540,0.3006060719490051,0.004462026,0.7484953813254833,0.0001,-1.1286579966545105,0.2,0.3886628746986389,0.006103515625,-0.004282687965314835
110.02,168,7.802599999999999,131,794,396644,1544,0.33605897426605225,0.0018148025,0.6674870513379574,0.0001,-1.1329254657030106,0.2,0.5285030603408813,0.00244140625,-0.0011359518975950778
111.45,169,7.885,132,799,397668,1548,0.229214146733284,0.0027889786,0.5485055651515722,0.0001,-1.1083744242787361,0.2,0.5317413806915283,0.0009765625,-0.0011154055246151984
111.9,169,7.997499999999999,133,805,398692,1552,0.2967905104160309,0.0014507814,0.6181027106940746,0.0001,-1.148280717432499,0.2,0.5545077323913574,0.001220703125,-0.00035654171369969845
110.58,169,7.9196,134,811,399716,1556,0.28836914896965027,0.0010307279,0.6303285527974367,0.0001,-1.0979630798101425,0.2,0.5047206878662109,0.003662109375,-0.0007677506655454636
112.81,169,8.074499999999999,135,817,400740,1560,0.3463194668292999,0.0029160974,0.7750078774988651,0.0001,-1.1473636105656624,0.2,0.5018695592880249,0.007568359375,-0.0031835002882871777
115.8,169,8.361299999999998,136,823,401764,1564,0.3961179256439209,0.00985243,0.9423522390425205,0.0001,-1.1863663494586945,0.2,0.3868757486343384,0.064697265625,-0.006141149904578924
121.53,169,8.6726,137,828,402788,1568,0.2660803496837616,0.0027414102,0.5813466981053352,0.0001,-1.1985998377203941,0.2,0.5110174417495728,0.0,-0.0013848946837242693
122.12,169,8.7929,138,835,403812,1572,0.2440648078918457,0.007823433,0.5291555225849152,0.0001,-1.1388558074831963,0.2,0.4438018202781677,0.015625,-0.0018592365959193558
122.71,169,8.681099999999999,139,841,404836,1576,0.44265106320381165,0.0007178567,0.8957972377538681,0.0001,-1.1254664435982704,0.2,0.39249932765960693,0.0,0.0004417496966198087
123.83,169,8.7194,140,847,405860,1580,0.25118669867515564,0.001469284,0.5537965800613165,0.0001,-1.1011415347456932,0.2,0.5229522585868835,0.004150390625,-0.0011437744833528996
126.14,169,8.7929,141,853,406884,1584,0.20276609063148499,0.0017905424,0.5197396874427795,0.0001,-1.143796056509018,0.2,0.5301604270935059,0.005126953125,-0.0016500043566338718
126.5,169,8.886800000000001,142,859,407908,1588,0.3349427580833435,0.002493823,0.8876891881227493,0.0001,-1.1294618025422096,0.2,0.25610023736953735,0.0009765625,-0.003465757632511668
129.5,169,9.082500000000001,143,865,408932,1592,0.20662003755569458,0.0076525146,0.5647986475378275,0.0001,-1.083297312259674,0.2,0.3798710107803345,0.041015625,-0.002903242828324437
119.45,169,8.330400000000001,144,871,409956,1596,0.28530436754226685,0.0017506202,0.7225651405751705,0.0001,-1.093630388379097,0.2,0.46469587087631226,0.0048828125,-0.0005570487701334059
115.63,169,8.116800000000001,145,877,410980,1600,0.43646422028541565,0.007076046,1.0672345757484436,0.0001,-1.1201205179095268,0.2,0.4324776530265808,0.03955078125,-0.0018041876901406795
112.55,169,7.9237,146,882,412004,1604,0.2894854247570038,0.004940526,0.7277783490717411,0.0001,-1.1408018991351128,0.2,0.44513511657714844,0.00927734375,-0.0033472002542112023
110.43,169,7.693300000000002,147,888,413028,1608,0.33410078287124634,0.009394983,0.7304826825857162,0.0001,-1.1242924705147743,0.2,0.4111686944961548,0.04443359375,-0.0031420475570484996
108.07,169,7.5974,148,894,414052,1612,0.3757515847682953,0.0056113335,0.914852935820818,0.0001,-1.0852601528167725,0.2,0.34863948822021484,0.004638671875,-0.002096194861223921
