elapsed_seconds,timesteps,return,length,max_x,completed
0.858,1061196,626.0,74,697,0
1.664,1061460,1337.0,140,1418,0
2.1,1061592,1699.0,173,1785,0
2.447,1061700,1035.0,200,1129,0
2.608,1061752,641.0,73,712,0
5.836,1061964,1875.0,192,1961,0
5.872,1061976,615.0,69,686,0
6.423,1062160,1429.0,142,1512,0
6.635,1062232,1051.0,120,1128,0
7.353,1062468,611.0,59,680,0
7.944,1062668,1697.0,176,1788,0
8.294,1062788,1701.0,203,1790,0
8.573,1062884,616.0,104,693,0
11.317,1062952,656.0,71,725,0
12.078,1063188,611.0,59,680,0
12.28,1063252,619.0,92,688,0
12.983,1063488,2662.0,332,2761,0
13.67,1063724,1339.0,134,1419,0
17.543,1064184,1710.0,174,1791,0
18.012,1064340,1881.0,272,1960,0
18.081,1064364,2350.0,394,2472,0
18.456,1064492,1421.0,192,1515,0
19.243,1064760,1448.0,144,1526,0
22.659,1065068,1583.0,176,1673,0
22.753,1065100,1578.0,190,1665,0
22.88,1065144,586.0,96,661,0
23.264,1065276,1879.0,196,1959,0
24.548,1065712,1456.0,142,1526,0
24.713,1065768,1583.0,167,1673,0
24.748,1065780,1716.0,178,1791,0
24.772,1065788,820.0,128,898,0
28.286,1066132,592.0,105,668,0
29.115,1066412,656.0,70,724,0
29.244,1066456,1698.0,167,1788,0
29.8,1066648,1422.0,217,1515,0
30.254,1066804,741.0,87,809,0
30.857,1067008,815.0,149,898,0
34.1,1067228,1326.0,145,1410,0
34.767,1067460,1342.0,164,1431,0
35.032,1067552,653.0,81,724,0
35.601,1067748,2335.0,495,2471,0
35.804,1067816,1576.0,202,1671,0
39.031,1068080,616.0,132,700,0
40.398,1068544,1440.0,182,1527,0
40.604,1068616,2644.0,289,2758,0
40.989,1068748,1596.0,167,1678,0
41.38,1068884,2366.0,284,2476,0
45.424,1069400,1934.0,196,2022,0
45.754,1069508,1575.0,190,1660,0
45.803,1069524,1687.0,160,1774,0
45.965,1069580,1702.0,259,1801,0
46.16,1069648,250.0,31,314,0
47.289,1070020,592.0,93,666,0
47.529,1070100,1701.0,175,1784,0
50.563,1070304,1434.0,199,1518,0
51.067,1070472,731.0,93,807,0
51.852,1070740,1586.0,180,1676,0
52.523,1070952,1446.0,162,1527,0
52.64,1070992,615.0,63,685,0
52.837,1071060,3074.0,370,3161,1
55.956,1071264,629.0,78,702,0
56.038,1071292,631.0,75,703,0
57.651,1071828,2374.0,339,2471,0
58.091,1071976,1734.0,229,1819,0
58.186,1072008,1881.0,186,1958,0
58.341,1072060,1875.0,192,1960,0
61.939,1072408,608.0,87,682,0
62.992,1072744,1736.0,192,1821,0
63.08,1072772,1854.0,236,1948,0
63.107,1072780,807.0,193,899,0
64.044,1073064,653.0,71,722,0
67.589,1073424,1710.0,170,1785,0
67.661,1073448,1710.0,169,1790,0
68.154,1073620,1449.0,139,1526,0
69.041,1073928,3063.0,380,3161,1
69.053,1073932,618.0,78,683,0
69.661,1074136,1441.0,178,1526,0
73.209,1074488,1860.0,260,1958,0
73.502,1074588,1432.0,165,1513,0
73.631,1074632,1746.0,175,1815,0
74.076,1074784,1705.0,162,1784,0
74.691,1074996,597.0,91,672,0
75.226,1075180,1717.0,173,1790,0
78.546,1075452,1707.0,167,1787,0
78.699,1075504,1686.0,229,1783,0
79.398,1075740,1707.0,186,1786,0
79.528,1075784,638.0,83,710,0
79.589,1075804,1578.0,156,1663,0
80.331,1076056,1439.0,138,1514,0
80.506,1076116,631.0,78,703,0
80.756,1076204,1054.0,116,1132,0
83.779,1076388,1437.0,151,1514,0
83.837,1076408,610.0,88,683,0
85.2,1076872,1698.0,189,1791,0
85.234,1076884,1591.0,170,1672,0
85.897,1077108,1716.0,180,1791,0
86.171,1077200,1693.0,198,1781,0
89.932,1077640,1707.0,192,1787,0
90.05,1077680,1584.0,199,1673,0
90.225,1077740,1704.0,158,1784,0
90.456,1077820,1600.0,155,1678,0
91.506,1078180,641.0,135,722,0
91.896,1078304,1704.0,156,1783,0
94.852,1078408,1707.0,167,1787,0
96.01,1078796,1870.0,244,1958,0
96.2,1078860,1453.0,139,1529,0
97.188,1079184,1861.0,194,1955,0
100.748,1079552,1888.0,189,1972,0
101.354,1079756,2651.0,394,2770,0
102.747,1080204,1926.0,255,2022,0
103.192,1080352,1868.0,200,1954,0
105.947,1080456,3068.0,399,3161,1
108.261,1081224,1707.0,192,1794,0
111.432,1081440,2664.0,309,2767,0
111.878,1081588,3055.0,458,3161,1
112.163,1081676,2362.0,331,2472,0
112.365,1081740,1439.0,129,1520,0
113.294,1082048,626.0,93,701,0
113.693,1082184,1428.0,186,1523,0
113.855,1082240,1438.0,163,1526,0
114.378,1082388,1440.0,162,1527,0
117.846,1082692,629.0,76,702,0
118.232,1082820,1723.0,159,1802,0
118.306,1082844,1699.0,199,1795,0
119.292,1083172,1937.0,233,2029,0
