rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/value_loss,train/clip_fraction,train/entropy_loss,train/clip_range,train/loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/learning_rate,train/n_updates
139.3,34,34816,206,7.044499999999999,168,0.3149106511846185,0.10888671875,-1.5162049904465675,0.2,0.1340845376253128,-0.003343594027683139,0.012435283,0.6971215009689331,0.00025,132
142.95,35,35840,212,7.0126,168,0.2921853484585881,0.09228515625,-1.488243691623211,0.2,0.1299360990524292,-0.004740520991617814,0.008606313,0.7941038012504578,0.00025,136
147.84,36,36864,218,7.2315,168,0.42555123940110207,0.0029296875,-1.5266279354691505,0.2,0.18739527463912964,-0.0005021449323976412,0.0053713024,0.6594330072402954,0.00025,140
153.03,37,37888,224,7.445,169,0.4386699702590704,0.020263671875,-1.5338201820850372,0.2,0.12653756141662598,-0.0002296983147971332,0.0050388724,0.5335764288902283,0.00025,144
157.19,38,38912,229,7.5964,169,0.47920648381114006,0.0693359375,-1.4964808449149132,0.2,0.22278256714344025,-0.0005003538099117577,0.014482203,0.5865182280540466,0.00025,148
154.67,39,39936,235,7.562400000000001,169,0.3931785188615322,0.155029296875,-1.532742328941822,0.2,0.19058403372764587,-0.008331102435477078,0.009759007,0.552091121673584,0.00025,152
153.54,40,40960,241,7.636799999999999,169,0.3468282362446189,0.088623046875,-1.4959346652030945,0.2,0.11386851966381073,-0.00675084994873032,0.005405605,0.6239345073699951,0.00025,156
156.14,41,41984,247,7.6575999999999995,169,0.5673418268561363,0.14794921875,-1.537341184914112,0.2,0.1935131698846817,-0.005315854126820341,0.016300242,0.5916188359260559,0.00025,160
155.53,42,43008,253,7.575999999999999,169,0.24605299532413483,0.19580078125,-1.5118789449334145,0.2,0.0873851478099823,-0.006775769725209102,0.009518497,0.7779121398925781,0.00025,164
153.25,43,44032,259,7.6743,169,0.3086164519190788,0.0,-1.547786295413971,0.2,0.1462019681930542,-0.00040447960782330483,0.0019774195,0.7851120233535767,0.00025,168
146.6,44,45056,265,7.538799999999998,169,0.29506237246096134,0.001953125,-1.5220898762345314,0.2,0.0982871800661087,-0.003086537108174525,0.010825785,0.7708086967468262,0.00025,172
142.3,45,46080,271,7.4024,169,0.5768380798399448,0.030517578125,-1.4488851130008698,0.2,0.2545050382614136,-0.002572224475443363,0.008719478,0.417388916015625,0.00025,176
133.46,46,47104,277,7.300999999999999,169,0.5602744519710541,0.0,-1.4181454703211784,0.2,0.2068704068660736,6.843652226962149e-05,0.0009160476,0.506938099861145,0.00025,180
133.84,47,48128,282,7.4284,170,0.5726455617696047,0.026123046875,-1.4006808027625084,0.2,0.24771781265735626,-0.002740258816629648,0.0049839686,0.3971194624900818,0.00025,184
128.44,48,49152,288,7.2528,170,0.629650242626667,0.021484375,-1.4366737604141235,0.2,0.23687106370925903,-0.002595631405711174,0.00839538,0.2918672561645508,0.00025,188
120.7,49,50176,294,7.005700000000001,170,0.6877919305115938,0.0,-1.397452361881733,0.2,0.28066152334213257,-0.0015393303765449673,0.005926627,0.2867562174797058,0.00025,192
114.39,50,51200,300,6.721099999999998,170,0.7599807307124138,0.001220703125,-1.4309018775820732,0.2,0.2983020842075348,0.0010160704841837287,0.0022195776,0.33921003341674805,0.00025,196
119.56,51,52224,306,6.8831999999999995,170,0.5924419034272432,0.062744140625,-1.4196926429867744,0.2,0.24399212002754211,-0.0019457233138382435,0.009270473,0.34483087062835693,0.00025,200
121.28,52,53248,312,7.0714,170,0.43308004178106785,0.0849609375,-1.3600272312760353,0.2,0.21348319947719574,-0.00259432994062081,0.009476219,0.39109092950820923,0.00025,204
119.92,53,54272,318,7.0955,170,0.34344321116805077,0.13623046875,-1.2769523411989212,0.2,0.14054279029369354,0.00020734930876642466,0.01498778,0.5096249580383301,0.00025,208
116.12,54,55296,324,7.036599999999998,170,0.4566305074840784,0.081787109375,-1.327406845986843,0.2,0.18454629182815552,-0.0029613109945785254,0.0060485424,0.5965050458908081,0.00025,212
115.68,55,56320,330,6.9215,170,0.5844326801598072,0.022705078125,-1.3082746416330338,0.2,0.251264750957489,-0.0037059732421766967,0.007734457,0.47972989082336426,0.00025,216
118.47,56,57344,336,7.1286999999999985,170,0.5983256082981825,0.028076171875,-1.346406675875187,0.2,0.28793007135391235,0.0007536814082413912,0.003205394,0.30837684869766235,0.00025,220
124.08,57,58368,342,7.2513,170,0.385422145947814,0.08642578125,-1.3362788558006287,0.2,0.11531350016593933,-0.003728543728357181,0.010575352,0.30672842264175415,0.00025,224
130.86,58,59392,347,7.6156999999999995,170,0.5288293734192848,0.055419921875,-1.349552609026432,0.2,0.17375603318214417,-0.0010896325547946617,0.01589132,0.527127742767334,0.00025,228
130.56,59,60416,353,7.5169,170,0.6904081553220749,0.0830078125,-1.3691358268260956,0.2,0.35966551303863525,0.0007343271863646805,0.0015919667,0.34495651721954346,0.00025,232
130.81,60,61440,359,7.620000000000001,170,0.693464495241642,0.03173828125,-1.3646045550704002,0.2,0.2903265655040741,-0.002108753629727289,0.012356852,0.4417803883552551,0.00025,236
131.61,61,62464,365,7.7556,170,0.7130924500524998,0.0,-1.4264631941914558,0.2,0.3794201910495758,-0.0003158711551805027,0.0019637572,0.1905268430709839,0.00025,240
133.21,62,63488,371,7.8229999999999995,170,0.7326464578509331,0.165283203125,-1.393486849963665,0.2,0.27305716276168823,-0.002765298093436286,0.023758207,0.3813459277153015,0.00025,244
134.87,63,64512,377,7.9323000000000015,170,0.5645931996405125,0.076171875,-1.4377965703606606,0.2,0.2171992063522339,0.0008860589005053043,0.014030376,0.47606420516967773,0.00025,248
134.31,64,65536,383,8.026999999999997,170,0.5592855624854565,0.1533203125,-1.3595695421099663,0.2,0.2781199514865875,-0.009211723023327067,0.01790749,0.44136106967926025,0.00025,252
131.31,65,66560,389,7.9285000000000005,170,0.8753645196557045,0.025634765625,-1.391766533255577,0.2,0.35652828216552734,0.0010239961702609435,0.00054215913,0.3144218325614929,0.00025,256
128.54,66,67584,395,7.8433,170,0.3527196627110243,0.033935546875,-1.3238095343112946,0.2,0.1435830146074295,-0.0009748358279466629,0.0008853051,0.5604059100151062,0.00025,260
128.11,67,68608,401,7.860200000000001,171,0.9983146525919437,0.010986328125,-1.3453571647405624,0.2,0.425775945186615,-0.0027851714403368533,0.008413581,0.29480987787246704,0.00025,264
123.69,68,69632,406,7.7928999999999995,171,0.6873926147818565,0.02783203125,-1.293953962624073,0.2,0.2991384267807007,-0.002739298972301185,0.008325669,0.4196704030036926,0.00025,268
113.38,69,70656,413,7.3123000000000005,171,0.7949636578559875,0.12646484375,-1.3472374975681305,0.2,0.3498610258102417,-0.003957005130359903,0.014485893,0.1152721643447876,0.00025,272
107.26,70,71680,418,6.931699999999999,171,0.8010796383023262,0.005126953125,-1.3479158505797386,0.2,0.39538395404815674,-0.0012658767082029954,0.0046736784,0.3697194457054138,0.00025,276
106.31,71,72704,424,6.9008,171,0.5754976682364941,0.004638671875,-1.3258813098073006,0.2,0.19983510673046112,-0.0003201157524017617,0.0011505533,0.3922463059425354,0.00025,280
105.28,72,73728,430,6.9011000000000005,171,1.0241743326187134,0.080078125,-1.3622914031147957,0.2,0.476627916097641,-0.00029104153509251773,0.009761984,0.20221537351608276,0.00025,284
106.6,73,74752,436,7.139399999999999,171,0.7950627319514751,0.008056640625,-1.3289624899625778,0.2,0.40824201703071594,-0.0022100304486230016,0.00455686,0.2238420844078064,0.00025,288
104.84,74,75776,442,7.010200000000001,171,0.6828098483383656,0.02587890625,-1.268146499991417,0.2,0.27305105328559875,-0.000652432325296104,0.00551067,0.21154838800430298,0.00025,292
96.99,75,76800,448,6.629300000000001,171,0.7513782866299152,0.042724609375,-1.2541427165269852,0.2,0.3307207524776459,-0.0013323992607183754,0.0068634045,0.3484199643135071,0.00025,296
97.62,76,77824,454,6.6441,171,0.8724781535565853,0.09716796875,-1.2677470743656158,0.2,0.3859825134277344,-0.001879688075860031,0.011417437,0.39288318157196045,0.00025,300
101.5,77,78848,460,6.891200000000001,171,0.6421183682978153,0.003173828125,-1.3136045336723328,0.2,0.24513715505599976,-0.0007025103841442615,0.0059574964,0.4627402424812317,0.00025,304
99.95,78,79872,466,6.764200000000001,171,0.5127258114516735,0.0244140625,-1.3223930224776268,0.2,0.20187051594257355,-0.0001618605019757524,0.0038718097,0.501257061958313,0.00025,308
98.21,79,80896,472,6.6987,171,0.9643344841897488,0.02099609375,-1.356612652540207,0.2,0.43989282846450806,-0.0009982657502405345,0.007604013,0.1631421446800232,0.00025,312
98.95,80,81920,478,6.824299999999999,171,0.7602628245949745,0.041259765625,-1.4268233180046082,0.2,0.34750840067863464,-0.0016644194693071768,0.009283801,0.4038974642753601,0.00025,316
104.4,81,82944,483,7.084600000000002,171,0.4334234148263931,0.016845703125,-1.3969210982322693,0.2,0.16004884243011475,0.000939575198572129,0.0023313418,0.5630126595497131,0.00025,320
105.78,82,83968,490,7.0689,171,0.5223496351391077,0.01806640625,-1.4292375296354294,0.2,0.2934342324733734,-0.002145314065273851,0.0079355985,0.6795965433120728,0.00025,324
105.28,83,84992,495,6.965800000000001,171,0.7619009763002396,0.0,-1.4435016587376595,0.2,0.33876457810401917,-0.001811706693843007,0.0016880571,0.2123388648033142,0.00025,328
104.24,84,86016,501,6.9535,171,0.6641220897436142,0.128662109375,-1.3958486542105675,0.2,0.23932848870754242,-0.005259762365312781,0.0098602595,0.2935466170310974,0.00025,332
109.59,85,87040,507,7.2299,171,0.44610645622015,0.048583984375,-1.3540152832865715,0.2,0.2324618101119995,-0.00367260750499554,0.0041019544,0.4926760196685791,0.00025,336
112.2,86,88064,513,7.362100000000002,171,0.4966957550495863,0.0498046875,-1.3802661150693893,0.2,0.16180135309696198,-0.004971194401150569,0.012094472,0.5904301404953003,0.00025,340
112.03,87,89088,519,7.353600000000001,171,0.9880821742117405,0.00634765625,-1.3878624737262726,0.2,0.4376443326473236,0.0018826369341695681,0.0015867387,0.41576749086380005,0.00025,344
111.69,88,90112,525,7.343299999999998,171,0.6611680500209332,0.01806640625,-1.33372001349926,0.2,0.31417039036750793,-0.0012910665827803314,0.0038607058,0.4745364785194397,0.00025,348
114.13,89,91136,531,7.507,171,0.6471033319830894,0.017333984375,-1.3613120838999748,0.2,0.25854548811912537,-0.000448442850029096,0.008855656,0.5687270760536194,0.00025,352
118.76,90,92160,537,7.693,171,0.7113756909966469,0.01806640625,-1.3221527114510536,0.2,0.3248650133609772,0.0015195243759080768,0.007681826,0.5101052522659302,0.00025,356
121.91,91,93184,542,7.830400000000001,171,0.37922707200050354,0.031982421875,-1.2663091868162155,0.2,0.14705020189285278,-0.001348846242763102,0.008724606,0.6534614562988281,0.00025,360
125.9,92,94208,548,7.976599999999998,171,0.7998074069619179,0.032470703125,-1.2868930771946907,0.2,0.3747672438621521,0.0031954372534528375,0.0028614923,0.4669013023376465,0.00025,364
120.29,93,95232,554,7.603799999999999,171,0.5192421525716782,0.083251953125,-1.2219066247344017,0.2,0.25031566619873047,-0.0015569792012684047,0.013141212,0.5971065759658813,0.00025,368
117.93,94,96256,560,7.4365,171,0.696522630751133,0.027099609375,-1.2835386842489243,0.2,0.313201367855072,-0.0004998550866730511,0.0020664947,0.4677043557167053,0.00025,372
117.64,95,97280,566,7.610899999999999,171,0.7380982972681522,0.009033203125,-1.302257888019085,0.2,0.31309056282043457,0.0008460100798401982,0.0028145958,0.3252217173576355,0.00025,376
111.98,96,98304,572,7.2688000000000015,171,0.7527152635157108,0.0869140625,-1.243655301630497,0.2,0.2802562713623047,-0.00014643956092186272,0.006452607,0.2643776535987854,0.00025,380
112.72,97,99328,578,7.3461,171,0.645125936716795,0.08984375,-1.3224474862217903,0.2,0.26289114356040955,-0.0032841673237271607,0.0115498,0.3484926223754883,0.00025,384
119.72,98,100352,584,7.7101999999999995,171,0.41740202717483044,0.097412109375,-1.2722120136022568,0.2,0.1702699512243271,-0.004396140138851479,0.011619912,0.5349138975143433,0.00025,388
118.71,99,101376,590,7.6701000000000015,171,0.36928877606987953,0.089111328125,-1.3380685821175575,0.2,0.14556525647640228,-0.0036937805853085592,0.009900469,0.6013246774673462,0.00025,392
119.4,100,102400,595,7.7199,171,0.7810565754771233,0.00048828125,-1.3122000247240067,0.2,0.3317452371120453,-0.00039822037797421217,0.0041617285,0.5032762885093689,0.00025,396
