decision,raw_frames,x,y,max_x,action,action_name,prob_0,prob_1,prob_2,prob_3,prob_4,action_entropy_nats,native_reward,native_reward_sum,no_progress_decisions,life,game_time,flag_get,terminated,truncated,game_score,score_gain,coins
1,4,40,79,40,3,right+B,0.03565302491188049,0.21899856626987457,0.10238822549581528,0.6052387356758118,0.0377214178442955,1.1123393774032593,0.0,0.0,1,2,400,0,0,0,0,0,0
2,8,42,93,42,4,right+A+B,0.035570673644542694,0.21903777122497559,0.10225701332092285,0.605468213558197,0.037666384130716324,1.111759901046753,2.0,2.0,0,2,400,0,0,0,0,0,0
3,12,45,108,45,3,right+B,0.036201611161231995,0.2211957424879074,0.10489696264266968,0.5988872647285461,0.03881840407848358,1.1235337257385254,3.0,5.0,0,2,400,0,0,0,0,0,0
4,16,50,112,50,3,right+B,0.03579195216298103,0.2207239419221878,0.10490599274635315,0.5996800065040588,0.038898177444934845,1.1221448183059692,5.0,10.0,0,2,400,0,0,0,0,0,0
5,20,55,106,55,1,right,0.03597169369459152,0.22140231728553772,0.10623795539140701,0.5966953635215759,0.03969264030456543,1.1277992725372314,4.0,14.0,0,2,399,0,0,0,0,0,0
6,24,61,89,61,3,right+B,0.036503445357084274,0.22178517282009125,0.10593225806951523,0.5966206192970276,0.03915850445628166,1.1276888847351074,6.0,20.0,0,2,399,0,0,0,0,0,0
7,28,68,79,68,2,right+A,0.03533630445599556,0.22107546031475067,0.10285479575395584,0.6027037501335144,0.038029689341783524,1.1152193546295166,7.0,27.0,0,2,399,0,0,0,0,0,0
8,32,75,79,75,2,right+A,0.03529960662126541,0.22101610898971558,0.1019175797700882,0.6039465665817261,0.03782009705901146,1.1128133535385132,7.0,34.0,0,2,399,0,0,0,0,0,0
9,36,82,79,82,2,right+A,0.035409361124038696,0.22053813934326172,0.10425815731287003,0.6014960408210754,0.03829832375049591,1.1180989742279053,7.0,41.0,0,2,399,0,0,0,0,0,0
10,40,89,79,89,3,right+B,0.035964008420705795,0.22359150648117065,0.10589458048343658,0.5958187580108643,0.038731180131435394,1.1267260313034058,6.0,47.0,0,2,398,0,0,0,0,0,0
11,44,99,79,99,3,right+B,0.04020268842577934,0.2446090131998062,0.12718969583511353,0.5411134958267212,0.046884991228580475,1.211694359779358,10.0,57.0,0,2,398,0,0,0,0,0,0
12,48,110,79,110,3,right+B,0.048242196440696716,0.2703474462032318,0.18775247037410736,0.42456525564193726,0.06909263134002686,1.3622726202011108,11.0,68.0,0,2,398,0,0,0,0,0,0
13,52,122,79,122,1,right,0.05245240032672882,0.28419870138168335,0.2607460618019104,0.3021589517593384,0.10044384747743607,1.4551241397857666,12.0,80.0,0,2,398,0,0,0,0,0,0
14,56,134,97,134,2,right+A,0.04968049004673958,0.2883622348308563,0.30951210856437683,0.2355049103498459,0.11694023758172989,1.4622302055358887,12.0,92.0,0,2,398,0,0,0,0,0,0
15,60,146,115,146,1,right,0.046279020607471466,0.36455270648002625,0.19448454678058624,0.3084448277950287,0.08623886108398438,1.4026689529418945,11.0,103.0,0,2,397,0,0,0,0,0,0
16,64,158,121,158,2,right+A,0.038700755685567856,0.35300716757774353,0.13509595394134521,0.4138503670692444,0.059345729649066925,1.29659104347229,12.0,115.0,0,2,397,0,0,0,0,0,0
17,68,170,114,170,3,right+B,0.03304469957947731,0.32544341683387756,0.07886342704296112,0.5197099447250366,0.04293843358755112,1.1536386013031006,12.0,127.0,0,2,397,0,0,0,0,0,0
18,72,182,94,182,3,right+B,0.02707303687930107,0.28204113245010376,0.04098404943943024,0.6157984733581543,0.034103333950042725,0.9993935227394104,12.0,139.0,0,2,397,0,0,0,0,0,0
19,76,194,79,194,3,right+B,0.02857883647084236,0.26387470960617065,0.04151296615600586,0.6212143898010254,0.04481913149356842,1.0201553106307983,12.0,151.0,0,2,397,0,0,0,0,0,0
20,80,206,79,206,3,right+B,0.040874846279621124,0.27075931429862976,0.08153194934129715,0.5079968571662903,0.09883706271648407,1.2616146802902222,11.0,162.0,0,2,396,0,0,0,0,0,0
21,84,218,79,218,1,right,0.03736444190144539,0.1714511215686798,0.3514159917831421,0.13020965456962585,0.30955883860588074,1.4211080074310303,12.0,174.0,0,2,396,0,0,0,0,0,0
22,88,230,97,230,2,right+A,0.01379599142819643,0.044212013483047485,0.6170221567153931,0.021482018753886223,0.30348777770996094,0.9392949938774109,12.0,186.0,0,2,396,0,0,0,0,0,0
23,92,242,117,242,4,right+A+B,0.008314867503941059,0.024072812870144844,0.6891657710075378,0.006783307995647192,0.27166324853897095,0.7739958763122559,12.0,198.0,0,2,396,0,0,0,0,0,0
24,96,242,133,244,2,right+A,0.020088229328393936,0.06935044378042221,0.5896637439727783,0.028345631435513496,0.2925518751144409,1.0356093645095825,2.0,200.0,0,2,396,0,0,0,0,0,0
25,100,242,145,244,0,NOOP,0.03735332190990448,0.19732047617435455,0.3545418679714203,0.18396487832069397,0.2268194556236267,1.4586281776428223,-1.0,199.0,1,2,395,0,0,0,0,0,0
26,104,243,144,244,3,right+B,0.03457813709974289,0.26437312364578247,0.15805257856845856,0.4506986439228058,0.09229744970798492,1.338747262954712,0.0,199.0,2,2,395,0,0,0,0,0,0
27,108,244,143,244,0,NOOP,0.029186900705099106,0.25315457582473755,0.1168113723397255,0.5398218035697937,0.061025287955999374,1.2052009105682373,0.0,199.0,3,2,395,0,0,0,0,0,0
28,112,246,143,246,3,right+B,0.029667505994439125,0.25280097126960754,0.1209624856710434,0.5348859429359436,0.061683088541030884,1.214020013809204,2.0,201.0,0,2,395,0,0,0,0,0,0
29,116,249,143,249,3,right+B,0.03224008530378342,0.2657088339328766,0.1367645561695099,0.49611905217170715,0.06916748732328415,1.2674918174743652,3.0,204.0,0,2,395,0,0,0,0,0,0
30,120,254,157,254,2,right+A,0.03490189462900162,0.27840614318847656,0.14714562892913818,0.4653681516647339,0.07417821884155273,1.3040052652359009,4.0,208.0,0,2,394,0,0,0,0,0,0
31,124,259,172,259,0,NOOP,0.03959019482135773,0.2896067202091217,0.1603960543870926,0.4238051176071167,0.08660181611776352,1.3559699058532715,5.0,213.0,0,2,394,0,0,0,0,0,0
32,128,264,176,264,3,right+B,0.04814530536532402,0.2855640947818756,0.28174418210983276,0.23492056131362915,0.14962582290172577,1.4853616952896118,5.0,218.0,0,2,394,0,0,0,0,0,0
33,132,271,170,271,2,right+A,0.04999875649809837,0.2765384614467621,0.3158392310142517,0.19885306060314178,0.15877050161361694,1.4826297760009766,7.0,225.0,0,2,394,0,0,0,0,0,0
34,136,278,153,278,2,right+A,0.04674600809812546,0.24487178027629852,0.401287317276001,0.11854767054319382,0.1885472685098648,1.4214997291564941,7.0,232.0,0,2,394,0,0,0,0,0,0
35,140,285,133,285,2,right+A,0.03972078114748001,0.16003964841365814,0.5171141028404236,0.04609756916761398,0.23702791333198547,1.245474934577942,6.0,238.0,0,2,393,0,0,0,0,0,0
36,144,292,113,292,4,right+A+B,0.04449240863323212,0.17030802369117737,0.47345033288002014,0.08114323765039444,0.23060600459575653,1.3360564708709717,7.0,245.0,0,2,393,0,0,0,0,0,0
37,148,299,93,299,2,right+A,0.05368288233876228,0.20885725319385529,0.37132731080055237,0.15655063092708588,0.20958197116851807,1.4697647094726562,7.0,252.0,0,2,393,0,0,0,0,0,0
38,152,306,91,306,1,right,0.055687885731458664,0.24969540536403656,0.18441341817378998,0.4071404039859772,0.10306283086538315,1.419103741645813,7.0,259.0,0,2,393,0,0,0,0,0,0
39,156,313,98,313,3,right+B,0.04176836460828781,0.22875092923641205,0.10247249901294708,0.5750889182090759,0.05191931501030922,1.1752620935440063,8.0,267.0,0,2,393,0,0,0,100,100,0
40,160,320,94,320,3,right+B,0.043938737362623215,0.23243831098079681,0.13507068157196045,0.538199782371521,0.05035252124071121,1.2307875156402588,6.0,273.0,0,2,392,0,0,0,100,100,0
41,164,327,80,327,1,right,0.03403171896934509,0.20581935346126556,0.10292474180459976,0.6241806149482727,0.03304353356361389,1.0812811851501465,7.0,280.0,0,2,392,0,0,0,100,100,0
42,168,335,79,335,3,right+B,0.026186397299170494,0.20164701342582703,0.08856181055307388,0.6649782657623291,0.018626481294631958,0.9784517884254456,8.0,288.0,0,2,392,0,0,0,100,100,0
43,172,344,97,344,2,right+A,0.03209073841571808,0.21850773692131042,0.12688228487968445,0.5985261797904968,0.02399306744337082,1.10135817527771,9.0,297.0,0,2,392,0,0,0,100,100,0
44,176,355,115,355,1,right,0.029668135568499565,0.21263785660266876,0.13861918449401855,0.59759521484375,0.021479589864611626,1.0976388454437256,11.0,308.0,0,2,392,0,0,0,100,100,0
45,180,367,109,367,1,right,0.03725546970963478,0.22638818621635437,0.17337799072265625,0.5312501192092896,0.03172830492258072,1.208184003829956,11.0,319.0,0,2,391,0,0,0,100,100,0
46,184,379,90,379,3,right+B,0.04078555479645729,0.25123417377471924,0.23284000158309937,0.4329231381416321,0.04221711680293083,1.3129348754882812,12.0,331.0,0,2,391,0,0,0,100,100,0
47,188,390,79,390,1,right,0.032938092947006226,0.1960049569606781,0.5530561208724976,0.13337916135787964,0.08462163805961609,1.237086296081543,11.0,342.0,0,2,391,0,0,0,100,100,0
48,192,397,93,397,2,right+A,0.014758561737835407,0.08066152781248093,0.7901898622512817,0.020085399970412254,0.09430472552776337,0.7525249123573303,7.0,349.0,0,2,391,0,0,0,100,100,0
49,196,404,109,404,2,right+A,0.012171764858067036,0.06517327576875687,0.7648793458938599,0.011928204447031021,0.14584730565547943,0.7702586054801941,7.0,356.0,0,2,391,0,0,0,100,100,0
50,200,411,123,411,2,right+A,0.026340965181589127,0.12901164591312408,0.6427537202835083,0.039861973375082016,0.16203169524669647,1.06742262840271,6.0,362.0,0,2,390,0,0,0,100,100,0
51,204,418,132,418,3,right+B,0.04685218259692192,0.2762196958065033,0.3347139060497284,0.2240515798330307,0.118162602186203,1.4526264667510986,7.0,369.0,0,2,390,0,0,0,100,100,0
52,208,425,132,425,3,right+B,0.050411656498909,0.31867027282714844,0.2278580367565155,0.319068044424057,0.08399196714162827,1.4245853424072266,7.0,376.0,0,2,390,0,0,0,100,100,0
53,212,432,124,432,3,right+B,0.04936680570244789,0.3413177728652954,0.1872740238904953,0.353573739528656,0.06846757233142853,1.3803198337554932,7.0,383.0,0,2,390,0,0,0,100,100,0
54,216,439,111,439,0,NOOP,0.041033193469047546,0.33269304037094116,0.13958337903022766,0.43846195936203003,0.0482284240424633,1.2797505855560303,7.0,390.0,0,2,390,0,0,0,100,100,0
55,220,446,111,446,3,right+B,0.037169940769672394,0.3358103632926941,0.11471004784107208,0.4727640450000763,0.03954565152525902,1.2191187143325806,6.0,396.0,0,2,389,0,0,0,100,100,0
56,224,454,111,454,0,NOOP,0.02943599782884121,0.3505184054374695,0.10114981979131699,0.49333906173706055,0.02555672638118267,1.1452763080596924,8.0,404.0,0,2,389,0,0,0,100,100,0
57,228,462,111,462,1,right,0.02248086780309677,0.3267488181591034,0.05746075510978699,0.5785707831382751,0.014738835394382477,0.9937001466751099,8.0,412.0,0,2,389,0,0,0,100,100,0
58,232,472,129,472,4,right+A+B,0.01919056475162506,0.3147834241390228,0.04561087489128113,0.6094150543212891,0.011000039055943489,0.9319690465927124,10.0,422.0,0,2,389,0,0,0,100,100,0
59,236,483,147,483,1,right,0.019632356241345406,0.3473864793777466,0.03719628229737282,0.585723340511322,0.01006152480840683,0.9264786243438721,11.0,433.0,0,2,389,0,0,0,100,100,0
60,240,495,153,495,1,right,0.014049596153199673,0.305838018655777,0.025300322100520134,0.648232638835907,0.0065794144757092,0.8293437957763672,11.0,444.0,0,2,388,0,0,0,100,100,0
61,244,507,146,507,3,right+B,0.014152472838759422,0.2907072901725769,0.026138965040445328,0.6607102155685425,0.008291027508676052,0.8282293677330017,12.0,456.0,0,2,388,0,0,0,100,100,0
62,248,519,126,519,1,right,0.026522958651185036,0.37073904275894165,0.10002931952476501,0.4588877260684967,0.043821003288030624,1.1889433860778809,12.0,468.0,0,2,388,0,0,0,100,100,0
63,252,531,104,531,1,right,0.029559168964624405,0.24639342725276947,0.33834564685821533,0.1470857411623001,0.23861606419086456,1.4397414922714233,12.0,480.0,0,2,388,0,0,0,100,100,0
64,256,543,84,543,4,right+A+B,0.024833127856254578,0.14858219027519226,0.35933011770248413,0.09981425106525421,0.3674403727054596,1.340736985206604,12.0,492.0,0,2,388,0,0,0,100,100,0
65,260,551,79,551,1,right,0.028895502910017967,0.16437087953090668,0.32584139704704285,0.15630167722702026,0.3245905637741089,1.419898271560669,7.0,499.0,0,2,387,0,0,0,100,100,0
66,264,558,79,558,1,right,0.03606780990958214,0.24859987199306488,0.106641985476017,0.4830903112888336,0.12560006976127625,1.3166028261184692,7.0,506.0,0,2,387,0,0,0,100,100,0
67,268,566,79,566,3,right+B,0.0353957861661911,0.2632162570953369,0.06749296188354492,0.5595750212669373,0.07431997358798981,1.169603943824768,8.0,514.0,0,2,387,0,0,0,100,100,0
68,272,575,79,575,3,right+B,0.04324113950133324,0.28512337803840637,0.06991993635892868,0.5252498984336853,0.07646564394235611,1.2144014835357666,9.0,523.0,0,2,387,0,0,0,100,100,0
69,276,587,79,587,3,right+B,0.043452125042676926,0.25139927864074707,0.06463846564292908,0.5803172588348389,0.060192860662937164,1.1453728675842285,12.0,535.0,0,2,387,0,0,0,100,100,0
70,280,594,79,595,1,right,0.0374751053750515,0.2238190919160843,0.05854015052318573,0.6368724703788757,0.043293118476867676,1.0475270748138428,7.0,542.0,0,2,386,0,0,0,100,100,0
71,284,594,79,595,3,right+B,0.029293080791831017,0.19669489562511444,0.047573670744895935,0.6986618041992188,0.027776610106229782,0.9182182550430298,0.0,542.0,1,2,386,0,0,0,100,100,0
72,288,594,79,595,3,right+B,0.029912305995821953,0.2098926603794098,0.06720151752233505,0.6665955781936646,0.026398008689284325,0.9803957343101501,0.0,542.0,2,2,386,0,0,0,100,100,0
73,292,594,79,595,3,right+B,0.02966815046966076,0.21560686826705933,0.0905022993683815,0.6380271315574646,0.026195526123046875,1.0347108840942383,0.0,542.0,3,2,386,0,0,0,100,100,0
74,296,594,79,595,3,right+B,0.03450387343764305,0.23821790516376495,0.13323275744915009,0.5582203269004822,0.03582509979605675,1.1711640357971191,0.0,542.0,4,2,386,0,0,0,100,100,0
75,300,594,79,595,1,right,0.0327540785074234,0.2325795292854309,0.12011121958494186,0.582331657409668,0.032223522663116455,1.1313211917877197,-1.0,541.0,5,2,385,0,0,0,100,100,0
76,304,594,79,595,3,right+B,0.032430652529001236,0.22929063439369202,0.10760404169559479,0.6008052229881287,0.029869435355067253,1.099736213684082,0.0,541.0,6,2,385,0,0,0,100,100,0
77,308,594,93,595,2,right+A,0.03183511272072792,0.22414906322956085,0.10560310631990433,0.6089572906494141,0.029455456882715225,1.0882208347320557,0.0,541.0,7,2,385,0,0,0,100,100,0
78,312,594,109,595,2,right+A,0.031131714582443237,0.22068235278129578,0.09908103197813034,0.6204284429550171,0.0286764744669199,1.068535566329956,0.0,541.0,8,2,385,0,0,0,100,100,0
79,316,595,121,595,1,right,0.029587315395474434,0.21538378298282623,0.09339096397161484,0.6340788006782532,0.027559153735637665,1.0441232919692993,0.0,541.0,9,2,385,0,0,0,100,100,0
80,320,596,127,596,1,right,0.030185386538505554,0.22009626030921936,0.10069120675325394,0.619917631149292,0.029109524562954903,1.0693514347076416,0.0,541.0,0,2,384,0,0,0,100,100,0
81,324,600,127,600,3,right+B,0.029807068407535553,0.21970027685165405,0.09470338374376297,0.6284509301185608,0.027338413521647453,1.051200032234192,4.0,545.0,0,2,384,0,0,0,100,100,0
82,328,605,127,605,3,right+B,0.029762279242277145,0.22075733542442322,0.1029418334364891,0.618224024772644,0.02831454947590828,1.0703741312026978,5.0,550.0,0,2,384,0,0,0,100,100,0
83,332,611,127,611,3,right+B,0.03082728199660778,0.22271279990673065,0.1332380622625351,0.5780970454216003,0.03512483835220337,1.1447349786758423,6.0,556.0,0,2,384,0,0,0,100,100,0
84,336,620,127,620,1,right,0.030047006905078888,0.2011820524930954,0.22932064533233643,0.49088039994239807,0.04856984689831734,1.261824607849121,9.0,565.0,0,2,384,0,0,0,100,100,0
85,340,630,127,630,1,right,0.02587258070707321,0.15408723056316376,0.42265304923057556,0.325065016746521,0.0723220705986023,1.301971435546875,9.0,574.0,0,2,383,0,0,0,100,100,0
86,344,641,127,641,0,NOOP,0.021480072289705276,0.09385829418897629,0.6776848435401917,0.10566261410713196,0.10131421685218811,1.0376707315444946,11.0,585.0,0,2,383,0,0,0,100,100,0
87,348,652,120,652,1,right,0.032279957085847855,0.11268991231918335,0.5992856621742249,0.11159154027700424,0.1441529393196106,1.1876038312911987,11.0,596.0,0,2,383,0,0,0,100,100,0
88,352,664,103,664,1,right,0.043102942407131195,0.15726102888584137,0.46696096658706665,0.13958707451820374,0.19308805465698242,1.3744378089904785,12.0,608.0,0,2,383,0,0,0,100,100,0
89,356,676,83,676,3,right+B,0.03749053552746773,0.21542581915855408,0.0952075943350792,0.591937243938446,0.059938762336969376,1.1567927598953247,12.0,620.0,0,2,383,0,0,0,100,100,0
90,360,688,97,688,2,right+A,0.041861455887556076,0.16010424494743347,0.4434821307659149,0.17009125649929047,0.18446095287799835,1.3998377323150635,11.0,631.0,0,2,382,0,0,0,100,100,0
91,364,700,117,700,2,right+A,0.023665612563490868,0.08304004371166229,0.5884783864021301,0.06523643434047699,0.23957957327365875,1.1276637315750122,12.0,643.0,0,2,382,0,0,0,100,100,0
92,368,712,133,712,2,right+A,0.028231706470251083,0.09682434052228928,0.5794295072555542,0.06667500734329224,0.2288394570350647,1.1610119342803955,12.0,655.0,0,2,382,0,0,0,100,100,0
93,372,724,147,724,2,right+A,0.045531220734119415,0.18461847305297852,0.3734678030014038,0.2481490820646286,0.14823347330093384,1.4492301940917969,12.0,667.0,0,2,382,0,0,0,100,100,0
94,376,736,156,736,2,right+A,0.0571897029876709,0.2612985670566559,0.17792432010173798,0.41908156871795654,0.08450593799352646,1.3947757482528687,12.0,679.0,0,2,382,0,0,0,100,100,0
95,380,748,160,748,0,NOOP,0.05316249281167984,0.26369279623031616,0.11992377787828445,0.4996064305305481,0.06361441314220428,1.283787488937378,11.0,690.0,0,2,381,0,0,0,100,100,0
96,384,760,152,760,1,right,0.06093331426382065,0.2623261511325836,0.1413448452949524,0.4621926546096802,0.07320304960012436,1.3461734056472778,12.0,702.0,0,2,381,0,0,0,100,100,0
97,388,772,133,772,4,right+A+B,0.05643888935446739,0.26201221346855164,0.1781286746263504,0.4314727485179901,0.07194743305444717,1.3725125789642334,12.0,714.0,0,2,381,0,0,0,100,100,0
98,392,784,113,784,3,right+B,0.0577167309820652,0.2857276201248169,0.2269005924463272,0.3435354232788086,0.0861196368932724,1.4373270273208618,12.0,726.0,0,2,381,0,0,0,100,100,0
99,396,796,93,796,1,right,0.061320871114730835,0.2503144145011902,0.3639819025993347,0.19683559238910675,0.1275472342967987,1.4683269262313843,12.0,738.0,0,2,381,0,0,0,100,100,0
100,400,808,90,808,1,right,0.06832960247993469,0.26013273000717163,0.31274518370628357,0.24561412632465363,0.11317826062440872,1.4885984659194946,-7.0,731.0,0,2,380,0,1,0,100,100,0
