time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/value_loss,train/entropy_loss,train/loss,train/clip_range,train/learning_rate
19,25.470299999999998,289.29,1406848,181,107,0.977952778339386,5480,-0.0084514657210093,0.028564453125,0.005520488,0.16637330409139395,-0.6961834654211998,0.04638540744781494,0.2,0.0001
20,25.4694,289.73,1407872,180,113,0.9708949327468872,5484,-0.00688484005513601,0.036865234375,0.005874966,0.2082472462207079,-0.6766431331634521,0.06007638946175575,0.2,0.0001
21,25.336899999999996,287.96,1408896,180,118,0.9843007922172546,5488,-0.007870061846915632,0.046875,0.0063735377,0.12469554180279374,-0.6868832595646381,0.013287657871842384,0.2,0.0001
22,25.145999999999994,284.25,1409920,180,124,0.9161452054977417,5492,-0.0038962007383815944,0.057861328125,0.010218901,0.7032607011497021,-0.7595753073692322,0.35800793766975403,0.2,0.0001
23,25.023900000000005,283.72,1410944,180,130,0.8870349526405334,5496,-0.00441201392095536,0.054443359375,0.007719365,0.6410259287804365,-0.5846261344850063,0.30877357721328735,0.2,0.0001
24,24.994899999999998,281.8,1411968,180,136,0.8911108374595642,5500,-0.00203279746347107,0.018798828125,0.0038238603,0.9592562206089497,-0.7072725556790829,0.5219456553459167,0.2,0.0001
25,24.948900000000002,280.3,1412992,180,141,0.8795539736747742,5504,-0.006903875328134745,0.03515625,0.0044744844,0.6607582755386829,-0.7091394700109959,0.23036983609199524,0.2,0.0001
26,25.0447,282.11,1414016,180,147,0.8662096858024597,5508,-0.005232543517195154,0.01513671875,0.00313382,0.6121224500238895,-0.6459205187857151,0.31816452741622925,0.2,0.0001
27,25.254,284.0,1415040,180,153,0.9535608887672424,5512,-0.005352653912268579,0.025634765625,0.0048297932,0.2781645441427827,-0.6768677532672882,0.06634970009326935,0.2,0.0001
28,25.254900000000003,283.33,1416064,179,159,0.9367832541465759,5516,-0.009065047313924879,0.07763671875,0.0109427655,0.4539139624685049,-0.6958622597157955,0.1485116183757782,0.2,0.0001
29,25.417399999999997,285.34,1417088,179,165,0.9726729393005371,5520,-0.005839799647219479,0.010986328125,0.002741618,0.16768968617543578,-0.610631350427866,0.059732235968112946,0.2,0.0001
30,25.377599999999997,284.92,1418112,179,170,0.9764658212661743,5524,-0.010810184816364199,0.056640625,0.006910839,0.16057858290150762,-0.6443697884678841,0.05197206884622574,0.2,0.0001
31,25.4965,285.06,1419136,179,176,0.8741533756256104,5528,-0.004308993025915697,0.028564453125,0.0061033075,0.9651774223893881,-0.5787120573222637,0.4693303108215332,0.2,0.0001
32,25.6434,287.86,1420160,179,182,0.9719905853271484,5532,-0.006632470962358639,0.0185546875,0.0042246836,0.2563217142596841,-0.6830687075853348,0.10778648406267166,0.2,0.0001
33,25.4665,285.28,1421184,179,188,0.9649807810783386,5536,-0.008371750998776406,0.082275390625,0.011123522,0.23129983060061932,-0.6128581464290619,0.07080896198749542,0.2,0.0001
34,25.4415,279.1,1422208,179,194,0.9159314632415771,5540,-0.003168087365338579,0.051025390625,0.008408262,0.641890337690711,-0.5908318571746349,0.2434891164302826,0.2,0.0001
35,25.3724,277.08,1423232,179,199,0.9363610148429871,5544,-0.00805947365006432,0.09716796875,0.01087068,0.2898080702871084,-0.5423531234264374,0.07748198509216309,0.2,0.0001
36,25.624499999999994,280.5,1424256,179,205,0.9637672305107117,5548,-0.005718581494875252,0.06591796875,0.01413992,0.24597418680787086,-0.6347329914569855,0.10292978584766388,0.2,0.0001
37,25.756299999999996,282.92,1425280,179,211,0.9846631288528442,5552,-0.0069058111403137445,0.03125,0.0058412584,0.10698147397488356,-0.6105294935405254,0.004086798056960106,0.2,0.0001
38,25.590999999999998,282.98,1426304,179,217,0.9363232851028442,5556,-0.0059206058795098215,0.017333984375,0.004345677,0.31475059408694506,-0.6872485242784023,0.09593212604522705,0.2,0.0001
39,25.3577,280.09,1427328,179,222,0.9097620248794556,5560,-0.005137940985150635,0.034912109375,0.007419379,0.42089601419866085,-0.5552235320210457,0.1391672044992447,0.2,0.0001
40,25.5629,281.94,1428352,179,228,0.9420883655548096,5564,-0.003838304284727201,0.03271484375,0.0071370765,0.481009379029274,-0.6822321861982346,0.20484372973442078,0.2,0.0001
41,25.646600000000003,281.33,1429376,179,234,0.978715717792511,5568,-0.005912163649554714,0.019775390625,0.0036873054,0.13757353369146585,-0.66352429240942,0.02143101580440998,0.2,0.0001
42,25.7025,280.94,1430400,179,240,0.8145229816436768,5572,-0.0015227129333652556,0.02685546875,0.0051386273,1.0393532663583755,-0.5532274283468723,0.2595546245574951,0.2,0.0001
43,25.703200000000002,280.52,1431424,178,246,0.9623515009880066,5576,-0.0077611434971913695,0.0244140625,0.0043977485,0.24327826593071222,-0.5459328144788742,0.0795363262295723,0.2,0.0001
44,25.8433,282.14,1432448,178,251,0.9787759184837341,5580,-0.0019453281711321324,0.049560546875,0.0062184148,0.1526577975600958,-0.6744899936020374,0.019428733736276627,0.2,0.0001
45,25.842900000000004,281.89,1433472,178,257,0.9825842380523682,5584,-0.007846089778468013,0.03271484375,0.0047650384,0.1335939816199243,-0.5286112278699875,0.047592103481292725,0.2,0.0001
46,25.527199999999997,278.34,1434496,178,263,0.9345422387123108,5588,-0.004757254384458065,0.02587890625,0.004444101,0.45949765481054783,-0.6486067399382591,0.20457406342029572,0.2,0.0001
47,25.5268,278.93,1435520,178,269,0.907362699508667,5592,-0.002140942437108606,0.024658203125,0.003050983,0.7319378554821014,-0.5371449291706085,0.40782982110977173,0.2,0.0001
48,25.334899999999998,275.45,1436544,178,274,0.9525073766708374,5596,-0.005471813725307584,0.03173828125,0.004830729,0.2506527826189995,-0.6344767399132252,0.11325724422931671,0.2,0.0001
49,25.5071,277.79,1437568,178,280,0.8585865497589111,5600,-0.001793975301552564,0.062744140625,0.008880131,0.9779208824038506,-0.5238966234028339,0.282523512840271,0.2,0.0001
50,25.751499999999997,281.63,1438592,178,286,0.9774085879325867,5604,-0.010366855975007638,0.08349609375,0.008207977,0.129498693626374,-0.5628331787884235,0.021377984434366226,0.2,0.0001
51,25.460499999999993,279.37,1439616,178,292,0.9598550796508789,5608,-0.00892590603325516,0.06298828125,0.013927802,0.31648685224354267,-0.6907623633742332,0.10853150486946106,0.2,0.0001
52,25.6741,281.31,1440640,178,297,0.8228490352630615,5612,0.004719774646218866,0.06396484375,0.008258697,1.1885238103568554,-0.5667450316250324,0.7384450435638428,0.2,0.0001
53,25.536700000000007,279.15,1441664,178,303,0.9766198396682739,5616,-0.004883362184045836,0.037841796875,0.006842629,0.17424631537869573,-0.6531810089945793,0.06661296635866165,0.2,0.0001
54,25.648200000000003,280.43,1442688,178,309,0.9271702766418457,5620,-0.0011999924608971924,0.012939453125,0.0025106042,0.4430304169654846,-0.639714926481247,0.2143467366695404,0.2,0.0001
55,25.572200000000006,282.39,1443712,178,315,0.9391213655471802,5624,-0.007050094078294933,0.037109375,0.007816935,0.2838012035936117,-0.4920975975692272,0.07427670061588287,0.2,0.0001
56,25.502500000000005,282.06,1444736,178,321,0.9145927429199219,5628,-0.002233184437500313,0.03955078125,0.005508152,0.4444402828812599,-0.4854624569416046,0.1896178424358368,0.2,0.0001
57,25.729200000000006,283.76,1445760,178,327,0.9716694355010986,5632,-0.008007330616237596,0.024169921875,0.004976036,0.23904664162546396,-0.6649139001965523,0.10488030314445496,0.2,0.0001
58,25.660600000000002,284.17,1446784,178,332,0.979476273059845,5636,-0.005879153031855822,0.02734375,0.0044322144,0.1611156016588211,-0.5296635851264,0.04819096624851227,0.2,0.0001
59,25.525300000000005,283.3,1447808,178,338,0.8594790697097778,5640,-0.002174229419324547,0.031005859375,0.0054579168,1.0661502555012703,-0.7276749461889267,0.4244413673877716,0.2,0.0001
60,25.508200000000002,283.53,1448832,178,344,0.8920904397964478,5644,-0.005990676581859589,0.04296875,0.006382644,0.60515908151865,-0.6056676097214222,0.2295062243938446,0.2,0.0001
61,25.498,285.11,1449856,178,350,0.9286096692085266,5648,-0.007490961492294446,0.0439453125,0.0067007644,0.3883078582584858,-0.569316029548645,0.19050408899784088,0.2,0.0001
62,25.678399999999996,287.4,1450880,178,355,0.9366465210914612,5652,-0.004844092414714396,0.040283203125,0.007890452,0.3149746246635914,-0.7034284435212612,0.04376358538866043,0.2,0.0001
63,25.3668,284.89,1451904,178,361,0.9159567952156067,5656,-0.007486850139684975,0.105712890625,0.01661823,0.5093468446284533,-0.6663611903786659,0.2002057284116745,0.2,0.0001
64,25.3006,282.47,1452928,178,367,0.8593994975090027,5660,-0.004926424066070467,0.040771484375,0.006793647,0.9620147496461868,-0.6018246784806252,0.5372718572616577,0.2,0.0001
65,25.1675,281.07,1453952,178,373,0.9538675546646118,5664,-0.006495223002275452,0.03173828125,0.004166988,0.27918444853276014,-0.753415584564209,0.11347977072000504,0.2,0.0001
66,24.887299999999996,275.24,1454976,178,379,0.950076162815094,5668,-0.0032693471875973046,0.00830078125,0.0020410744,0.3246335219591856,-0.5910508595407009,0.09160511940717697,0.2,0.0001
67,24.758399999999998,275.97,1456000,178,385,0.8270074129104614,5672,-0.0016495389572810382,0.02490234375,0.0057506105,1.181043405085802,-0.609536848962307,0.3168310523033142,0.2,0.0001
68,24.758699999999994,276.06,1457024,178,391,0.9246601462364197,5676,-0.00475195815670304,0.02783203125,0.0064446134,0.5784328002482653,-0.5985042080283165,0.24113555252552032,0.2,0.0001
69,24.9074,278.86,1458048,178,396,0.9641000032424927,5680,-0.007559876481536776,0.027099609375,0.004108315,0.1955677210353315,-0.59058952704072,0.041567809879779816,0.2,0.0001
70,24.774300000000004,276.69,1459072,178,402,0.9258409142494202,5684,-0.003117291402304545,0.0224609375,0.0053313896,0.7705610003322363,-0.5679762661457062,0.3850651979446411,0.2,0.0001
71,24.701800000000002,276.87,1460096,178,408,0.948859691619873,5688,-0.005679354362655431,0.02978515625,0.005126019,0.3280489817261696,-0.4875893294811249,0.1422557830810547,0.2,0.0001
72,24.4553,275.14,1461120,178,414,0.9674136638641357,5692,-0.010166307067265734,0.0673828125,0.010060358,0.22684864234179258,-0.686001356691122,0.08288406580686569,0.2,0.0001
73,24.653500000000005,276.32,1462144,178,419,0.8998017907142639,5696,-0.005589815671555698,0.082275390625,0.012433169,0.596009474247694,-0.5631092451512814,0.2538425922393799,0.2,0.0001
74,24.766500000000004,277.04,1463168,178,425,0.9513668417930603,5700,-0.0028574554598890245,0.052978515625,0.004863736,0.384704346768558,-0.5945728421211243,0.18186452984809875,0.2,0.0001
75,24.756299999999996,281.37,1464192,178,431,0.9476732015609741,5704,-0.005739466403611004,0.064697265625,0.008889014,0.279009816236794,-0.7566383816301823,0.11817032843828201,0.2,0.0001
76,24.960799999999995,284.3,1465216,178,436,0.9716766476631165,5708,-0.004594725905917585,0.023681640625,0.005359334,0.16562109673395753,-0.7100767940282822,0.04922784864902496,0.2,0.0001
77,25.073099999999997,285.09,1466240,178,442,0.9750033617019653,5712,-0.003743989102076739,0.0341796875,0.00282125,0.13040565699338913,-0.513604024425149,0.029688801616430283,0.2,0.0001
78,25.1462,284.44,1467264,178,448,0.9198493957519531,5716,-0.004590414464473724,0.060546875,0.0064250245,0.566210662946105,-0.46837062761187553,0.35862863063812256,0.2,0.0001
79,25.609900000000007,289.17,1468288,178,454,0.981194257736206,5720,-0.004442031378857791,0.03173828125,0.004010755,0.13494088547304273,-0.5918090008199215,0.03978400304913521,0.2,0.0001
80,25.544800000000006,288.33,1469312,177,460,0.9391599893569946,5724,-0.005402749316999689,0.0283203125,0.004821558,0.2978068310767412,-0.49627846106886864,0.09570765495300293,0.2,0.0001
81,25.5379,290.19,1470336,177,465,0.9144671559333801,5728,-0.005557014839723706,0.060546875,0.005430595,0.4848005585372448,-0.5299355741590261,0.27288106083869934,0.2,0.0001
82,25.610300000000002,290.08,1471360,178,471,0.9711090326309204,5732,-0.005912239372264594,0.022216796875,0.0053679454,0.2227816442027688,-0.6417075023055077,0.06721049547195435,0.2,0.0001
83,25.8232,289.97,1472384,177,477,0.9807339310646057,5736,-0.0021581960609182715,0.027099609375,0.005194489,0.1207990050315857,-0.5710804313421249,0.01851051114499569,0.2,0.0001
84,25.962400000000002,291.96,1473408,178,483,0.9878138303756714,5740,-0.005936813337029889,0.041259765625,0.0053789387,0.08412771066650748,-0.5254775490611792,0.009584197774529457,0.2,0.0001
85,25.970600000000005,290.96,1474432,177,489,0.9884689450263977,5744,-0.006126043823314831,0.02978515625,0.005720029,0.0798441763035953,-0.5773228257894516,0.018959298729896545,0.2,0.0001
86,26.176400000000005,293.23,1475456,177,494,0.9553351998329163,5748,-0.0027059744170401245,0.030517578125,0.00516229,0.36888700537383556,-0.5150118004530668,0.1520552933216095,0.2,0.0001
87,26.421700000000005,296.41,1476480,177,500,0.9491856694221497,5752,-0.0052608780533773825,0.020263671875,0.003276293,0.25037925504148006,-0.5030220318585634,0.09378854930400848,0.2,0.0001
88,26.507600000000007,295.62,1477504,177,506,0.9878595471382141,5756,-0.004217368637910113,0.0234375,0.0050348565,0.07443440961651504,-0.5227270592004061,0.006787877529859543,0.2,0.0001
89,26.820099999999996,297.83,1478528,177,512,0.9515692591667175,5760,-0.004580155189614743,0.032958984375,0.004226197,0.35413137450814247,-0.46695697493851185,0.1991361379623413,0.2,0.0001
90,26.595799999999993,294.65,1479552,177,517,0.9541829228401184,5764,-0.004064705164637417,0.069091796875,0.010550718,0.21050563408061862,-0.44814090989530087,0.06431283056735992,0.2,0.0001
91,26.533399999999997,292.36,1480576,177,523,0.8571292757987976,5768,-0.0018479421851225197,0.024169921875,0.0048890244,0.885019700974226,-0.44582577981054783,0.36791321635246277,0.2,0.0001
92,26.8897,294.86,1481600,177,529,0.9505432844161987,5772,-0.0037649098958354443,0.030517578125,0.004092145,0.3349880324676633,-0.47538856975734234,0.19282282888889313,0.2,0.0001
93,26.888100000000005,295.44,1482624,177,535,0.989876389503479,5776,-0.007871203706599772,0.068603515625,0.005862383,0.07261028769426048,-0.5769121274352074,-0.0016741082072257996,0.2,0.0001
94,27.090899999999998,298.12,1483648,177,540,0.9510325193405151,5780,-0.004255368636222556,0.027099609375,0.0053921053,0.14790877792984247,-0.6250042505562305,0.02107572741806507,0.2,0.0001
95,27.3064,300.56,1484672,178,546,0.9933217763900757,5784,-0.006429391680285335,0.03125,0.0043485644,0.056440459098666906,-0.5156193692237139,0.002901100553572178,0.2,0.0001
96,27.6125,302.52,1485696,178,552,0.9353839159011841,5788,-0.004956338845659047,0.0390625,0.008081077,0.5571908243000507,-0.5106288958340883,0.255904883146286,0.2,0.0001
97,27.8029,304.13,1486720,178,558,0.9873742461204529,5792,-0.007614354486577213,0.050537109375,0.0094115315,0.10108814993873239,-0.5624869801104069,0.02400892600417137,0.2,0.0001
98,27.709799999999994,300.77,1487744,178,563,0.9944274425506592,5796,-0.006373172102030367,0.029052734375,0.0048203478,0.039484562585130334,-0.536420650780201,-0.0021721050143241882,0.2,0.0001
99,27.7515,301.65,1488768,177,569,0.9320549368858337,5800,-0.0021263473317958415,0.034912109375,0.006295419,0.573352288454771,-0.5975260995328426,0.15091118216514587,0.2,0.0001
100,27.953400000000002,305.55,1489792,177,575,0.9049626588821411,5804,-0.005995266052195802,0.01904296875,0.0034053088,0.6041705142706633,-0.5078139621764421,0.25894418358802795,0.2,0.0001
101,27.980900000000002,305.86,1490816,178,580,0.9648798108100891,5808,-0.0037689448217861354,0.072998046875,0.007383138,0.16398330125957727,-0.7006963565945625,0.055904410779476166,0.2,0.0001
102,28.2559,307.18,1491840,178,586,0.9704669117927551,5812,-0.0037665811250917614,0.02294921875,0.0037374604,0.14048641733825207,-0.47593596391379833,0.03972070664167404,0.2,0.0001
103,28.144600000000004,305.69,1492864,178,592,0.9811966419219971,5816,-0.006742740486515686,0.0302734375,0.00422919,0.12945412704721093,-0.4898921549320221,0.028263911604881287,0.2,0.0001
104,28.3636,308.19,1493888,178,598,0.9668835401535034,5820,-0.004346007131971419,0.031982421875,0.0043764124,0.20831425487995148,-0.5086841620504856,0.04861815646290779,0.2,0.0001
105,28.1974,300.44,1494912,178,603,0.99449223279953,5824,-0.00711010058876127,0.041748046875,0.005325781,0.04813948553055525,-0.5572442151606083,-0.01561267301440239,0.2,0.0001
106,28.2762,301.04,1495936,178,609,0.9424871206283569,5828,-0.004166459490079433,0.0390625,0.006665494,0.4388497984036803,-0.46820741705596447,0.2319691777229309,0.2,0.0001
107,28.3204,301.6,1496960,178,615,0.9833831787109375,5832,-0.00916645210236311,0.048828125,0.009184026,0.1351719442754984,-0.5401031263172626,0.03798704594373703,0.2,0.0001
108,28.3187,302.72,1497984,178,621,0.9785624146461487,5836,-0.007063561148243025,0.055908203125,0.007435237,0.14327331585809588,-0.5748396404087543,0.05272714048624039,0.2,0.0001
109,28.350600000000004,304.57,1499008,178,627,0.9825918078422546,5840,-0.008560543647035956,0.040771484375,0.0053035505,0.11895172018557787,-0.613261379301548,0.03689220920205116,0.2,0.0001
110,28.3521,304.15,1500032,178,632,0.9365176558494568,5844,-0.0033446421148255467,0.02734375,0.0045496146,0.605642220005393,-0.6564051322638988,0.3102300763130188,0.2,0.0001
111,28.071800000000003,300.21,1501056,178,638,0.9549714922904968,5848,-0.0027924197784159333,0.023681640625,0.004827306,0.24038163665682077,-0.6853797771036625,0.06382270157337189,0.2,0.0001
112,28.070200000000003,300.75,1502080,178,644,0.8612864017486572,5852,-0.0010546815901761875,0.033447265625,0.004404852,0.8853104896843433,-0.5118501782417297,0.26622483134269714,0.2,0.0001
113,27.809099999999997,298.78,1503104,178,649,0.9834118485450745,5856,-0.006316288665402681,0.0185546875,0.0037241073,0.12112377677112818,-0.5896507427096367,0.013531425967812538,0.2,0.0001
114,27.673099999999998,297.39,1504128,178,655,0.9372106790542603,5860,-0.0047646076418459415,0.05517578125,0.009301195,0.5102239344269037,-0.5850761793553829,0.18146897852420807,0.2,0.0001
115,27.807999999999996,298.92,1505152,178,661,0.9464759826660156,5864,-0.005377145251259208,0.0419921875,0.007126227,0.33669738098978996,-0.5401000902056694,0.13403461873531342,0.2,0.0001
116,27.812199999999997,297.17,1506176,178,667,0.9701900482177734,5868,-0.0049470640369690955,0.034912109375,0.004580398,0.20844969153404236,-0.5789976827800274,0.06413981318473816,0.2,0.0001
117,27.6768,297.81,1507200,178,672,0.9833237528800964,5872,-0.00568880228092894,0.033203125,0.004954844,0.10281171416863799,-0.6185528747737408,0.01686127483844757,0.2,0.0001
118,27.7482,299.57,1508224,178,678,0.9075817465782166,5876,-0.0005936782690696418,0.062255859375,0.014558611,0.44515969790518284,-0.46779264882206917,0.1173160970211029,0.2,0.0001
119,27.703700000000005,299.99,1509248,178,684,0.9815513491630554,5880,-0.006798202259233221,0.051513671875,0.0061806557,0.14939855877310038,-0.6964381746947765,0.035160668194293976,0.2,0.0001
120,27.7787,303.09,1510272,178,690,0.900304913520813,5884,-0.0014053759805392474,0.032470703125,0.004608684,0.7512268126010895,-0.5249985046684742,0.2659429907798767,0.2,0.0001
121,27.872900000000005,305.4,1511296,178,695,0.9642945528030396,5888,-0.0033364248811267316,0.026611328125,0.0049101235,0.22995812632143497,-0.540043331682682,0.07521676272153854,0.2,0.0001
122,27.8288,306.56,1512320,178,701,0.9798686504364014,5892,-0.009139048983342946,0.041748046875,0.006929761,0.15495650563389063,-0.58437055721879,0.03230299428105354,0.2,0.0001
123,27.829100000000004,306.36,1513344,178,707,0.9796779751777649,5896,-0.009423248673556373,0.064208984375,0.008884574,0.15348002361133695,-0.6117369383573532,0.03957434743642807,0.2,0.0001
124,27.8328,305.2,1514368,178,713,0.9918117523193359,5900,-0.005051738873589784,0.027587890625,0.004898367,0.06516107358038425,-0.6132450774312019,-0.0027734488248825073,0.2,0.0001
125,27.893900000000002,306.2,1515392,178,718,0.9829362034797668,5904,-0.013311521397554316,0.064453125,0.009114297,0.12573127076029778,-0.6451208554208279,0.025086693465709686,0.2,0.0001
126,27.827199999999998,304.6,1516416,178,724,0.9562603831291199,5908,-0.004386157845146954,0.013916015625,0.004289867,0.39266277104616165,-0.5898156128823757,0.23013733327388763,0.2,0.0001
127,27.637099999999997,303.38,1517440,178,730,0.9649825096130371,5912,-0.006888404837809503,0.050537109375,0.008233055,0.2226583445444703,-0.504317868500948,0.07256809622049332,0.2,0.0001
128,27.7241,303.98,1518464,178,736,0.9346539974212646,5916,-0.0015704381803516299,0.0146484375,0.0047202343,0.46189083717763424,-0.547320045530796,0.2159380167722702,0.2,0.0001
129,27.711900000000004,307.32,1519488,178,741,0.9164714813232422,5920,-0.0012544080091174692,0.0205078125,0.002289158,0.560097761452198,-0.46911282651126385,0.23621410131454468,0.2,0.0001
130,27.7591,305.38,1520512,178,747,0.916584312915802,5924,-0.002362135477596894,0.012939453125,0.003141563,0.4482996314764023,-0.5097209066152573,0.15248320996761322,0.2,0.0001
131,27.5956,304.92,1521536,178,753,0.9795979261398315,5928,-0.005023281380999833,0.029541015625,0.0054823738,0.14568402152508497,-0.6412713602185249,0.037238240242004395,0.2,0.0001
132,27.507199999999997,303.35,1522560,178,759,0.9476825594902039,5932,-0.003240901743993163,0.027099609375,0.0050135897,0.38310053292661905,-0.5076025035232306,0.13790881633758545,0.2,0.0001
133,27.5079,303.26,1523584,178,764,0.9341488480567932,5936,-0.003084428419242613,0.033203125,0.0034909816,0.5056028785184026,-0.5486731939017773,0.276028037071228,0.2,0.0001
134,27.3717,301.93,1524608,178,770,0.9558367729187012,5940,-0.004413937189383432,0.060791015625,0.0052785547,0.1879630321636796,-0.6336538940668106,0.04784993827342987,0.2,0.0001
135,27.498700000000003,307.77,1525632,178,776,0.9532788991928101,5944,-0.0011009807349182665,0.031494140625,0.0044991397,0.38128994638100266,-0.6686876006424427,0.12274446338415146,0.2,0.0001
136,27.564899999999998,310.32,1526656,178,782,0.9590423703193665,5948,-0.006788007158320397,0.0517578125,0.006031782,0.23667221330106258,-0.6287344917654991,0.06830287724733353,0.2,0.0001
137,27.411899999999996,307.4,1527680,178,787,0.9910874366760254,5952,-0.004170710948528722,0.03369140625,0.0039469143,0.06312169600278139,-0.5618457160890102,0.015781648457050323,0.2,0.0001
138,27.446599999999993,308.19,1528704,178,793,0.9114189147949219,5956,-0.0028578511555679142,0.02783203125,0.0072751176,0.516889987513423,-0.563344232738018,0.0890607014298439,0.2,0.0001
139,27.4489,306.4,1529728,178,799,0.9008833765983582,5960,-0.004131701658479869,0.043212890625,0.004903163,0.5721881873905659,-0.42370736971497536,0.16831699013710022,0.2,0.0001
140,27.579500000000003,309.83,1530752,178,805,0.9508341550827026,5964,-0.0007197261875262484,0.031982421875,0.006007322,0.2854312602430582,-0.4694061800837517,0.10600072890520096,0.2,0.0001
141,27.650900000000007,309.6,1531776,178,811,0.9830718040466309,5968,-0.0033236258022952825,0.015625,0.0029877506,0.10227464092895389,-0.5648098438978195,0.02948228269815445,0.2,0.0001
142,27.771600000000003,309.69,1532800,178,816,0.9935697317123413,5972,-0.007297852484043688,0.026611328125,0.0046913004,0.05036624823696911,-0.5460161156952381,0.012854116968810558,0.2,0.0001
143,27.784999999999997,309.2,1533824,178,822,0.9226096272468567,5976,-0.0037748035974800587,0.026611328125,0.0069112065,0.5824838122352958,-0.5122818537056446,0.34401077032089233,0.2,0.0001
144,27.547200000000004,306.83,1534848,178,828,0.9211234450340271,5980,-0.004897832026472315,0.026611328125,0.0056850147,0.6216057203710079,-0.5673769637942314,0.11713912338018417,0.2,0.0001
145,27.546799999999998,306.51,1535872,178,833,0.8629411458969116,5984,-0.00399569611181505,0.030029296875,0.008041901,0.8521815445274115,-0.5454424880445004,0.3971700966358185,0.2,0.0001
146,27.302000000000007,304.69,1536896,178,839,0.9642993211746216,5988,-0.005340707371942699,0.026611328125,0.0055203335,0.19155049044638872,-0.5181630700826645,0.04137237370014191,0.2,0.0001
147,27.339699999999997,304.5,1537920,178,845,0.8864402770996094,5992,2.8484384529292583e-05,0.018798828125,0.0032908,0.7353881020098925,-0.5437570735812187,0.16275319457054138,0.2,0.0001
148,27.3395,303.18,1538944,178,851,0.9273984432220459,5996,-0.004184779652860016,0.030517578125,0.005790957,0.5308288298547268,-0.5578600242733955,0.3261983096599579,0.2,0.0001
