time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/value_loss,train/entropy_loss,train/approx_kl,train/clip_range,train/loss,train/learning_rate,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss
81,134.74,450,184,10.384099999999998,814712,0.7885412462055683,-0.9960649758577347,0.008207228,0.2,0.3599887490272522,0.0001,3172,0.5407668352127075,0.031982421875,-0.004260350426193327
82,135.28,456,184,10.503900000000003,815736,0.7287806235253811,-0.9939207024872303,0.0046879924,0.2,0.3775176703929901,0.0001,3176,0.5666372179985046,0.01611328125,-0.0028475401632022113
83,135.62,461,184,10.495899999999999,816760,0.7948928028345108,-0.9926173090934753,0.0096109,0.2,0.3870084285736084,0.0001,3180,0.49745410680770874,0.07763671875,-0.007343977049458772
84,139.21,467,184,10.6152,817784,0.4607893954962492,-0.9553746804594994,0.005704142,0.2,0.17142441868782043,0.0001,3184,0.7876498103141785,0.01904296875,-0.0030259974591899663
85,140.57,472,184,10.798099999999998,818808,1.1912361457943916,-0.9849630296230316,0.007628836,0.2,0.43635445833206177,0.0001,3188,0.3861271142959595,0.04443359375,-0.0008741712372284383
86,138.7,478,184,10.594800000000003,819832,0.7592461854219437,-0.9881558865308762,0.010836729,0.2,0.32578298449516296,0.0001,3192,0.4932584762573242,0.085693359375,-0.004686806860263459
87,143.08,483,184,10.778799999999999,820856,0.5567959081381559,-1.0196909680962563,0.005431759,0.2,0.2569144368171692,0.0001,3196,0.6500025391578674,0.0146484375,-0.003019235882675275
88,143.62,489,184,10.6028,821880,0.2743354728445411,-1.0370421931147575,0.008104219,0.2,0.06658318638801575,0.0001,3200,0.7667027115821838,0.075439453125,-0.004839630113565363
89,142.64,494,184,10.4927,822904,0.6382524389773607,-1.0181834548711777,0.0049632173,0.2,0.22134490311145782,0.0001,3204,0.6199020147323608,0.017333984375,-0.0015615244046784937
90,142.19,500,184,10.3807,823928,0.7245835512876511,-1.0241830982267857,0.0024035876,0.2,0.3106439411640167,0.0001,3208,0.6586567163467407,0.00732421875,-0.0006416258838726208
91,145.74,506,184,10.5201,824952,0.6856550183147192,-1.0320079699158669,0.004391054,0.2,0.231849804520607,0.0001,3212,0.6077248454093933,0.008056640625,-0.0020374403102323413
92,144.66,511,184,10.5271,825976,0.6632853075861931,-1.0464175790548325,0.007819811,0.2,0.25780239701271057,0.0001,3216,0.5989558696746826,0.03173828125,-0.0020426101982593536
93,143.01,517,184,10.365900000000002,827000,0.6931283734738827,-1.0047059282660484,0.0062439097,0.2,0.25927668809890747,0.0001,3220,0.6249953508377075,0.02490234375,-0.0074400194571353495
94,140.83,522,184,10.1042,828024,0.7192433252930641,-0.9980056062340736,0.0087507665,0.2,0.2947049140930176,0.0001,3224,0.561455488204956,0.037841796875,-0.0031653877231292427
95,141.87,528,184,10.120499999999998,829048,0.6698463894426823,-1.0118494741618633,0.009216271,0.2,0.2742491066455841,0.0001,3228,0.6927835941314697,0.0703125,-0.004427639883942902
96,142.19,533,184,9.9948,830072,0.4076795130968094,-1.0427268370985985,0.013792941,0.2,0.17006449401378632,0.0001,3232,0.7300389409065247,0.07275390625,-0.005349754443159327
97,135.28,539,184,9.6276,831096,0.4975222572684288,-1.074892409145832,0.0035855963,0.2,0.2219063937664032,0.0001,3236,0.6749342679977417,0.046142578125,-0.0048298362526111305
98,137.68,545,184,9.737100000000002,832120,0.5447019245475531,-1.0383015722036362,0.008955451,0.2,0.24462372064590454,0.0001,3240,0.6478762626647949,0.048828125,-0.004740946460515261
99,139.01,550,184,9.810299999999998,833144,0.5877475347369909,-1.0416225492954254,0.005263045,0.2,0.24554112553596497,0.0001,3244,0.6003098487854004,0.0283203125,-0.005133090977324173
100,136.12,556,184,9.7223,834168,0.625467861071229,-1.030471883714199,0.0041014627,0.2,0.281252920627594,0.0001,3248,0.5206441879272461,0.012939453125,-0.0016965793038252741
101,138.6,561,184,9.8829,835192,0.7606206052005291,-1.0335379838943481,0.0044637215,0.2,0.34281954169273376,0.0001,3252,0.42176979780197144,0.01953125,-0.004539221205050126
102,139.96,567,184,10.1157,836216,0.5039549693465233,-0.9883894957602024,0.0046792673,0.2,0.17867383360862732,0.0001,3256,0.42685192823410034,0.013671875,0.0004342323518358171
103,140.25,573,184,10.1365,837240,0.602482259273529,-0.980344146490097,0.017609859,0.2,0.20215190947055817,0.0001,3260,0.521535336971283,0.1123046875,-0.004073638090630993
104,142.34,578,184,10.2383,838264,0.7625555917620659,-0.9594964720308781,0.002609576,0.2,0.38134151697158813,0.0001,3264,0.5511136054992676,0.0107421875,-0.0027903103618882596
105,139.69,583,184,10.082599999999998,839288,0.8624581880867481,-0.956297691911459,0.0040655965,0.2,0.5026403069496155,0.0001,3268,0.43178248405456543,0.013427734375,-0.0036643659113906324
106,138.5,589,184,9.9833,840312,0.7655442990362644,-0.992801196873188,0.0023037395,0.2,0.2961954176425934,0.0001,3272,0.622965931892395,0.00732421875,-0.0009736661450006068
107,138.26,594,184,9.930399999999999,841336,0.612145971506834,-0.9883495084941387,0.0029005795,0.2,0.2376140058040619,0.0001,3276,0.5171992778778076,0.0048828125,-0.00269698747433722
108,142.67,600,184,10.3323,842360,0.8034896776080132,-0.9885934963822365,0.005887547,0.2,0.30887237191200256,0.0001,3280,0.5635727643966675,0.01904296875,-0.0015310378221329302
109,140.87,606,184,10.3155,843384,0.6086411774158478,-0.9071001186966896,0.007032491,0.2,0.26948127150535583,0.0001,3284,0.5169492363929749,0.0166015625,-0.0026592946669552475
110,141.55,611,184,10.4126,844408,0.8602612800896168,-0.9510073699057102,0.009985324,0.2,0.3998291790485382,0.0001,3288,0.3851855397224426,0.056884765625,-0.004072861396707594
111,137.39,617,184,10.1719,845432,0.6971982009708881,-0.9841902703046799,0.010707194,0.2,0.25000500679016113,0.0001,3292,0.5607178211212158,0.052001953125,-0.0029092555050738156
112,139.27,623,184,10.253700000000002,846456,0.5554901119321585,-1.0082470029592514,0.0062044845,0.2,0.21011729538440704,0.0001,3296,0.6629785299301147,0.02490234375,-0.0034169334976468235
113,135.28,628,184,9.9328,847480,0.6521128974854946,-1.035508431494236,0.0055033923,0.2,0.22738081216812134,0.0001,3300,0.5152336359024048,0.029052734375,-0.002974138071294874
114,138.44,634,184,10.180399999999999,848504,0.7163088172674179,-1.0565517619252205,0.0036328773,0.2,0.3673647344112396,0.0001,3304,0.5002892017364502,0.0068359375,-0.002813336832332425
115,136.12,639,184,10.123700000000001,849528,0.308865400031209,-1.055009163916111,0.0044802045,0.2,0.11135326325893402,0.0001,3308,0.6890794038772583,0.0087890625,-0.0019797529675997794
116,138.32,645,184,10.180200000000003,850552,0.42261328734457493,-1.032108448445797,0.004645056,0.2,0.18300771713256836,0.0001,3312,0.6746360063552856,0.00927734375,-0.0033786463900469244
117,146.28,650,184,10.752300000000002,851576,0.5129978228360415,-1.0390493795275688,0.0036682389,0.2,0.25242942571640015,0.0001,3316,0.4606889486312866,0.01513671875,-0.0017800202185753733
118,143.9,656,184,10.573400000000001,852600,0.4117608144879341,-1.030739150941372,0.0057262145,0.2,0.1629808396100998,0.0001,3320,0.6791478395462036,0.02685546875,-0.00466704391874373
119,149.84,662,184,10.804400000000001,853624,0.49460197798907757,-1.0411845222115517,0.008595779,0.2,0.20055502653121948,0.0001,3324,0.5942175388336182,0.02734375,-0.004370935057522729
120,150.59,667,184,10.9849,854648,0.5702665448188782,-1.0117213688790798,0.0016081384,0.2,0.16812476515769958,0.0001,3328,0.7149477005004883,0.002197265625,-0.0008979606791399419
121,151.49,673,184,11.023800000000001,855672,0.4972210116684437,-0.9765819683670998,0.0098181795,0.2,0.2673889994621277,0.0001,3332,0.6569277048110962,0.0595703125,-0.0031659624655731022
122,151.77,678,184,11.0628,856696,0.5867804680019617,-0.9814298935234547,0.0042956793,0.2,0.2866337299346924,0.0001,3336,0.6801717877388,0.015625,-0.004800137365236878
123,152.08,684,184,11.081900000000001,857720,0.5460928734391928,-0.9663762487471104,0.0021294071,0.2,0.238302081823349,0.0001,3340,0.6813327074050903,0.00390625,-0.0013219107640907168
124,151.43,689,184,11.0687,858744,0.5848362911492586,-0.976277943700552,0.0040268367,0.2,0.24502494931221008,0.0001,3344,0.651810884475708,0.015869140625,-0.0013469782716128975
125,152.23,695,184,11.1243,859768,0.6312936209142208,-0.9931565262377262,0.0052494453,0.2,0.26700517535209656,0.0001,3348,0.5428804159164429,0.016357421875,-0.004480402858462185
126,154.74,701,184,11.334599999999998,860792,0.4351637829095125,-0.9852535389363766,0.014958401,0.2,0.18613608181476593,0.0001,3352,0.6812134385108948,0.08154296875,-0.0039863862039055675
127,157.99,706,184,11.709899999999998,861816,0.6970461048185825,-0.9816142022609711,0.0020641035,0.2,0.302851140499115,0.0001,3356,0.5871738195419312,0.000244140625,-0.0029244216857478023
128,160.87,712,184,11.8806,862840,0.7242981866002083,-0.9647250585258007,0.0038146265,0.2,0.33855903148651123,0.0001,3360,0.4976379871368408,0.0107421875,-0.0017846678383648396
129,162.32,717,183,12.0693,863864,0.6682274118065834,-0.9702759608626366,0.005387769,0.2,0.3488648533821106,0.0001,3364,0.5666564702987671,0.02099609375,-0.0034131563152186573
130,162.28,723,184,11.9432,864888,0.47459518164396286,-0.977084394544363,0.0021832045,0.2,0.13736151158809662,0.0001,3368,0.6285057663917542,0.00341796875,-0.003999593143817037
131,161.87,728,184,11.9427,865912,0.6654424965381622,-0.9761141389608383,0.0029348074,0.2,0.327051043510437,0.0001,3372,0.5963283777236938,0.02685546875,-0.0024374199856538326
132,151.22,734,184,11.377699999999999,866936,0.7548875100910664,-0.9957016184926033,0.0051371735,0.2,0.2772718071937561,0.0001,3376,0.5933401584625244,0.03759765625,-0.0012923415342811495
133,147.1,740,183,11.2524,867960,1.173169769346714,-0.9785411395132542,0.0071390197,0.2,0.5105597972869873,0.0001,3380,0.3717014789581299,0.058349609375,-0.000903868640307337
134,145.19,745,183,11.126299999999997,868984,0.7961897552013397,-0.9973791502416134,0.0036911517,0.2,0.3964548408985138,0.0001,3384,0.4021177887916565,0.015625,8.544226875528693e-05
135,143.35,751,183,10.955,870008,0.7137323580682278,-1.0105974934995174,0.0036691162,0.2,0.29494357109069824,0.0001,3388,0.620903730392456,0.0107421875,-0.0030853383941575885
136,139.66,756,183,10.6355,871032,0.7229995802044868,-1.0416086539626122,0.003130784,0.2,0.3105104863643646,0.0001,3392,0.41586923599243164,0.009033203125,-0.002621464285766706
137,140.41,762,183,10.6306,872056,0.9182373136281967,-1.0198672786355019,0.0023451354,0.2,0.3559907078742981,0.0001,3396,0.5619484782218933,0.004150390625,-0.0024613600835436955
138,138.59,768,183,10.500300000000003,873080,0.5268173851072788,-1.0167571380734444,0.004345351,0.2,0.23289789259433746,0.0001,3400,0.6166408061981201,0.0126953125,-0.004581819899613038
139,135.0,773,183,10.169699999999999,874104,0.6141966730356216,-1.0286470651626587,0.002019985,0.2,0.3110382854938507,0.0001,3404,0.511075496673584,0.0029296875,-0.0019546224939404055
140,138.54,779,183,10.3446,875128,0.4500487670302391,-1.036202922463417,0.0030669703,0.2,0.17440581321716309,0.0001,3408,0.644445538520813,0.007568359375,-0.004584711423376575
141,139.81,784,183,10.5263,876152,0.6122506055980921,-1.0023156180977821,0.003730698,0.2,0.2729194462299347,0.0001,3412,0.6281875371932983,0.007568359375,-0.0033635607978794724
142,139.61,790,184,10.4629,877176,0.6201607789844275,-0.9971783049404621,0.00983449,0.2,0.23756125569343567,0.0001,3416,0.5407489538192749,0.04931640625,-0.0025816638953983784
143,137.25,795,183,10.3937,878200,0.4691505376249552,-1.0152668431401253,0.005669957,0.2,0.18320699036121368,0.0001,3420,0.6791442632675171,0.0380859375,-0.0016888946411199868
144,135.89,801,183,10.257999999999997,879224,0.6136128604412079,-1.012430764734745,0.009196157,0.2,0.24248966574668884,0.0001,3424,0.6961868405342102,0.03759765625,-0.0032337979500880465
145,136.59,807,183,10.2053,880248,0.6085921712219715,-1.058779165148735,0.0065380833,0.2,0.23461014032363892,0.0001,3428,0.6110568046569824,0.06884765625,-0.006260861147893593
146,138.29,812,183,10.285,881272,0.5603206939995289,-1.037082351744175,0.012325015,0.2,0.2482953667640686,0.0001,3432,0.6988235712051392,0.078857421875,-0.004635293531464413
147,144.17,818,183,10.452399999999997,882296,0.584720628336072,-1.0762153789401054,0.00465348,0.2,0.3130331337451935,0.0001,3436,0.5562880039215088,0.01220703125,-0.00117509625852108
148,145.87,823,183,10.626700000000001,883320,0.6303179301321507,-1.0686166882514954,0.006985265,0.2,0.2594226896762848,0.0001,3440,0.6439038515090942,0.017578125,-0.005430202465504408
149,149.25,829,183,10.9596,884344,0.6874557100236416,-1.022900141775608,0.015200786,0.2,0.3055233657360077,0.0001,3444,0.5409371852874756,0.103515625,-0.007067212485708296
150,149.72,834,183,11.075799999999997,885368,0.6345216110348701,-1.0187415778636932,0.005744651,0.2,0.2585621774196625,0.0001,3448,0.584134578704834,0.019775390625,-0.0038490332663059235
