time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/value_loss,train/entropy_loss,train/approx_kl,train/clip_range,train/loss,train/learning_rate,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss
151,152.99,840,183,11.2508,886392,0.8860410489141941,-1.034237615764141,0.021551013,0.2,0.2801830768585205,0.0001,3452,0.4372928738594055,0.097412109375,-0.011455732441390865
152,156.85,845,183,11.393400000000003,887416,0.9078057110309601,-1.0695443600416183,0.0032884707,0.2,0.38457009196281433,0.0001,3456,0.5093574523925781,0.0166015625,0.003500079386867583
153,155.7,851,183,11.2375,888440,0.46015327982604504,-1.0905962437391281,0.010664032,0.2,0.18385516107082367,0.0001,3460,0.6607671976089478,0.071533203125,-0.0027677397010847926
154,156.73,857,183,11.3244,889464,0.7202496528625488,-1.0517463609576225,0.007087016,0.2,0.2545606791973114,0.0001,3464,0.524585485458374,0.031005859375,-0.002511570288334042
155,157.76,862,183,11.395300000000002,890488,0.6062165088951588,-1.0313152372837067,0.010392545,0.2,0.2805216312408447,0.0001,3468,0.6523615121841431,0.048828125,-0.0026369147963123396
156,155.22,868,183,11.1403,891512,0.5066003389656544,-1.0421248078346252,0.0029785733,0.2,0.21444648504257202,0.0001,3472,0.6330336332321167,0.009521484375,-0.003327874612296
157,154.28,873,183,11.026099999999996,892536,0.7808912880718708,-1.0416431799530983,0.0026700331,0.2,0.363435834646225,0.0001,3476,0.5752965211868286,0.018310546875,-0.0008237313886638731
158,155.39,879,183,11.208999999999998,893560,0.5669298879802227,-1.0304355397820473,0.0074323863,0.2,0.2914230525493622,0.0001,3480,0.5896201133728027,0.031005859375,-0.004427679959917441
159,157.14,884,183,11.237700000000002,894584,0.399806160479784,-1.0031417459249496,0.0045359796,0.2,0.14769798517227173,0.0001,3484,0.7533817291259766,0.0126953125,9.521859465166926e-05
160,154.35,890,183,11.167200000000001,895608,0.7088622488081455,-1.0103288926184177,0.004780652,0.2,0.26729023456573486,0.0001,3488,0.7091963291168213,0.014892578125,-0.003957544518925715
161,154.79,896,183,11.256599999999999,896632,0.6216614935547113,-1.0366228818893433,0.009064398,0.2,0.22129538655281067,0.0001,3492,0.6467183828353882,0.027099609375,-0.0038026240654289722
