elapsed_seconds,timesteps,return,length,max_x,completed
0.356,731884,251.0,29,314,0
0.825,732036,620.0,67,690,0
0.921,732068,632.0,75,704,0
0.969,732084,629.0,79,702,0
1.7,732332,745.0,112,824,0
2.586,732632,1045.0,149,1128,0
5.883,732868,1419.0,200,1514,0
5.907,732876,1357.0,136,1439,0
6.711,733144,609.0,69,679,0
7.367,733360,1719.0,182,1796,0
7.989,733572,2654.0,372,2767,0
8.093,733608,1193.0,183,1278,0
8.675,733804,1434.0,165,1523,0
11.698,733988,1068.0,157,1155,0
11.932,734068,615.0,66,684,0
11.99,734088,780.0,129,859,0
12.048,734108,249.0,30,312,0
12.229,734172,1053.0,141,1128,0
13.261,734524,824.0,114,899,0
13.754,734692,1339.0,146,1416,0
13.766,734696,1347.0,152,1433,0
13.88,734736,1339.0,141,1415,0
17.029,734900,628.0,94,696,0
18.15,735240,641.0,136,722,0
18.248,735272,1046.0,145,1129,0
18.818,735460,1434.0,181,1525,0
19.165,735576,635.0,76,706,0
19.178,735580,251.0,30,314,0
19.635,735728,1861.0,207,1949,0
22.771,735948,611.0,93,685,0
23.111,736064,1432.0,206,1528,0
23.452,736176,747.0,112,825,0
23.581,736220,1444.0,160,1523,0
23.811,736300,651.0,88,723,0
24.449,736516,653.0,74,722,0
24.804,736628,248.0,28,311,0
25.655,736860,1585.0,171,1675,0
28.568,737012,1441.0,178,1526,0
29.412,737300,1327.0,168,1415,0
30.329,737592,1038.0,183,1128,0
30.365,737604,3061.0,385,3161,1
30.874,737772,1584.0,190,1677,0
33.859,737916,823.0,154,899,0
34.822,738236,813.0,161,899,0
35.293,738384,1045.0,153,1130,0
35.433,738428,1337.0,206,1435,0
36.279,738704,1433.0,197,1525,0
39.66,739016,1339.0,195,1434,0
39.926,739100,585.0,168,675,0
40.115,739160,816.0,194,900,0
40.164,739176,1052.0,118,1129,0
40.749,739376,626.0,69,694,0
41.733,739708,612.0,83,685,0
41.757,739716,1327.0,175,1416,0
41.864,739752,1352.0,148,1438,0
42.014,739804,1056.0,157,1136,0
42.36,739924,250.0,30,314,0
45.246,740064,620.0,89,695,0
45.688,740200,1049.0,121,1127,0
45.854,740252,644.0,82,710,0
45.986,740296,1354.0,136,1435,0
46.745,740548,611.0,74,681,0
47.054,740652,1333.0,147,1416,0
47.338,740748,1045.0,137,1126,0
50.615,741012,738.0,179,822,0
51.622,741344,613.0,83,686,0
51.752,741388,1436.0,210,1527,0
51.763,741392,1440.0,185,1526,0
52.075,741500,248.0,28,311,0
52.388,741608,1685.0,215,1783,0
52.638,741692,610.0,87,684,0
52.777,741740,652.0,87,723,0
53.005,741820,629.0,80,702,0
53.545,742004,653.0,78,722,0
56.446,742112,600.0,73,671,0
57.509,742476,1428.0,217,1524,0
57.52,742480,1582.0,185,1674,0
58.157,742692,1360.0,145,1442,0
58.275,742732,608.0,64,678,0
58.358,742760,1036.0,189,1129,0
58.439,742788,632.0,77,704,0
58.639,742856,250.0,31,314,0
61.855,743108,626.0,87,694,0
62.206,743228,616.0,93,684,0
63.02,743504,1880.0,203,1961,0
63.157,743552,1324.0,191,1417,0
63.483,743664,249.0,28,311,0
63.822,743780,640.0,138,722,0
63.869,743796,1343.0,172,1434,0
64.278,743916,243.0,34,299,0
67.504,744152,813.0,162,898,0
67.938,744300,627.0,96,702,0
68.064,744344,1423.0,170,1511,0
69.788,744924,1322.0,193,1415,0
70.154,745044,244.0,30,308,0
70.227,745068,2357.0,318,2473,0
72.903,745144,1348.0,200,1435,0
73.034,745188,242.0,30,305,0
73.916,745480,638.0,84,704,0
73.986,745504,653.0,79,722,0
75.326,745920,1423.0,219,1522,0
75.525,745980,3051.0,420,3161,1
75.708,746036,248.0,29,311,0
78.609,746164,250.0,32,314,0
78.633,746172,1348.0,173,1438,0
78.737,746208,1575.0,176,1667,0
79.34,746416,609.0,63,679,0
79.744,746548,624.0,94,699,0
80.367,746744,634.0,82,701,0
80.763,746860,1572.0,220,1673,0
80.909,746908,1345.0,175,1434,0
81.234,747020,617.0,69,680,0
84.53,747304,1435.0,189,1529,0
85.617,747616,614.0,78,686,0
85.865,747692,1033.0,196,1127,0
85.889,747700,1319.0,210,1415,0
85.984,747732,255.0,29,311,0
86.416,747876,1574.0,214,1672,0
86.822,748012,247.0,34,311,0
86.919,748044,655.0,78,724,0
86.966,748060,634.0,92,708,0
90.312,748352,1042.0,163,1131,0
90.349,748364,630.0,80,701,0
91.218,748652,1330.0,160,1416,0
91.851,748864,1582.0,201,1679,0
92.148,748964,1349.0,153,1435,0
92.783,749176,1694.0,203,1788,0
95.386,749208,1042.0,139,1125,0
95.593,749272,635.0,77,707,0
96.189,749464,737.0,150,824,0
96.546,749584,249.0,30,312,0
97.614,749924,1353.0,163,1442,0
97.711,749956,596.0,93,671,0
97.977,750044,1424.0,209,1520,0
98.0,750052,249.0,32,312,0
98.127,750096,1695.0,230,1789,0
100.993,750216,246.0,30,310,0
101.495,750388,625.0,84,699,0
101.779,750484,608.0,67,679,0
102.145,750608,722.0,163,810,0
102.26,750648,1048.0,151,1127,0
102.835,750844,1075.0,114,1154,0
103.679,751132,732.0,131,814,0
103.714,751144,1040.0,165,1126,0
107.156,751460,1439.0,154,1526,0
107.86,751692,1690.0,261,1796,0
107.907,751708,819.0,141,900,0
108.094,751772,1039.0,160,1126,0
109.438,752208,1861.0,187,1954,0
112.251,752312,1346.0,151,1434,0
112.464,752384,1590.0,173,1681,0
112.616,752436,1352.0,166,1442,0
113.637,752772,1333.0,141,1416,0
114.544,753072,1432.0,172,1522,0
114.618,753096,637.0,81,710,0
114.853,753176,1573.0,216,1670,0
117.782,753288,1867.0,213,1962,0
118.579,753552,1051.0,114,1128,0
118.946,753672,730.0,96,807,0
119.136,753736,780.0,166,869,0
119.297,753792,764.0,154,848,0
120.822,754292,1043.0,155,1129,0
123.647,754412,252.0,30,314,0
123.826,754472,1319.0,230,1417,0
124.262,754620,1339.0,207,1431,0
124.487,754696,1690.0,240,1793,0
125.439,754996,637.0,94,713,0
125.943,755152,1434.0,170,1517,0
126.075,755196,1036.0,196,1129,0
128.995,755360,629.0,91,704,0
129.318,755472,249.0,28,312,0
129.905,755636,1568.0,235,1671,0
130.435,755808,1433.0,164,1521,0
130.602,755864,1040.0,167,1128,0
130.817,755936,250.0,32,312,0
131.28,756092,1049.0,114,1125,0
131.602,756200,816.0,182,898,0
131.911,756304,595.0,110,673,0
134.65,756408,629.0,79,700,0
136.119,756872,1922.0,234,2021,0
136.454,756988,248.0,29,311,0
136.669,757060,1148.0,189,1235,0
136.669,757060,1335.0,215,1434,0
136.982,757168,1574.0,190,1667,0
140.2,757404,633.0,86,707,0
140.548,757520,1355.0,133,1437,0
140.885,757636,1438.0,144,1523,0
141.243,757760,1046.0,148,1130,0
141.988,758016,814.0,153,898,0
142.324,758132,1064.0,153,1151,0
142.674,758252,775.0,154,862,0
142.845,758312,1047.0,138,1128,0
146.89,758796,642.0,136,724,0
146.983,758828,1345.0,174,1435,0
147.843,759124,1408.0,277,1515,0
148.027,759188,608.0,98,677,0
148.062,759200,1573.0,222,1675,0
151.268,759456,639.0,83,712,0
151.503,759524,1328.0,174,1414,0
152.336,759748,825.0,140,899,0
152.546,759816,1447.0,154,1526,0
152.616,759840,595.0,96,670,0
153.375,760096,606.0,64,676,0
153.41,760108,652.0,90,724,0
153.734,760220,251.0,31,314,0
154.22,760388,610.0,70,680,0
154.377,760440,1706.0,229,1789,0
156.943,760456,1426.0,160,1513,0
157.274,760572,632.0,88,706,0
158.118,760864,1053.0,119,1131,0
158.315,760932,602.0,90,676,0
158.452,760980,1060.0,135,1137,0
159.026,761180,654.0,79,723,0
159.128,761216,1336.0,190,1429,0
162.928,761660,1342.0,182,1435,0
162.999,761684,810.0,176,899,0
163.72,761928,1324.0,187,1416,0
164.037,762036,1432.0,205,1524,0
164.279,762120,1060.0,109,1137,0
164.791,762296,1432.0,159,1521,0
168.32,762636,635.0,85,707,0
168.52,762704,1697.0,194,1793,0
168.742,762780,1458.0,165,1531,0
170.751,763436,1334.0,200,1430,0
170.777,763444,1042.0,166,1128,0
173.505,763536,2650.0,375,2760,0
173.655,763588,1412.0,221,1513,0
175.266,764104,1587.0,167,1676,0
175.71,764228,1330.0,160,1415,0
176.083,764348,1702.0,226,1795,0
176.463,764476,248.0,32,312,0
176.512,764492,1558.0,239,1660,0
179.304,764604,245.0,32,308,0
179.822,764772,1326.0,136,1408,0
180.151,764876,1039.0,193,1129,0
180.313,764928,638.0,81,711,0
180.522,764996,1049.0,126,1128,0
181.138,765200,623.0,81,696,0
181.796,765420,1045.0,162,1130,0
182.06,765508,634.0,77,706,0
185.107,765692,1325.0,191,1417,0
185.482,765808,248.0,29,311,0
185.896,765936,249.0,32,313,0
186.313,766076,1927.0,270,2028,0
186.586,766168,1341.0,187,1435,0
186.958,766292,1323.0,196,1417,0
190.423,766628,1573.0,173,1656,0
191.404,766944,1150.0,163,1237,0
191.61,767012,1422.0,234,1524,0
191.646,767024,591.0,99,666,0
192.355,767264,608.0,63,677,0
193.351,767608,1350.0,166,1433,0
195.897,767612,3068.0,361,3161,1
195.897,767612,1332.0,147,1416,0
197.105,768028,1037.0,191,1130,0
197.565,768164,244.0,34,300,0
198.427,768448,1431.0,210,1528,0
198.451,768456,1863.0,211,1943,0
198.691,768536,1418.0,231,1521,0
198.823,768580,252.0,31,309,0
201.585,768664,252.0,32,316,0
202.51,768976,745.0,99,820,0
202.534,768984,636.0,80,709,0
202.639,769020,1336.0,214,1433,0
202.792,769072,759.0,156,847,0
203.478,769304,632.0,80,704,0
203.689,769376,615.0,89,689,0
204.221,769556,639.0,145,723,0
207.429,769772,1040.0,175,1129,0
207.73,769876,1057.0,125,1129,0
208.399,770108,602.0,84,676,0
208.849,770260,1418.0,239,1518,0
209.02,770320,1070.0,111,1149,0
209.196,770380,1861.0,206,1956,0
209.703,770540,657.0,70,725,0
212.972,770784,1326.0,169,1413,0
213.868,771092,1337.0,178,1421,0
214.101,771172,1322.0,213,1417,0
214.661,771364,605.0,68,676,0
215.168,771532,1717.0,187,1801,0
215.195,771540,1046.0,250,1151,0
218.548,771816,616.0,69,686,0
219.073,771992,1323.0,205,1417,0
219.539,772148,634.0,83,707,0
219.717,772204,1329.0,168,1418,0
220.416,772428,1930.0,266,2022,0
223.893,772756,1354.0,138,1437,0
224.0,772792,1348.0,161,1435,0
224.21,772864,1708.0,218,1798,0
225.093,773164,1342.0,184,1435,0
225.664,773340,1048.0,119,1126,0
225.855,773400,1435.0,161,1524,0
226.664,773672,1335.0,220,1433,0
226.855,773728,588.0,97,663,0
229.486,773788,247.0,29,310,0
229.669,773848,249.0,30,312,0
230.244,774036,1448.0,159,1529,0
230.503,774124,1576.0,240,1677,0
230.795,774220,611.0,93,678,0
230.869,774244,250.0,30,314,0
231.619,774496,1433.0,177,1523,0
231.854,774568,627.0,81,700,0
232.009,774612,249.0,29,311,0
232.06,774628,816.0,148,898,0
236.145,775112,1049.0,125,1130,0
236.267,775152,1150.0,146,1234,0
237.063,775412,635.0,75,707,0
237.537,775568,1330.0,235,1432,0
237.997,775724,1336.0,143,1417,0
241.012,775912,635.0,86,703,0
241.906,776216,636.0,76,708,0
242.294,776344,1927.0,233,2027,0
242.694,776480,1322.0,189,1413,0
242.844,776532,3027.0,578,3161,1
243.635,776788,656.0,77,725,0
243.694,776808,621.0,69,692,0
246.331,776860,1048.0,129,1128,0
246.41,776888,1329.0,168,1417,0
247.116,777132,618.0,81,691,0
247.559,777284,611.0,99,680,0
248.109,777472,1345.0,153,1431,0
248.697,777672,1048.0,135,1128,0
251.951,777944,2654.0,289,2759,0
252.22,778036,1314.0,188,1408,0
252.582,778156,1328.0,171,1416,0
253.083,778328,1445.0,164,1527,0
253.106,778336,621.0,75,692,0
253.24,778384,1073.0,110,1150,0
253.422,778448,621.0,73,692,0
