decision,raw_frames,x,y,max_x,action,action_name,prob_0,prob_1,prob_2,prob_3,prob_4,action_entropy_nats,native_reward,native_reward_sum,no_progress_decisions,life,game_time,flag_get,terminated,truncated,game_score,score_gain,coins
1,4,40,79,40,1,right,0.03565302491188049,0.21899856626987457,0.10238822549581528,0.6052387356758118,0.0377214178442955,1.1123393774032593,0.0,0.0,1,2,400,0,0,0,0,0,0
2,8,42,79,42,3,right+B,0.035570673644542694,0.21903777122497559,0.10225701332092285,0.605468213558197,0.037666384130716324,1.111759901046753,2.0,2.0,0,2,400,0,0,0,0,0,0
3,12,45,93,45,2,right+A,0.03542528674006462,0.21875044703483582,0.10223520547151566,0.6059488654136658,0.03764024376869202,1.1109435558319092,3.0,5.0,0,2,400,0,0,0,0,0,0
4,16,50,108,50,3,right+B,0.035989612340927124,0.22037599980831146,0.10475775599479675,0.6001272797584534,0.038749366998672485,1.121687412261963,5.0,10.0,0,2,400,0,0,0,0,0,0
5,20,55,112,55,1,right,0.03600180894136429,0.2213565558195114,0.10566382110118866,0.5979413390159607,0.03903649002313614,1.12506103515625,4.0,14.0,0,2,399,0,0,0,0,0,0
6,24,61,106,61,3,right+B,0.03527318686246872,0.21813298761844635,0.10354900360107422,0.604621946811676,0.038422852754592896,1.1143760681152344,6.0,20.0,0,2,399,0,0,0,0,0,0
7,28,68,89,68,3,right+B,0.035714998841285706,0.2192150503396988,0.10460460186004639,0.6016701459884644,0.03879522532224655,1.1196037530899048,7.0,27.0,0,2,399,0,0,0,0,0,0
8,32,75,79,75,0,NOOP,0.03568938374519348,0.22134707868099213,0.10489677637815475,0.5994935035705566,0.03857332840561867,1.1215715408325195,7.0,34.0,0,2,399,0,0,0,0,0,0
9,36,82,79,82,3,right+B,0.03577529266476631,0.22173729538917542,0.10482197254896164,0.5986402630805969,0.03902513533830643,1.1233081817626953,7.0,41.0,0,2,399,0,0,0,0,0,0
10,40,91,79,91,1,right,0.035867154598236084,0.22221729159355164,0.10597924143075943,0.5973350405693054,0.03860129788517952,1.124891996383667,8.0,49.0,0,2,398,0,0,0,0,0,0
11,44,101,97,101,4,right+A+B,0.04049535095691681,0.24477943778038025,0.126918226480484,0.5408692955970764,0.04693765565752983,1.2123247385025024,10.0,59.0,0,2,398,0,0,0,0,0,0
12,48,113,117,113,4,right+A+B,0.04904692992568016,0.26916566491127014,0.1982550472021103,0.4086613953113556,0.07487096637487411,1.3817152976989746,12.0,71.0,0,2,398,0,0,0,0,0,0
13,52,125,132,125,3,right+B,0.05202212557196617,0.26941365003585815,0.3160723149776459,0.23773029446601868,0.12476160377264023,1.472367525100708,12.0,83.0,0,2,398,0,0,0,0,0,0
14,56,137,134,137,3,right+B,0.04744036868214607,0.29933053255081177,0.2900589108467102,0.2499091625213623,0.11326095461845398,1.4578913450241089,12.0,95.0,0,2,398,0,0,0,0,0,0
