decision,raw_frames,x,y,max_x,action,action_name,prob_0,prob_1,prob_2,prob_3,prob_4,action_entropy_nats,native_reward,native_reward_sum,no_progress_decisions,life,game_time,flag_get,terminated,truncated
1,4,40,93,40,2,right+A,0.010931262746453285,0.043536022305488586,0.4534462094306946,0.30863553285598755,0.18345099687576294,1.2183648347854614,0.0,0.0,1,2,400,0,0,0
2,8,42,109,42,2,right+A,0.010933750309050083,0.04353612661361694,0.4532358944416046,0.3087744414806366,0.18351978063583374,1.2184897661209106,2.0,2.0,0,2,400,0,0,0
3,12,44,121,44,3,right+B,0.010920673608779907,0.04352472722530365,0.45395058393478394,0.30761462450027466,0.18398939073085785,1.2183904647827148,2.0,4.0,0,2,400,0,0,0
4,16,48,122,48,4,right+A+B,0.010989552363753319,0.043698571622371674,0.4536745846271515,0.3076583445072174,0.1839790642261505,1.219062089920044,4.0,8.0,0,2,400,0,0,0
5,20,53,113,53,3,right+B,0.011019782163202763,0.04379231110215187,0.4532467722892761,0.30850744247436523,0.18343369662761688,1.2192291021347046,4.0,12.0,0,2,399,0,0,0
6,24,58,94,58,2,right+A,0.011033911257982254,0.043817661702632904,0.4540310204029083,0.30692288279533386,0.18419450521469116,1.219412922859192,5.0,17.0,0,2,399,0,0,0
7,28,65,79,65,2,right+A,0.011055528186261654,0.04383912682533264,0.45353564620018005,0.30773982405662537,0.18382984399795532,1.2195327281951904,7.0,24.0,0,2,399,0,0,0
8,32,72,79,72,3,right+B,0.010855483822524548,0.043346818536520004,0.4535072147846222,0.30903714895248413,0.1832534372806549,1.2176140546798706,7.0,31.0,0,2,399,0,0,0
9,36,82,79,82,3,right+B,0.010939477942883968,0.04356168955564499,0.4533542990684509,0.3089388906955719,0.18320560455322266,1.2183496952056885,10.0,41.0,0,2,399,0,0,0
10,40,93,79,93,3,right+B,0.010977620258927345,0.04368800297379494,0.4533553421497345,0.3087391257286072,0.1832399070262909,1.2187418937683105,10.0,51.0,0,2,398,0,0,0
