elapsed_seconds,timesteps,return,length,max_x,completed
0.7,897296,609.0,60,679,0
0.803,897332,617.0,69,687,0
0.883,897360,655.0,76,724,0
2.445,897868,1047.0,134,1128,0
2.87,898008,1334.0,162,1414,0
5.693,898088,1689.0,258,1783,0
6.049,898188,1934.0,223,2024,0
6.634,898376,612.0,72,684,0
7.564,898672,1327.0,166,1408,0
7.601,898684,633.0,77,704,0
7.625,898692,1047.0,126,1125,0
7.986,898816,1431.0,237,1528,0
8.448,898968,634.0,71,705,0
12.117,899336,1328.0,161,1414,0
12.454,899448,1342.0,158,1430,0
12.584,899492,1048.0,131,1128,0
12.9,899592,1416.0,230,1510,0
13.024,899632,654.0,74,723,0
13.283,899720,236.0,32,300,0
13.37,899748,251.0,29,314,0
13.506,899792,613.0,86,688,0
14.378,900068,624.0,80,697,0
17.382,900208,1337.0,179,1429,0
17.596,900280,1045.0,140,1126,0
18.025,900412,1332.0,155,1417,0
18.568,900572,654.0,73,723,0
19.4,900824,1432.0,189,1514,0
19.519,900864,1039.0,164,1126,0
19.909,900996,584.0,106,662,0
23.157,901220,1345.0,202,1434,0
23.209,901236,606.0,93,681,0
23.918,901468,735.0,161,824,0
24.801,901736,1718.0,185,1794,0
25.032,901808,1044.0,147,1126,0
25.166,901852,250.0,29,313,0
26.087,902160,632.0,77,703,0
28.95,902300,1570.0,208,1667,0
29.207,902384,1342.0,144,1427,0
29.356,902432,1843.0,299,1958,0
31.303,903076,755.0,194,850,0
31.423,903116,1347.0,183,1433,0
31.528,903152,1423.0,248,1525,0
31.632,903188,1705.0,189,1788,0
34.534,903320,611.0,61,680,0
34.997,903440,246.0,30,309,0
35.077,903464,631.0,87,704,0
35.239,903516,633.0,91,708,0
36.753,904004,818.0,141,899,0
36.873,904044,1736.0,214,1818,0
37.345,904204,1146.0,172,1235,0
40.199,904320,248.0,29,311,0
40.211,904324,1311.0,215,1408,0
40.433,904400,598.0,89,671,0
41.245,904676,620.0,89,688,0
41.522,904768,1718.0,191,1795,0
45.926,905380,1867.0,264,1960,0
46.398,905536,1930.0,215,2026,0
46.434,905548,1425.0,195,1520,0
46.617,905612,1720.0,303,1820,0
47.6,905944,1338.0,141,1423,0
47.92,906052,1055.0,129,1128,0
48.016,906084,818.0,134,898,0
48.238,906160,816.0,137,898,0
48.475,906240,641.0,74,711,0
51.229,906312,612.0,65,682,0
51.669,906456,621.0,74,684,0
52.943,906876,742.0,141,825,0
53.11,906932,1329.0,173,1417,0
53.388,907024,1871.0,235,1956,0
53.513,907064,1440.0,152,1526,0
56.836,907328,612.0,66,683,0
57.883,907680,1339.0,187,1434,0
58.121,907760,1315.0,221,1414,0
58.263,907808,1696.0,196,1789,0
58.606,907924,1430.0,149,1516,0
58.842,908000,662.0,80,724,0
62.849,908492,1586.0,171,1677,0
62.958,908528,1423.0,151,1508,0
63.103,908576,1941.0,204,2026,0
64.068,908892,1865.0,223,1955,0
65.362,909288,1741.0,178,1818,0
68.25,909400,1030.0,227,1128,0
68.458,909472,1419.0,236,1522,0
68.942,909632,1338.0,185,1433,0
69.568,909832,599.0,90,674,0
70.183,910036,1437.0,159,1525,0
70.207,910044,1565.0,189,1657,0
71.026,910328,653.0,71,722,0
73.817,910448,1440.0,154,1517,0
74.406,910640,1579.0,252,1678,0
74.471,910660,624.0,83,698,0
75.061,910828,610.0,95,685,0
75.2,910864,1594.0,207,1679,0
79.314,911408,817.0,145,900,0
79.529,911476,1337.0,204,1434,0
79.821,911568,1879.0,232,1957,0
79.956,911612,1440.0,187,1526,0
81.14,912004,1348.0,149,1433,0
81.521,912132,1047.0,141,1130,0
82.255,912372,1876.0,224,1959,0
85.04,912448,1937.0,209,2025,0
86.031,912776,637.0,82,710,0
86.318,912872,1856.0,217,1955,0
86.318,912872,1361.0,125,1441,0
86.563,912956,1435.0,206,1526,0
86.984,913100,629.0,81,701,0
87.312,913212,626.0,85,700,0
90.997,913624,1733.0,188,1820,0
91.032,913636,1044.0,170,1129,0
91.715,913864,1329.0,191,1413,0
91.799,913892,604.0,67,675,0
91.87,913916,1698.0,176,1781,0
92.829,914240,1043.0,151,1127,0
96.046,914472,1430.0,145,1513,0
96.16,914512,1043.0,162,1129,0
96.379,914588,248.0,29,311,0
96.482,914624,1039.0,177,1128,0
96.945,914784,1351.0,136,1434,0
97.337,914920,243.0,34,307,0
97.349,914924,611.0,75,683,0
97.717,915052,1438.0,135,1519,0
98.344,915268,1715.0,170,1797,0
98.403,915288,732.0,92,808,0
98.597,915356,632.0,76,703,0
101.666,915536,1334.0,153,1418,0
102.002,915652,248.0,29,311,0
102.105,915688,628.0,83,700,0
102.889,915960,1040.0,168,1128,0
103.445,916152,1056.0,125,1128,0
103.525,916180,1051.0,123,1129,0
103.816,916280,1713.0,253,1797,0
104.398,916472,641.0,73,712,0
107.832,916768,1331.0,154,1416,0
107.878,916784,1325.0,206,1417,0
108.048,916844,609.0,93,676,0
108.515,917004,1588.0,181,1672,0
109.913,917460,1329.0,173,1415,0
109.913,917460,1450.0,169,1530,0
112.682,917564,1348.0,140,1432,0
112.75,917588,248.0,32,312,0
113.598,917880,654.0,73,723,0
113.68,917908,1919.0,266,2023,0
113.908,917988,1045.0,132,1125,0
114.393,918148,1341.0,146,1426,0
118.898,918820,1589.0,168,1669,0
119.082,918880,1695.0,223,1782,0
119.85,919136,2651.0,314,2762,0
124.198,919760,1709.0,220,1799,0
125.143,920048,638.0,72,709,0
125.538,920180,2313.0,568,2472,0
126.231,920416,630.0,92,705,0
126.581,920524,2631.0,426,2763,0
129.749,920724,612.0,77,684,0
129.786,920736,2629.0,400,2764,0
129.866,920764,1330.0,146,1414,0
130.953,921136,1435.0,153,1523,0
131.559,921344,816.0,152,900,0
131.974,921488,1713.0,191,1800,0
135.286,921736,613.0,62,681,0
135.758,921884,1589.0,187,1672,0
135.925,921940,1681.0,294,1790,0
137.035,922320,1413.0,244,1515,0
137.082,922336,816.0,150,900,0
137.336,922424,1050.0,121,1129,0
