time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/policy_gradient_loss,rollout/ep_len_mean,train/explained_variance,train/clip_range,train/value_loss,rollout/ep_rew_mean,train/entropy_loss,train/clip_fraction,train/n_updates,train/loss,train/learning_rate,train/approx_kl
2534388,111,673,168,-0.0016566308040637523,280.86,0.7830452919006348,0.2,0.07688251766376197,19.815900000000003,-0.18876524362713099,0.005615234375,9875,0.025631777942180634,1e-05,0.0011181561
2535412,112,680,168,-0.0005618058785330504,280.86,0.3877556324005127,0.2,0.646700456738472,19.817,-0.2808266468346119,0.000244140625,9879,0.36179688572883606,1e-05,0.00034395343
2536436,113,686,168,-0.00016608581063337624,280.86,0.8010721206665039,0.2,0.019010618212632835,19.817,-0.1669733887538314,0.0,9883,0.004145029466599226,1e-05,7.651537e-05
2537460,114,693,168,-0.00116818564129062,281.79,0.8165773153305054,0.2,0.02121249318588525,19.771250000000002,-0.16348135005682707,0.0,9887,0.009759867563843727,1e-05,0.00013603235
2538484,115,699,168,-0.002696409763302654,281.79,0.8414518237113953,0.2,0.07061838125810027,19.771250000000002,-0.22664949391037226,0.001953125,9891,0.034878917038440704,1e-05,0.0006417228
2539508,116,705,168,-0.0011724006035365164,281.79,0.9023942351341248,0.2,0.007580085308291018,19.771250000000002,-0.15524065773934126,0.002197265625,9895,0.001068661455065012,1e-05,0.00046548725
2540532,117,712,168,-0.0008927031594794244,281.79,0.9280484914779663,0.2,0.005126539719640277,19.771250000000002,-0.15723624732345343,0.001220703125,9899,0.002116382820531726,1e-05,0.00042857073
2541556,118,718,168,-0.002212083971244283,282.46,0.8447188138961792,0.2,0.018735650868620723,19.7469,-0.16869546379894018,0.002685546875,9903,0.0055738831870257854,1e-05,0.0006883185
2542580,119,724,168,-0.0032769234385341406,282.59,0.7503536343574524,0.2,0.07058858405798674,19.7473,-0.1979939118027687,0.001953125,9907,0.03526639938354492,1e-05,0.00054495345
2543604,120,730,168,-0.00012945216440130025,284.3,0.7814052700996399,0.2,0.1308953589759767,19.92735,-0.23469263408333063,0.000732421875,9911,0.05057450011372566,1e-05,0.00045247708
2544628,121,737,168,-0.00015269947471097112,287.44,0.8314415216445923,0.2,0.12991532729938626,19.877499999999998,-0.21854903735220432,0.000244140625,9915,0.04725208133459091,1e-05,0.00045736285
