elapsed_seconds,timesteps,return,length,max_x,completed
0.428,415064,253.0,34,310,0
0.454,415072,240.0,36,296,0
0.806,415184,250.0,30,314,0
1.542,415420,624.0,87,697,0
1.963,415548,652.0,155,723,0
1.963,415548,245.0,32,302,0
2.372,415672,247.0,31,311,0
2.772,415792,822.0,152,899,0
6.163,416056,608.0,66,678,0
6.67,416220,1052.0,137,1127,0
6.997,416324,2362.0,349,2469,0
7.525,416480,1938.0,233,2025,0
7.806,416564,609.0,86,682,0
7.834,416572,608.0,62,676,0
8.573,416772,1343.0,179,1435,0
8.819,416852,611.0,72,674,0
8.981,416904,622.0,83,695,0
12.14,417100,1155.0,155,1244,0
12.282,417144,615.0,93,683,0
12.547,417220,256.0,30,312,0
12.614,417236,625.0,83,692,0
13.304,417452,817.0,150,899,0
14.171,417732,1045.0,147,1129,0
14.22,417748,1049.0,128,1129,0
14.855,417952,1349.0,183,1441,0
17.714,418032,773.0,145,858,0
17.752,418044,660.0,74,722,0
18.503,418260,636.0,77,708,0
18.665,418312,769.0,145,853,0
18.837,418368,614.0,81,688,0
19.526,418588,752.0,139,829,0
20.337,418848,1348.0,147,1433,0
20.423,418876,1053.0,141,1137,0
24.076,419224,1034.0,214,1127,0
24.187,419260,1039.0,168,1128,0
25.006,419500,1328.0,163,1409,0
25.093,419528,609.0,76,675,0
25.241,419576,629.0,79,701,0
26.066,419840,628.0,78,700,0
26.508,419984,1057.0,121,1127,0
29.429,420084,1052.0,127,1131,0
29.625,420148,2359.0,318,2469,0
29.76,420192,622.0,88,696,0
30.393,420396,606.0,103,683,0
31.545,420760,659.0,91,724,0
31.657,420796,1039.0,178,1129,0
32.226,420968,1317.0,194,1408,0
35.2,421092,253.0,31,310,0
35.276,421116,625.0,89,698,0
35.388,421152,621.0,89,693,0
35.685,421244,244.0,32,308,0
36.082,421368,250.0,31,314,0
36.39,421464,2639.0,329,2752,0
36.543,421512,616.0,90,690,0
37.002,421640,256.0,32,312,0
37.786,421856,1037.0,191,1130,0
38.557,422088,1315.0,180,1408,0
41.673,422168,1332.0,176,1423,0
42.191,422232,1326.0,148,1410,0
42.297,422260,600.0,101,678,0
43.443,422596,631.0,91,705,0
43.67,422668,1046.0,125,1126,0
43.745,422692,1065.0,151,1151,0
44.449,422908,1042.0,162,1127,0
44.528,422932,617.0,66,687,0
48.555,423336,1047.0,161,1126,0
48.747,423396,1426.0,200,1522,0
49.316,423580,761.0,168,850,0
49.491,423636,1038.0,176,1127,0
49.914,423772,634.0,94,702,0
50.363,423916,642.0,145,725,0
54.123,424284,1051.0,162,1132,0
54.38,424364,1866.0,196,1954,0
54.735,424476,771.0,176,861,0
55.174,424616,623.0,83,696,0
56.062,424896,607.0,70,678,0
56.088,424904,1863.0,247,1958,0
56.148,424924,1341.0,140,1425,0
56.221,424948,1058.0,118,1137,0
59.92,425264,599.0,92,667,0
60.571,425464,606.0,129,687,0
61.443,425744,1585.0,205,1672,0
61.629,425804,609.0,85,682,0
61.994,425916,248.0,28,311,0
62.149,425964,1432.0,175,1518,0
62.213,425984,1862.0,270,1965,0
62.25,425996,614.0,63,681,0
65.581,426244,632.0,82,704,0
65.954,426364,249.0,30,313,0
66.955,426684,1449.0,172,1526,0
67.234,426768,1429.0,201,1524,0
67.463,426836,1339.0,213,1438,0
68.266,427084,653.0,79,722,0
68.479,427152,620.0,79,691,0
68.654,427208,253.0,31,310,0
71.255,427240,1865.0,219,1957,0
73.014,427756,1932.0,268,2023,0
73.051,427768,1065.0,154,1153,0
73.902,428044,653.0,72,722,0
73.951,428060,626.0,73,697,0
73.988,428072,735.0,216,833,0
74.13,428120,1428.0,220,1526,0
74.3,428176,248.0,29,311,0
77.302,428316,236.0,35,298,0
77.733,428444,252.0,32,316,0
78.156,428568,249.0,31,305,0
78.522,428676,819.0,139,899,0
78.534,428680,1337.0,159,1415,0
78.534,428680,1357.0,152,1434,0
80.109,429188,1044.0,155,1130,0
83.107,429324,254.0,34,311,0
83.255,429372,1581.0,173,1670,0
83.76,429536,1582.0,215,1674,0
84.016,429620,1310.0,235,1408,0
84.139,429660,625.0,72,696,0
84.63,429820,1050.0,124,1129,0
84.886,429904,617.0,92,692,0
85.642,430148,618.0,82,691,0
89.333,430480,1060.0,144,1137,0
89.458,430520,1334.0,215,1431,0
89.568,430556,1333.0,234,1434,0
90.002,430696,755.0,137,839,0
90.27,430780,609.0,65,679,0
91.189,431060,624.0,91,685,0
91.553,431172,1039.0,173,1128,0
91.578,431180,621.0,100,697,0
91.643,431200,812.0,161,899,0
95.02,431448,624.0,97,700,0
95.183,431500,609.0,80,681,0
95.408,431572,628.0,93,703,0
95.42,431576,247.0,32,311,0
95.87,431720,236.0,36,300,0
96.059,431780,646.0,152,724,0
96.234,431836,255.0,29,311,0
96.31,431860,635.0,90,708,0
96.624,431960,247.0,31,311,0
97.264,432156,1346.0,146,1431,0
100.996,432508,628.0,88,701,0
101.059,432528,1049.0,167,1136,0
101.196,432572,1424.0,198,1520,0
102.074,432800,1579.0,210,1676,0
102.103,432808,608.0,75,679,0
102.189,432832,660.0,76,723,0
102.481,432920,254.0,30,310,0
103.393,433204,615.0,93,689,0
106.847,433444,1031.0,218,1128,0
106.905,433460,1045.0,135,1125,0
107.139,433532,626.0,82,692,0
107.307,433580,252.0,30,316,0
107.561,433656,1327.0,212,1408,0
107.739,433708,249.0,32,313,0
107.979,433776,250.0,30,314,0
108.044,433796,616.0,66,680,0
109.084,434124,731.0,104,809,0
109.813,434352,1691.0,227,1793,0
112.649,434420,1065.0,161,1153,0
113.409,434652,626.0,75,688,0
113.435,434660,1056.0,216,1155,0
113.763,434764,618.0,86,693,0
113.84,434788,244.0,32,308,0
114.207,434904,248.0,29,311,0
114.244,434916,814.0,198,899,0
114.472,434988,653.0,84,723,0
115.309,435252,610.0,87,684,0
119.267,435652,1916.0,222,2013,0
119.593,435756,1155.0,192,1237,0
119.93,435844,1357.0,148,1435,0
120.049,435876,249.0,30,312,0
121.263,436240,2352.0,331,2469,0
124.581,436452,1711.0,200,1798,0
124.882,436544,1326.0,175,1416,0
124.908,436552,1328.0,169,1415,0
125.709,436808,612.0,66,676,0
125.833,436848,634.0,74,705,0
125.857,436856,1045.0,154,1129,0
126.311,437004,237.0,37,295,0
127.049,437236,584.0,97,658,0
127.107,437252,1430.0,200,1523,0
127.122,437256,612.0,63,680,0
127.522,437376,826.0,142,900,0
130.953,437580,626.0,82,692,0
131.378,437716,247.0,34,311,0
131.676,437812,1050.0,144,1130,0
131.778,437840,246.0,31,310,0
132.059,437924,736.0,137,821,0
132.151,437952,1047.0,174,1129,0
132.956,438204,609.0,63,678,0
136.478,438516,1040.0,169,1128,0
136.819,438620,1336.0,174,1416,0
137.474,438776,1320.0,143,1403,0
137.708,438844,1417.0,258,1522,0
138.188,438984,618.0,91,691,0
138.668,439124,615.0,70,685,0
139.351,439344,1348.0,142,1433,0
139.426,439368,1318.0,213,1408,0
142.447,439508,1047.0,131,1128,0
143.345,439788,1159.0,166,1246,0
143.408,439808,640.0,75,712,0
143.517,439844,1050.0,119,1128,0
143.815,439940,247.0,33,311,0
143.903,439968,1329.0,156,1408,0
144.201,440064,251.0,31,314,0
144.6,440192,628.0,87,702,0
145.037,440332,247.0,35,303,0
145.459,440468,1040.0,170,1128,0
148.388,440580,1041.0,153,1126,0
149.593,440964,620.0,96,688,0
149.704,441000,1686.0,234,1788,0
149.839,441044,811.0,178,899,0
150.433,441236,1315.0,192,1408,0
150.695,441320,633.0,80,705,0
150.931,441396,619.0,88,694,0
151.375,441536,1334.0,143,1416,0
155.582,442048,1154.0,128,1234,0
155.582,442048,1347.0,163,1434,0
155.697,442084,1569.0,191,1661,0
155.783,442112,1929.0,219,2021,0
156.516,442352,619.0,76,685,0
156.554,442364,612.0,63,681,0
156.616,442384,617.0,84,689,0
160.252,442700,653.0,79,723,0
160.772,442868,1342.0,196,1436,0
161.143,442988,256.0,30,312,0
161.293,443036,1341.0,168,1431,0
161.43,443080,1704.0,182,1789,0
161.538,443116,243.0,32,306,0
162.733,443424,1697.0,181,1788,0
166.045,443672,1151.0,139,1235,0
166.145,443704,623.0,70,688,0
166.551,443832,1044.0,188,1127,0
167.04,443984,1034.0,237,1129,0
167.238,444044,608.0,93,675,0
167.437,444104,256.0,30,312,0
167.543,444136,652.0,76,722,0
167.785,444208,760.0,126,834,0
168.062,444288,606.0,61,675,0
168.73,444496,599.0,98,674,0
168.89,444548,630.0,85,703,0
168.976,444576,751.0,110,826,0
169.135,444624,243.0,32,306,0
171.942,444668,250.0,30,314,0
172.02,444692,248.0,29,311,0
172.416,444812,258.0,30,315,0
172.934,444968,625.0,86,698,0
173.108,445024,621.0,89,696,0
173.889,445276,1701.0,247,1798,0
174.084,445340,1168.0,132,1243,0
174.655,445524,608.0,62,678,0
174.939,445616,1334.0,162,1423,0
177.86,445720,1046.0,174,1127,0
178.222,445832,619.0,77,684,0
179.049,446100,628.0,95,704,0
179.074,446108,607.0,69,678,0
179.134,446128,1074.0,128,1150,0
179.218,446156,1336.0,204,1431,0
179.512,446252,248.0,31,312,0
179.929,446388,657.0,70,724,0
183.553,446712,629.0,81,703,0
183.566,446716,1045.0,140,1128,0
184.369,446976,1036.0,181,1127,0
184.58,447044,661.0,83,724,0
185.01,447184,237.0,35,300,0
185.258,447260,1024.0,290,1129,0
186.416,447608,1339.0,223,1432,0
186.691,447696,1060.0,109,1137,0
189.325,447708,1340.0,183,1433,0
189.625,447804,638.0,155,723,0
189.898,447892,654.0,71,723,0
189.996,447924,243.0,30,307,0
190.374,448048,227.0,39,291,0
190.41,448060,592.0,91,667,0
190.47,448080,618.0,93,693,0
191.621,448452,598.0,93,672,0
192.006,448572,780.0,131,854,0
192.093,448600,1341.0,169,1431,0
195.095,448744,231.0,36,294,0
195.132,448756,826.0,174,899,0
195.475,448868,609.0,74,681,0
195.475,448868,246.0,31,310,0
195.94,449020,231.0,38,295,0
196.809,449296,617.0,107,680,0
197.108,449388,627.0,92,702,0
197.287,449444,1040.0,172,1128,0
197.497,449508,253.0,30,316,0
197.763,449588,244.0,36,301,0
201.158,449848,643.0,85,703,0
201.368,449916,1352.0,155,1439,0
201.565,449972,599.0,96,675,0
201.565,449972,3073.0,380,3161,1
201.844,450056,233.0,35,296,0
202.008,450108,237.0,34,301,0
202.224,450176,249.0,30,313,0
202.392,450228,257.0,30,314,0
202.756,450340,254.0,28,310,0
202.843,450368,588.0,99,663,0
203.459,450568,1345.0,180,1435,0
203.982,450736,613.0,99,682,0
206.607,450776,1044.0,150,1126,0
206.929,450880,821.0,128,900,0
206.967,450892,255.0,29,311,0
207.446,451040,1056.0,118,1136,0
207.985,451204,621.0,81,687,0
208.373,451328,1158.0,148,1244,0
208.422,451344,236.0,35,300,0
208.678,451428,621.0,97,697,0
208.908,451504,1042.0,153,1127,0
209.3,451632,638.0,76,710,0
209.533,451708,607.0,70,677,0
212.86,451948,617.0,79,689,0
213.11,452028,627.0,80,699,0
213.268,452080,1061.0,184,1153,0
213.784,452248,1341.0,186,1435,0
214.452,452464,748.0,109,823,0
214.525,452488,642.0,135,723,0
215.032,452652,816.0,143,898,0
215.068,452664,609.0,104,684,0
215.412,452776,251.0,31,314,0
218.375,452868,614.0,95,682,0
218.881,453032,1347.0,142,1430,0
219.364,453188,634.0,80,706,0
219.521,453240,1043.0,144,1127,0
219.782,453324,745.0,137,828,0
219.794,453328,619.0,74,690,0
219.806,453332,232.0,36,296,0
220.206,453464,236.0,35,299,0
220.622,453600,611.0,90,685,0
221.013,453728,254.0,32,310,0
221.26,453808,626.0,86,700,0
224.192,453896,642.0,142,724,0
225.043,454164,633.0,89,707,0
225.492,454308,1065.0,145,1151,0
225.822,454416,1129.0,271,1238,0
226.307,454572,1047.0,169,1128,0
226.954,454780,619.0,91,686,0
227.217,454864,1588.0,175,1668,0
230.216,454984,1347.0,169,1431,0
230.579,455100,607.0,59,675,0
230.655,455124,665.0,86,722,0
231.579,455420,644.0,80,709,0
