rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/time_elapsed,train/approx_kl,train/n_updates,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/entropy_loss,train/loss,train/learning_rate,train/clip_range
102.07,172,7.442599999999999,484560,68,404,0.002995382,1884,0.005859375,-0.0011922767735086381,0.9486605748534203,0.31249552965164185,-0.8882973752915859,0.42837440967559814,0.0001,0.2
102.13,172,7.4965,485584,69,410,0.0024608257,1888,0.0107421875,-0.0013343278405955061,0.5908308457583189,0.414620041847229,-0.9527907148003578,0.24062345921993256,0.0001,0.2
103.27,172,7.476700000000001,486608,70,416,0.008743344,1892,0.031005859375,-0.004366762936115265,0.7826311588287354,0.19259345531463623,-0.8782954066991806,0.3020923137664795,0.0001,0.2
101.98,172,7.4583,487632,71,422,0.0053317007,1896,0.036865234375,-0.0018458368722349405,0.8197761997580528,0.3188185691833496,-0.8418913036584854,0.41964247822761536,0.0001,0.2
106.92,172,7.7796,488656,72,428,0.0056646243,1900,0.024658203125,-0.0013751208316534758,0.9157313592731953,0.27088356018066406,-0.9313276037573814,0.49091607332229614,0.0001,0.2
109.35,172,7.911700000000001,489680,73,434,0.005196933,1904,0.0283203125,-0.0035688508360181004,0.5634619928896427,0.4626884460449219,-0.9389754198491573,0.20200040936470032,0.0001,0.2
109.58,172,7.848,490704,74,440,0.0007757788,1908,0.003662109375,4.082050872966647e-05,0.78705869987607,0.3061763048171997,-0.9426151625812054,0.3781818151473999,0.0001,0.2
108.29,172,7.66,491728,75,446,0.00024853827,1912,0.0,-0.0007439067703671753,0.6421125829219818,0.4117814302444458,-0.9272401444613934,0.29947757720947266,0.0001,0.2
108.87,172,7.724500000000001,492752,76,452,0.0049849376,1916,0.00830078125,-0.0027453457296360284,0.9301821626722813,0.37411385774612427,-0.9232011325657368,0.455186128616333,0.0001,0.2
113.25,172,7.9449999999999985,493776,77,458,0.00077692093,1920,0.000244140625,0.00022542406804859638,0.7241897396743298,0.4046432375907898,-0.8589771017432213,0.24512961506843567,0.0001,0.2
113.46,172,7.958100000000001,494800,78,464,0.002602627,1924,0.006591796875,-0.001733028722810559,0.6759730242192745,0.45010924339294434,-0.8234312497079372,0.2769142985343933,0.0001,0.2
119.05,172,8.232299999999999,495824,79,470,0.0021029476,1928,0.0087890625,-0.0010610605240799487,0.5379445422440767,0.5940216779708862,-0.8312222994863987,0.20485644042491913,0.0001,0.2
116.2,171,8.0558,496848,80,476,0.004265025,1932,0.0078125,-0.002395511924987659,0.4331483207643032,0.6977367401123047,-0.8405031748116016,0.20112855732440948,0.0001,0.2
121.1,171,8.372300000000001,497872,81,482,0.008701307,1936,0.075927734375,-0.0034696888469625264,0.5002437625080347,0.6954017877578735,-0.955148883163929,0.19400614500045776,0.0001,0.2
116.4,171,8.1113,498896,82,488,0.010837765,1940,0.08984375,-0.005368871992686763,0.41327916644513607,0.5976592302322388,-0.8419413268566132,0.14485450088977814,0.0001,0.2
117.92,171,8.1193,499920,83,494,0.006074397,1944,0.016845703125,-0.00402676421799697,0.5517954807728529,0.6346417665481567,-0.8699517138302326,0.2682526111602783,0.0001,0.2
118.91,171,8.2731,500944,84,500,0.00481051,1948,0.04443359375,-0.0023826600227039307,0.5676932018250227,0.6171048879623413,-0.895279049873352,0.26806628704071045,0.0001,0.2
118.66,171,8.255399999999998,501968,85,506,0.009158661,1952,0.04296875,-0.003538379358360544,0.30937271378934383,0.7034515142440796,-0.9246321059763432,0.1119287982583046,0.0001,0.2
119.73,171,8.4783,502992,86,512,0.006713577,1956,0.04541015625,-0.0026583688450045884,0.5525728147476912,0.6132714152336121,-1.0328502170741558,0.24923324584960938,0.0001,0.2
122.83,171,8.6637,504016,87,518,0.0027485269,1960,0.004638671875,-0.000409968284657225,0.8278421573340893,0.3303004503250122,-1.0603352561593056,0.3443015515804291,0.0001,0.2
125.24,171,8.94,505040,88,523,0.00077798637,1964,0.005859375,-0.0012155937438365072,0.6902674548327923,0.15310931205749512,-1.015784040093422,0.26059454679489136,0.0001,0.2
122.01,172,8.7847,506064,89,529,0.013239449,1968,0.071044921875,-0.004010494536487386,0.822812058031559,0.4268026351928711,-1.0096335783600807,0.3233035206794739,0.0001,0.2
126.05,172,9.1122,507088,90,535,0.005182914,1972,0.019287109375,-0.0011010546295437962,0.7703649662435055,0.44429606199264526,-1.0052640214562416,0.3859785199165344,0.0001,0.2
123.07,172,9.0009,508112,91,541,0.0011830074,1976,0.005126953125,-0.0009691735613159835,0.5491556692868471,0.5182887315750122,-0.9916301779448986,0.21366474032402039,0.0001,0.2
123.54,172,9.045100000000001,509136,92,547,0.0027978523,1980,0.003173828125,-8.78886494319886e-05,0.778616264462471,0.512881338596344,-0.982475433498621,0.4543862044811249,0.0001,0.2
122.14,172,8.9383,510160,93,553,0.0011749303,1984,0.00390625,-0.0006330456817522645,0.802629180252552,0.37348079681396484,-1.011534959077835,0.3415377140045166,0.0001,0.2
121.36,171,8.862400000000001,511184,94,559,0.0012356492,1988,0.000244140625,-0.00033152548712678254,0.5388505663722754,0.571553647518158,-1.0254290103912354,0.2713405191898346,0.0001,0.2
119.8,172,8.8133,512208,95,565,0.0019133417,1992,0.001953125,6.446376210078597e-05,0.948491457849741,0.35720884799957275,-1.0104753747582436,0.40069374442100525,0.0001,0.2
119.01,172,8.6635,513232,96,570,0.0019125071,1996,0.00390625,-0.0013016258017159998,0.7551113329827785,0.33609020709991455,-0.985448632389307,0.3610137403011322,0.0001,0.2
124.54,172,8.9558,514256,97,576,0.01222517,2000,0.038330078125,-0.002007651812164113,0.5848477631807327,0.39134329557418823,-1.042718656361103,0.28745028376579285,0.0001,0.2
128.39,172,9.151,515280,98,582,0.0016867537,2004,0.000732421875,-0.001295831403695047,0.4038677364587784,0.5450981259346008,-1.0529090911149979,0.17819806933403015,0.0001,0.2
129.93,172,9.195,516304,99,588,0.006025377,2008,0.028564453125,-0.002249707991722971,0.44621592015028,0.5804803371429443,-1.0791784301400185,0.24230417609214783,0.0001,0.2
129.7,172,9.039,517328,100,594,0.012472788,2012,0.069091796875,-0.0017535511869937181,0.40019705705344677,0.6106708645820618,-1.0867280438542366,0.12928840517997742,0.0001,0.2
128.64,172,8.940900000000001,518352,101,600,0.0018752106,2016,0.0029296875,-0.0012879351561423391,0.6929687857627869,0.4586790204048157,-1.0727279484272003,0.26841893792152405,0.0001,0.2
131.45,172,9.121300000000002,519376,102,605,0.004002909,2020,0.000244140625,-0.0017722047923598439,0.7628805339336395,0.44239336252212524,-1.06754732131958,0.38038748502731323,0.0001,0.2
133.12,172,9.211,520400,103,611,0.004081987,2024,0.007080078125,-0.0004272327059879899,0.485700661316514,0.5240491628646851,-1.0214854255318642,0.22665709257125854,0.0001,0.2
134.93,172,9.3217,521424,104,616,0.006569937,2028,0.016845703125,-0.004533393082965631,0.5037916861474514,0.6254081726074219,-1.0346383526921272,0.2167477309703827,0.0001,0.2
137.97,172,9.539499999999999,522448,105,622,0.001036597,2032,0.0029296875,0.0027101019222754985,0.8794555999338627,0.5169463753700256,-0.9987673386931419,0.35190457105636597,0.0001,0.2
139.54,172,9.527800000000003,523472,106,627,0.018251756,2036,0.111328125,-0.005785070177807938,0.667590145021677,0.3393029570579529,-0.9263430684804916,0.2796543836593628,0.0001,0.2
140.75,172,9.5575,524496,107,633,0.0052447617,2040,0.02685546875,0.0003567462263163179,0.9225191920995712,0.38696688413619995,-0.9482276365160942,0.3820337951183319,0.0001,0.2
142.36,172,9.5836,525520,108,640,0.008615533,2044,0.043701171875,-0.0026884136022999883,0.7745578959584236,0.4337577223777771,-0.9903383143246174,0.3873055875301361,0.0001,0.2
147.6,172,9.8441,526544,109,647,0.0015027844,2048,0.00244140625,-0.0016005609650164843,0.3400452807545662,0.6406936049461365,-1.0109743252396584,0.11473629623651505,0.0001,0.2
146.0,172,9.8439,527568,110,653,0.0075879507,2052,0.026123046875,-0.003538115124683827,0.49813272058963776,0.6697356700897217,-1.0304016768932343,0.2474956214427948,0.0001,0.2
142.01,172,9.5804,528592,111,659,0.003596904,2056,0.006103515625,5.070905899628997e-05,0.6277147382497787,0.5805453658103943,-1.0727327018976212,0.29909464716911316,0.0001,0.2
135.25,172,9.184000000000001,529616,112,665,0.012886584,2060,0.072265625,-0.0032812260324135423,0.41813465766608715,0.6998075246810913,-1.0420277789235115,0.20541353523731232,0.0001,0.2
137.48,172,9.325499999999998,530640,113,670,0.00788123,2064,0.0673828125,-0.0011461171670816839,0.7460291720926762,0.6157875657081604,-1.0582369193434715,0.33679917454719543,0.0001,0.2
137.73,172,9.347100000000001,531664,114,676,0.0033383744,2068,0.00537109375,-0.0014606193581130356,0.5157036557793617,0.5882176160812378,-1.1020657941699028,0.1723853349685669,0.0001,0.2
142.92,172,9.578999999999997,532688,115,682,0.011472295,2072,0.085205078125,-0.006923542183358222,0.4442910775542259,0.5135462880134583,-1.1310748904943466,0.1313924491405487,0.0001,0.2
136.16,172,9.144,533712,116,688,0.0011764125,2076,0.000244140625,-0.0014755086740478873,0.4835772681981325,0.5610455274581909,-1.133068397641182,0.2040472775697708,0.0001,0.2
138.11,172,9.1572,534736,117,694,0.0013769224,2080,0.00146484375,-0.0009544232889311388,0.44162566773593426,0.5491504669189453,-1.1235766112804413,0.1428615152835846,0.0001,0.2
134.88,172,8.904100000000001,535760,118,699,0.009072728,2084,0.009765625,-0.0018527759239077568,0.48913167603313923,0.6781494617462158,-1.0869472026824951,0.23788979649543762,0.0001,0.2
135.19,172,8.909899999999999,536784,119,705,0.005699486,2088,0.011962890625,-0.004272026038961485,0.5259594600647688,0.6008508205413818,-1.0970345512032509,0.2148124873638153,0.0001,0.2
134.27,172,8.920499999999999,537808,120,711,0.00333774,2092,0.004150390625,-0.0014300808543339372,0.4589123819023371,0.5558813810348511,-1.115243412554264,0.2627239227294922,0.0001,0.2
131.47,172,8.8562,538832,121,717,0.0033611245,2096,0.0,-0.000490750913741067,0.7055336982011795,0.37259441614151,-1.0631388127803802,0.37614479660987854,0.0001,0.2
127.06,172,8.6731,539856,122,723,0.0074475966,2100,0.0419921875,-0.003542293648933992,0.9667622968554497,0.3682108521461487,-1.0999520644545555,0.49288690090179443,0.0001,0.2
129.36,172,8.7297,540880,123,729,0.0038525881,2104,0.007080078125,-0.00197666441090405,0.5972501877695322,0.4943005442619324,-1.1294097229838371,0.22751417756080627,0.0001,0.2
129.45,172,8.729499999999998,541904,124,735,0.00076515286,2108,0.0009765625,-0.0008739358163438737,0.4881383813917637,0.6127732992172241,-1.1486007049679756,0.23776903748512268,0.0001,0.2
131.22,172,8.8763,542928,125,740,0.0067840256,2112,0.015380859375,-0.004977045929990709,0.5444936659187078,0.46633046865463257,-1.131477378308773,0.2060234099626541,0.0001,0.2
128.48,172,8.8572,543952,126,746,0.002166525,2116,0.00390625,-0.0008388845599256456,0.44917534478008747,0.7178686857223511,-1.111568622291088,0.17955081164836884,0.0001,0.2
121.33,172,8.5436,544976,127,752,0.0042648176,2120,0.0126953125,-0.0025851266691461205,0.9077627770602703,0.34871596097946167,-1.1065352261066437,0.48724865913391113,0.0001,0.2
126.26,172,8.8843,546000,128,758,0.0019061265,2124,0.0087890625,-0.0003957519948016852,0.8886018842458725,0.4779806137084961,-1.1293299049139023,0.4354150593280792,0.0001,0.2
116.73,172,8.4285,547024,129,764,0.0035383143,2128,0.01123046875,0.001056162000168115,0.8206055425107479,0.2722625732421875,-1.1135134473443031,0.4863859713077545,0.0001,0.2
117.84,172,8.5549,548048,130,770,0.0075950404,2132,0.0087890625,0.0004712624358944595,1.1555800698697567,0.3271194100379944,-1.1350655406713486,0.5700406432151794,0.0001,0.2
120.05,172,8.720400000000001,549072,131,775,0.0023827353,2136,0.010009765625,-0.0014857357600703835,0.5958607755601406,0.49014198780059814,-1.1330965161323547,0.26319509744644165,0.0001,0.2
117.31,172,8.627600000000001,550096,132,781,0.0005940917,2140,0.0,-0.0006688752328045666,0.5597443170845509,0.5391728281974792,-1.128076247870922,0.1837872862815857,0.0001,0.2
116.12,172,8.575600000000001,551120,133,787,0.0062565026,2144,0.002197265625,-0.00467171412310563,0.7698050998151302,0.5109265446662903,-1.1415325701236725,0.3179551064968109,0.0001,0.2
120.06,172,8.75,552144,134,793,0.0050190915,2148,0.0078125,-0.0007994325715117157,0.7196174636483192,0.41660869121551514,-1.147070825099945,0.29879701137542725,0.0001,0.2
119.52,173,8.7596,553168,135,799,0.0066668615,2152,0.015380859375,-0.003540253092069179,0.44275762513279915,0.6111978888511658,-1.1290796548128128,0.20530495047569275,0.0001,0.2
119.49,173,8.6687,554192,136,804,0.00092001143,2156,0.00146484375,-0.0007188791350927204,0.40627465955913067,0.6207420825958252,-1.079372689127922,0.14917485415935516,0.0001,0.2
118.19,173,8.595699999999999,555216,137,810,0.0055750553,2160,0.01123046875,-0.0008263954077847302,0.6330122705549002,0.4296727776527405,-1.0848212614655495,0.21589650213718414,0.0001,0.2
114.87,173,8.233,556240,138,816,0.0022545038,2164,0.0029296875,-0.0006283706170506775,0.7459498979151249,0.4336243271827698,-1.1346294730901718,0.3270558714866638,0.0001,0.2
