elapsed_seconds,timesteps,return,length,max_x,completed,game_score,score_gain,coins,objective_reward_sum,one_ups,custom_one_up_bonus,augmented_score_gain,flag_height_bonus,flag_touch_y,flag_top_tier
6.325,2120732,3096.0,268,3175,1,1200,1200,2,6.2,0,0,1200,400,113,0
6.37,2120736,3096.0,269,3175,1,800,800,2,5.8,0,0,800,100,153,0
6.416,2120740,3096.0,270,3175,1,1200,1200,2,6.2,0,0,1200,400,120,0
6.782,2120844,3090.0,296,3175,1,800,800,2,5.8,0,0,800,100,145,0
8.151,2121252,1056.0,102,1130,0,200,200,0,-4.8,0,0,200,0,,0
12.685,2121812,3095.0,268,3175,1,1100,1100,2,6.1000000000000005,0,0,1100,400,113,0
13.258,2121960,3088.0,307,3175,1,1200,1200,2,6.2,0,0,1200,400,118,0
13.258,2121960,3087.0,306,3175,1,1200,1200,2,6.2,0,0,1200,400,129,0
14.816,2122404,3093.0,288,3175,1,1200,1200,2,6.2,0,0,1200,400,134,0
19.092,2122892,3096.0,270,3175,1,1100,1100,2,6.1000000000000005,0,0,1100,400,139,0
19.923,2123112,3092.0,288,3175,1,2700,2700,2,7.7,0,0,2700,2000,69,0
19.923,2123112,3093.0,288,3175,1,1200,1200,2,6.2,0,0,1200,400,124,0
24.96,2123784,1887.0,168,1959,0,800,800,2,-4.2,0,0,800,0,,0
25.201,2123844,3079.0,360,3175,1,1000,1000,2,6.0,0,0,1000,100,158,0
26.591,2124248,3074.0,339,3175,1,500,500,1,5.5,0,0,500,100,148,0
26.916,2124344,1595.0,140,1671,0,400,400,1,-4.6,0,0,400,0,,0
26.991,2124356,3086.0,311,3175,1,1200,1200,2,6.2,0,0,1200,400,128,0
28.029,2124656,1055.0,102,1129,0,200,200,0,-4.8,0,0,200,0,,0
31.373,2124980,3084.0,284,3175,1,500,500,1,5.5,0,0,500,100,153,0
31.559,2125036,1888.0,173,1960,0,900,900,2,-4.1,0,0,900,0,,0
31.69,2125076,1943.0,180,2025,0,600,600,1,-4.4,0,0,600,0,,0
32.553,2125332,612.0,64,680,0,100,100,0,-4.9,0,0,100,0,,0
33.114,2125504,1164.0,117,1243,0,200,200,0,-4.8,0,0,200,0,,0
33.34,2125572,1437.0,148,1514,0,400,400,1,-4.6,0,0,400,0,,0
33.861,2125732,1063.0,100,1136,0,200,200,0,-4.8,0,0,200,0,,0
33.976,2125768,616.0,66,686,0,100,100,0,-4.9,0,0,100,0,,0
36.672,2126008,2361.0,338,2474,0,500,500,1,-4.5,0,0,500,0,,0
36.944,2126088,1439.0,129,1521,0,100,100,0,-4.9,0,0,100,0,,0
37.296,2126196,259.0,27,315,0,200,200,1,-4.8,0,0,200,0,,0
37.691,2126316,1594.0,146,1672,0,400,400,1,-4.6,0,0,400,0,,0
37.961,2126400,1075.0,98,1150,0,200,200,0,-4.8,0,0,200,0,,0
38.014,2126416,709.0,162,797,0,100,100,0,-4.9,0,0,100,0,,0
38.179,2126468,620.0,68,690,0,100,100,0,-4.9,0,0,100,0,,0
38.535,2126576,252.0,27,315,0,0,0,0,-5.0,0,0,0,0,,0
38.614,2126600,656.0,71,725,0,0,0,0,-5.0,0,0,0,0,,0
38.853,2126672,620.0,68,689,0,100,100,0,-4.9,0,0,100,0,,0
40.71,2126848,615.0,68,685,0,100,100,0,-4.9,0,0,100,0,,0
41.231,2127004,1053.0,101,1126,0,200,200,0,-4.8,0,0,200,0,,0
41.388,2127052,1708.0,159,1788,0,400,400,1,-4.6,0,0,400,0,,0
41.758,2127164,248.0,28,311,0,0,0,0,-5.0,0,0,0,0,,0
41.958,2127224,1428.0,138,1511,0,200,200,0,-4.8,0,0,200,0,,0
42.244,2127312,620.0,77,692,0,100,100,0,-4.9,0,0,100,0,,0
43.936,2127832,818.0,130,898,0,0,0,0,-5.0,0,0,0,0,,0
46.721,2128252,632.0,105,709,0,100,100,0,-4.9,0,0,100,0,,0
47.104,2128368,1659.0,380,1788,0,400,400,0,-4.6,0,0,400,0,,0
47.934,2128620,784.0,349,898,0,500,500,1,-4.5,0,0,500,0,,0
48.176,2128692,615.0,81,688,0,100,100,0,-4.9,0,0,100,0,,0
48.563,2128808,254.0,29,310,0,200,200,1,-4.8,0,0,200,0,,0
50.988,2129020,632.0,100,707,0,100,100,0,-4.9,0,0,100,0,,0
51.772,2129260,603.0,113,682,0,100,100,0,-4.9,0,0,100,0,,0
53.024,2129624,605.0,91,680,0,100,100,0,-4.9,0,0,100,0,,0
53.039,2129628,1068.0,616,1245,0,400,400,0,-4.6,0,0,400,0,,0
53.493,2129764,243.0,34,300,0,200,200,1,-4.8,0,0,200,0,,0
56.735,2129960,1283.0,427,1414,0,400,400,1,-4.6,0,0,400,0,,0
57.84,2130252,1069.0,157,1149,0,400,400,1,-4.6,0,0,400,0,,0
58.298,2130388,258.0,34,315,0,200,200,1,-4.8,0,0,200,0,,0
58.798,2130536,640.0,144,723,0,0,0,0,-5.0,0,0,0,0,,0
63.759,2131276,1423.0,185,1513,0,300,300,0,-4.7,0,0,300,0,,0
64.263,2131436,793.0,262,898,0,200,200,0,-4.8,0,0,200,0,,0
64.985,2131656,625.0,95,693,0,300,300,1,-4.7,0,0,300,0,,0
65.693,2131876,1274.0,528,1434,0,300,300,0,-4.7,0,0,300,0,,0
68.321,2132008,659.0,88,724,0,200,200,1,-4.8,0,0,200,0,,0
69.186,2132276,629.0,100,706,0,0,0,0,-5.0,0,0,0,0,,0
70.444,2132668,619.0,98,686,0,300,300,1,-4.7,0,0,300,0,,0
71.138,2132884,1040.0,219,1129,0,500,500,1,-4.5,0,0,500,0,,0
74.117,2133000,248.0,29,311,0,0,0,0,-5.0,0,0,0,0,,0
74.142,2133008,630.0,85,703,0,0,0,0,-5.0,0,0,0,0,,0
75.37,2133384,629.0,96,692,0,400,400,2,-4.6,0,0,400,0,,0
76.202,2133640,1238.0,1155,1520,0,500,500,0,-4.5,0,0,500,0,,0
80.28,2134084,1310.0,269,1417,0,200,200,0,-4.8,0,0,200,0,,0
81.144,2134348,618.0,66,688,0,100,100,0,-4.9,0,0,100,0,,0
82.72,2134828,1021.0,297,1126,0,500,500,1,-4.5,0,0,500,0,,0
83.081,2134936,256.0,27,312,0,200,200,1,-4.8,0,0,200,0,,0
88.104,2135680,781.0,333,900,0,200,200,0,-4.8,0,0,200,0,,0
88.129,2135688,1346.0,188,1440,0,100,100,0,-4.9,0,0,100,0,,0
92.541,2136176,1241.0,698,1435,0,300,300,0,-4.7,0,0,300,0,,0
93.079,2136340,1063.0,165,1136,0,600,600,2,-4.4,0,0,600,0,,0
93.26,2136396,804.0,177,889,0,200,200,1,-4.8,0,0,200,0,,0
93.497,2136468,247.0,32,311,0,0,0,0,-5.0,0,0,0,0,,0
94.602,2136800,625.0,101,702,0,0,0,0,-5.0,0,0,0,0,,0
94.616,2136804,635.0,84,707,0,100,100,0,-4.9,0,0,100,0,,0
98.389,2137168,631.0,91,707,0,0,0,0,-5.0,0,0,0,0,,0
98.617,2137240,616.0,110,694,0,0,0,0,-5.0,0,0,0,0,,0
99.8,2137604,783.0,1542,1136,0,700,700,1,-4.3,0,0,700,0,,0
99.894,2137632,609.0,98,684,0,100,100,0,-4.9,0,0,100,0,,0
100.857,2137916,623.0,78,694,0,100,100,0,-4.9,0,0,100,0,,0
101.4,2138080,583.0,112,662,0,0,0,0,-5.0,0,0,0,0,,0
104.25,2138160,1709.0,248,1792,0,700,700,3,-4.3,0,0,700,0,,0
105.778,2138620,1038.0,176,1125,0,400,400,0,-4.6,0,0,400,0,,0
106.297,2138776,822.0,154,898,0,400,400,1,-4.6,0,0,400,0,,0
106.689,2138896,255.0,30,311,0,200,200,1,-4.8,0,0,200,0,,0
106.935,2138972,1782.0,699,1954,0,1300,1300,2,-3.7,0,0,1300,0,,0
110.275,2139188,1023.0,277,1129,0,500,500,0,-4.5,0,0,500,0,,0
111.35,2139516,1044.0,155,1128,0,200,200,0,-4.8,0,0,200,0,,0
111.548,2139576,618.0,97,693,0,100,100,0,-4.9,0,0,100,0,,0
111.898,2139684,226.0,42,291,0,0,0,0,-5.0,0,0,0,0,,0
113.11,2140060,605.0,94,680,0,100,100,0,-4.9,0,0,100,0,,0
116.873,2140420,773.0,362,898,0,200,200,0,-4.8,0,0,200,0,,0
117.41,2140584,1322.0,252,1418,0,500,500,1,-4.5,0,0,500,0,,0
117.797,2140704,973.0,521,1130,0,300,300,0,-4.7,0,0,300,0,,0
118.37,2140880,623.0,74,693,0,0,0,0,-5.0,0,0,0,0,,0
118.86,2141024,241.0,36,306,0,0,0,0,-5.0,0,0,0,0,,0
122.973,2141472,793.0,263,899,0,100,100,0,-4.9,0,0,100,0,,0
123.896,2141712,579.0,172,669,0,100,100,0,-4.9,0,0,100,0,,0
124.36,2141852,236.0,35,298,0,0,0,0,-5.0,0,0,0,0,,0
124.742,2141968,251.0,29,314,0,0,0,0,-5.0,0,0,0,0,,0
128.627,2142356,618.0,97,686,0,300,300,1,-4.7,0,0,300,0,,0
130.616,2142976,1050.0,155,1126,0,400,400,1,-4.6,0,0,400,0,,0
135.346,2143624,819.0,162,898,0,300,300,1,-4.7,0,0,300,0,,0
153.163,2146772,738.0,1678,1125,0,300,300,0,-4.7,0,0,300,0,,0
153.559,2146896,1093.0,1356,1416,0,300,300,0,-4.7,0,0,300,0,,0
154.298,2147128,632.0,89,706,0,0,0,0,-5.0,0,0,0,0,,0
154.549,2147208,749.0,1626,1127,0,300,300,0,-4.7,0,0,300,0,,0
158.495,2147580,611.0,93,685,0,100,100,0,-4.9,0,0,100,0,,0
158.572,2147604,1316.0,177,1406,0,200,200,0,-4.8,0,0,200,0,,0
