decision,raw_frames,x,y,max_x,action,action_name,prob_0,prob_1,prob_2,prob_3,prob_4,action_entropy_nats,native_reward,native_reward_sum,no_progress_decisions,life,game_time,flag_get,terminated,truncated,game_score,score_gain,coins,one_ups,custom_one_up_bonus,augmented_score_gain,flag_height_bonus,flag_touch_y,flag_score_tier,flag_top_tier,post_flag_frames,flag_resolution_complete,flag_resolution_status,objective_reward,objective_reward_sum
1,4,40,79,40,3,right+B,0.11526592075824738,0.36135390400886536,0.1551409214735031,0.22919858992099762,0.1390407383441925,1.5179213285446167,0.0,0.0,1,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
2,8,43,79,43,3,right+B,0.11522582173347473,0.36126139760017395,0.15531666576862335,0.2290334552526474,0.13916271924972534,1.5180649757385254,3.0,3.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
3,12,46,93,46,2,right+A,0.11530866473913193,0.3615249693393707,0.15539300441741943,0.22877049446105957,0.13900282979011536,1.517951250076294,3.0,6.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
4,16,51,108,51,3,right+B,0.11549974232912064,0.362896203994751,0.15592171251773834,0.2249283492565155,0.14075395464897156,1.5184847116470337,5.0,11.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
5,20,57,112,57,4,right+A+B,0.11594795435667038,0.36305415630340576,0.1569381207227707,0.22189003229141235,0.1421697437763214,1.519711971282959,5.0,16.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
6,24,64,106,64,2,right+A,0.11620078235864639,0.36345064640045166,0.1587139070034027,0.21909938752651215,0.14253531396389008,1.5204298496246338,7.0,23.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
7,28,71,89,71,4,right+A+B,0.11637050658464432,0.3635362684726715,0.15955360233783722,0.21596556901931763,0.14457404613494873,1.5216022729873657,7.0,30.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
8,32,78,79,78,3,right+B,0.1150982603430748,0.3641563355922699,0.15494675934314728,0.2251787930727005,0.14061982929706573,1.5171879529953003,7.0,37.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
9,36,87,79,87,1,right,0.11518968641757965,0.36350196599960327,0.1542709767818451,0.22687722742557526,0.14016012847423553,1.5170855522155762,9.0,46.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
10,40,98,79,98,1,right,0.11487875878810883,0.36843347549438477,0.1583501547574997,0.21800528466701508,0.14033237099647522,1.5159435272216797,10.0,56.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
