elapsed_seconds,timesteps,return,length,max_x,completed
0.372,570696,251.0,29,314,0
0.461,570724,235.0,36,299,0
0.881,570856,611.0,69,682,0
1.199,570956,621.0,65,692,0
1.54,571060,652.0,84,722,0
1.783,571136,1045.0,139,1127,0
2.364,571316,633.0,90,707,0
2.883,571432,636.0,74,707,0
3.229,571532,1063.0,169,1153,0
6.191,571632,1075.0,143,1152,0
6.242,571648,255.0,29,311,0
6.379,571692,608.0,94,683,0
6.453,571716,612.0,71,683,0
7.201,571948,616.0,64,679,0
7.416,572012,640.0,74,711,0
7.458,572024,606.0,98,682,0
8.391,572300,655.0,72,724,0
8.768,572412,251.0,28,314,0
9.168,572536,1440.0,147,1516,0
9.333,572588,1045.0,141,1129,0
12.103,572672,1930.0,256,2021,0
12.553,572808,610.0,68,680,0
12.595,572820,231.0,37,295,0
13.623,573128,1039.0,179,1128,0
13.802,573184,757.0,149,835,0
14.178,573304,250.0,30,314,0
14.442,573388,620.0,65,689,0
14.756,573488,1042.0,167,1130,0
18.221,573768,1715.0,240,1796,0
18.703,573908,239.0,35,304,0
19.29,574028,246.0,30,308,0
19.43,574072,727.0,171,811,0
20.342,574356,1918.0,263,2025,0
20.663,574456,1139.0,242,1244,0
21.194,574620,1157.0,148,1244,0
24.456,574840,1430.0,192,1524,0
24.542,574864,598.0,102,676,0
24.918,574984,256.0,30,312,0
24.918,574984,622.0,91,697,0
25.3,575104,249.0,30,313,0
25.681,575224,249.0,30,313,0
25.965,575312,1582.0,239,1678,0
26.621,575516,632.0,73,704,0
29.891,575708,1338.0,217,1435,0
30.082,575768,1422.0,196,1513,0
30.477,575868,1330.0,139,1407,0
31.25,576104,616.0,84,688,0
31.674,576236,1326.0,180,1415,0
32.066,576360,1056.0,163,1137,0
32.646,576536,626.0,75,691,0
33.008,576644,1435.0,194,1522,0
33.02,576648,1163.0,136,1246,0
36.085,576784,244.0,35,307,0
36.519,576920,251.0,34,308,0
36.622,576952,1052.0,148,1128,0
36.698,576976,639.0,82,712,0
37.091,577100,244.0,31,308,0
37.552,577232,653.0,78,722,0
37.955,577348,609.0,62,679,0
38.408,577480,1929.0,236,2021,0
38.805,577600,1348.0,162,1435,0
38.904,577632,610.0,100,679,0
39.104,577696,624.0,87,692,0
42.66,578016,819.0,134,899,0
42.818,578064,717.0,116,797,0
43.639,578312,1343.0,154,1430,0
44.028,578432,250.0,30,314,0
44.383,578544,750.0,120,829,0
44.663,578628,1937.0,249,2025,0
44.935,578700,1327.0,171,1416,0
48.047,578868,611.0,60,681,0
48.46,578988,250.0,30,314,0
48.715,579064,1044.0,158,1130,0
49.52,579316,612.0,82,685,0
49.659,579360,612.0,74,683,0
49.798,579404,1324.0,176,1414,0
50.825,579728,2368.0,296,2469,0
50.978,579776,608.0,93,682,0
53.918,579852,253.0,31,310,0
54.107,579912,232.0,34,296,0
54.206,579944,761.0,146,846,0
54.568,580060,257.0,29,313,0
54.8,580132,1710.0,204,1799,0
54.976,580188,629.0,84,703,0
55.24,580272,639.0,90,708,0
55.329,580300,249.0,28,312,0
55.556,580372,610.0,78,683,0
55.896,580480,650.0,87,722,0
56.213,580580,624.0,77,689,0
56.379,580632,627.0,65,691,0
56.909,580800,1050.0,125,1128,0
60.536,581128,639.0,82,706,0
60.757,581196,642.0,141,724,0
60.912,581244,257.0,29,313,0
61.163,581324,1038.0,186,1127,0
61.852,581540,1417.0,265,1526,0
65.577,581904,1049.0,177,1138,0
65.614,581916,619.0,94,687,0
65.727,581952,1038.0,177,1127,0
66.004,582040,252.0,31,316,0
66.105,582072,257.0,30,313,0
66.356,582152,1041.0,207,1130,0
66.42,582172,235.0,33,298,0
67.076,582380,629.0,77,701,0
67.487,582500,255.0,30,312,0
68.063,582652,1048.0,125,1126,0
68.333,582732,1054.0,140,1137,0
68.386,582748,1035.0,211,1128,0
71.434,582908,636.0,102,698,0
71.474,582920,611.0,67,674,0
71.862,583044,611.0,74,683,0
72.786,583328,818.0,149,899,0
72.865,583352,619.0,77,692,0
73.4,583512,1041.0,151,1126,0
73.902,583668,1347.0,187,1435,0
73.927,583676,658.0,81,722,0
77.218,583900,601.0,97,677,0
77.593,584012,634.0,84,707,0
77.657,584032,816.0,176,899,0
78.684,584332,625.0,80,697,0
78.725,584344,1043.0,169,1130,0
79.319,584528,1352.0,157,1433,0
79.46,584572,1045.0,135,1125,0
79.595,584612,622.0,70,687,0
80.348,584844,1053.0,125,1124,0
80.374,584852,634.0,81,707,0
83.241,584928,615.0,89,688,0
83.399,584976,610.0,91,685,0
84.095,585180,632.0,82,705,0
84.302,585244,621.0,67,692,0
84.315,585248,593.0,101,669,0
84.69,585364,250.0,30,313,0
