rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/iterations,train/clip_range,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/explained_variance,train/n_updates,train/learning_rate,train/loss
130.66,176,9.3765,562,669908,97,0.2,-1.107261247932911,0.010181255,-0.004237264220137149,0.5586409494280815,0.04736328125,0.558408260345459,2608,0.0001,0.30860939621925354
132.38,176,9.376299999999999,567,670932,98,0.2,-1.1017257422208786,0.016483959,-0.00637859120615758,0.5264307893812656,0.073974609375,0.6553092002868652,2612,0.0001,0.2542072832584381
132.59,176,9.2774,573,671956,99,0.2,-1.089578039944172,0.0056626387,-0.0002177064015995711,0.6677696816623211,0.00439453125,0.45065635442733765,2616,0.0001,0.27548226714134216
133.02,176,9.400799999999998,578,672980,100,0.2,-1.0491700619459152,0.00829857,-0.005152346100658178,0.4479782525449991,0.033203125,0.6226574182510376,2620,0.0001,0.1729458123445511
133.67,176,9.3746,584,674004,101,0.2,-1.023160181939602,0.012970996,-0.0047350184177048504,0.835362084209919,0.0625,0.51011061668396,2624,0.0001,0.27740561962127686
125.46,176,8.876900000000001,590,675028,102,0.2,-1.0119627974927425,0.0036669935,-0.0006956611177884042,0.6395651064813137,0.007568359375,0.6432523727416992,2628,0.0001,0.2954789698123932
123.8,177,8.793199999999999,595,676052,103,0.2,-0.9669737555086613,0.008721879,-0.002473135100444779,0.5568984970450401,0.046142578125,0.6888339519500732,2632,0.0001,0.26466792821884155
125.83,177,8.873600000000003,601,677076,104,0.2,-1.0127031356096268,0.0041021085,-0.0008379534119740129,0.4794871434569359,0.0478515625,0.6846888065338135,2636,0.0001,0.22018176317214966
125.57,177,8.895999999999997,606,678100,105,0.2,-0.9741732031106949,0.0054607233,-0.0030618985765613616,0.42071882262825966,0.02734375,0.6605708599090576,2640,0.0001,0.14567828178405762
126.28,177,9.0371,612,679124,106,0.2,-1.0057715848088264,0.008122175,-0.0023682093888055533,0.5761691313236952,0.08740234375,0.581027626991272,2644,0.0001,0.23787370324134827
124.37,177,8.971,617,680148,107,0.2,-0.9524873308837414,0.014293604,-0.005010719483834691,0.5263757035136223,0.10546875,0.6171056032180786,2648,0.0001,0.22804120182991028
127.88,177,9.3345,623,681172,108,0.2,-0.9826380051672459,0.023443092,-0.004939410573570058,0.9194209985435009,0.152587890625,0.36927950382232666,2652,0.0001,0.3777869939804077
125.29,177,9.2271,629,682196,109,0.2,-0.9328014440834522,0.0049595092,0.0025493771681794897,0.6279972400516272,0.036376953125,0.5641990900039673,2656,0.0001,0.28513848781585693
125.08,177,9.3083,634,683220,110,0.2,-1.016007512807846,0.0021933191,0.00013637266238220036,0.96607381477952,0.003173828125,0.5097121000289917,2660,0.0001,0.4641995429992676
123.84,177,9.243899999999998,640,684244,111,0.2,-0.9710254147648811,0.006579606,-0.0018307438876945525,0.6960033066570759,0.051513671875,0.5391532182693481,2664,0.0001,0.21871882677078247
119.72,177,8.897699999999999,646,685268,112,0.2,-0.9894568584859371,0.013465222,-0.0019303776789456606,0.48140152730047703,0.07568359375,0.6415567398071289,2668,0.0001,0.18153928220272064
122.39,177,9.070199999999998,651,686292,113,0.2,-1.033442497253418,0.0032296865,-0.0025357676058774814,0.8121075704693794,0.002685546875,0.5655695199966431,2672,0.0001,0.4105328619480133
123.13,177,9.1509,657,687316,114,0.2,-1.040429763495922,0.0059583164,-0.0026341774209868163,0.400093249976635,0.0126953125,0.7190630435943604,2676,0.0001,0.16918469965457916
120.53,177,8.991900000000001,662,688340,115,0.2,-1.0292465835809708,0.008042649,-0.0018493235111236572,0.543191697448492,0.0498046875,0.6985355615615845,2680,0.0001,0.19463075697422028
125.03,177,9.142599999999998,668,689364,116,0.2,-1.056573934853077,0.016822586,-0.004916989099001512,0.6610387675464153,0.161376953125,0.5260668992996216,2684,0.0001,0.2387106716632843
123.18,177,8.920300000000001,673,690388,117,0.2,-0.9454365447163582,0.019656237,-0.003969911311287433,0.6479689218103886,0.173583984375,0.5709453821182251,2688,0.0001,0.2739958167076111
118.93,177,8.6369,679,691412,118,0.2,-0.9552925676107407,0.0033908137,-0.0008928828756324947,0.8090988509356976,0.07763671875,0.2861984372138977,2692,0.0001,0.36808907985687256
123.08,177,8.7862,685,692436,119,0.2,-0.937725231051445,0.0013965536,8.627743227407336e-05,0.806400366127491,0.00146484375,0.29388701915740967,2696,0.0001,0.40252527594566345
117.72,177,8.422600000000001,690,693460,120,0.2,-0.9447491057217121,0.0023554727,0.0013979740033391863,0.6194725148379803,0.00390625,0.4368060827255249,2700,0.0001,0.2886522710323334
120.31,177,8.517100000000001,696,694484,121,0.2,-0.9455518089234829,0.0026080324,-0.001675865612924099,0.7082251161336899,0.00732421875,0.36194485425949097,2704,0.0001,0.3563685715198517
125.66,177,8.8137,702,695508,122,0.2,-0.9606992714107037,0.0040581534,-0.002316289785085246,0.5627105329185724,0.01025390625,0.40970146656036377,2708,0.0001,0.24907729029655457
122.58,178,8.5815,707,696532,123,0.2,-0.9402453489601612,0.012538487,-0.0030415107612498105,0.6806032210588455,0.0654296875,0.38090425729751587,2712,0.0001,0.30525311827659607
122.1,178,8.5344,713,697556,124,0.2,-0.9519483521580696,0.0034656522,-0.001867347236839123,0.7066288068890572,0.00439453125,0.456993043422699,2716,0.0001,0.34748440980911255
122.44,178,8.5225,718,698580,125,0.2,-0.9470676891505718,0.0013178196,-0.0002995329850818962,0.8529340550303459,0.00244140625,0.521229088306427,2720,0.0001,0.35463398694992065
125.96,178,8.6461,724,699604,126,0.2,-0.9877848885953426,0.005930247,-0.00194045840180479,0.66719089448452,0.01416015625,0.45285022258758545,2724,0.0001,0.284595251083374
119.16,178,8.432000000000002,729,700628,127,0.2,-0.9852572828531265,0.00773458,-0.0023093482304830104,0.5921899229288101,0.05517578125,0.5595569014549255,2728,0.0001,0.2729634642601013
119.57,178,8.5236,735,701652,128,0.2,-1.0104443989694118,0.0055818507,-0.003487673180643469,0.6384810619056225,0.051025390625,0.6098459959030151,2732,0.0001,0.28922393918037415
120.83,178,8.6501,740,702676,129,0.2,-1.0008889511227608,0.0033550337,-0.0025497145543340594,0.6842775717377663,0.00732421875,0.44215309619903564,2736,0.0001,0.2758340537548065
123.68,178,8.7698,746,703700,130,0.2,-1.0226951614022255,0.0011845273,-0.0024641461786814034,0.6323329694569111,0.00146484375,0.5952927470207214,2740,0.0001,0.2680591940879822
123.92,178,8.8509,751,704724,131,0.2,-0.9997388422489166,0.004972583,-0.002281398279592395,0.5976076368242502,0.018798828125,0.5758021473884583,2744,0.0001,0.2364092469215393
122.47,178,8.8199,757,705748,132,0.2,-0.9916436225175858,0.009100255,-0.002093216811772436,0.5939054321497679,0.02587890625,0.5641953945159912,2748,0.0001,0.2701908349990845
123.99,178,8.908100000000001,763,706772,133,0.2,-0.9763921983540058,0.001687167,-0.002674718518392183,0.7995955646038055,0.003173828125,0.5127281546592712,2752,0.0001,0.3521915674209595
121.12,178,8.7546,768,707796,134,0.2,-0.9362316727638245,0.014458653,-0.0037844437756575644,0.6974405497312546,0.101318359375,0.35615330934524536,2756,0.0001,0.25102344155311584
119.79,178,8.6472,774,708820,135,0.2,-0.9932752810418606,0.005861476,-0.0033869625767692924,0.6458313651382923,0.038818359375,0.4853939414024353,2760,0.0001,0.3041185438632965
119.53,178,8.7569,779,709844,136,0.2,-1.0050044693052769,0.005872562,-0.0027803268749266863,0.8615613803267479,0.02392578125,0.4209054708480835,2764,0.0001,0.44353440403938293
118.27,178,8.6862,785,710868,137,0.2,-1.051557682454586,0.0051415223,-0.004796922454261221,0.6395624428987503,0.051025390625,0.5168106555938721,2768,0.0001,0.26399528980255127
118.98,178,8.8347,790,711892,138,0.2,-1.0350008010864258,0.002271498,-0.0019736956746783108,0.423481073230505,0.004638671875,0.6934114694595337,2772,0.0001,0.16372019052505493
122.29,178,9.0152,796,712916,139,0.2,-1.0096489936113358,0.0039464445,-0.0015790428733453155,0.5861679557710886,0.01513671875,0.4696124196052551,2776,0.0001,0.26130396127700806
123.16,178,8.9918,801,713940,140,0.2,-1.0180122032761574,0.008112477,-0.00023543767747469246,0.4717620760202408,0.06201171875,0.6429640054702759,2780,0.0001,0.18766047060489655
125.35,178,9.1066,807,714964,141,0.2,-1.0277374237775803,0.0080195535,-0.0008113114745356143,0.9720365144312382,0.04931640625,0.40390074253082275,2784,0.0001,0.4401894211769104
127.86,178,9.3728,813,715988,142,0.2,-1.0548559352755547,0.005416516,-0.0028489220421761274,0.7217552773654461,0.013671875,0.4099286198616028,2788,0.0001,0.3818341791629791
126.72,178,9.3604,818,717012,143,0.2,-1.0264591053128242,0.011470196,-0.005100601178128272,0.6232178881764412,0.038330078125,0.6111965179443359,2792,0.0001,0.22067596018314362
125.39,178,9.3481,824,718036,144,0.2,-0.9983663782477379,0.0013934281,-0.0010283846931997687,0.737533699721098,0.001953125,0.4565613269805908,2796,0.0001,0.2743144929409027
