decision,raw_frames,x,y,max_x,action,action_name,prob_0,prob_1,prob_2,prob_3,prob_4,action_entropy_nats,native_reward,native_reward_sum,no_progress_decisions,life,game_time,flag_get,terminated,truncated
1,4,40,79,40,1,right,7.270992227859097e-06,0.00042158784344792366,6.876167753944173e-05,0.9981949925422668,0.0013073529116809368,0.014505432918667793,0.0,0.0,1,2,400,0,0,0
2,8,42,79,42,3,right+B,7.223021384561434e-06,0.00042074895463883877,6.840383866801858e-05,0.9982016086578369,0.0013019988546147943,0.01445930078625679,2.0,2.0,0,2,400,0,0,0
3,12,45,79,45,3,right+B,7.206473583210027e-06,0.0004199436225462705,6.837390537839383e-05,0.9982006549835205,0.0013038074830546975,0.014464565552771091,3.0,5.0,0,2,400,0,0,0
4,16,51,79,51,3,right+B,7.022227237030165e-06,0.0004107380809728056,6.581116758752614e-05,0.9982307553291321,0.0012856483226642013,0.01424550823867321,6.0,11.0,0,2,400,0,0,0
5,20,58,79,58,3,right+B,7.96021686255699e-06,0.00045521464198827744,8.280683687189594e-05,0.997894823551178,0.001559186028316617,0.016555646434426308,6.0,17.0,0,2,399,0,0,0
6,24,67,79,67,3,right+B,7.480011390725849e-06,0.00043736526276916265,8.442149555776268e-05,0.9978439807891846,0.001626672106795013,0.016861772164702415,9.0,26.0,0,2,399,0,0,0
7,28,77,79,77,3,right+B,7.425187050102977e-06,0.000444140809122473,9.043926547747105e-05,0.9977147579193115,0.0017433357425034046,0.017714474350214005,10.0,36.0,0,2,399,0,0,0
8,32,89,79,89,3,right+B,8.331350727530662e-06,0.0004878884938079864,0.00011143663141410798,0.9974599480628967,0.0019324271706864238,0.0194447822868824,12.0,48.0,0,2,399,0,0,0
9,36,101,79,101,3,right+B,1.6207031876547262e-05,0.0008831591694615781,0.0003247142885811627,0.9923809170722961,0.0063950675539672375,0.048896968364715576,12.0,60.0,0,2,399,0,0,0
10,40,113,79,113,3,right+B,9.971409599529579e-05,0.004151985514909029,0.010058581829071045,0.7840747237205505,0.20161497592926025,0.5835437774658203,11.0,71.0,0,2,398,0,0,0
11,44,125,79,125,3,right+B,0.00015962526958901435,0.00561102107167244,0.0316116102039814,0.24809174239635468,0.7145259976387024,0.7256783246994019,12.0,83.0,0,2,398,0,0,0
12,48,137,97,137,4,right+A+B,0.00014290113176684827,0.004523131530731916,0.034905243664979935,0.1673303246498108,0.7930984497070312,0.6257917881011963,12.0,95.0,0,2,398,0,0,0
13,52,149,115,149,3,right+B,0.00014314119471237063,0.005934573709964752,0.010352238081395626,0.7852996587753296,0.19827044010162354,0.5896340608596802,12.0,107.0,0,2,398,0,0,0
14,56,161,121,161,3,right+B,2.8081351047148928e-05,0.0014062278205528855,0.0005904652061872184,0.9829615950584412,0.015013594180345535,0.09385012835264206,12.0,119.0,0,2,398,0,0,0
15,60,173,114,173,3,right+B,6.244554242584854e-06,0.00037068838719278574,9.60046672844328e-05,0.9971850514411926,0.002342031104490161,0.020887669175863266,11.0,130.0,0,2,397,0,0,0
16,64,185,94,185,3,right+B,2.29120109906944e-06,0.0001445734524168074,2.5354525860166177e-05,0.9988462924957275,0.0009815380908548832,0.009528431110084057,12.0,142.0,0,2,397,0,0,0
17,68,197,79,197,3,right+B,7.576342795800883e-06,0.000344708445481956,0.00016158480138983577,0.9870268702507019,0.012459244579076767,0.07177454978227615,12.0,154.0,0,2,397,0,0,0
18,72,209,97,209,4,right+A+B,2.3681643142481335e-05,0.0006010513752698898,0.007982865907251835,0.10754705220460892,0.8838452696800232,0.39221346378326416,12.0,166.0,0,2,397,0,0,0
19,76,221,117,221,4,right+A+B,1.1376101838322938e-06,2.09954032470705e-05,0.005811118520796299,0.0002754265733528882,0.9938912391662598,0.03850489854812622,12.0,178.0,0,2,397,0,0,0
20,80,233,133,233,4,right+A+B,1.984858357673147e-07,2.726177399381413e-06,0.004201797768473625,6.944980214029783e-06,0.9957883954048157,0.027316926047205925,11.0,189.0,0,2,396,0,0,0
21,84,245,147,245,4,right+A+B,1.9816512519810203e-07,2.970075911434833e-06,0.006475099828094244,3.932464096578769e-06,0.9935178756713867,0.039183903485536575,12.0,201.0,0,2,396,0,0,0
22,88,257,156,257,4,right+A+B,1.17427543955273e-06,2.2687148884870112e-05,0.004160406067967415,3.124649083474651e-05,0.9957844614982605,0.02759721502661705,12.0,213.0,0,2,396,0,0,0
