decision,raw_frames,x,y,max_x,action,action_name,prob_0,prob_1,prob_2,prob_3,prob_4,action_entropy_nats,native_reward,native_reward_sum,no_progress_decisions,life,game_time,flag_get,terminated,truncated,game_score,score_gain,coins,one_ups,custom_one_up_bonus,augmented_score_gain,flag_height_bonus,flag_touch_y,flag_score_tier,flag_top_tier,post_flag_frames,flag_resolution_complete,flag_resolution_status,objective_reward,objective_reward_sum
1,4,40,79,40,3,right+B,1.0501029379383908e-07,8.557941328035668e-06,5.8424075177754276e-06,0.9999568462371826,2.8630640372284688e-05,0.0005143698072060943,0.0,0.0,1,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
2,8,43,79,43,3,right+B,1.0304172093356101e-07,8.467941370327026e-06,5.835192041558912e-06,0.9999570846557617,2.8505482987384312e-05,0.0005121153080835938,3.0,3.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
3,12,47,79,47,3,right+B,1.0500455260853414e-07,8.635603080620058e-06,6.0594479691644665e-06,0.9999555349349976,2.975065217469819e-05,0.0005300743505358696,4.0,7.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
4,16,53,79,53,3,right+B,9.957751956335414e-08,8.247790901805274e-06,5.769335984950885e-06,0.999956488609314,2.9416974939522333e-05,0.0005185477784834802,6.0,13.0,0,2,400,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
5,20,60,79,60,3,right+B,1.0863695365515014e-07,8.510861334798392e-06,6.7919245338998735e-06,0.9999477863311768,3.6820485547650605e-05,0.0006102881161496043,6.0,19.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
6,24,70,79,70,3,right+B,9.791064314867981e-08,7.994534826138988e-06,6.600535016332287e-06,0.99994957447052,3.578479663701728e-05,0.0005910501349717379,10.0,29.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
7,28,81,79,81,3,right+B,1.081781633160972e-07,8.697642442712095e-06,7.82380720920628e-06,0.999942421913147,4.089171488885768e-05,0.0006654898752458394,11.0,40.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
8,32,93,79,93,3,right+B,1.1151906420536761e-07,8.895324754121248e-06,8.216613423428498e-06,0.999940037727356,4.269527562428266e-05,0.0006911020609550178,12.0,52.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
9,36,105,79,105,3,right+B,4.1823869878498954e-07,2.8853917683591135e-05,7.263766747200862e-05,0.9995599389076233,0.0003381712012924254,0.004143053200095892,12.0,64.0,0,2,399,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
10,40,117,97,117,4,right+A+B,9.020357538247481e-06,0.0003976495354436338,0.013141058385372162,0.902816116809845,0.08363614231348038,0.3599707782268524,11.0,75.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
11,44,129,117,129,4,right+A+B,4.73473983220174e-06,0.00010879355249926448,0.06686773151159286,0.008739378303289413,0.9242792725563049,0.2961333692073822,12.0,87.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
12,48,141,133,141,4,right+A+B,5.009789219911909e-06,0.00010818724695127457,0.03996998816728592,0.014028417877852917,0.9458884596824646,0.24221253395080566,12.0,99.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
13,52,153,145,153,3,right+B,1.0185319297306705e-05,0.0004899254417978227,0.010024323128163815,0.8292757868766785,0.16019976139068604,0.4986119270324707,12.0,111.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
14,56,165,144,165,3,right+B,9.871803285932401e-07,5.0452326831873506e-05,0.00018298160284757614,0.9902384281158447,0.009527185000479221,0.05613711476325989,12.0,123.0,0,2,398,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
15,60,177,129,177,3,right+B,2.689147891032917e-07,1.3136193956597708e-05,1.0660408406693023e-05,0.9986093044281006,0.001366626936942339,0.010676710866391659,11.0,134.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
16,64,189,109,189,3,right+B,1.998288610138843e-07,9.608837899577338e-06,7.704134077357594e-06,0.9984253644943237,0.001557126990519464,0.01184447668492794,12.0,146.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
17,68,201,89,201,3,right+B,1.0135752290807432e-06,2.02789105969714e-05,8.445775893051177e-05,0.9455150961875916,0.05437912046909332,0.21233800053596497,12.0,158.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
18,72,213,79,213,4,right+A+B,4.368069141946762e-07,3.4545259950391483e-06,0.003533286042511463,0.003338507143780589,0.9931243062019348,0.04588595777750015,12.0,170.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
19,76,225,79,225,4,right+A+B,6.056453116798366e-07,5.477640115714166e-06,0.022829560562968254,0.0021057731937617064,0.9750586748123169,0.12396956235170364,12.0,182.0,0,2,397,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
20,80,237,79,237,2,right+A,9.941445711092456e-08,7.118222242752381e-07,0.34193745255470276,6.762442808394553e-06,0.6580550074577332,0.6424086689949036,11.0,193.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
21,84,249,79,249,4,right+A+B,4.165219991136837e-08,2.2665844312541594e-07,0.09748715907335281,4.748321771330666e-07,0.9025120735168457,0.31953832507133484,12.0,205.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
22,88,261,79,261,4,right+A+B,3.7305974842638534e-07,4.07851803174708e-06,0.007667336612939835,9.72310226643458e-05,0.9922309517860413,0.0460389070212841,12.0,217.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
23,92,273,79,273,3,right+B,1.8435682704875944e-06,7.85347874625586e-05,0.0001094326944439672,0.9830631017684937,0.01674710586667061,0.08704538643360138,12.0,229.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
24,96,285,79,285,3,right+B,1.3860654846098441e-08,1.0560441978668678e-06,2.6556717713788203e-08,0.9999961853027344,2.748432962107472e-06,5.425319614005275e-05,12.0,241.0,0,2,396,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
25,100,297,79,297,3,right+B,4.910997120077809e-08,1.8814191662386293e-06,1.916614849051257e-07,0.9999779462814331,1.988861185964197e-05,0.00026583013823255897,11.0,252.0,0,2,395,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
26,104,309,97,309,4,right+A+B,2.9929396987427026e-06,9.549453352519777e-06,0.0070343017578125,0.003436906961724162,0.9895163178443909,0.06494395434856415,12.0,264.0,0,2,395,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
27,108,321,115,321,3,right+B,5.583634901995538e-06,3.8530568417627364e-05,0.0005720071494579315,0.9342063665390015,0.06517750024795532,0.2462865710258484,12.0,276.0,0,2,395,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
28,112,333,109,333,3,right+B,6.411520416804706e-07,8.647195500088856e-06,5.730497287004255e-05,0.9982106685638428,0.001722700777463615,0.013420484028756618,12.0,288.0,0,2,395,0,0,0,0,0,0,0,0.0,0.0,0,,,False,0,False,not_reached,0.0,0.0
